policy_entropy,P01:episode_rewards,policy_loss,episode_length,PMM:episode_rewards,advantage_norm,explained_variance,fps,frames,grad_norm,P09:episode_rewards,value_loss,epoch_idx
1.3073478254675865,0.0,-0.025895284445141442,165.42222222222222,1.0444444444444445,4.031943164356053,-1.1949029940366744,241,8000,23.6936399030541,2.0,0.8880382072421525,1
1.3555570328235627,0.0,0.0008052886734367348,164.81443298969072,1.0103092783505154,0.8277786978706717,-0.8504116880893707,151,16000,0.1478820730342317,2.0,0.007965383759187716,2
1.370606210231781,0.0,0.00035701635060831905,169.39,1.1,0.9233587113767863,-0.3665594077110291,178,24000,0.1431617977604131,2.0,0.009165692067267629,3
1.3671577095985412,0.0,-0.0016096379759255796,173.47,1.18,0.8986532593518496,-0.350217177271843,197,32000,0.1260470088224477,3.0,0.008595795660162366,4
1.373084100484848,0.0,0.0009169972658855841,177.7,1.3,0.9018906680494547,-0.2806700187921524,208,40000,0.13076343508326688,3.0,0.008685289158802335,5
1.3775626516342163,0.0,0.0027816769060154912,183.06,1.48,1.0181375955045224,-0.12679210305213928,216,48000,0.14362987771058205,3.0,0.01096572449510859,6
1.3768812084197999,0.0,-0.0022882638522423804,196.88,1.79,1.0492994743585586,-0.30228055477142335,221,56000,0.16136435643803715,4.0,0.011047736434720718,7
1.3806794321537017,0.0,-0.00017127857776358724,198.92,1.79,0.9173377346247434,-0.17954668939113616,226,64000,0.13676021924586412,4.0,0.00927232692907637,8
1.3810003626346588,0.0,0.0015743247716454788,184.46,1.45,0.9354854568094015,-0.16400435209274292,232,72000,0.12685434809715906,4.0,0.009438933263736545,9
1.3838901340961456,0.0,0.00040322738978375126,183.13,1.4,0.9264663837850093,-0.10974040806293488,236,80000,0.12175466796682645,3.1000000000000085,0.009163871427717822,10
1.3830308210849762,0.0,0.00012316480104345828,185.37,1.48,0.8751641714014113,-0.1943809551000595,238,88000,0.11617429486109451,3.1000000000000085,0.00863076753711539,11
1.3831860554218292,0.0,0.0016450984857510776,189.59,1.64,1.0576938931364566,-0.23492467820644378,239,96000,0.11828812875337162,4.0,0.010983095114975755,12
1.3819893050193786,0.0,-0.0011177431896794588,189.0,1.61,0.9642492410540581,-0.1198866093158722,241,104000,0.11597265831071091,4.0,0.010002131681612809,13
1.3801944756507873,0.0,0.00036503138806438074,197.29,1.74,1.000292932316661,-0.10577998459339141,243,112000,0.1130425751383963,5.0,0.009780217446459573,14
1.3759717702865601,0.0,-0.00044361538704833946,187.85,1.46,0.9586542381346226,-0.2800802618265152,245,120000,0.17158397853060148,4.0,0.00927787445785725,15
1.3838656914234162,0.0,-0.00024793371325358747,176.67,1.21,0.8744345758855343,-0.3186401742696762,246,128000,0.12424442194994334,3.0,0.009012819906611185,16
1.381822371482849,0.0,0.00015612811606843024,175.41,1.18,0.8777311747893691,-0.16158898711204528,247,136000,0.11046072246035714,3.0,0.008235402315895044,17
1.3814231956005096,0.0,0.0006032465716998558,180.86,1.36,1.0331659610942006,-0.24750081062316895,248,144000,0.12336876257368813,3.0,0.010896022601755248,18
1.381288628578186,0.0,0.0014829549149726518,181.0,1.41,0.9875971305370331,-0.22516200006008147,249,152000,0.12055356555458108,3.0,0.01004868039694884,19
1.378319274187088,0.0,-0.0014970359450671821,187.53,1.56,0.9230257542431355,-0.15345250368118285,251,160000,0.127402152806199,4.0,0.00925532715205918,20
1.3747180819511413,0.0,-0.00014981928863562642,185.89,1.5,0.941886982023716,-0.1172622525691986,252,168000,0.11673373878501238,4.0,0.009244012214840041,21
1.3800074100494384,0.0,-0.00032587507332209497,177.72,1.26,0.8610740341991187,-0.1662403589487076,253,176000,0.10853037593176319,3.0,0.008221324289970654,22
