grad_norm,frames,clip_fraction,explained_variance,fps,approx_kl_divergence,policy_entropy,P01:episode_rewards,epoch_idx,value_loss,PMM:episode_rewards,episode_length,policy_loss,advantage_norm,P09:episode_rewards
627667221.1726742,10240,0.2966064453125,-0.5350488319993019,186,4355080.327635251,0.25122447281816157,125.0,1,651409926.4422112,171.875,361.125,0.04487060027731786,15.968716502189636,242.5
0.06265581617246432,20480,0.160302734375,-4.097819328308106e-09,170,0.0076527034300170275,0.7696092804893852,125.0,2,0.00895730500596983,158.63636363636363,365.8363636363636,0.0021473466491443104,15.968716716766357,240.00000000000003
0.03786918183231731,30720,0.1143310546875,-3.3527612686157227e-09,181,0.002789652117468222,0.9846123330295086,125.0,3,0.010876638029367313,167.16867469879517,362.5301204819277,0.00035298803231853526,15.968717682361603,250.0
0.034157467499089135,40960,0.1355712890625,-2.3096799850463868e-08,191,0.0031440128188364724,1.0942837819457054,125.0,4,0.011733966463361866,166.25,359.52,-0.00012927631032653153,15.968717962503433,250.0
0.036952418618871566,51200,0.14169921875,-7.450580596923828e-09,197,0.0028832902057956745,1.177331156283617,125.0,5,0.011051501140173059,193.75,366.27,6.666830595349892e-05,15.968717753887177,252.50000000000023
0.038218915760948664,61440,0.1342529296875,-5.215406417846679e-09,202,0.002488344529359665,1.1481855772435665,125.0,6,0.013051196005835663,204.25,362.23,-0.0005098966787045356,15.96871777176857,275.0
0.04415450463779341,71680,0.1520263671875,-7.078051567077636e-09,207,0.003189914022993889,1.2505210645496845,125.0,7,0.013091381659614853,221.25,364.49,-0.00010994085714628454,15.968717920780183,275.0
0.05576373256692711,81920,0.2091796875,4.8428773880004884e-09,209,0.003362162417261061,1.4867072843015194,125.0,8,0.013563057366991416,247.25,366.31,-0.000588767766021192,15.96871799826622,350.0
0.054351908384532056,92160,0.1887451171875,1.1548399925231934e-08,213,0.0027515421156977028,1.5647209666669368,150.0,9,0.01431501177867176,277.25,371.34,-0.0012707964116998483,15.968717950582505,552.5000000000002
0.052166820340250775,102400,0.1701904296875,-5.215406417846679e-09,214,0.002663527329718818,1.5784305498003959,150.0,10,0.014876855770125985,307.75,369.31,-0.000242289300331322,15.96871789097786,575.0
0.05747283081171336,112640,0.21845703125,-2.6822090148925782e-08,216,0.002963807048581657,1.7339045703411102,147.5,11,0.013001397458720022,308.25,365.17,-0.0010872172068047802,15.968717801570893,575.0
0.05185383198906236,122880,0.196630859375,-3.7252902984619143e-10,219,0.002770583597521181,1.702013362199068,100.0,12,0.011458194133274447,273.0,352.31,-0.0009224232642736751,15.968717575073242,525.0
0.05370237722501277,133120,0.2607421875,-6.7055225372314455e-09,219,0.0037556523923854,1.6659632861614226,50.0,13,0.008925309585629293,223.5,339.04,-0.0016041262722865212,15.96871758699417,500.0
0.05452493843257498,143360,0.243603515625,-1.4901161193847657e-09,220,0.0035233688804851226,1.6259364284574986,25.0,14,0.010221958062174963,197.25,335.17,-0.0013519261505280157,15.96871766448021,477.5000000000002
0.05003357807977836,153600,0.2488037109375,-2.2351741790771484e-09,222,0.004123969233080516,1.595919630676508,25.0,15,0.006555210034269976,168.0,328.79,-0.0011457586202595848,15.96871275305748,452.50000000000017
