grad_norm,value_loss,episode_length,epoch_idx,approx_kl_divergence,P09:episode_rewards,PMM:episode_rewards,explained_variance,fps,P01:episode_rewards,frames,policy_loss,policy_entropy,advantage_norm,clip_fraction
20.565443214601178,0.43096407612320037,309.7096774193548,1,0.006605440144950241,125.0,56.45161290322581,0.024575556814670562,177,0.0,10240,0.004127940284524812,1.5793780222535134,15.968719267845154,0.3126708984375
3.0839097737547716,0.09311291665071622,329.06666666666666,2,0.0024131156953449656,275.0,110.0,0.23073367290198804,169,0.0,20480,-0.003403617070216569,1.629962033033371,15.968719220161438,0.15498046875
2.828996326647353,0.0921688060858287,336.8426966292135,3,0.002220554121732163,325.0,135.95505617977528,0.27844440676271914,174,0.0,30720,-0.003175132866817876,1.693660669773817,15.968719220161438,0.1357666015625
3.063303933146831,0.11270342979114503,349.26,4,0.00232670836758229,327.5000000000002,191.5,0.5833302147686481,176,47.50000000000001,40960,-0.0037297334070899523,1.6737082086503505,15.968719172477723,0.1557373046875
3.4214542329015836,0.13262922116555273,354.42,5,0.0019139313225653716,500.0,233.25,0.6098658069968224,179,72.50000000000001,51200,-0.004486354126856895,1.7357655212283134,15.968719244003296,0.1156494140625
3.5153394113299425,0.14839442539960146,358.53,6,0.0018763981385521392,525.0,274.5,0.5366361539810895,180,147.5,61440,-0.004355595039669424,1.7215091913938523,15.96871920824051,0.11171875
4.439619702923329,0.1739985083695501,352.14,7,0.0017933224094579966,480.00000000000045,263.0,0.5310747466981411,180,125.0,71680,-0.00500502193790453,1.717631781846285,15.968719202280045,0.10791015625
3.262654481757361,0.1366590844001621,355.34,8,0.00179555829338401,477.5000000000002,270.25,0.6516250379383564,182,147.5,81920,-0.004894115298156976,1.7093609422445297,15.968719345331191,0.10615234375
2.71712131899871,0.10967981254216283,355.27,9,0.0020881196294116272,402.5000000000002,262.5,0.7776117511093616,182,125.0,92160,-0.005919709303270793,1.6901237629354,15.968719273805618,0.1310791015625
2.437678387762566,0.09914731588214636,363.89,10,0.0020679175345780193,507.5000000000006,288.75,0.8068258475512267,183,150.0,102400,-0.005306741761160083,1.6956279173493385,15.96871913075447,0.129931640625
2.594865267142194,0.11591286989860236,365.66,11,0.0021363059413264307,577.5000000000002,301.0,0.77581203058362,184,172.5,112640,-0.00707796872156905,1.7139664009213447,15.968719321489335,0.134521484375
3.2083120594485246,0.14734551412984728,375.38,12,0.0019018853894866162,625.0,324.0,0.7272402845323086,185,175.0,122880,-0.00595598817562859,1.7362853579223156,15.968719309568405,0.1177734375
2.6592357670205544,0.15077967359684408,378.38,13,0.002277439233307951,625.0,331.0,0.7555540438741446,186,175.0,133120,-0.00611644739183248,1.714420860260725,15.968719321489335,0.15029296875
2.35908606721171,0.11631789912935346,384.54,14,0.002105526238665705,625.0,347.0,0.8159885823726654,186,175.0,143360,-0.006633788866747636,1.695941899716854,15.968719470500947,0.1340576171875
2.795445284153069,0.13095825160853564,387.67,15,0.0020393165708813923,625.0,352.0,0.8320877559483051,187,175.0,153600,-0.006488973521845765,1.707504016160965,15.968719255924224,0.1306396484375
2.181804947585158,0.10147775171790271,392.65,16,0.001935672197328437,627.5000000000002,361.5,0.8438356902450324,187,175.0,163840,-0.007491505904545193,1.7377186082303524,15.968719238042832,0.1165771484375
2.120571255981375,0.13661552434787155,387.82,17,0.001985896196925096,602.5000000000002,337.75,0.7221021167933941,188,175.0,174080,-0.006919122428371338,1.750225130468607,15.968719202280045,0.1283935546875
