P09:episode_rewards,epoch_idx,explained_variance,PMM:episode_rewards,P01:episode_rewards,fps,grad_norm,advantage_norm,approx_kl_divergence,clip_fraction,episode_length,policy_entropy,policy_loss,value_loss,frames
364.99999999999994,1,0.011338509991765023,172.41379310344828,25.0,234,25.1867355439639,15.968719297647477,0.015050864447404003,0.3097900390625,328.2068965517241,1.7273340985178947,0.0068813882644462865,0.6005795450415462,10240
330.0000000000001,2,0.23993892334401606,187.71186440677965,25.0,216,3.7108168970339337,15.968719375133514,0.0018749124183389736,0.10634765625,332.89830508474574,1.7396176978945732,-0.0029863094983738846,0.1293323394143954,20480
385.0000000000001,3,0.4490640860050917,211.51685393258427,50.0,225,3.0180245884286787,15.96871936917305,0.0016042025033360253,0.09013671875,338.8426966292135,1.7361012555658817,-0.0035917663815780545,0.13877368308603763,30720
450.0,4,0.5198960442095995,239.75,75.0,228,3.6400389189979805,15.968719482421875,0.0018097619369203844,0.101416015625,349.7,1.7148824252188206,-0.004653879540637717,0.13903696052730083,40960
525.0,5,0.6378362242132425,271.5,100.0,232,3.670747500074411,15.96871913075447,0.0017055406715829689,0.095068359375,360.92,1.722012358903885,-0.003966855399266933,0.158373538358137,51200
527.5000000000002,6,0.7125517155975103,287.25,125.0,234,3.320218085323366,15.968719416856766,0.00200163673334859,0.1158935546875,368.26,1.7065888933837414,-0.005772709278971888,0.13743977332487703,61440
550.0,7,0.7127718530595303,287.75,125.0,236,3.9561071130247747,15.968719214200974,0.001971620284530537,0.124951171875,366.18,1.711347445845604,-0.004582951827615034,0.16134915677830577,71680
577.5000000000002,8,0.693440018221736,300.0,125.0,237,3.606707580080265,15.968719226121902,0.002067875826014977,0.1302001953125,367.67,1.6795895092189312,-0.005047430296144739,0.1548625972121954,81920
600.0,9,0.7323794282972813,317.0,150.0,237,2.9492397754550095,15.968719166517257,0.001954215535670626,0.1169921875,368.14,1.6684023328125477,-0.0054269122905679975,0.14049672363325955,92160
625.0,10,0.7771991185843945,355.0,175.0,238,2.780601179356455,15.968719333410263,0.0021625671273003454,0.1328857421875,374.18,1.7018460415303707,-0.005506759028867237,0.1362057949183509,102400
650.0,11,0.7162443812936544,369.25,175.0,238,2.5215142151553787,15.96871926188469,0.00207918528151394,0.1243896484375,382.16,1.7322625115513801,-0.005948188102047424,0.15687531963922083,112640
627.5000000000002,12,0.7004687398672104,359.75,175.0,239,2.6161926586640307,15.968719154596329,0.002106771922126756,0.1283935546875,386.17,1.728787049651146,-0.006480588808153697,0.13777758581563831,122880
625.0,13,0.796245577186346,353.0,175.0,239,2.6357933024632083,15.968719255924224,0.0021710394496952798,0.132373046875,383.7,1.7049029491841794,-0.007211514186201385,0.1270365465665236,133120
625.0,14,0.7752959221601486,355.0,175.0,240,3.0679089279488663,15.968719136714935,0.0019626970370157752,0.1130126953125,386.7,1.6929893806576728,-0.006443229040451115,0.14728571772575377,143360
627.5000000000002,15,0.7910714138299226,366.5,175.0,240,2.2312085544129756,15.968719309568405,0.0020269668001904723,0.1255615234375,385.06,1.6973503932356835,-0.007554161395091796,0.12036305144429207,153600
652.5000000000002,16,0.8040470354259014,390.75,197.5,240,2.4368897241374397,15.968719160556793,0.0022916562384583377,0.151123046875,393.12,1.6829126171767712,-0.008006934234072106,0.12810176480561494,163840
675.0,17,0.8669475823640823,401.0,175.0,240,1.9794732849356542,15.96871930360794,0.002362968204852569,0.14970703125,403.69,1.6841339625418186,-0.008193214415223337,0.1064311352558434,174080
650.0,18,0.8499346625059843,410.0,197.5,240,2.3631065148892416,15.968719220161438,0.00198373698374356,0.126123046875,405.26,1.713167129456997,-0.007222701495084039,0.12287619716953486,184320
627.5000000000002,19,0.7994461271911859,407.25,175.0,240,2.738466789604714,15.968719244003296,0.0020743524652974852,0.1325927734375,406.05,1.696408249437809,-0.006982213348965161,0.17650530198588968,194560
625.0,20,0.7277659982442856,365.5,175.0,240,2.8310162028282493,15.968719273805618,0.001885857584625536,0.110693359375,391.26,1.7005382858216762,-0.006301114294910803,0.16723204031586647,204800
650.0,21,0.825660739839077,362.5,175.0,240,2.1892078894722133,15.968719178438187,0.0020976069283964024,0.127587890625,384.29,1.6853180676698685,-0.007854277753722272,0.1304164052242413,215040
675.0,22,0.8170248750597239,362.25,175.0,241,2.218712689670034,15.968719232082368,0.0021306385051051207,0.1284423828125,389.57,1.6877569109201431,-0.008241899269341957,0.11577822873368859,225280
700.0,23,0.8120448641479016,391.5,150.0,241,2.021954596968933,15.968719232082368,0.0019626871554808837,0.1225341796875,392.13,1.7151499658823013,-0.008582023361850589,0.1270074164494872,235520
700.0,24,0.821153661608696,418.75,175.0,240,1.824432701309059,15.968719059228897,0.0023658850464246804,0.15244140625,404.17,1.7074611373245716,-0.009249528357031522,0.1217387456446886,245760
677.5000000000002,25,0.733031528815627,403.75,150.0,240,2.0948430717169066,15.968719112873078,0.0022930885873850377,0.1418212890625,403.26,1.7153909347951413,-0.007891846552229253,0.15650973117444664,256000
675.0,26,0.8164379801601171,406.0,150.0,241,2.0023680677509903,15.968719285726547,0.002236782787850015,0.1396484375,394.84,1.7099203594028949,-0.00960294066953793,0.11881792452186346,266240
675.0,27,0.8150712560862303,410.0,150.0,241,2.11760924541542,15.968719160556793,0.0023066241249583334,0.1462158203125,399.3,1.7191837847232818,-0.00948795875228825,0.12369892927818,276480
675.0,28,0.8239993054419756,418.75,175.0,241,2.1734748896016156,15.968719232082368,0.0022207749700672587,0.137158203125,401.92,1.7086888454854487,-0.008627609360337374,0.15565186128951608,286720
652.5000000000002,29,0.8547036599367857,432.0,200.0,241,2.1793742753119716,15.968719339370727,0.002701426553904043,0.163623046875,405.5,1.6898724280297757,-0.009651824922730156,0.15481959357857705,296960
700.0,30,0.8848091006278992,439.5,222.5,241,1.9360131312291078,15.968719333410263,0.0025988407737489393,0.16044921875,413.75,1.6926583461463451,-0.009466222823539283,0.13541365396231414,307200
702.5000000000002,31,0.8690095044672489,449.25,225.0,241,2.053329493201967,15.968719267845154,0.002532040379447014,0.16005859375,423.33,1.7018000572919845,-0.009913900629544514,0.1302129396935925,317440
725.0,32,0.8788172200322151,467.5,225.0,241,2.150373026591841,15.968719220161438,0.0024280219776645364,0.1498291015625,430.21,1.709758846461773,-0.009499621566646965,0.14557683828752488,327680
725.0,33,0.8567259553819895,476.5,222.5,241,2.1063114635835634,15.968719285726547,0.0021946044448444097,0.1332763671875,430.34,1.7123121239244938,-0.008730742734041997,0.16303224386647344,337920
725.0,34,0.8397241484373807,455.5,222.5,241,1.9369556107811579,15.968719255924224,0.002191334404097048,0.13359375,434.85,1.7121769450604916,-0.009828999948513228,0.1411042290041223,348160
675.0,35,0.8999418519437313,449.75,222.5,241,1.8295315004488546,15.968719363212585,0.0021978752359021565,0.1353515625,432.23,1.7003598392009736,-0.010273159722419222,0.10866992694791407,358400
725.0,36,0.8974022317677737,478.75,225.0,241,2.0235897514823806,15.968719357252121,0.0026844693871001697,0.156982421875,440.11,1.6962545320391655,-0.009734107027179561,0.1330432846210897,368640
725.0,37,0.8274915438145399,472.0,250.0,241,2.040735461626715,15.968719327449799,0.0023819716484414152,0.1470458984375,440.54,1.7046046517789364,-0.009570974553571431,0.17850635319482536,378880
727.5000000000002,38,0.8549989640712738,486.0,250.0,242,2.0163410750627877,15.968719255924224,0.0024895468318166525,0.1521240234375,447.53,1.7224404379725455,-0.009143047968973406,0.14928940283134579,389120
750.0,39,0.7994394350796938,511.25,247.5,242,1.947587414532795,15.968719190359115,0.002343072589622167,0.1484375,448.83,1.7183401934802531,-0.01048729919057223,0.14607125245966018,399360
725.0,40,0.903970691561699,476.0,222.5,242,1.6408302847679561,15.968719339370727,0.0026779155278293856,0.1676025390625,440.82,1.7125629402697087,-0.010573508027300704,0.086688262806274,409600
702.5000000000002,41,0.8474960260093212,456.0,222.5,241,1.9373386090120785,15.96871924996376,0.002137743385287932,0.128466796875,438.82,1.7105652324855327,-0.010137889086036012,0.14998839190229774,419840
700.0,42,0.8594749335199594,461.25,225.0,241,1.6653960736517912,15.968719327449799,0.0025309412973458963,0.147607421875,442.34,1.71691997051239,-0.012086980358435539,0.11263348734937609,430080
725.0,43,0.8775409359484911,456.75,225.0,241,1.7121335273236007,15.96871936917305,0.0026267138422329866,0.1615478515625,444.33,1.7067623473703861,-0.011465604846307542,0.10647485964000225,440320
750.0,44,0.8594017177820206,468.0,250.0,242,1.6426589457960623,15.968719244003296,0.002432278955393779,0.150732421875,449.07,1.699119907617569,-0.011757595609378769,0.11864159808028489,450560
750.0,45,0.899873162060976,501.75,250.0,242,1.962245004905131,15.968719285726547,0.00236328757143871,0.14189453125,451.33,1.6634358055889606,-0.010108662894344889,0.12928894949145614,460800
752.5000000000002,46,0.9071357138454914,520.75,272.5,242,1.8267546822497827,15.968719244003296,0.00245012006416832,0.156201171875,452.2,1.6728835433721543,-0.010714914131676778,0.11850540987215936,471040
750.0,47,0.8579680435359478,517.75,250.0,242,1.880396937174438,15.968719166517257,0.0024448916406530144,0.1482177734375,445.79,1.6867997206747531,-0.011261909802851734,0.12719556207302957,481280
752.5000000000002,48,0.8891286510974169,545.5,272.5,242,1.888461574326032,15.968719220161438,0.0024740708561697164,0.1444580078125,445.63,1.6854088321328162,-0.01218484031414846,0.11523510047700256,491520
