P09:episode_rewards,model_prob_std,rollout_prob_std,advantage_norm,q_loss,frames,policy_entropy,epoch_idx,episode_length,explained_variance,grad_norm,P01:episode_rewards,PMM:episode_rewards,policy_gradient_bias_correction,policy_loss,avg_q_retraced,policy_gradient_loss,fps,avg_q_selected
0.0,0.015103210198382537,0.015103210074206194,0.024968411338826022,6.659116327985733e-06,100800,2.1868218580881753,14,3324.9166666666665,-4.08845108350118,0.0015865108635346016,0.0,0.0,0.0,5.4090447762670615e-05,-0.001660016937724625,5.4090447762670615e-05,403,-0.001681038439225328
0.0,0.012827854851881664,0.012827854696661234,0.034089466308554014,1.2127772318611581e-05,108000,2.1907642682393393,15,3324.9166666666665,-2.715850496292114,0.0017860792177184167,0.0,0.0,0.0,0.00014339883212718027,-0.0015617124464673302,0.00014339883212718027,408,-0.0016798947423618908
0.0,0.012301287955294053,0.012301287831117709,0.020168714753041665,4.770259677873886e-06,115200,2.1912540833155316,16,3324.9166666666665,-2.9162989775339763,0.001119632678272324,0.0,0.0,0.0,6.610995848556437e-05,-0.0006005306539009325,6.610995848556437e-05,414,-0.0006698385746858549
0.0,0.012127900489670025,0.014302910994935445,0.03267457931011757,1.1124455053764642e-05,122400,2.1913831586938683,17,3324.6388888888887,-3.074224218262566,0.0018081088677801376,0.0,0.0,3.249672286262551e-06,1.2803380044831086e-05,-0.001176186107464245,9.553707445943642e-06,415,-0.0011591997214920754
0.0,0.0098757796842733,0.01789418145015136,0.021097417716651405,4.757676285868559e-06,129600,2.193190433089695,18,3324.6388888888887,-3.2105660053157306,0.0011249181600069245,0.0,0.0,4.944218766324198e-06,1.8568463343747023e-05,-0.0003026912286998561,1.362424435474625e-05,410,-0.00030867351582624633
0.0,0.012466506727751854,0.019604837127478306,0.01973907422892769,4.132600836809707e-06,136800,2.1903595300137053,19,3324.6388888888887,-3.0928684439829426,0.0011122029108578016,0.0,0.0,7.662180071342071e-07,9.138544155359254e-06,-0.00038425287736886486,8.372325565346728e-06,407,-0.0003821276134139798
0.0,0.010475824012472813,0.018360842681039,0.018490013363771145,3.694658253242966e-06,144000,2.192637881267638,20,3324.6388888888887,-3.0114994668014465,0.0009212408481316075,0.0,0.0,4.814658830723386e-07,-3.0673033686047563e-06,-0.0002608792901486277,-3.5487691070331517e-06,403,-0.00025614916754189865
0.0,0.009694046271871282,0.016957421634252623,0.017369097037925805,3.3448701301116066e-06,151200,2.193289072084679,21,3324.6388888888887,-3.1735110468208476,0.0008382340691805937,0.0,0.0,4.597105627607695e-06,-2.7268300748936006e-05,-0.00027315410067908416,-3.1865406374201536e-05,400,-0.0002215598819649737
0.0,0.008485251236854802,0.01637047229615587,0.017190175649732176,3.0159777094556575e-06,158400,2.1941751508958753,22,3324.6388888888887,-3.0428072377708224,0.0008036416143389845,0.0,0.0,6.740072279787306e-06,1.0317587033594262e-05,-0.0004278072330164955,3.5775151202090298e-06,398,-0.00042385476402890583
0.0,0.008288865302463262,0.01681341487429624,0.015188492915649979,2.440357826872002e-06,165600,2.1942861944345284,23,3324.5833333333335,-3.27520705559381,0.0007028786670606657,0.0,0.0,2.244217931906429e-06,1.9140182690756216e-05,-0.00035590841748093876,1.6895964718066e-05,394,-0.00036785531694389246
0.0,0.009493420488286082,0.017005413187545768,0.014426824684875708,2.129093689560369e-06,172800,2.193107009984198,24,3324.5833333333335,-3.4862765048326003,0.0007307770761172304,0.0,0.0,3.7018355187200764e-06,2.888564824175658e-06,-0.000110706338305361,-8.132709715951803e-07,391,-0.00010586729149081528
0.0,0.008749538972436712,0.016433197948182366,0.013544064710174181,1.868654368408855e-06,180000,2.193830087005146,25,3324.5833333333335,-3.488701451509087,0.0006744833226897018,0.0,0.0,7.688104866662883e-06,1.3307023415276367e-05,-1.3505832017314537e-05,5.6189187379610895e-06,389,-1.8392885580590664e-05
0.0,0.008525021628858794,0.01595872851293364,0.014183634196641258,2.043704952197152e-06,187200,2.1941003347825068,26,3324.5833333333335,-3.618368753026803,0.000642910561572835,0.0,0.0,-5.427473590589566e-07,-1.719610115067605e-05,-2.8488395874334933e-05,-1.6653354085987664e-05,387,-6.63970433645011e-06
0.0,0.008728680638097492,0.015255581025932248,0.011699909579751656,1.467980016514048e-06,194400,2.1939646419078587,27,3324.5833333333335,-3.5354159464060317,0.0005084258716981476,0.0,0.0,-1.1875986609630848e-06,2.1151304368606993e-05,0.00016457699950816308,2.233890336606733e-05,385,0.00013324408923729548
0.0,0.008625162879994298,0.015291969003882652,0.013039005917494517,1.7795678251098601e-06,201600,2.194041565555744,28,3324.4,-3.8024125173041434,0.0005790576962446308,0.0,0.0,7.229181062279819e-07,-8.650092268925182e-06,0.0004133028281432811,-9.373010344706784e-06,384,0.0004074433978544053
0.0,0.00882083292106438,0.014951002594094636,0.01070885205184967,1.2701802114093778e-06,208800,2.1939136572214433,29,3324.4,-3.8894467854972867,0.0004768851487442388,0.0,0.0,6.811761128486455e-08,1.9726104973872136e-07,0.0004658064901165573,1.2914309031316244e-07,382,0.0004589228405508343
0.0,0.01022779104065165,0.016316622126263582,0.011441768793100935,1.3919612716303424e-06,216000,2.192534289984476,30,3324.4,-3.742987397975392,0.000570139714338257,0.0,0.0,1.6021050306893498e-06,-2.1029234776668614e-05,0.0006285863730856422,-2.2631339640193053e-05,381,0.0006398938094493393
0.0,0.008363667653673993,0.01440209346814155,0.009960748165391298,1.045164188219082e-06,223200,2.1942786615140855,31,3324.4,-3.6365320983387175,0.000412468495342073,0.0,0.0,6.062276353030067e-06,-1.2258440169414516e-05,0.00039181833641123377,-1.8320716491559087e-05,380,0.00040794995577362865
0.0,0.00914748834306867,0.014323499102463269,0.010295872706796718,1.1216885880549122e-06,230400,2.1936969615984214,32,3324.4,-3.6950563889836503,0.00043590261390278706,0.0,0.0,5.053783153815979e-06,4.74173792272099e-06,0.0003198369250295399,-3.1204528402929054e-07,379,0.0003098351758749159
0.0,0.009581407251959991,0.014152006539368324,0.010391490831121153,1.2426776657089737e-06,237600,2.1933753029694634,33,3324.4,-3.746583943858979,0.0004245375531644997,0.0,0.0,4.314134911474697e-06,1.2744945322123071e-05,0.0003984006162642569,8.43081036879402e-06,378,0.0003727778682471017
0.0,0.010430022127893426,0.014904518303058877,0.0093634315693286,9.896786451541091e-07,244800,2.1926872213466515,34,3324.5,-3.9464444802746628,0.0003804350837535652,0.0,0.0,1.6704911755491192e-06,-8.000437246715105e-06,0.000248470962410065,-9.670928452871904e-06,376,0.0002536850358014299
0.0,0.01127239043925391,0.014769754446771923,0.009408632896073094,1.0596856500527221e-06,252000,2.1918493072822613,35,3324.5,-4.069700791514109,0.00041709805075800156,0.0,0.0,1.6939083159462328e-06,3.994562419082951e-06,0.00019052196168163602,2.3006537551895786e-06,376,0.00018069721764880277
0.0,0.010902044845944536,0.015608379231869345,0.008336541351256154,8.08175653865253e-07,259200,2.1922158810543637,36,3324.5,-3.796348699302901,0.000369107080170702,0.0,0.0,1.1590262811733874e-06,-1.2243919942348506e-05,0.00013179362095595734,-1.3402946524293507e-05,375,0.00014598971164862934
0.0,0.010777665160210222,0.014655829833009868,0.009244635661961148,9.07844953920791e-07,266400,2.19237330889977,37,3324.5,-3.5623312365183066,0.0003671423334871893,0.0,0.0,3.382651982998739e-06,2.0595171146689404e-06,-2.3249644393530595e-05,-1.3231344475526172e-06,373,-2.2326261414053435e-05
0.0,0.010996328272455617,0.014028430842094979,0.007861367786899685,6.486747332851991e-07,273600,2.1921898348833744,38,3324.5,-3.013353791817012,0.0003178549433463408,0.0,0.0,4.956327626082945e-06,9.02496797555123e-06,3.599440940579118e-05,4.0686403932209e-06,372,3.2413938692221707e-05
0.0,0.011230830315071794,0.014936839777843231,0.008835078690252785,8.031988740355251e-07,280800,2.191973042478637,39,3324.5833333333335,-3.206736536073307,0.00034775975031647773,0.0,0.0,3.0630621777297124e-06,-3.2242686030521958e-06,0.00010894308276753298,-6.287331084764777e-06,371,0.00011132282257060901
0.0,0.01153798654189216,0.014503884296185602,0.007360804358204907,6.384213878728248e-07,288000,2.1916804697486056,40,3324.5833333333335,-3.6369344024385266,0.0002889186398135814,0.0,0.0,1.7834330168499932e-06,5.409581571587547e-06,-1.4110937281740909e-05,3.626148616972827e-06,370,-2.0432089931890365e-05
0.0,0.012727570389803971,0.015208892747685904,0.008566041243824339,7.816984616328324e-07,295200,2.190381317668491,41,3324.5833333333335,-3.2063530038084296,0.00039658973086167373,0.0,0.0,3.1055557679040807e-06,1.9755538708474364e-05,0.00011918533651620266,1.664998309858597e-05,370,9.60025798018216e-05
0.0,0.0123691961784581,0.01456130937306043,0.0074775210521109995,5.750220994061749e-07,302400,2.19083948661726,42,3324.5833333333335,-3.1524628137438384,0.00028722668460166406,0.0,0.0,3.2394602306232956e-06,-5.358338662785452e-07,0.00011753712164521203,-3.7752941516258495e-06,369,0.00011634393388581646
0.0,0.012707889860141134,0.015134189308968387,0.007797672108540104,6.614119953585009e-07,309600,2.1904870151432734,43,3324.5833333333335,-2.855069508306564,0.00028829655454073766,0.0,0.0,3.0075871401304682e-06,-5.392438271074854e-06,0.00010462538065317021,-8.400025626362177e-06,368,0.00011045366391174736
0.0,0.01295619741892787,0.015069322778397393,0.008120265447543245,6.740948757579283e-07,316800,2.1902192374102025,44,3324.5833333333335,-2.9544167213417865,0.00031786999241218057,0.0,0.0,1.703768152133048e-06,1.6107551627758058e-06,7.087848601977248e-05,-9.301307437952002e-08,367,6.887375440926378e-05
0.0,0.013529873538414932,0.014727424116627802,0.007209014364985736,5.769480082569378e-07,324000,2.1895847530686665,45,3324.65625,-3.4853187762177176,0.0002612673293077919,0.0,0.0,1.5104832349031145e-06,5.895291824877238e-06,-3.5855532302283186e-05,4.384808561335304e-06,367,-4.377246507506098e-05
0.0,0.014118278586335244,0.015372270914829437,0.007318372396800281,5.870687522105974e-07,331200,2.1888633245608164,46,3324.65625,-3.3655071870202113,0.0002979727570716695,0.0,0.0,1.818965690245609e-06,1.2449001863546616e-06,6.288646987946952e-05,-5.74065371214571e-07,366,6.070637789025659e-05
0.0,0.014531500602706185,0.015378788014531582,0.008116433354180193,9.371114107983075e-07,338400,2.188377153445513,47,3324.65625,-3.1703980217835843,0.00037496871635646893,0.0,0.0,2.6111322109047676e-06,-2.6786220195988887e-06,5.962555252340641e-05,-5.289754388055123e-06,366,6.226115784747346e-05
0.0,0.01495978928363276,0.014570376561047933,0.007702869738146624,6.277506175042773e-07,345600,2.1878937785650683,48,3324.65625,-3.3014917424242327,0.00027535633781655504,0.0,0.0,2.1986491290155535e-06,1.2682371506483352e-06,-6.939795215286058e-05,-9.304122670468024e-07,365,-6.561420443419018e-05
0.0,0.01572667165029863,0.015414039711110668,0.007140757782617583,5.71197842206396e-07,352800,2.1869205641683447,49,3324.65625,-2.9720887205651194,0.0002761353647747174,0.0,0.0,3.477436393624537e-06,1.2700196372137452e-05,-0.00016791212048831636,9.222759940141731e-06,365,-0.00017543369882693532
0.0,0.016065174458984522,0.015805714809293884,0.007879701081907288,6.64094257177809e-07,360000,2.186466913595402,50,3324.69,-3.303899226497721,0.0002694513531181318,0.0,0.0,1.9742841745810695e-06,2.427024270442445e-05,1.4893060871318519e-05,2.2295958622774666e-05,364,-1.3624616235491098e-05
0.0,0.01672239573130374,0.015181879517277359,0.006475309862726904,4.7484058731162844e-07,367200,2.185596107730159,51,3324.69,-3.6265947201106914,0.00023674141026113174,0.0,0.0,2.1595749147368656e-06,-2.087270911632668e-06,-1.1181232256027582e-05,-4.246845709634506e-06,363,-5.607132390949159e-06
0.0,0.017453478057203545,0.016037806074588348,0.008074802630371537,8.022086460928956e-07,374400,2.1844812175584214,52,3324.69,-3.2686306815551074,0.0003548662111726284,0.0,0.0,3.3222030821095943e-06,1.4171598026693752e-05,8.63211199278823e-05,1.084939477412458e-05,363,7.230629539234632e-05
0.0,0.01722794979012438,0.015941408239477487,0.006670970878620491,5.017731174653497e-07,381600,2.1848837912744945,53,3324.69,-3.028624227926845,0.0002302224676424569,0.0,0.0,2.5321803110752584e-06,-1.3609677783834838e-06,7.809922537994284e-05,-3.8931481353955185e-06,363,7.772861260287115e-05
0.0,0.01774355969073931,0.016136744257158765,0.007826901883522551,6.323315495162237e-07,388800,2.1841379916573325,54,3324.69,-3.073245017424462,0.0002888849652979577,0.0,0.0,3.186683168176875e-06,8.840820827164487e-06,1.547452489143819e-05,5.654137554763962e-06,363,8.216074142370736e-06
0.0,0.01845935884626612,0.015638013954813932,0.007452817109749756,5.980329018670647e-07,396000,2.1830854207844963,55,3324.69,-3.2845132646248447,0.0002753017288567031,0.0,0.0,1.8117892879149486e-06,4.564156318366034e-06,8.17723433515095e-05,2.7523667877753655e-06,362,7.513203304680267e-05
0.0,0.019112426955400715,0.016669361390316335,0.007626809339090152,6.530211262043902e-07,403200,2.1820823763381867,56,3324.71,-3.6312300900365946,0.00027840478244381384,0.0,0.0,1.5731486522004767e-06,-3.0242873928951096e-07,-4.1422346398233466e-05,-1.8755773855045124e-06,361,-3.8828332680079355e-05
0.0,0.01978329790586103,0.0171964419640172,0.0063344926927478935,4.807433526510957e-07,410400,2.180977212304161,57,3324.71,-3.2646782118176656,0.0002341523709830902,0.0,0.0,6.62874303017871e-07,2.4024510360735764e-06,-9.707952182596935e-05,1.7395767857788224e-06,361,-9.691016034666396e-05
0.0,0.01997863936607563,0.016752134844224664,0.006961075239500681,5.278613389911681e-07,417600,2.1806296903967226,58,3324.71,-3.188544131470105,0.00028661006422366834,0.0,0.0,-6.59131587642578e-07,6.9988873525005904e-06,-0.00013234119238001053,7.658018922495017e-06,360,-0.00014112152701017822
0.0,0.01978963597411556,0.01640491428069287,0.006931671690585083,5.304780472664606e-07,424800,2.1809922561096764,59,3324.71,-3.124401071730745,0.00024231110315014903,0.0,0.0,1.4517533728053423e-06,1.650685855634098e-06,-0.00015733202373383238,1.9893253227049973e-07,360,-0.00015502151982580605
0.0,0.020407653961466387,0.01676849159776283,0.00665758496986868,4.6780459064985e-07,432000,2.1799696005758267,60,3324.71,-2.7979281009722925,0.0002544262530682876,0.0,0.0,2.9150496183489092e-06,1.535681726921167e-05,-0.00017539449020221941,1.2441768052172836e-05,359,-0.00018512290608372877
0.0,0.020996759403644812,0.016795987342348783,0.007471900150252545,5.785485348664326e-07,439200,2.1789750891955446,61,3324.74,-3.322834875094828,0.00027466054728339463,0.0,0.0,2.0049399552338597e-06,3.937403066412939e-06,-0.00012503987178767058,1.9324630602688804e-06,358,-0.00012265042932116613
0.0,0.021795068430349663,0.01757044665564699,0.005832092173895848,3.955210130363774e-07,446400,2.1776042376624214,62,3324.74,-3.6382595235140864,0.0002045041830218579,0.0,0.0,2.0132318824802756e-06,1.0320207245881732e-05,-0.00018892487162447267,8.306975365500751e-06,358,-0.00019721822246408137
0.0,0.02226389272512976,0.017686690591563962,0.006722070404267426,4.892385114900544e-07,453600,2.1766636968163584,63,3324.74,-3.3012982677624962,0.0002702819138134633,0.0,0.0,4.1662740442717e-06,6.589145754875573e-06,2.7013534671457706e-05,2.422871708287278e-06,357,2.137513117273501e-05
0.0,0.022626416105111798,0.017693294838980016,0.0066480732439011935,5.227775931677529e-07,460800,2.176100616984897,64,3324.74,-3.182012029801096,0.00025687129461412985,0.0,0.0,2.179065981129909e-06,1.0917543688909366e-05,-1.59560929732933e-05,8.738477821112152e-06,356,-2.831814143616742e-05
0.0,0.023220282215526498,0.017799278186294173,0.007205267295887493,5.660896643874593e-07,468000,2.175005993426792,65,3324.74,-3.219196732244479,0.00025383261200670855,0.0,0.0,3.7004636660637237e-06,1.38934119231587e-05,0.0002843512808645736,1.0192948448673274e-05,356,0.0002614619479155172
0.0,0.023835505247214638,0.017929483445425314,0.0065138290398975935,4.806403407346855e-07,475200,2.1738534677533248,66,3324.74,-3.2722593663483073,0.0002217319321916814,0.0,0.0,2.6647229673802425e-06,-1.4404698965081096e-05,0.00024026237301005837,-1.706942205513259e-05,355,0.00025188985136145474
0.0,0.02447686960877463,0.017731690064314288,0.0068077465383197195,5.074775971423256e-07,482400,2.1725948962272508,67,3324.7,-3.309854253026056,0.0002509630471289084,0.0,0.0,2.9487122893916573e-06,2.448361203652546e-06,6.975602580470396e-05,-5.003511095831072e-07,355,6.438103567007129e-05
0.0,0.02500104767336909,0.019029592365943017,0.006626126255594298,4.73554160754204e-07,489600,2.1715318529094967,68,3324.7,-3.1411270737742623,0.0002534706457303425,0.0,0.0,1.2100654247870946e-06,-2.323072621496948e-06,9.921647396990488e-05,-3.5331379629791095e-06,354,0.00010026397649386445
0.0,0.025361072917877835,0.01899825758766383,0.006609344228488644,4.681658619325187e-07,496800,2.1707550609900204,69,3324.7,-3.063095178714505,0.0002581283594605738,0.0,0.0,2.735980246210293e-06,1.048910352532254e-06,0.00018389889482950075,-1.6870698132291876e-06,354,0.00018191574060475436
0.0,0.025538895810170777,0.019230520618672267,0.006888810523176193,5.029122861249782e-07,504000,2.170445742300922,70,3324.7,-3.1533959140784464,0.00023715142048098313,0.0,0.0,3.587516903990557e-06,-1.2274174603842234e-06,4.9443020265575866e-05,-4.814934341250665e-06,354,4.9023377921674276e-05
0.0,0.026062814409637616,0.019322024529637206,0.006644191327843588,4.903456982076713e-07,511200,2.169310366902402,71,3324.7,-3.05450901927456,0.00025092855715440544,0.0,0.0,1.3464856976123466e-06,-2.550870346180158e-06,-3.785953668727209e-05,-3.89735612570436e-06,354,-3.269477116367054e-05
0.0,0.026243370362611675,0.02035004673414819,0.007401317493508387,5.990765073503418e-07,518400,2.168923730717765,72,3324.66,-3.189595685799916,0.0002561812809192077,0.0,0.0,3.1352085629002486e-06,4.411678312853307e-06,-3.667592731789174e-05,1.2764698907717264e-06,354,-3.7349785265828915e-05
0.0,0.027376820189020934,0.019665320470852773,0.006172247029438729,4.1993407671507383e-07,525600,2.166488191744007,73,3324.65,-3.421796685428846,0.00022368171207821152,0.0,0.0,4.49327425326584e-06,9.786657394640253e-06,-6.123380477913002e-05,5.29338302942521e-06,353,-6.744637918711369e-05
0.0,0.02815734164257135,0.020234862520278153,0.0064077778719611985,4.540153895360033e-07,532800,2.164666358544713,74,3324.65,-3.5184332150693924,0.0002493384055384327,0.0,0.0,3.735585478742026e-06,4.097424989917122e-06,8.317624151403972e-05,3.6183961284116734e-07,353,7.98930526871593e-05
0.0,0.028107379541200184,0.02060684212790211,0.00622547584296655,4.2002485762148736e-07,540000,2.1648724048572876,75,3324.65,-3.0104168826956594,0.0002439515285318989,0.0,0.0,3.5459716803962867e-06,-3.2136798781973797e-06,-6.711087964684714e-05,-6.7596513839715826e-06,353,-5.98956902819289e-05
0.0,0.028330630824812467,0.0212734668810911,0.007107426653771351,5.477825740337424e-07,547200,2.164367556221902,76,3324.65,-3.058461342250544,0.000248392241097654,0.0,0.0,2.3236024958288725e-06,-1.8604995296567408e-06,-5.347568153963169e-05,-4.184101727036799e-06,353,-5.029037684275565e-05
0.0,0.028708929458470454,0.021142789809521112,0.0061659479530579925,4.41102914541952e-07,554400,2.1635608081022895,77,3324.65,-3.2124328112413005,0.00022051954453302427,0.0,0.0,4.689139748869139e-07,8.329166965120114e-06,-1.3946253403240743e-05,7.860252975355647e-06,354,-2.271343872670124e-05
0.0,0.02900028753079592,0.02091229629160827,0.006623885585875964,4.895398682514926e-07,561600,2.1629284824959183,78,3324.61,-3.46290789460379,0.00023406154449786656,0.0,0.0,1.9703739288587445e-06,-9.964100970477684e-06,1.9566400667035508e-05,-1.1934474808272387e-05,353,3.0911999887162016e-05
0.0,0.02942666312775737,0.021495074624387867,0.006067567487563272,3.930223035767417e-07,568800,2.161892265128711,79,3324.61,-3.333232072412022,0.00022817966606007606,0.0,0.0,2.003711366162253e-06,1.430631511851292e-05,9.62306220925881e-05,1.2302603647965171e-05,353,7.922523840187794e-05
0.0,0.02984558346469408,0.02148278327826312,0.005805754679016198,3.726540160632641e-07,576000,2.1608837417540725,80,3324.61,-3.5877979305780756,0.0002162353931691834,0.0,0.0,5.3902386544701095e-06,3.822671612022648e-06,0.00015638018579523002,-1.5675669567627265e-06,353,0.00015578756201830164
0.0,0.030599321706969506,0.021937861582633878,0.006157726698734296,4.237228462252172e-07,583200,2.1592088948008876,81,3324.61,-3.398498670786777,0.00021089455739983683,0.0,0.0,3.981603438523973e-06,1.6554389549115836e-05,6.139130704259973e-05,1.2572786130940737e-05,353,4.303226422094938e-05
0.0,0.03098380659682701,0.02181438530692468,0.006109885292890895,4.1991028587479105e-07,590400,2.15824240233733,82,3324.61,-3.146110523747332,0.00022595589653767406,0.0,0.0,1.9514684522604145e-06,2.506929862263625e-06,0.00016827738285380594,5.554613675894734e-07,353,0.00016259006251684096
0.0,0.0311767256600664,0.02268293672411274,0.007000774844246547,5.08545610456972e-07,597600,2.1577824620878885,83,3324.61,-3.036260594753992,0.00024377896200153632,0.0,0.0,2.021771325846743e-06,8.182285549133262e-06,0.00019242179619722162,6.160514220884773e-06,353,0.0001791429615389187
0.0,0.031418203021690405,0.021647388188491167,0.005835542709753903,3.7028750170919004e-07,604800,2.1571264778842374,84,3324.52,-3.0616953914947613,0.00021613690645277993,0.0,0.0,5.940059673011784e-07,-3.1905144976177184e-06,0.00024062065151521993,-3.7845203966089534e-06,352,0.00024059422456356174
0.0,0.0316680017115126,0.022247855650775798,0.006009197562832899,3.9299676780628427e-07,612000,2.15634728818392,85,3324.52,-3.007127945244094,0.00022367117129642097,0.0,0.0,3.331396265558087e-06,1.7087852160428768e-06,0.0003069930208947199,-1.622610848331094e-06,352,0.00030011661784847384
0.0,0.03197507801830334,0.02302531129655936,0.00616625669290972,5.250599342014729e-07,619200,2.1556732265879868,86,3324.52,-3.4693919515010543,0.00022750528025992735,0.0,0.0,2.5946366313129542e-06,-3.1662022605713805e-06,0.0003625847012598469,-5.760838949218366e-06,352,0.00035404224860540893
0.0,0.03219833843623695,0.022106627158017873,0.006794187168046668,4.7337244356000935e-07,626400,2.155163016268816,87,3324.52,-3.001571426409377,0.0002393552034727046,0.0,0.0,3.492533646286065e-06,-1.3378268149014904e-05,0.00035401850170625255,-1.687080179567651e-05,352,0.0003646797838648993
0.0,0.032811170137056374,0.022687025610825647,0.0059841975627736065,3.845796796510055e-07,633600,2.1536543431585766,88,3324.52,-2.886030388088987,0.00021949690728981393,0.0,0.0,1.668222302495615e-06,-5.734826550257647e-06,0.00019270400931811383,-7.403049014987144e-06,351,0.00019469001009504323
0.0,0.033348984041319786,0.023167617272130053,0.006682645452343542,4.7631376842031725e-07,640800,2.1523002179910953,89,3324.44,-3.3044224001146834,0.00023249581659968833,0.0,0.0,5.146266366382541e-06,3.796385700535868e-06,0.00022981099520497404,-1.349880760958097e-06,351,0.0002216089496417778
0.0,0.033908332470735464,0.023191794666237442,0.0057530817566729,3.80351778186135e-07,648000,2.150828308617627,90,3324.44,-3.3293459314076355,0.00021034812138301357,0.0,0.0,-6.683497298331711e-07,-6.9116372034381765e-06,0.00013828961617892499,-6.2432877080660625e-06,351,0.00014460996030781463
0.0,0.033701932090851996,0.02361084275302433,0.005868858541934824,4.0666828342844546e-07,655200,2.1511664709969174,91,3324.44,-3.0363147818096103,0.00022556955772070825,0.0,0.0,2.5821230546548286e-07,-7.675312661508395e-06,0.00023557112589832474,-7.9335249470003e-06,351,0.00023882550171056062
0.0,0.034030660684097304,0.024173404824865796,0.0055634321716476086,3.524647517995324e-07,662400,2.150450520843425,92,3324.44,-2.9308132418974364,0.0001839248936010635,0.0,0.0,3.3910902201690624e-06,9.417355924253593e-06,0.00021421217088500848,6.0262660913359605e-06,351,0.00019881750729728952
0.0,0.034509632720998586,0.023904807682775375,0.005898980287117808,3.8511077476342067e-07,669600,2.1492265937401736,93,3324.44,-3.203618948482275,0.00020300061560266571,0.0,0.0,5.689992388733079e-08,-1.4362569115693148e-05,0.00017107535198075395,-1.4419469008899079e-05,351,0.00018213344079909797
