avg_q_retraced,epoch_idx,q_loss,grad_norm,P09:episode_rewards,model_prob_std,policy_entropy,policy_gradient_bias_correction,explained_variance,fps,avg_q_selected,frames,policy_gradient_loss,policy_loss,rollout_prob_std,episode_length,P01:episode_rewards,PMM:episode_rewards,advantage_norm
-0.0008245679472262661,11,3.15053225297864e-06,0.0007777415251831645,0.0,0.001475557600982332,2.1971182107925413,0.0,-97.48706789016724,795,-0.0008508572607145955,79200,1.8702128788087672e-05,1.8702128788087672e-05,0.001475557588370672,3325.1666666666665,0.0,0.0,0.012117839082687471
-0.0003507569257635623,12,1.0731499476908843e-06,0.00023860755476226995,0.0,0.00034359623338483896,2.197212640444438,0.0,-240.86141799290974,736,-0.0003371778545745959,86400,1.1044224660889298e-05,1.1044224660889298e-05,0.0003435962401757327,3324.8333333333335,0.0,0.0,0.0025807162630371748
-0.0006325355876469985,13,4.3053297038871585e-06,0.0005359634551685535,0.0,0.0004436755557738555,2.1972053050994873,0.0,-263.5884067217509,704,-0.0006590321441763081,93600,1.2736552408417386e-05,1.2736552408417386e-05,0.0004436755780867922,3324.8333333333335,0.0,0.0,0.0038882154816140733
-0.00037757208580539253,14,1.4402701348596263e-06,0.00030431646000483387,0.0,0.0003181582253697949,2.197210764884949,0.0,-319.7854198137919,684,-0.00040154091936225693,100800,1.0946766495104991e-05,1.0946766495104991e-05,0.00031815823070549716,3324.8333333333335,0.0,0.0,0.00278227279195562
-0.0006609484582440928,15,2.0929092935754548e-06,0.0005887480839613391,0.0,0.001244771750740862,2.1971565008163454,0.0,-71.21537871360779,668,-0.0006680962935206481,108000,1.3972221707566252e-05,1.3972221707566252e-05,0.0012447717441925004,3324.8333333333335,0.0,0.0,0.01004166718533573
-0.0003751965326955542,16,6.780364969927177e-07,0.00020576726478129851,0.0,0.00037311095232629065,2.1972098271052043,0.0,-462.98260838190714,656,-0.00040205588738899677,115200,8.944597660350458e-06,8.944597660350458e-06,0.00037311095232629065,3324.8333333333335,0.0,0.0,0.0030061678155713406
-0.00044729342884191324,17,1.4409940343267237e-06,0.00042670035422342107,0.0,0.0009570256784250628,2.1971811556214034,0.0,-29.55717129100797,630,-0.00045077786120944504,122400,1.1076748330632887e-05,1.1076748330632887e-05,0.0018618510682221073,3325.0555555555557,0.0,0.0,0.00860549715091533
-0.0002944053682135529,18,1.2159287745324342e-06,0.0003046512856152084,0.0,0.00046550370972302826,2.1972114155689875,0.0,-80.78322952215632,597,-0.000295621129098147,129600,7.82357909405806e-06,7.82357909405806e-06,0.0028752654267468424,3325.0555555555557,0.0,0.0,0.005238935677946771
-0.00036339089719856723,19,7.166341430434908e-07,0.00025467225319567705,0.0,0.00044089562065088465,2.197214433746363,0.0,-112.06881763158654,570,-0.00035905013205251023,136800,1.0140953638722958e-05,1.0140953638722958e-05,0.0027757031069166106,3325.0555555555557,0.0,0.0,0.004385056664416365
-0.00022668466317958926,20,5.465696830830809e-07,0.0002006639985087198,0.0,0.00038183381785134897,2.197217148570787,0.0,-199.68529151856268,547,-0.0002318912635729205,144000,5.287138429846427e-06,5.287138429846427e-06,0.002873035871528676,3325.0555555555557,0.0,0.0,0.00415834808224332
-0.00016889657669202685,21,2.7871562233488755e-07,0.0001399721784657759,0.0,0.00034225480750580366,2.1972187165103896,0.0,-838.5209019546407,528,-0.00016928274870469832,151200,5.8252097098905765e-06,5.8252097098905765e-06,0.002837045645527285,3325.0555555555557,0.0,0.0,0.0034195445656684457
-0.00015475739217955768,22,2.633231685065053e-07,0.00012241833422266623,0.0,0.0003278231104335376,2.197219205233786,0.0,-357.9764798928821,512,-0.00015442765558666439,158400,2.2476436473716094e-06,2.2476436473716094e-06,0.0028801952293750982,3325.0555555555557,0.0,0.0,0.0032215774339596145
-9.435454112076874e-05,23,2.157208037860939e-07,0.00010083951157036506,0.0,0.00024800030173631216,2.1972205648409626,0.0,-722.8765110083042,502,-9.54111132271298e-05,165600,2.0593368769484697e-06,2.0593368769484697e-06,0.0023400810347230716,3324.6458333333335,0.0,0.0,0.0024170360931281996
-0.00014608998114734985,24,5.198373925448333e-07,0.00019793814658233594,0.0,0.0003010907262109122,2.197218734587311,0.0,-135.87747744527127,489,-0.00015207979272045076,172800,2.839915647869514e-06,2.839915647869514e-06,0.002597542596157182,3324.6458333333335,0.0,0.0,0.0037110649556354727
-0.00010095210040574221,25,1.3378079035154774e-07,0.00010686578650304263,0.0,0.0002276258655475099,2.1972213457595733,0.0,-1368.7379577918878,481,-9.979562558606829e-05,180000,2.805556931411075e-06,2.805556931411075e-06,0.0020218696670907437,3324.6458333333335,0.0,0.0,0.0023030056520491637
-8.996582715100377e-05,26,2.289284702486623e-07,0.0001135121534439154,0.0,0.00026814630266457144,2.197221034106123,0.0,-123.98239596979242,471,-9.18605857344284e-05,187200,9.788431670410176e-07,9.788431670410176e-07,0.0023254145682529486,3324.6458333333335,0.0,0.0,0.002996225851659622
-6.174242519183323e-05,27,1.514854230640503e-07,9.634673653931744e-05,0.0,0.00022237978844038512,2.197221887472044,0.0,-1193.0787231605395,462,-6.243147397875152e-05,194400,8.94785637292156e-07,8.94785637292156e-07,0.0026811174284203957,3324.6458333333335,0.0,0.0,0.002405302209210573
-6.961035269982733e-05,28,1.480971962205224e-07,8.492238139394836e-05,0.0,0.00023604183872319277,2.1972215780631577,0.0,-285.03434008971016,455,-7.19850484381353e-05,201600,2.311428549026697e-06,2.311428549026697e-06,0.0019774941709089495,3324.9166666666665,0.0,0.0,0.0023492867182649787
-5.178210462416861e-05,29,2.2067798822024354e-07,7.587372048831633e-05,0.0,0.0001812528661953221,2.1972224438001238,0.0,-951.9419618033888,448,-5.170655598650052e-05,208800,8.406045466277612e-08,8.406045466277612e-08,0.0017510481842559452,3324.9166666666665,0.0,0.0,0.0019045100295811872
-0.00014748914747340471,30,1.4872655485337958e-07,8.886674262138989e-05,0.0,0.00020009286512504327,2.197222313322718,0.0,-201.2835022394619,443,-0.0001448282561903087,216000,3.299945740745393e-06,3.299945740745393e-06,0.0022127176100450075,3324.9166666666665,0.0,0.0,0.0020539138619602047
-5.7637374022273694e-05,31,1.205467439652307e-07,6.482210370412952e-05,0.0,0.0001868478589040024,2.197222696419746,0.0,-1058.8139837716685,438,-5.7697094183865934e-05,223200,1.1474308135755041e-06,1.1474308135755041e-06,0.001921089302979511,3324.9166666666665,0.0,0.0,0.0018107032098967984
-4.73179152226698e-05,32,1.0774539460341029e-07,7.528514876922113e-05,0.0,0.00019334910532001635,2.197222709125943,0.0,-817.031862935755,434,-4.791400581382277e-05,230400,-2.747825559544658e-07,-2.747825559544658e-07,0.001974552171700452,3324.9166666666665,0.0,0.0,0.00209271836610747
-4.63478440751622e-05,33,1.0148749005826445e-07,6.147071841888378e-05,0.0,0.00017995144622704723,2.1972229852342102,0.0,-657.0535893331065,428,-4.969235414504583e-05,237600,7.521123630340167e-07,7.521123630340167e-07,0.0019462974634061223,3324.9166666666665,0.0,0.0,0.001852863280747856
-2.6158830417943986e-05,34,1.1918029793009238e-07,5.305607421478959e-05,0.0,0.00015528597418862713,2.1972233377625705,0.0,-1349.813732351475,425,-2.6580144648484315e-05,244800,6.882766328520277e-07,6.882766328520277e-07,0.0018017889611835036,3324.9583333333335,0.0,0.0,0.0015685263656452651
-7.415883601616975e-05,35,9.761391982309667e-08,6.37040544251042e-05,0.0,0.00015966530442738458,2.1972231708979484,0.0,-557.6085365815011,420,-7.582799656453579e-05,252000,1.7646607452860998e-06,1.7646607452860998e-06,0.0017227727099446374,3324.9583333333335,0.0,0.0,0.001619985824941104
-3.5679817723246356e-05,36,6.25428834442072e-08,4.6673474245268915e-05,0.0,0.0001294902382100462,2.197223799439965,0.0,-1550.3909769885415,418,-3.359172577565384e-05,259200,1.3749289555472954e-06,1.3749289555472954e-06,0.0016702268046302926,3324.9583333333335,0.0,0.0,0.0012349800516655931
-2.8456254128163964e-05,37,5.2157142877778014e-08,4.646204975487396e-05,0.0,0.00016959900041629361,2.197223262446267,0.0,-297.80740965655485,414,-2.747573301448144e-05,266400,4.1389180273496443e-07,4.1389180273496443e-07,0.001779456995581089,3324.9583333333335,0.0,0.0,0.001630393887412959
-9.42613647912331e-06,38,5.594599754968432e-08,3.975475495619318e-05,0.0,0.00012771019571127836,2.1972239427907128,0.0,-1462.0812056224781,412,-1.2268811511551083e-05,273600,1.467622283370478e-08,1.467622283370478e-08,0.0016074902843186802,3324.9583333333335,0.0,0.0,0.0012768453155551527
-1.2862809668267162e-05,39,1.0749621779730808e-07,5.645492830438496e-05,0.0,0.00018029958710716497,2.1972231241855673,0.0,-235.2538334967456,408,-1.4488992063536683e-05,280800,3.583808132708378e-07,3.583808132708378e-07,0.0018118357370720515,3324.7976190476193,0.0,0.0,0.0018344242261751768
2.255227140545281e-06,40,7.647049903957575e-08,3.6781272279956434e-05,0.0,0.0001150034700317014,2.1972241187852526,0.0,-1732.5185886158029,406,1.7116629031815638e-07,288000,5.190971331529738e-07,5.190971331529738e-07,0.0015665755140693478,3324.7976190476193,0.0,0.0,0.0011412663769378708
-7.309076265569524e-05,41,9.773471470373856e-08,5.801671744333533e-05,0.0,0.00014472806717090344,2.1972236011359714,0.0,-100.1467511383666,404,-7.529512522862447e-05,295200,1.4753658099201574e-06,1.4753658099201574e-06,0.001999060406918807,3324.7976190476193,0.0,0.0,0.0015490581889993924
1.2769720603224804e-05,42,5.4590063510396105e-08,3.81667979204033e-05,0.0,0.00011642948032836801,2.19722406440311,0.0,-1131.2913668793442,402,1.1945853705849001e-05,302400,-7.530586049478119e-07,-7.530586049478119e-07,0.001887619512946561,3324.7976190476193,0.0,0.0,0.0012148770787600957
1.9392551998416692e-05,43,5.65635339097427e-08,4.3849709346047144e-05,0.0,0.0001300052996330015,2.197223935524623,0.0,-645.0935472821669,400,1.9169301218618383e-05,309600,-9.442460412223936e-07,-9.442460412223936e-07,0.0015131628715626027,3324.7976190476193,0.0,0.0,0.0013819526202807956
2.21951216383542e-05,44,6.394437795402251e-08,4.1886581408057534e-05,0.0,0.0001320925865694917,2.197223920021108,0.0,-830.9607167385898,399,2.4478647061128726e-05,316800,-1.0363509096251055e-07,-1.0363509096251055e-07,0.0017210504560263257,3324.7976190476193,0.0,0.0,0.0013111833299315491
2.179966523106296e-05,45,5.460242068912765e-08,3.395034498505036e-05,0.0,0.00011245181011592467,2.1972242100213566,0.0,-1191.3374564591156,397,1.931279487778392e-05,324000,-1.034425899593727e-06,-1.034425899593727e-06,0.0016374316575375792,3324.8854166666665,0.0,0.0,0.001104412517798188
-1.0341534778206998e-05,46,6.359656187484659e-08,4.010539396586672e-05,0.0,0.00011289389075430592,2.19722413116662,0.0,-887.3011543782537,395,-9.416129263053978e-06,331200,-1.700317866844967e-07,-1.700317866844967e-07,0.001572579425300338,3324.8854166666665,0.0,0.0,0.0011712744717274118
-1.208620424403976e-05,47,4.9535951478081676e-08,3.268933877523493e-05,0.0,9.914196168974691e-05,2.1972245054774815,0.0,-1180.9944437029776,394,-1.355766977672184e-05,338400,4.171882525250196e-07,4.171882525250196e-07,0.0010045488150269442,3324.8854166666665,0.0,0.0,0.0009833253223631147
2.5965293776540352e-05,48,5.369213129393982e-08,3.089820407179053e-05,0.0,0.00011257205065522544,2.1972242810108042,0.0,-298.3773997843652,392,2.7575239682731927e-05,345600,-7.166639885670273e-07,-7.166639885670273e-07,0.002008476127220827,3324.8854166666665,0.0,0.0,0.0011217817282124483
2.2048680956886144e-05,49,3.245085662853913e-08,3.4954800474249e-05,0.0,0.00010052023928203256,2.1972244288334775,0.0,-1415.820263107837,391,2.4853158701031765e-05,352800,-3.610317008020991e-07,-3.610317008020991e-07,0.0014943675265228782,3324.8854166666665,0.0,0.0,0.0011012714062380163
1.7568263375101386e-05,50,6.060683522220938e-08,3.470838565726535e-05,0.0,0.000132103733481775,2.197223994466994,0.0,-179.2181580598818,390,1.8768621848050457e-05,360000,-7.325249376904315e-07,-7.325249376904315e-07,0.0015767822083431484,3324.89,0.0,0.0,0.0013032732014587763
2.1634117713977688e-05,51,2.5137653266074865e-08,2.3086248959766874e-05,0.0,8.110720782761148e-05,2.197224735661789,0.0,-1578.37811858186,389,1.9146307298370557e-05,367200,-6.075780384278634e-07,-6.075780384278634e-07,0.0014408613616341012,3324.89,0.0,0.0,0.0007936216845621583
-4.5402147942684765e-05,52,7.372990804701124e-08,4.566634217201726e-05,0.0,0.00010874760526146726,2.1972243758358023,0.0,-95.08359703838116,388,-4.6283803124830024e-05,374400,1.4604322913171287e-07,1.4604322913171287e-07,0.001194298446461429,3324.89,0.0,0.0,0.0012444722830476829
1.9355217987648427e-05,53,2.98049650893001e-08,2.2357149612465574e-05,0.0,8.784555641755457e-05,2.1972246047500352,0.0,-1042.7812901107493,386,1.9051481506523748e-05,381600,-4.49013064342275e-07,-4.49013064342275e-07,0.001274117053943739,3324.89,0.0,0.0,0.0008672818867429499
2.276067532763576e-05,54,5.8609215979893385e-08,3.4307902628692834e-05,0.0,0.00011626776438600836,2.1972241238753,0.0,-646.1088922857056,385,2.241321581053283e-05,388800,-3.537949900367905e-07,-3.537949900367905e-07,0.0013883630762383191,3324.89,0.0,0.0,0.001187405389328339
2.8294747433161462e-05,55,2.0648160593298235e-08,2.7718367412417206e-05,0.0,9.552499792567642e-05,2.1972245243333637,0.0,-971.026027279612,384,2.769962037270147e-05,396000,-8.957825613942029e-07,-8.957825613942029e-07,0.0009571991651118482,3324.89,0.0,0.0,0.0010059955405420495
2.9997993691671083e-05,56,4.059597233673271e-08,3.1797600912362405e-05,0.0,0.00010433973883776176,2.1972243708561336,0.0,-1004.8521417071753,384,2.9126811168842842e-05,403200,-7.813249705427135e-07,-7.813249705427135e-07,0.001447369978622343,3324.85,0.0,0.0,0.0011142217985761385
-1.3283334763198324e-07,57,4.476659310610687e-08,2.9181619997131774e-05,0.0,8.919948619461052e-05,2.197224613693025,0.0,-892.268376780436,382,2.248428648859621e-06,410400,-3.6792264176304945e-07,-3.6792264176304945e-07,0.001849410289642398,3324.85,0.0,0.0,0.0009453386557009846
-3.139275033863523e-06,58,2.991234092897357e-08,2.0174005255935285e-05,0.0,8.252688224304685e-05,2.1972247087829326,0.0,-985.5538133589065,381,-3.81317667515702e-06,417600,3.8614932976432447e-07,3.8614932976432447e-07,0.0010116028707184055,3324.85,0.0,0.0,0.0007267410354120451
2.0739463509516653e-05,59,3.508191320924662e-08,2.6509455020888003e-05,0.0,9.382610253032186e-05,2.1972246228702486,0.0,-549.6794827365355,380,2.1225646822592304e-05,424800,-3.562596377217791e-07,-3.562596377217791e-07,0.0012520099015986966,3324.85,0.0,0.0,0.0009937135327658007
3.070932512157746e-05,60,1.917484910400989e-08,1.858628228079751e-05,0.0,7.739457540077984e-05,2.1972247625154164,0.0,-1409.447519038105,380,3.0584275002264156e-05,432000,-9.147409669637603e-07,-9.147409669637603e-07,0.0010078063378941824,3324.85,0.0,0.0,0.0007627839016784194
3.421174435934214e-05,61,1.8398444224656924e-08,1.981957027805155e-05,0.0,9.965663702817116e-05,2.1972244944742747,0.0,-86.26462957578597,379,3.429573700967412e-05,439200,-1.0510853035925755e-06,-1.0510853035925755e-06,0.001104785674130266,3324.8,0.0,0.0,0.0009464071283355947
2.7837285727430216e-05,62,2.767529831334108e-08,2.3550125654342142e-05,0.0,7.937303502465646e-05,2.1972247286479942,0.0,-1757.5445856292365,378,2.8988643806513737e-05,446400,-7.407817184097476e-07,-7.407817184097476e-07,0.0013613525811419205,3324.8,0.0,0.0,0.0008220259870288723
-2.9224994876388998e-05,63,3.7896908053631084e-08,2.596907556043036e-05,0.0,9.001087530639288e-05,2.1972246877163175,0.0,-170.47491474390503,377,-2.971542235171804e-05,453600,-4.5410710270395134e-08,-4.5410710270395134e-08,0.0010914635617732095,3324.8,0.0,0.0,0.0009008909392110899
2.506728064999051e-05,64,2.4607075035134315e-08,1.8398812565212834e-05,0.0,6.433242541252833e-05,2.1972249094455956,0.0,-1773.4142840711513,377,2.5531767452572053e-05,460800,-5.165218653464214e-07,-5.165218653464214e-07,0.0008566016818997469,3324.8,0.0,0.0,0.0006558863367301514
2.6500640993511233e-05,65,1.6394924801072186e-08,1.8763437759804497e-05,0.0,8.190927759584619e-05,2.1972247498281416,0.0,-487.60333026794217,376,2.6901940795738936e-05,468000,-7.56698028171342e-07,-7.56698028171342e-07,0.0008108901429156345,3324.8,0.0,0.0,0.0008403240113359552
1.6168407666224906e-05,66,2.319722903319843e-08,2.0260737794876323e-05,0.0,8.300854247867364e-05,2.1972247380585896,0.0,-891.4258082015837,375,1.7543041923320265e-05,475200,-6.524851115494123e-07,-6.524851115494123e-07,0.00114440301862765,3324.8,0.0,0.0,0.0008254203722252363
2.501922173086501e-05,67,5.4886231817300764e-08,2.2304030200312315e-05,0.0,8.434263241527026e-05,2.1972246595616745,0.0,-796.2131098708875,375,2.2480744208170883e-05,482400,-6.261121999342088e-07,-6.261121999342088e-07,0.0010875938677340096,3324.97,0.0,0.0,0.0008960885601264542
3.4759355945165676e-07,68,4.282731601041451e-08,2.5767185164819786e-05,0.0,7.196958271795968e-05,2.1972248238041288,0.0,-1577.219712095057,375,4.108520976792024e-06,489600,-5.196866560152462e-07,-5.196866560152462e-07,0.0009905584308101257,3324.97,0.0,0.0,0.0008028849953608288
-2.5851783396843337e-05,69,4.4595202053647905e-08,2.8267930149348727e-05,0.0,7.848899180010778e-05,2.197224894096325,0.0,-705.1309467444187,374,-2.5173554056839726e-05,496800,1.5892131926395478e-07,1.5892131926395478e-07,0.0010205648760235524,3324.97,0.0,0.0,0.0008765640575334074
2.1524897615816168e-05,70,1.6419078461580147e-08,1.6966049588952668e-05,0.0,8.200736954825243e-05,2.1972247230628184,0.0,-640.840814855425,374,2.0945379201350083e-05,504000,-7.891015276009815e-07,-7.891015276009815e-07,0.0009694063557843051,3324.97,0.0,0.0,0.0007751346121868045
1.877927580527804e-05,71,1.903240765650005e-08,1.647825768892339e-05,0.0,7.01130485690872e-05,2.197224845319427,0.0,-1181.666993866975,373,1.9131490915740876e-05,511200,-5.869801107185672e-07,-5.869801107185672e-07,0.0011667994313449448,3324.97,0.0,0.0,0.0006841629736182075
1.631436423723345e-05,72,2.4000915207529574e-08,1.9736977294938242e-05,0.0,8.982415281840826e-05,2.1972246215173175,0.0,-156.27939138111614,373,1.7673419407367236e-05,518400,-8.101245142089252e-07,-8.101245142089252e-07,0.0011565489907295,3324.84,0.0,0.0,0.0008803079620038117
2.2934773928887527e-05,73,1.158559932691649e-08,1.332957952628804e-05,0.0,5.7571515230775404e-05,2.197225006780927,0.0,-1675.942396399244,372,2.2479118718530503e-05,525600,-5.584746486634335e-07,-5.584746486634335e-07,0.0012817124669487702,3324.79,0.0,0.0,0.0005792946769754543
-3.3849920419088616e-05,74,3.678592794403241e-08,2.6202509287047763e-05,0.0,7.567608549125214e-05,2.1972248242897963,0.0,-465.6695253901499,371,-3.1969495207971985e-05,532800,1.2824184770608629e-07,1.2824184770608629e-07,0.0012085228399693851,3324.79,0.0,0.0,0.0008061320905001897
8.089579138461881e-06,75,1.6179875607182935e-08,2.1758655114261298e-05,0.0,6.865894838730278e-05,2.1972249093509855,0.0,-1326.0284321122501,371,8.871858719903541e-06,540000,-2.409098205377734e-07,-2.409098205377734e-07,0.0010444429265765625,3324.79,0.0,0.0,0.0007435724432031276
1.7774570316854052e-05,76,2.0503163277125044e-08,1.9828958780972778e-05,0.0,8.817530595526102e-05,2.1972247233088056,0.0,-223.95450367664296,370,1.9247489174325613e-05,547200,-2.2796993905878643e-07,-2.2796993905878643e-07,0.0010188276031600355,3324.79,0.0,0.0,0.0009030379028191808
1.9972271795452235e-05,77,1.5201026551486056e-08,1.6351153863188266e-05,0.0,6.73491588467699e-05,2.1972248396797784,0.0,-1209.4392331546214,370,2.0882446787234743e-05,554400,-6.308005882410099e-07,-6.308005882410099e-07,0.0010527604712702158,3324.79,0.0,0.0,0.0006738425612484351
9.506497217818566e-06,78,1.7458056401717337e-08,2.0553073937981552e-05,0.0,8.544795433350835e-05,2.197224646869791,0.0,-825.0529471901209,369,1.0829555896537556e-05,561600,-2.470557122345707e-07,-2.470557122345707e-07,0.0007351688995828062,3324.74,0.0,0.0,0.000877073100484277
5.839355633653783e-06,79,2.0109651583178638e-08,1.5838145810862577e-05,0.0,5.999968936839831e-05,2.197225006582245,0.0,-1617.61774099775,369,5.565082649968284e-06,568800,-1.76603300984323e-07,-1.76603300984323e-07,0.000998551786379254,3324.74,0.0,0.0,0.0006025756432085661
-2.6278983929570484e-05,80,2.0472265092114705e-08,2.1460031380434934e-05,0.0,7.109385673882368e-05,2.197224955426322,0.0,-827.4007497636145,368,-2.5562525741267765e-05,576000,7.577678765812045e-07,7.577678765812045e-07,0.0013352760812232291,3324.74,0.0,0.0,0.0007019366099444192
1.7318830000500796e-05,81,2.579213389015012e-08,2.114942767347787e-05,0.0,7.509045985294487e-05,2.197224817881508,0.0,-922.8139893336428,368,1.831848368464374e-05,583200,-7.764944701944237e-07,-7.764944701944237e-07,0.0011108453990707995,3324.74,0.0,0.0,0.0008055846855635027
1.4801483069161481e-05,82,1.7230786722242143e-08,1.680414923240707e-05,0.0,6.764484362408424e-05,2.1972249365546714,0.0,-1012.2954546240154,367,1.565088934027815e-05,590400,-6.531227604379765e-07,-6.531227604379765e-07,0.0008349152620856393,3324.74,0.0,0.0,0.000684354154899793
1.5295031314603117e-05,83,1.9577294316660453e-08,1.7013533829553714e-05,0.0,8.256863694834353e-05,2.197224701620914,0.0,-340.46437676729505,367,1.6268702191031257e-05,597600,-4.775209726570281e-07,-4.775209726570281e-07,0.0008144328776889987,3324.74,0.0,0.0,0.0008164345182377527
1.923283851170382e-05,84,1.5642159275807394e-08,1.2661151494140113e-05,0.0,5.7248645823938685e-05,2.197224972412069,0.0,-1686.5181261770392,367,1.949285728821918e-05,604800,-5.880293692958277e-07,-5.880293692958277e-07,0.0007622353211333983,3324.81,0.0,0.0,0.000563318904362645
-2.866392573837812e-05,85,3.442379200379453e-08,2.0532449185113038e-05,0.0,6.971971936451833e-05,2.197224854126809,0.0,-941.5642054540534,366,-2.57821081751109e-05,612000,-1.897067637654647e-07,-1.897067637654647e-07,0.0004997834656347687,3324.81,0.0,0.0,0.0007412098504054817
7.865332373633858e-06,86,1.995899150217278e-08,1.4047097688209616e-05,0.0,6.135597935002669e-05,2.1972249973671776,0.0,-1193.7657952831948,366,7.967800048949887e-06,619200,2.4503687187992833e-08,2.4503687187992833e-08,0.0004945193560777874,3324.81,0.0,0.0,0.0005748722419379812
2.1007494768386838e-05,87,1.54726033132228e-08,1.863584450161164e-05,0.0,8.035308376329953e-05,2.1972247662146884,0.0,-70.25305405853524,365,1.9043250479980216e-05,626400,-5.032844612522125e-07,-5.032844612522125e-07,0.0004210971213509971,3324.81,0.0,0.0,0.0008060511313229539
2.1434384166776565e-05,88,7.51092623521336e-09,1.219284232377318e-05,0.0,5.6497386436274816e-05,2.1972249908106667,0.0,-1302.5896647343175,365,2.1434528804079903e-05,633600,-7.57838231815882e-07,-7.57838231815882e-07,0.00032607923316083277,3324.81,0.0,0.0,0.000561183868609648
2.013943709375711e-05,89,1.267930924366706e-08,1.8944837562251126e-05,0.0,7.478732792420756e-05,2.1972248191335213,0.0,-934.436578403678,365,2.1142544901231363e-05,640800,-6.75854083715226e-07,-6.75854083715226e-07,0.0002952654697982465,3324.72,0.0,0.0,0.0007697967080706869
1.2395074947954122e-05,90,2.519383683631372e-08,1.6485751458060798e-05,0.0,5.681847598630854e-05,2.197225008483917,0.0,-1709.6735797891945,364,1.3430878033281554e-05,648000,-6.855130524478848e-07,-6.855130524478848e-07,0.00025637850252013345,3324.72,0.0,0.0,0.0006201365898657719
-2.7839848606452912e-05,91,1.6724802901592363e-08,1.715859875835974e-05,0.0,6.839152713670472e-05,2.1972249686528764,0.0,-276.0413111757759,364,-2.7473771854851114e-05,655200,3.503062309880826e-07,3.503062309880826e-07,0.0002858610191518773,3324.72,0.0,0.0,0.0006458124229143034
2.7335519133916378e-05,92,7.80923703184151e-09,1.2126964970717812e-05,0.0,5.723776414118758e-05,2.1972249883886366,0.0,-1117.0444402565367,364,2.6542545508191713e-05,662400,-5.453112105531562e-07,-5.453112105531562e-07,0.00021416298283776132,3324.72,0.0,0.0,0.0005618754389065519
2.7614509138167505e-05,93,1.1502239466524548e-08,1.5337892318014867e-05,0.0,6.732374008941265e-05,2.1972248247525283,0.0,-1004.2812847365343,364,2.7478099580008803e-05,669600,-4.6272471620141635e-07,-4.6272471620141635e-07,0.00022997087872316777,3324.72,0.0,0.0,0.0006866403668864056
