fps,epoch_idx,episode_length,explained_variance,grad_norm,policy_loss,value_loss,PMM:episode_rewards,P09:episode_rewards,P01:episode_rewards,advantage_norm,frames,policy_entropy
918,49,185.14,-0.12399393796920777,0.12241006292142435,0.0015756437173695304,0.008987517222412861,1.45,4.0,0.0,0.9170085616782307,392000,1.3786761164665222
918,50,180.17,-0.09892224311828614,0.13434929418052963,-0.0002585977164562792,0.008294197862269356,1.33,3.1000000000000085,0.0,0.8585424949228764,400000,1.3792126333713532
918,51,177.77,-0.14722363114356996,0.12109480311881421,0.0005576790517079644,0.007695316729623301,1.27,3.0,0.0,0.8477107809484005,408000,1.3807643795013427
918,52,188.06,-0.09931264936923981,0.16732434939494875,-0.00047253368742531163,0.009537002084653069,1.53,3.0,0.0,1.0184905577450991,416000,1.377832293510437
918,53,182.22,-0.27239760041236877,0.1326216555801628,1.7155457535409368e-05,0.007314808235096279,1.4,3.0,0.0,0.8427899797260762,424000,1.378502699136734
918,54,179.42,-0.11044774413108825,0.18785095769707907,0.0004199059934762772,0.0089830983768843,1.32,3.0,0.0,0.9889958845824003,432000,1.3710866272449493
918,55,183.68,-0.042038671374320984,0.16381983715664983,-0.0007159475536900572,0.008336362357513281,1.4,3.0,0.0,0.9476041848957538,440000,1.3761384916305541
919,56,183.88,-0.10824139595031738,0.171257452272705,0.0009988361839168647,0.008410647312121,1.48,3.1000000000000085,0.0,0.9247457395493984,448000,1.3799560725688935
919,57,190.4,-0.23187658786773682,0.18811205517747231,0.000144282242981717,0.008019438821502262,1.62,4.0,0.0,0.9521111377328634,456000,1.3804212498664856
918,58,184.5,-1.2015862846374512,0.13445232223931908,2.416459593177933e-05,0.005499221306235995,1.42,3.1000000000000085,0.0,0.761646673604846,464000,1.3821935176849365
918,59,177.57,-0.3089127814769745,0.15007625292426252,-0.0007214064284926281,0.006104235216189409,1.22,3.0,0.0,0.7871217133849859,472000,1.3707629346847534
919,60,181.08,-0.07105372488498687,0.14661154354155134,0.00045315581082832067,0.005575483275315492,1.31,3.0,0.0,0.779282805994153,480000,1.3721000063419342
918,61,177.67,-0.5575727146863937,0.1424020175405292,0.00012809674255549906,0.004871146804143791,1.23,3.0,0.0,0.6960699899494648,488000,1.3792094492912292
918,62,168.96,-0.6079394978284836,0.1596901772637774,-0.000703125794098014,0.005791466041991953,1.02,3.0,0.0,0.7820966538786888,496000,1.379645369052887
918,63,167.45,-0.266955104470253,0.13710202067970337,0.0003514610334241297,0.005060147106451041,1.02,3.0,0.0,0.7405026674270629,504000,1.3798368322849273
919,64,171.95,-0.011292802691459656,0.14582107219624574,-0.00035731655778363346,0.005535855783091392,1.13,3.0,0.0,0.7936317580938339,512000,1.3813146221637727
919,65,188.18,0.13519899368286134,0.1683542988925817,0.00017227682672455558,0.006947328103269684,1.59,4.0,0.0,0.890137441009283,520000,1.381186625957489
919,66,190.27,-0.35910669088363645,0.147613350160691,0.00016184790758416056,0.006146548112628807,1.61,4.0,0.0,0.8012806391716003,528000,1.3813484525680542
919,67,179.94,0.009867246747016906,0.17239892304388454,-0.000936091144249076,0.006603934830054641,1.3,3.0,0.0,0.8845625311136246,536000,1.3807366228103637
919,68,185.18,-0.38096974551677704,0.16355640369292931,-0.00042738571792142464,0.00563339875843667,1.48,4.0,0.0,0.7797989941388369,544000,1.3781073009967804
919,69,191.26,-0.15474712669849397,0.1666636192591793,-0.0004057031579577597,0.006757770499098115,1.66,4.0,0.0,0.8852939948439598,552000,1.372211366891861
919,70,187.2,-0.34384755849838256,0.13585083450172053,-0.0002895663930030423,0.004953716213276493,1.53,4.0,0.0,0.7341683955490589,560000,1.3799365329742432
920,71,194.25,0.11125606894493104,0.15855655161584487,0.00012050028948578983,0.007076929449394811,1.65,4.0,0.0,0.9032925809919834,568000,1.3811655259132385
920,72,196.32,0.20759915113449096,0.15865621403592667,-0.00039398423105012624,0.005381263371964451,1.72,4.0,0.0,0.7800743563473225,576000,1.372324560880661
920,73,195.02,-0.2767697376012802,0.15385168086809262,8.536746754543856e-05,0.006593666138942353,1.68,4.0,0.0,0.8665551778674125,584000,1.3737963950634002
920,74,186.08,0.10963066041469574,0.16874488101507537,-0.0008915252794395201,0.00652095038749394,1.49,3.1000000000000085,0.0,0.8782733887434006,592000,1.3702109634876252
920,75,185.87,-0.2699944907426834,0.13306208903328684,0.0006795386358862742,0.005147725538990926,1.46,3.0,0.0,0.7371933467686176,600000,1.3811137878894806
920,76,173.39,-0.29619671404361725,0.14499903439789222,-0.0008671749637142056,0.005056886198726716,1.15,3.0,0.0,0.737162441238761,608000,1.3831730306148529
920,77,172.57,-0.23053743660449982,0.13453870768265255,-0.00012640499640838244,0.004815272716950858,1.15,3.0,0.0,0.7270854070782662,616000,1.380980669260025
920,78,181.53,0.3558810579776764,0.1309375585621532,0.00038347706460626794,0.004601756599586224,1.35,3.0,0.0,0.7332947610318661,624000,1.3832364106178283
920,79,186.41,0.17332303822040557,0.13909894880686313,-0.00023394326883135363,0.004965034785345779,1.44,3.0,0.0,0.747096239104867,632000,1.3818867874145508
920,80,180.68,0.40202042400836946,0.13460590284671917,-5.4398537467932326e-05,0.004587058744436945,1.32,3.0,0.0,0.7131746332347393,640000,1.3839532053470611
920,81,191.01,0.21216994822025298,0.15632837002986494,0.00048232977598672733,0.005950064970675157,1.57,4.1000000000000085,0.0,0.8410764934122562,648000,1.3836087167263031
919,82,183.87,-1.2489806360006332,0.12126798212880736,-0.00014815990347415208,0.0036516170439426787,1.42,4.0,0.0,0.6404496740549803,656000,1.381453037261963
920,83,170.43,-0.01568862736225128,0.17470453212477619,-0.00021262164758809377,0.006370615697524045,1.1,3.0,0.0,0.8802673261612654,664000,1.3841970670223236
919,84,178.35,-0.44046650648117064,0.16710148422941493,-0.0005228386606904678,0.0061569027156656376,1.34,3.1000000000000085,0.0,0.8312397272884846,672000,1.376176404953003
919,85,180.49,0.24308118402957915,0.16083123731990562,-0.00037937043165584325,0.0050841535392100925,1.42,3.0,0.0,0.7805121631920338,680000,1.3804072749614715
919,86,175.53,-0.6709405034780502,0.1642777729429487,-0.0005533536995062605,0.005975697343455977,1.27,3.0,0.0,0.8406214221566916,688000,1.37500701546669
919,87,167.8,-0.7069460260868072,0.12800770866282613,-0.0010474005070136628,0.0035266811350447825,1.06,3.0,0.0,0.6316517166793346,696000,1.3720882380008697
919,88,169.85,-0.4249801969528198,0.15180249867993292,-0.00044302463895292023,0.005463265571088414,1.11,3.0,0.0,0.7755550298839807,704000,1.3737915027141572
919,89,175.08,-0.09090143203735351,0.15497804802800183,-0.0005881099624093622,0.00560698541070451,1.21,3.0,0.0,0.7876097262650729,712000,1.3826787090301513
918,90,177.99,-0.22662608504295348,0.14431486818967829,-4.984887171303853e-05,0.004352978934257408,1.26,3.0,0.0,0.7057244372367859,720000,1.3842245721817017
918,91,174.78,0.09268990755081177,0.1340205357610364,-0.0009804288047598675,0.003918297734635416,1.18,3.0,0.0,0.6652376112341881,728000,1.3809427571296693
919,92,179.95,-0.13383441984653474,0.16928926228304714,-5.188825132790953e-05,0.0057961556565715,1.31,3.0,0.0,0.8255243072658778,736000,1.381975393295288
919,93,181.29,-0.2813362854719162,0.13047752276647234,-0.0004141233045083936,0.004292174682996119,1.36,4.0,0.0,0.6855520432442427,744000,1.383062674999237
919,94,182.6,0.04503611981868744,0.13396214980598298,0.00105905068165157,0.004576616655758699,1.37,4.0,0.0,0.7451820313930512,752000,1.3838704466819762
919,95,181.56,-0.07841237723827361,0.09825904255952521,-0.0004945845095789992,0.002843176895621582,1.25,3.1000000000000085,0.0,0.5505682361125946,760000,1.384194324016571
919,96,181.46,0.12512478232383728,0.14944086856728744,-0.0005514890272752382,0.004414231037517311,1.34,3.0,0.0,0.7053723849356175,768000,1.379511046409607
919,97,187.52,0.32714029848575593,0.15575417022669716,-0.0014335836644750089,0.005706462058369653,1.56,3.0,0.0,0.8213570442795753,776000,1.3800702023506164
919,98,190.22,0.306424360871315,0.14547838511452096,0.0005727096743794391,0.004803392351132061,1.6,3.0,0.0,0.7551452862471342,784000,1.38108393907547
919,99,188.95,0.0510093492269516,0.14882415176972313,-0.0006827570470341015,0.004842847085674293,1.55,3.0,0.0,0.7517188324034214,792000,1.3803353559970857
919,100,182.24,-0.34756821930408477,0.16768299829682728,-0.0011852103009573512,0.005502897156547988,1.38,3.0,0.0,0.791578586101532,800000,1.3785075879096984
919,101,185.74,0.16236583948135375,0.14787671460821117,-9.385985496919602e-05,0.004786532450161758,1.45,3.0,0.0,0.7293774607777596,808000,1.3808023977279662
919,102,192.56,0.1918548262119293,0.16041247677566556,0.0005655264784581959,0.005139958533618483,1.6,3.1000000000000085,0.0,0.7669255589693784,816000,1.3725592482089997
919,103,180.68,-0.15025970637798308,0.09677488188477784,-7.542346458649262e-05,0.00285335303597094,1.33,3.0,0.0,0.5604609224945307,824000,1.383494611978531
919,104,179.11,-0.8641870701313019,0.16346735371418528,-0.0016446009324863552,0.005243303957977332,1.33,3.0,0.0,0.7798819068074226,832000,1.3741917824745178
919,105,180.17,0.3023796665668488,0.13651424919065197,-0.000776448926771991,0.003767487271834398,1.38,3.0,0.0,0.6550124955177307,840000,1.3831024956703186
919,106,180.66,0.48980643272399904,0.13413844667576527,-0.0002374963196052704,0.004171161049416696,1.31,3.0,0.0,0.7025822023302317,848000,1.3826020312309266
919,107,192.63,0.5838982111215592,0.14069129226666466,-0.0003945831050077686,0.004529171770409448,1.56,4.0,0.0,0.7353886719048023,856000,1.3797385704517364
919,108,196.77,-0.0529639333486557,0.14906638511029002,-0.0005033134961558972,0.004576337768885424,1.71,4.0,0.0,0.7133952957391739,864000,1.3822761571407318
919,109,184.08,0.11663101077079772,0.11554634807917981,9.85908482107334e-07,0.0034858105371677085,1.39,4.0,0.0,0.6006553409993649,872000,1.3841478669643401
919,110,180.11,0.412311652302742,0.12374411277502823,-3.9098014240153135e-05,0.003828792476415401,1.29,3.0,0.0,0.6710149462521077,880000,1.3792297399044038
919,111,179.78,0.12159327447414398,0.13759101427396828,-0.0011588518792996184,0.0043355544883525,1.36,3.0,0.0,0.7206994895637036,888000,1.3673996102809907
920,112,180.4,0.2595311951637268,0.12938978084029393,3.269138256655424e-05,0.00453114689073118,1.38,3.0,0.0,0.7230404981970787,896000,1.375550355911255
920,113,179.09,0.241294704079628,0.12816911165982078,-0.00032372583460528405,0.00389361490313604,1.28,3.0,0.0,0.6506303752958774,904000,1.3752229881286622
920,114,176.04,-0.1204214608669281,0.13154130650412196,0.0005559218251437414,0.003953955645702081,1.22,3.0,0.0,0.6861207915097475,912000,1.3780564618110658
920,115,178.48,0.42750499546527865,0.16397082612918226,-0.0003587108082138002,0.005871437093883287,1.3,3.0,0.0,0.8452017183601856,920000,1.376263462305069
920,116,179.85,-0.20298145830631256,0.12387484622597489,5.8129552744503595e-05,0.003914610490901396,1.31,3.0,0.0,0.6914062453061343,928000,1.3777881646156311
920,117,186.39,0.25986350536346436,0.1298487139539305,-0.00019836177769320785,0.003953822530456818,1.41,3.0,0.0,0.6775658193230629,936000,1.3832277488708495
920,118,184.35,0.2702300953865051,0.1266315246849117,-0.00017913936404511332,0.003836054846397019,1.38,3.0,0.0,0.6574365954101086,944000,1.3841188216209412
920,119,180.77,0.28711476385593415,0.1497968667127701,-0.0018366490156768124,0.004610925089946249,1.3,3.0,0.0,0.7524326691031455,952000,1.38121239900589
919,120,180.75,-0.26000438153743743,0.13757077921402938,-0.0004717875667847693,0.004500435057416326,1.31,3.0,0.0,0.7353667746484279,960000,1.3793969106674195
919,121,177.99,0.4529194915294647,0.10263550441178408,0.00011144562129629776,0.002505956979803159,1.26,3.0,0.0,0.5463079425692559,968000,1.3815888035297395
919,122,173.52,0.24901569366455079,0.12242574211461989,-0.00011908144253538921,0.0042582850747567135,1.13,3.0,0.0,0.694454609900713,976000,1.383724776506424
919,123,178.61,0.33125467240810397,0.12327179469008662,-0.0006446625394164585,0.003128229430403735,1.26,3.0,0.0,0.5898658635467291,984000,1.3832135128974914
919,124,177.16,0.5205079758167267,0.11383212281855597,7.644045748747886e-05,0.0034725623703707243,1.29,3.0,0.0,0.6192350313067436,992000,1.3825615656375885
919,125,173.29,0.05554327368736267,0.12456600707664812,-0.0003440199693432078,0.003354969939973671,1.19,3.0,0.0,0.6241820535063743,1000000,1.3802294981479646
919,126,171.15,0.23088006496429445,0.1091763807493036,5.734819074859843e-05,0.002702440540160751,1.05,3.0,0.0,0.5598274213075638,1008000,1.3850688028335572
919,127,178.47,0.39134697198867796,0.11843136326244742,-0.0005827404545561876,0.003406191970934742,1.22,3.0,0.0,0.6403169161826372,1016000,1.3799793314933777
919,128,180.56,0.28067226469516754,0.11414496075090114,0.00040595718775875866,0.0030507096339715645,1.32,3.0,0.0,0.5777386560291052,1024000,1.3821276581287385
919,129,181.65,0.3886660134792328,0.14856365442813232,-8.155351413734024e-05,0.004897166268638103,1.38,3.0,0.0,0.7560433503985405,1032000,1.3792185497283935
919,130,195.43,0.5040853178501129,0.13422421395923317,0.00035999381374494986,0.004257892261084635,1.73,4.0,0.0,0.716711822450161,1040000,1.382531098127365
919,131,185.14,-0.1211779510974884,0.11671594575511503,-0.000304052185092587,0.0035324292898440035,1.5,4.0,0.0,0.6555882394313812,1048000,1.3840755748748779
919,132,177.72,0.06344537496566773,0.11792757286168049,0.00017802551330532877,0.0034619167276105146,1.26,4.0,0.0,0.625404861420393,1056000,1.3840741789340973
919,133,173.45,-0.6907396423816681,0.11698355383008056,0.0001510146478540264,0.0029828628529503477,1.17,3.0,0.0,0.5915246608853341,1064000,1.3833152675628662
919,134,176.43,0.23545207738876342,0.13241711495242567,-0.0014337831564898806,0.003967862301069544,1.24,3.1000000000000085,0.0,0.6673551088571549,1072000,1.381851019859314
920,135,194.74,0.03282337784767151,0.12579689783782416,-0.00016161653547897004,0.00416779502054851,1.68,4.0,0.0,0.7088978476822376,1080000,1.3799641752243041
920,136,198.79,-0.12753207623958587,0.1373309403662403,-0.0009055671977694146,0.004401653042004909,1.77,4.0,0.0,0.7118207047879695,1088000,1.3829384100437165
919,137,171.42,0.20353963375091552,0.094714757953291,-0.00030756367297726686,0.0021810786595960964,1.11,3.0,0.0,0.501147935912013,1096000,1.3817248034477234
919,138,168.83,0.35417922973632815,0.12183227771026753,0.0003727958807576215,0.003446616346554947,1.05,3.0,0.0,0.6404861152917146,1104000,1.3792016887664795
919,139,179.77,0.41420131623744966,0.11080052321321912,0.00015350157271313948,0.0032524589994136475,1.3,3.1000000000000085,0.0,0.6147992369532586,1112000,1.3814357328414917
919,140,176.68,0.142544903755188,0.12384167983384414,8.634392346721143e-05,0.0033549821429915026,1.22,3.0,0.0,0.6091923728585243,1120000,1.3839546632766724
919,141,175.44,0.056320675015449524,0.1378500694982408,-0.00087832066899864,0.004156567488098517,1.21,3.0,0.0,0.6826673335582017,1128000,1.384048308134079
919,142,180.74,0.6071322387456894,0.09647163322686908,-3.50929004343925e-05,0.0025629112161550437,1.32,3.0,0.0,0.5431685769557952,1136000,1.379554740190506
919,143,175.41,0.607582050561905,0.10989342871157487,0.00015061406455060933,0.0029218222176132258,1.17,3.0,0.0,0.5966014418005944,1144000,1.3787707376480103
919,144,183.8,0.19330930709838867,0.1255696354717777,-0.0001695426384685561,0.0036759232048643752,1.37,3.0,0.0,0.6388801543414593,1152000,1.3831421720981598
919,145,181.27,0.41715938568115235,0.11509295446993989,5.837155971676111e-05,0.0032598501837492223,1.33,3.0,0.0,0.6190547131001949,1160000,1.3780418753623962
919,146,175.51,-0.09466876447200775,0.12301376910197766,-0.00017904837723108357,0.0034539920018141854,1.21,3.0,0.0,0.6229247573018074,1168000,1.381695394515991
919,147,171.99,-0.019902420043945313,0.11056995473528217,-0.0007199088967172429,0.003341356968740001,1.13,3.0,0.0,0.6003110221773386,1176000,1.3818573033809662
919,148,175.22,0.39099131226539613,0.11799820315563431,-3.412771300645545e-05,0.0034321270937653025,1.18,3.0,0.0,0.6452967265248298,1184000,1.3807995510101319
919,149,178.33,0.5029983013868332,0.1036522830018746,0.0005251284135738387,0.0027547946227423382,1.25,3.0,0.0,0.5749525523930789,1192000,1.3801358890533448
919,150,171.64,0.2246319019794464,0.09379797078140417,-0.0007184371395851485,0.002407000578241423,1.1,3.0,0.0,0.5349802702665329,1200000,1.38110778093338
919,151,167.79,0.4463166743516922,0.09461128101543848,-3.0051535577513276e-06,0.002109777026780648,0.99,2.0,0.0,0.47837438225746154,1208000,1.3836976635456084
919,152,171.2,0.14084779918193818,0.09356189282079969,-0.00012890620855614542,0.002443175025182427,1.12,3.0,0.0,0.5212515495717526,1216000,1.3828941416740417
920,153,172.47,0.40996110558509824,0.10411867442177042,-0.0004176418820861727,0.0025936986850138054,1.16,3.0,0.0,0.5243466208130121,1224000,1.383164908885956
920,154,172.27,0.2533246386051178,0.10636296236337692,-0.0002405254286713898,0.002689968573395163,1.14,3.0,0.0,0.5876584845781326,1232000,1.3846447145938874
920,155,176.92,0.40152340054512026,0.12795015664986598,0.00021153324079932644,0.003499839554860955,1.22,3.0,0.0,0.6433405379951,1240000,1.3846244084835053
919,156,176.28,0.13892209649086,0.11167332264101262,-4.1149466051138005e-05,0.0029764456301199973,1.19,3.0,0.0,0.5841520135849714,1248000,1.3826421999931335
920,157,173.38,0.5325771743059158,0.09965192203872307,-0.00021794860600493849,0.002512717878926196,1.13,3.0,0.0,0.5489211765676737,1256000,1.3845494496822357
920,158,180.97,0.0614329332113266,0.10298383283794493,-0.00012265418423339724,0.0027959952598030214,1.34,4.0,0.0,0.5650924290716648,1264000,1.3818781459331513
920,159,182.88,0.10492352664470672,0.11315254362962278,0.00016218114964431152,0.0028810900223470524,1.44,4.0,0.0,0.5829953888058662,1272000,1.3819583582878112
920,160,175.09,0.485231928229332,0.09345764493622316,0.0001410254442907899,0.002557092515489785,1.29,3.0,0.0,0.531232299208641,1280000,1.3825663578510285
920,161,179.86,0.37377885937690736,0.09356474170898099,7.279292331077158e-06,0.0025873215550382155,1.41,3.0,0.0,0.5493642717599869,1288000,1.3833335661888122
920,162,174.33,0.40146749138832094,0.09231602264378623,-2.354561715037562e-05,0.002599338322979747,1.22,3.0,0.0,0.5455183976143598,1296000,1.3844670140743256
920,163,172.93,0.38019618988037107,0.11480787453395092,7.411724596749992e-05,0.0034462450178398287,1.16,3.0,0.0,0.6453019046783447,1304000,1.3808498573303223
920,164,170.68,-0.03381676614284515,0.10534348580849859,-0.0009470345274894498,0.0028224359713931333,1.1,3.0,0.0,0.5560150247067213,1312000,1.382030507326126
920,165,174.27,0.18692487955093384,0.09045501606879959,0.0006299336445590597,0.0023876022091280902,1.2,3.0,0.0,0.5225173199176788,1320000,1.382262659072876
920,166,175.21,0.28834867298603056,0.11670662628746153,0.0008605918288230895,0.0037072070982685544,1.2,3.0,0.0,0.6307753720134497,1328000,1.384277629852295
920,167,172.5,0.20919295966625215,0.11221688219579683,0.0002852189284749329,0.0032963663886039283,1.14,3.0,0.0,0.6132119333744049,1336000,1.382898918390274
920,168,170.87,-0.02548043191432953,0.10305516258269369,-0.0013678717231960036,0.0026264754306612303,1.14,3.0,0.0,0.540032391026616,1344000,1.3847961497306824
920,169,173.85,-0.22381416082382202,0.10863251334712869,0.00031465418345760554,0.002832931944722077,1.21,3.0,0.0,0.6056850329041481,1352000,1.3835040760040282
920,170,184.8,0.6816834384202957,0.09217455801683981,-0.0004635934566613287,0.0026891893290303414,1.42,4.0,0.0,0.553455985635519,1360000,1.3835391116142273
920,171,180.39,0.4974018126726151,0.09139416260893166,0.00012078581035893876,0.0024232982955436455,1.3,3.1000000000000085,0.0,0.521783362030983,1368000,1.3837533497810364
920,172,174.45,0.047224770188331607,0.10736426975452998,0.00010247775313473539,0.0030372801175690255,1.18,3.1000000000000085,0.0,0.5953994037210941,1376000,1.3821241438388825
920,173,171.34,0.5028686356544495,0.09481897805064259,-0.0002755384390911786,0.0023531439145153855,1.12,3.0,0.0,0.538929950594902,1384000,1.3840820324420928
