epoch_idx,value_loss,advantage_norm,grad_norm,policy_entropy,policy_loss,explained_variance,frames,P01:episode_rewards,episode_length,P09:episode_rewards,PMM:episode_rewards,fps
1,0.4676247698034422,4.260372699946165,17.599943248465134,1.2892270714044571,-0.002574646127177402,-1.8029049563407897,8000,0.0,166.53488372093022,3.0,0.9069767441860465,222
2,0.0092750980692108,0.9337547504529357,0.1500876404330423,1.3706527423858643,-0.0006130459700943902,-0.3696454071998596,16000,0.0,184.56976744186048,4.0,1.3837209302325582,223
3,0.008728994055945804,0.9147668988257647,0.11596996212675471,1.3794753301143645,0.0001772371618062607,-0.2890902227163315,24000,0.0,188.23,4.0,1.53,235
4,0.00922890716978145,0.9413908398896456,0.1003707989743711,1.3820463490486146,0.0006252399028744549,-0.18524004757404328,32000,0.0,177.0,3.0,1.27,242
5,0.009702407221643625,0.9542297634854913,0.12244498910921027,1.3822829139232635,0.0012069309689104557,-0.2065265530347824,40000,0.0,181.12,3.0,1.37,245
6,0.006630828527713675,0.6909891376644373,0.08371207090369294,1.3830938637256622,-0.0006284271471668035,-0.25398408114910126,48000,0.0,174.65,3.0,1.21,247
7,0.007923148908403163,0.7915365401655435,0.10209295864372808,1.3833816039562226,0.0014157978640287183,-0.36012730419635774,56000,0.0,168.7,3.0,1.07,247
8,0.00889718977845405,0.8863713911175728,0.10793643871624198,1.380585458278656,-7.397451920951426e-05,-0.25891686856746676,64000,0.0,173.12,3.0,1.17,248
9,0.009146631690146022,0.9119976674392819,0.11647107238885536,1.3824794709682464,0.0013094695255858823,-0.28410967111587526,72000,0.0,178.63,3.0,1.26,250
10,0.010382226359233755,0.9965964797139167,0.1449266522452929,1.38421328663826,0.0007230094300757628,-0.24292926073074342,80000,0.0,185.68,3.0,1.46,252
11,0.008115523108717753,0.8214928644150495,0.10499766171906658,1.3855663013458253,-0.0007712400134187191,-0.20671287119388582,88000,0.0,184.71,4.0,1.51,252
12,0.010052075094445173,0.997919135428965,0.1152953983251902,1.385438196659088,0.001132711215177551,-0.19249435842037202,96000,0.0,182.77,4.0,1.45,252
13,0.010491220203475678,1.0587091957032682,0.12847891426513175,1.3798636782169342,0.00028498900297563523,-0.12777023315429686,104000,0.0,187.27,4.0,1.52,253
14,0.00852380788366645,0.8609796400368214,0.11389679098357851,1.3850932550430297,0.0004083651374094188,-0.24073974013328553,112000,0.0,188.97,5.0,1.52,255
