advantage_norm,fps,approx_kl_divergence,epoch_idx,policy_loss,value_loss,episode_length,clip_fraction,grad_norm,explained_variance,policy_entropy,P01:episode_rewards,P09:episode_rewards,PMM:episode_rewards,frames
15.968719255924224,222,0.010261937916403733,1,0.00827569339380716,1.3895673677325249,377.75,0.3519287109375,28.998990342883577,-0.02939930036664009,1.5141825087368488,150.0,592.5,326.0416666666667,10240
15.96871926188469,218,0.002255907872632141,2,-0.002358416024799226,0.17971246698871254,379.0,0.1436279296875,3.130561759159343,0.11281506866216659,1.6237341225147248,125.0,575.0,300.96153846153845,20480
15.968719226121902,228,0.0020016607510345897,3,-0.0027785868391219993,0.1347645506961271,366.7926829268293,0.1206787109375,2.967381578236734,0.25734037160873413,1.6702247150242329,125.0,522.5000000000001,276.5243902439024,30720
15.968719214200974,232,0.002065082573313117,4,-0.004144034764613025,0.13963606781326235,365.37,0.1312255859375,3.543283376554382,0.47298045866191385,1.7141372352838515,122.5,525.0,276.5,40960
15.96871907711029,233,0.0020508223071376954,5,-0.004576163200181327,0.14706893363036216,357.34,0.12421875,3.1584151687940953,0.537215967848897,1.7341759860515595,100.0,475.0,258.0,51200
15.968719255924224,234,0.0020015094300564326,6,-0.004317827131671947,0.13465951825492084,359.54,0.1219482421875,3.0505105949663074,0.6257726952433587,1.6941215239465237,100.0,600.0,287.0,61440
15.96871926188469,235,0.0019762539939509826,7,-0.005266335258193066,0.163098965305835,364.13,0.124169921875,3.6115729935151335,0.6053626403212548,1.6635870531201362,122.5,625.0,296.5,71680
15.968719351291657,235,0.0024199755936027733,8,-0.0057192804732039805,0.1385994307231158,373.74,0.1508056640625,2.7503698075436622,0.7315069649368524,1.6780552186071873,122.5,650.0,329.5,81920
15.968719226121902,236,0.0019853111560908707,9,-0.004964455984008964,0.14356756107881666,373.94,0.1272216796875,3.260832348548793,0.7465764567255974,1.7095184311270715,150.0,650.0,335.75,92160
15.96871942281723,236,0.0020558824442676645,10,-0.006543014934868552,0.15827502384781839,371.2,0.12138671875,2.8443150929368364,0.7618636559695006,1.7041119828820228,175.0,602.5000000000002,327.75,102400
15.968719154596329,237,0.0023566242102904763,11,-0.006344094467931427,0.15745413154363633,368.42,0.1563720703125,2.913794712315223,0.7946201309561729,1.7179649755358697,175.0,600.0,323.5,112640
15.968719148635865,238,0.0017788604817272236,12,-0.005414904286590172,0.17214872618205845,378.15,0.1068359375,3.718028629405861,0.7584497053176165,1.729973354935646,175.0,600.0,336.5,122880
15.968719238042832,238,0.00207946018292687,13,-0.007144950356450863,0.12620662953704595,381.38,0.134130859375,2.2971530310260944,0.7999148976057768,1.7221446841955186,175.0,577.5000000000002,327.75,133120
15.968719309568405,238,0.0021252463177464003,14,-0.007062762025816483,0.10683988980017603,384.94,0.1268798828125,2.0654329821011626,0.8430276662111282,1.7221726782619953,150.0,577.5000000000002,323.5,143360
15.968719285726547,239,0.0020361762888458567,15,-0.006717095101703307,0.16200878168456256,390.13,0.1269287109375,3.0119934971240463,0.7558010622859002,1.7242664337158202,175.0,577.5000000000002,325.0,153600
15.968719255924224,239,0.002026292031792114,16,-0.006983226865850156,0.14688238713424653,385.72,0.1306396484375,2.7602590277936896,0.7795548472553492,1.7074872560799121,175.0,602.5000000000002,317.25,163840
15.968719291687012,239,0.0019453292022493071,17,-0.007341221131537168,0.1396863688249141,383.44,0.1165771484375,2.668412674934705,0.8299763198941946,1.7170323185622691,175.0,625.0,332.25,174080
15.968719387054444,238,0.002101890600784191,18,-0.008244846275738382,0.12537596747279167,382.84,0.1296875,2.1071797607607694,0.7688432931900024,1.7205478727817536,172.5,627.5000000000002,327.5,184320
15.968719267845154,238,0.0017160490252879756,19,-0.006903004465857521,0.13329728345852346,386.68,0.0989013671875,2.2272623490478893,0.792617029696703,1.7230495117604732,175.0,650.0,348.75,194560
15.968719357252121,238,0.0020006017829362396,20,-0.007308622072923754,0.1395539699587971,387.52,0.1183837890625,2.5097734204015416,0.8007482927292585,1.7163932129740715,172.5,602.5000000000002,341.75,204800
15.968719148635865,238,0.0020545956805792945,21,-0.008420783335895975,0.11733769967686385,393.96,0.12314453125,2.0837972139873715,0.8077635791152715,1.711170344799757,197.5,600.0,337.5,215040
