grad_norm,fps,explained_variance,PMM:episode_rewards,advantage_norm,episode_length,epoch_idx,P01:episode_rewards,frames,policy_entropy,value_loss,P09:episode_rewards,policy_loss
2.004769190824802,211,-2.344615588188171,1.1395348837209303,1.933959387652576,168.58139534883722,1,0.0,8000,1.3086215782165527,0.07197681890500462,2.0,-0.025928424834273756
0.25384638164758233,191,-0.07841261863708496,1.0816326530612246,1.15190288759768,166.30612244897958,2,0.0,16000,1.3556163167953492,0.01288134889574394,3.0,-0.0031394447758793832
0.23461246253539236,196,-0.02685383439064026,1.03,1.0874511295929552,163.71,3,0.0,24000,1.3560501170158386,0.011503834372178971,3.0,0.0013900450203800574
0.251688255608308,198,-0.025185964107513427,1.22,1.326874139159918,170.97,4,0.0,32000,1.3593410181999206,0.015662542525733444,3.0,0.0002434413971786853
0.24062119059382667,204,0.04632066428661347,1.43,1.299553743675351,179.58,5,0.0,40000,1.3553345966339112,0.014774964934258606,4.0,0.0009363401122391224
0.2380782887478002,205,-0.041972870826721194,1.23,0.9934593579918146,172.83,6,0.0,48000,1.3751369142532348,0.010597900749853579,3.0,0.0033467885258141906
0.26447412962791783,207,-0.010428978800773621,1.19,1.2453728233277799,173.71,7,0.0,56000,1.3775682532787323,0.014543094538967126,3.0,0.002450814506737515
0.27804525550241854,208,-0.019185303449630736,1.23,1.1470443566143513,177.52,8,0.0,64000,1.3774877023696899,0.012959906058204069,3.0,0.0012120979071187322
0.28110541406136175,210,0.10322323977947236,1.17,1.1791419123113156,174.08,9,0.0,72000,1.3765849208831786,0.01211180574449827,3.0,0.00010861445509362965
0.265560468030547,209,-0.047315936684608456,1.16,1.0458437982201576,171.6,10,0.0,80000,1.3675310111045837,0.010512327660180745,3.0,-0.0010033488177577964
0.3148300148016482,211,0.36517853260040284,1.16,1.262170222699642,171.37,11,0.0,88000,1.3693985438346863,0.011873321578314062,3.0,-0.002187882587313652
0.3478704777564648,211,0.4807021576166153,1.32,1.3364763759076594,180.03,12,0.0,96000,1.366324667930603,0.013189774513302837,3.0,0.00013138317270204426
0.395322974045254,210,0.6121097719669342,1.6,1.3576896280050277,191.28,13,0.0,104000,1.3737200474739075,0.013835587336798199,4.0,-0.005743039160151966
0.4002238796792998,211,0.6454180699586868,1.21,1.2726039405167102,175.3,14,0.0,112000,1.3690925788879396,0.012669229148887098,3.0,-0.0033854052057722584
0.3317177125943494,212,0.7130834209918976,1.53,1.261987881064415,185.82,15,0.0,120000,1.371446795463562,0.012043704710085876,4.0,-0.003930043778382242
