epoch_idx,fps,policy_gradient_loss,q_loss,model_prob_std,advantage_norm,P09:episode_rewards,avg_q_retraced,frames,policy_entropy,policy_gradient_bias_correction,policy_loss,P01:episode_rewards,episode_length,rollout_prob_std,explained_variance,avg_q_selected,PMM:episode_rewards,grad_norm
48,360,3.4523626375183703e-06,2.8768353618500004e-08,0.00012927207026627405,0.0012830700534992964,0.0,-0.0001465578792911921,345600,2.197224017324902,2.3157332533034016e-12,3.452364954203486e-06,0.0,3324.5104166666665,0.001361396620337863,-253.70941412889766,-0.00014925236657521932,0.0,2.5309419540916223e-05
49,360,3.546648876011991e-06,1.7599826416065184e-08,9.716840548951458e-05,0.0009789604112320233,0.0,-0.00014741144490847274,352800,2.1972244074325715,4.2621162895291796e-10,3.5470750845717935e-06,0.0,3324.5104166666665,0.001980582119332385,-1532.0856249554954,-0.0001484391236677073,0.0,1.9325666775153044e-05
50,359,3.1336795054991623e-06,2.866670155832167e-08,0.0001299563711668583,0.0013014304825138764,0.0,-0.00014023233892850512,360000,2.1972239347677385,4.1790498116707593e-10,3.1340974107355045e-06,0.0,3324.59,0.0017563191007580084,-234.3144159201529,-0.00014117160009845974,0.0,2.67361312541251e-05
51,358,3.412063949250601e-06,1.4880875128279807e-08,8.560298985294837e-05,0.0008607662500359462,0.0,-0.00014227749001138992,367200,2.197224594146486,2.5305712341647554e-10,3.4123170066774663e-06,0.0,3324.59,0.0015124511210297888,-1478.33793970658,-0.000144473802672769,0.0,1.6367483937412273e-05
52,357,3.2752687379748797e-06,1.5773669384333212e-08,8.724357250672957e-05,0.0008524214223501427,0.0,-0.0001409098023481583,374400,2.1972245951209755,5.7334451589688943e-11,3.2753260721123173e-06,0.0,3324.59,0.0014422350001547194,-1772.8149222070956,-0.00014183147784452464,0.0,1.764039546899956e-05
53,356,2.8472080935101617e-06,1.3262409039863888e-08,8.605019068516524e-05,0.0008445576954184534,0.0,-0.00013828407456352215,381600,2.197224612406322,0.0,2.8472080935101617e-06,0.0,3324.59,0.0011274825234873949,-779.6735881482862,-0.0001396163433105959,0.0,1.6658935588627034e-05
54,356,2.8809535315606966e-06,1.7693101867181787e-08,0.00010399108728658275,0.0010306202506403944,0.0,-0.00013427648000182305,388800,2.1972243629687678,3.1508599844469413e-10,2.8812686163156916e-06,0.0,3324.59,0.0014575156541612826,-623.6564579402832,-0.00013518671253555183,0.0,1.901584986297155e-05
55,356,3.1641656690563438e-06,1.412127948233359e-08,8.750284376643949e-05,0.0008736360313307625,0.0,-0.00013459566431836014,396000,2.197224573117716,4.115569872552447e-11,3.164206824954786e-06,0.0,3324.59,0.001566951465184005,-1169.1097390873995,-0.0001348592559653469,0.0,1.5836016155872544e-05
56,355,3.1006354477912075e-06,1.6282025236252862e-08,9.256407836121055e-05,0.0009154292110166334,0.0,-0.0001322927494947127,403200,2.1972245093502067,2.9956954964867325e-11,3.1006654049346167e-06,0.0,3324.69,0.0011675551156826627,-966.4259657061416,-0.0001340987046430763,0.0,1.7672790948005916e-05
57,355,3.099972647154493e-06,1.1616322849888712e-08,7.400784597985388e-05,0.0007140408959080488,0.0,-0.00013171846214429323,410400,2.1972247211926828,0.0,3.099972647154493e-06,0.0,3324.69,0.001261282358484992,-1706.0525451172123,-0.00013309422270626228,0.0,1.3455331071338207e-05
58,354,2.5896327516319743e-06,1.2794299079277658e-08,8.294759291654178e-05,0.00080005055139729,0.0,-0.00012872473101442522,417600,2.197224697773419,6.392566263372739e-11,2.5896966769829133e-06,0.0,3324.69,0.0012205849805871148,-902.8489836005181,-0.0001317999407570275,0.0,1.571964868141437e-05
59,354,2.4140428943932232e-06,1.4755909912319878e-08,9.216733037152468e-05,0.00092335127808455,0.0,-0.00012378130560035868,424800,2.197224467926555,4.589888962729876e-10,2.4145018835263434e-06,0.0,3324.69,0.0015529001679792168,-505.5535987279149,-0.00012298409486873656,0.0,1.6346137733234596e-05
60,354,2.5152336852196113e-06,1.2344675346979673e-08,7.827374327657058e-05,0.0008094225322852326,0.0,-0.00012342749443141945,432000,2.1972246802231625,0.0,2.5152336852196113e-06,0.0,3324.69,0.000977126847968387,-1734.8838324877856,-0.0001255961808448543,0.0,1.5133917022300059e-05
61,353,2.6884003437078053e-06,1.840160188204609e-08,0.00010926153262395385,0.0010987825742777013,0.0,-0.00011518090579489514,439200,2.1972242228694694,-6.218851093346226e-10,2.6877784595261237e-06,0.0,3324.74,0.0014661494017074498,-157.69105271439074,-0.00011730056251705655,0.0,2.0158619297735993e-05
62,353,2.7650659915440725e-06,9.514024060911768e-09,7.044776338031702e-05,0.0006839477019160594,0.0,-0.00011687448649199036,446400,2.197224805200828,-3.3054417228031403e-12,2.7650626857834695e-06,0.0,3324.74,0.0015120671322752263,-1274.2537427988848,-0.00011943414699436684,0.0,1.27736698633815e-05
63,353,2.422794445253024e-06,9.994433972185623e-09,6.962467290959142e-05,0.0006607515861091924,0.0,-0.00011479941742811842,453600,2.197224852745495,0.0,2.422794445253024e-06,0.0,3324.74,0.0008973044708000721,-1798.378225236923,-0.00011583058908038925,0.0,1.2628498864101094e-05
64,352,2.46256149740182e-06,1.0848964226693375e-08,7.711267756647469e-05,0.0007521021936376653,0.0,-0.00011058748347129458,460800,2.1972247485508993,-6.989439545653416e-10,2.461862553328831e-06,0.0,3324.74,0.0015761195614759247,-981.7585744141209,-0.00011237897564242495,0.0,1.3918716468776901e-05
65,353,2.4097677117035274e-06,1.711990297255053e-08,9.793601908551776e-05,0.0009447665687574564,0.0,-0.00010753408169024161,468000,2.19722437145218,4.1602387559594136e-10,2.4101837352963868e-06,0.0,3324.74,0.0015490171155663898,-773.8102318468925,-0.00010701573704402163,0.0,1.7121926545958553e-05
66,353,2.1535463854031413e-06,1.2805553422891832e-08,8.443137818013771e-05,0.0008434886228037828,0.0,-0.0001078602518582701,475200,2.1972246203063026,5.866518332848298e-10,2.1541330375916976e-06,0.0,3324.74,0.001087458517298591,-1023.354851757572,-0.00010996991461705342,0.0,1.4650604813289243e-05
67,352,2.170413452621532e-06,1.5901822545527945e-08,9.109650945546005e-05,0.0009048456684784362,0.0,-0.00010330169306081386,482400,2.1972245516663502,-2.4848747856532143e-10,2.1701649660972883e-06,0.0,3324.58,0.0015977407728573468,-704.4777675500433,-0.0001038624322301417,0.0,1.711790756559027e-05
68,352,2.3839842061413995e-06,1.0398326005669965e-08,7.225520138714302e-05,0.0006847263676021727,0.0,-0.00010437958846754525,489600,2.1972248051374677,-2.4609792590023547e-10,2.383738107738509e-06,0.0,3324.58,0.001721278210295514,-1682.2447598102358,-0.00010459923627682397,0.0,1.2933940721649304e-05
69,351,2.2211776080018085e-06,7.828650700825602e-09,6.478331122198574e-05,0.0006197576865848274,0.0,-0.00010393658040710662,496800,2.1972248745248426,0.0,2.2211776080018085e-06,0.0,3324.58,0.0008902889307012715,-1546.9310149175212,-0.00010531756176287817,0.0,1.232273476229814e-05
70,351,2.4672236443621837e-06,1.1512199408751976e-08,8.209113148759281e-05,0.0008069946085878841,0.0,-0.00010006977034093338,504000,2.197224630051189,0.0,2.4672236443621837e-06,0.0,3324.58,0.0009235055977029291,-767.5509475336946,-0.00010205870051336999,0.0,1.3710320828688017e-05
71,351,2.426616903106212e-06,1.0279327121606946e-08,7.375548201372207e-05,0.0007191835747152979,0.0,-9.734773238208595e-05,511200,2.1972247694435767,0.0,2.426616903106212e-06,0.0,3324.58,0.0007817425892172582,-1456.5739015801673,-9.907103401016822e-05,0.0,1.315870010157434e-05
72,350,2.1180529849680598e-06,1.4767602453499532e-08,9.339347802797275e-05,0.0009164884508343329,0.0,-9.037993926829095e-05,518400,2.1972245240936834,0.0,2.1180529849680598e-06,0.0,3324.66,0.001104576581417549,-194.85422527170059,-9.208699593169735e-05,0.0,1.598564906719657e-05
73,350,2.198404356210429e-06,6.902728324668494e-09,6.120593965790183e-05,0.0005975307448395202,0.0,-9.362838879583905e-05,525600,2.1972249428264905,-8.075843993538001e-11,2.198323599144209e-06,0.0,3324.66,0.0011004327871512137,-1773.927718800559,-9.484410072625735e-05,0.0,1.1008095959174214e-05
74,350,2.278063686710693e-06,8.573726496509847e-09,6.536737828576538e-05,0.0006265927113044952,0.0,-9.206156112462348e-05,532800,2.1972249133762345,2.0366916949251155e-11,2.278084054970858e-06,0.0,3324.66,0.0012705433195769216,-1545.924911665853,-9.214352744526038e-05,0.0,1.158466642952092e-05
75,349,1.849229031618075e-06,8.233981328521753e-09,6.388159871851222e-05,0.0006102668510293908,0.0,-9.042202915608283e-05,540000,2.1972249127956696,4.436724136229013e-12,1.8492334682469172e-06,0.0,3324.66,0.0009965604637909285,-1259.5396548876859,-9.094654343859264e-05,0.0,1.129509870811377e-05
76,349,1.9955536810436434e-06,9.657317570936798e-09,7.664768993767863e-05,0.0007520086151510757,0.0,-8.776747337959502e-05,547200,2.1972247283773507,7.830179938782645e-11,1.9956319826808715e-06,0.0,3324.66,0.0009463504691915324,-547.846254918589,-8.857907359168921e-05,0.0,1.2496828446792136e-05
77,349,2.030858815564134e-06,7.549545152890028e-09,6.589436779921187e-05,0.0006425379569346569,0.0,-8.651517231719385e-05,554400,2.197224871907285,4.217003952823441e-11,2.030900985296531e-06,0.0,3324.66,0.0012435928785660274,-996.1222671131987,-8.8270957322209e-05,0.0,1.112417779667367e-05
78,348,1.944149994301144e-06,1.1265833600959473e-08,7.862460816936402e-05,0.000772658294792585,0.0,-8.090982309098879e-05,561600,2.197224706638427,5.220693803191049e-10,1.9446720639656804e-06,0.0,3324.6,0.0011520680255487621,-661.0389801560698,-8.294163680811979e-05,0.0,1.3526959535085967e-05
79,348,1.7923807784691452e-06,7.0109017825995535e-09,5.722348245437686e-05,0.0005368318698146425,0.0,-7.912100752705964e-05,568800,2.197224981469452,7.194318998562623e-11,1.792452721740239e-06,0.0,3324.6,0.0013170315704297854,-1838.3125704984059,-7.951470446170316e-05,0.0,9.663006078192674e-06
80,348,1.9416005231954284e-06,6.949068219885148e-09,5.903678391007059e-05,0.000571643787502436,0.0,-7.711977878113945e-05,576000,2.197224934460625,1.2993503098864981e-12,1.941601822473574e-06,0.0,3324.6,0.0009803059368331435,-1645.5643919875508,-7.754237691139761e-05,0.0,1.0515719670144608e-05
81,347,1.799225025954903e-06,8.499005747488873e-09,6.81171871870237e-05,0.0006666282450819378,0.0,-7.499741810471913e-05,583200,2.1972249246423434,-2.6130621123677936e-11,1.7991988956668464e-06,0.0,3324.6,0.0011250178303713815,-766.6591424236464,-7.570374533616748e-05,0.0,1.145475543427869e-05
82,347,1.66759470590201e-06,7.873754297435182e-09,6.630066731890274e-05,0.0006259468371875434,0.0,-7.353429488363666e-05,590400,2.1972248885997394,8.512674446829276e-10,1.6684459724792386e-06,0.0,3324.6,0.001602933995221404,-1143.111727886711,-7.545126344695513e-05,0.0,1.0842680229164783e-05
83,348,1.6910346196070009e-06,1.0827977517445915e-08,7.887245944951404e-05,0.0007758902843277481,0.0,-6.72268491842491e-05,597600,2.1972247143397254,6.874818259645855e-10,1.6917221004263633e-06,0.0,3324.6,0.0013099804330644587,-368.26924491944766,-6.82203790818185e-05,0.0,1.2944738419371313e-05
84,348,1.3554008256172976e-06,6.897498314176256e-09,5.6424648798387316e-05,0.0005481673601104049,0.0,-6.948304726508455e-05,604800,2.19722497152273,0.0,1.3554008256172976e-06,0.0,3324.67,0.0006301555834411867,-1871.6683324796563,-6.930223880550888e-05,0.0,9.908893311800954e-06
85,348,1.6972425847378808e-06,6.395796117439001e-09,5.482536006698389e-05,0.0005422988329417387,0.0,-6.760849285335757e-05,612000,2.1972250853549866,0.0,1.6972425847378808e-06,0.0,3324.67,0.0006509154668028846,-2023.252745407741,-6.837088741102739e-05,0.0,9.888982194649434e-06
86,348,1.3158541628416606e-06,6.0712919278199e-09,5.596964775889549e-05,0.0005376371463517855,0.0,-6.633501644284392e-05,619200,2.197225016771801,0.0,1.3158541628416606e-06,0.0,3324.67,0.0006029146241458363,-1280.9391691484527,-6.769832638426686e-05,0.0,9.706588479961369e-06
87,348,1.5506072940444258e-06,8.442864432807012e-09,7.123539023483254e-05,0.0007004269096742761,0.0,-6.331485403767871e-05,626400,2.1972248629849367,0.0,1.5506072940444258e-06,0.0,3324.67,0.0005513240959761358,-197.11486603940546,-6.326644863169673e-05,0.0,1.0929349352601296e-05
88,347,1.4041842908413936e-06,5.7029326888027e-09,5.580619891124496e-05,0.0005411809878526741,0.0,-6.213396428912737e-05,633600,2.197225048756473,0.0,1.4041842908413936e-06,0.0,3324.67,0.0004624004254487508,-1300.2820874342844,-6.319593986474848e-05,0.0,9.017529777615767e-06
89,347,1.3119838342724229e-06,9.724327869604129e-09,7.082950443844544e-05,0.0006711502648001428,0.0,-5.8637978261916916e-05,640800,2.1972247526664583,0.0,1.3119838342724229e-06,0.0,3324.63,0.00041108897550686153,-1031.1318658897424,-5.93034256232227e-05,0.0,1.2017918924503294e-05
90,347,1.326951768282165e-06,5.51338536208911e-09,5.399114458385001e-05,0.000501388196832183,0.0,-5.857046547779641e-05,648000,2.1972250805172338,0.0,1.326951768282165e-06,0.0,3324.63,0.00037490944964462664,-1507.4624489849082,-5.970748574303383e-05,0.0,8.788585513959243e-06
91,347,1.4503044614702908e-06,4.248442937335174e-09,4.6879102012251785e-05,0.0004506439730553512,0.0,-5.623445790603462e-05,655200,2.197225110991865,0.0,1.4503044614702908e-06,0.0,3324.63,0.0003129805144484636,-1788.6475645933212,-5.732878925780951e-05,0.0,7.853934906298288e-06
