epoch_idx,fps,policy_gradient_loss,q_loss,model_prob_std,advantage_norm,P09:episode_rewards,avg_q_retraced,frames,policy_entropy,policy_gradient_bias_correction,policy_loss,P01:episode_rewards,episode_length,rollout_prob_std,explained_variance,avg_q_selected,PMM:episode_rewards,grad_norm
1,332,-0.0001284504461788553,0.0009960217595410845,0.014837904802213113,0.0342874805132548,0.0,0.005153795886629572,7200,2.162323757012685,0.0,-0.0001284504461788553,0.0,0,0.014837904802213113,-166.61490135192872,0.006177030286441247,0.0,0.10642894256701955
2,198,-4.580869907234349e-05,9.360525336887804e-05,0.0048661382868886,0.012726892670616507,0.0,0.004168705836248895,14400,2.194339974721273,0.0,-4.580869907234349e-05,0.0,0,0.004866138178234299,-82.91666030883789,0.004377054741295675,0.0,0.022384553030836474
3,235,-4.2360207509280674e-05,2.869355351625321e-05,0.0031704875097299614,0.015369333870088061,0.0,0.001534279272891581,21600,2.1966716210047403,0.0,-4.2360207509280674e-05,0.0,0,0.003170487486446897,-34.53739652633667,0.0013938504654409675,0.0,0.004228727570994752
4,264,-1.5102246440316473e-05,2.568773058252797e-05,0.004477633396163583,0.026111083989962935,0.0,0.0005845354549819604,28800,2.196347880363464,0.0,-1.5102246440316473e-05,0.0,0,0.0044776334272076685,-41.14518582026164,0.0005717988404891609,0.0,0.00367352707899426
5,290,6.4845096782543505e-06,1.4245650800148723e-05,0.0019361367798410357,0.012369768849263588,0.0,-0.00034797195773232187,36000,2.1969924052556355,0.0,6.4845096782543505e-06,0.0,0,0.0019361367487969498,-92.42250061035156,-0.00022194679874398086,0.0,0.0014239342959829343
6,313,4.292794574212166e-06,1.4302708920392131e-05,0.0027226779493503273,0.01890664901584387,0.0,-0.0002096202659837824,43200,2.196852668126424,0.0,4.292794574212166e-06,0.0,3324.9166666666665,0.0027226779571113487,-48.02751579284668,-0.0001665166847336271,0.0,0.0018629479629501235
7,333,1.228950778606001e-05,6.851109287708823e-06,0.0011142599726251016,0.006607942989406487,0.0,-0.00012189444678369909,50400,2.1971534649531046,0.0,1.228950778606001e-05,0.0,3324.9166666666665,0.0011142599415810159,-83.67689590454101,-0.00026741738959875266,0.0,0.0009033016049651084
8,349,-2.127766987882751e-05,4.859416067877949e-06,0.0010129584406968206,0.005693530865634481,0.0,0.0005811782941843072,57600,2.1971526702245074,0.0,-2.127766987882751e-05,0.0,3324.9166666666665,0.0010129584309955437,-61.970465151468915,0.0006083499853654454,0.0,0.0010343119822736398
9,362,1.656137136478719e-05,5.899232519368525e-06,0.0018268216129702826,0.012816082096348207,0.0,-0.0006801685847070379,64800,2.197042187054952,0.0,1.656137136478719e-05,0.0,3324.9166666666665,0.0018268215877469628,-31.25880095163981,-0.000646922406667727,0.0,0.0010475679705273398
10,372,1.2841600050705892e-05,4.385853636298028e-06,0.0013277304252066338,0.009013107023201882,0.0,-0.0006816085714187163,72000,2.19710697333018,0.0,1.2841600050705892e-05,0.0,3324.9166666666665,0.0013277304019235696,-37.384179560343426,-0.0006558760138432263,0.0,0.0007795996192131595
11,383,1.8215171591388448e-05,5.724309649698019e-06,0.0020522285766977197,0.01566384577502807,0.0,-0.0006956921628443524,79200,2.197025458017985,0.0,1.8215171591388448e-05,0.0,3324.9166666666665,0.0020522286009509116,-13.996636041005452,-0.0006916759002403221,0.0,0.0010664092982611182
12,391,1.0306141859928175e-05,2.0898176179192283e-06,0.0006928121894209956,0.005191085596258442,0.0,-0.0005662179416200767,86400,2.1971931298573812,0.0,1.0306141859928175e-05,0.0,3324.4166666666665,0.0006928121806898464,-48.483980878194174,-0.0005576807549611355,0.0,0.0003781249456999552
13,398,9.949062700798094e-07,1.545314068115052e-06,0.000476233353644299,0.0026592328523596127,0.0,0.0001501390700771784,93600,2.1972071250279743,0.0,9.949062700798094e-07,0.0,3324.4166666666665,0.0004762333701364696,-100.93424059549967,0.00017202418312081135,0.0,0.00035155429014866065
14,404,2.4540834904958806e-06,1.6943706460400183e-06,0.0005433640539801369,0.004064791327497611,0.0,-0.00026686885976232586,100800,2.197199487686157,0.0,2.4540834904958806e-06,0.0,3324.4166666666665,0.0005433640646515415,-33.52104069391886,-0.0002899875030076752,0.0,0.00039216169167473916
15,409,7.175630584773292e-06,4.0447970604873266e-06,0.0018042545241769403,0.013522123646301528,0.0,-0.00031939902352557206,108000,2.197082018852234,0.0,7.175630584773292e-06,0.0,3324.4166666666665,0.001804254522236685,-16.858834918340047,-0.00034367549748518894,0.0,0.0008688297786427733
16,415,7.81984350245087e-06,1.285902825050774e-06,0.0006137533404398709,0.004443233091539393,0.0,-0.0003330000438533413,115200,2.197191262245178,0.0,7.81984350245087e-06,0.0,3324.4166666666665,0.0006137533448054456,-55.91529362996419,-0.00031847520270578876,0.0,0.00032506028646546296
17,413,5.1682234219253505e-06,2.4616632595177e-06,0.0013278146112786508,0.010713700945313561,0.0,-0.0002697869644911739,122400,2.1971429966555704,4.441724858647181e-08,5.21264066429965e-06,0.0,3324.5,0.0023674385672330526,-14.61189710208348,-0.00030631887655523484,0.0,0.0005658683727286953
18,406,1.873943176827464e-06,6.161322738641221e-07,0.0005584505180712089,0.004560588941720429,0.0,-0.00020774413233389454,129600,2.1972080380386774,5.8572741371184136e-08,1.932515927609392e-06,0.0,3324.5,0.003249194325565888,-21.648070594545395,-0.00020548913206238148,0.0,0.00021745516874675067
19,400,4.427810200761838e-06,4.0225134893918744e-07,0.0004800747759278005,0.003956457511362498,0.0,-0.00017567053129763396,136800,2.1972126362015847,6.613643927197869e-09,4.434423826458265e-06,0.0,3324.5,0.0031633132709299643,-21.952585666253633,-0.00017751481086180062,0.0,0.00018010125994431488
20,394,5.629704739604487e-06,3.335109929665917e-07,0.00046015840325987374,0.00400877923527751,0.0,-0.00019047334472589974,144000,2.1972141272523418,-5.078576328308341e-09,5.624626168026959e-06,0.0,3324.5,0.003405699273991472,-16.212054490819177,-0.000189903927237143,0.0,0.00015817349012414272
21,389,3.815861651613823e-06,2.697470403080382e-07,0.0004097053530439824,0.003589857808378792,0.0,-0.00019080793483899265,151200,2.197216228501277,7.680488980433392e-09,3.823542141171572e-06,0.0,3324.5,0.0027514850648413095,-54.482476299405384,-0.00019443117916590657,0.0,0.00013151182381330686
22,385,3.0037426641875135e-06,2.2410841599735272e-07,0.0003903507074321371,0.003532090160139584,0.0,-0.00018645729263158824,158400,2.1972174817512906,-1.1439474455529751e-08,2.9923031919524296e-06,0.0,3324.5,0.002879783359432391,-31.745860876715373,-0.0001871417965597334,0.0,0.0001138871874274358
23,384,3.628326692420171e-06,1.3362220858748407e-07,0.00027657949662560506,0.0024851244404774098,0.0,-0.00018782943941972455,165600,2.1972206518952806,-5.312138243359262e-09,3.62301455543013e-06,0.0,3324.6875,0.0026690910155554907,-98.52508209073355,-0.00019344733535295487,0.0,7.72295394282565e-05
24,380,4.128319652893128e-06,9.882328985369532e-08,0.0002226394770242692,0.002064749162507145,0.0,-0.00018328011251744598,172800,2.1972222150395617,-3.4840362759411987e-09,4.12483561301184e-06,0.0,3324.6875,0.002357094705249716,-207.72686710073773,-0.00019019184509302774,0.0,6.604400871365448e-05
25,379,3.5718169610051507e-06,7.913438026918133e-08,0.00019960837974142325,0.0018653868362537374,0.0,-0.00018230163421697123,180000,2.1972226001535144,-1.5162190340293574e-09,3.570300742983327e-06,0.0,3324.6875,0.0032581379794917324,-95.91581269489396,-0.0001843648163787928,0.0,6.078131938020173e-05
26,377,3.5059497514798034e-06,1.066677010053141e-07,0.0002623896774024442,0.002466914228727026,0.0,-0.0001696956601737174,187200,2.1972216057777407,-1.321462578199185e-08,3.4927351261323847e-06,0.0,3324.6875,0.002807102082493541,-37.19092577888852,-0.00017004066104409356,0.0,6.641130177474453e-05
27,376,2.985938934028944e-06,6.166343331272272e-08,0.0001805201533280192,0.0016959635496788818,0.0,-0.00018125276303527198,194400,2.1972230413508793,-3.3108148074963615e-09,2.9826281211112945e-06,0.0,3324.6875,0.002348538489699826,-1042.9312956040624,-0.00018245657194018437,0.0,4.453646554632426e-05
28,374,4.244781637455024e-06,8.938538196162742e-08,0.0002328823453239086,0.002272521126162024,0.0,-0.0001700520292731534,201600,2.197222108384232,-6.415429791357181e-09,4.2383662047372835e-06,0.0,3324.6666666666665,0.002189028343556201,-185.40619227503458,-0.00017550498531202055,0.0,6.0872192397816547e-05
29,372,4.569112991241636e-06,4.849444292358968e-08,0.00015799363138725424,0.0014989358610992417,0.0,-0.00017624755795074475,208800,2.1972234943745628,-1.7929562589474868e-09,4.567320035839711e-06,0.0,3324.6666666666665,0.002166469701095204,-123.11556820631026,-0.00017911804395095846,0.0,4.022015445660257e-05
30,371,4.1750261848785866e-06,4.212223862242146e-08,0.00014585230617278341,0.0013742217212062056,0.0,-0.00017563434536333218,216000,2.1972236321464416,-9.505493991923686e-10,4.174075635585976e-06,0.0,3324.6666666666665,0.001956985570534651,-1160.2034812407646,-0.0001772570600368208,0.0,3.8372714557243526e-05
31,370,3.266430074183467e-06,4.5226989405727165e-08,0.0001634773677442859,0.0015849063093254596,0.0,-0.00016845291706785143,223200,2.1972234151760737,-2.7164019182161307e-11,3.266402910608374e-06,0.0,3324.6666666666665,0.0016472606990128548,-179.6154220191638,-0.00016919317194050466,0.0,3.802605991897741e-05
32,369,4.2589128813637105e-06,4.9013878763362654e-08,0.00016889693734689355,0.001595930343356731,0.0,-0.00016936507731149926,230400,2.1972233342304435,2.1002335056271212e-11,4.258933883112199e-06,0.0,3324.6666666666665,0.0020369402623576583,-1007.1201290234814,-0.00017029728699829622,0.0,3.9471350069361664e-05
33,369,4.029539659141932e-06,4.715259277650723e-08,0.00017036876855650127,0.0016628982793424625,0.0,-0.00016326843164664098,237600,2.1972233663601846,-2.3280110875259597e-09,4.027211646312179e-06,0.0,3324.6666666666665,0.0024493654032806617,-595.9304620313645,-0.00016652057820253685,0.0,3.810374454860322e-05
34,368,4.308063023182409e-06,4.242154182460577e-08,0.00015019702618501853,0.0014740069132956166,0.0,-0.00016870273542543476,244800,2.1972235459530793,-7.229887010061652e-11,4.307990726438016e-06,0.0,3324.5833333333335,0.0016753178417697457,-466.6753248177004,-0.00017010546541136349,0.0,3.424654336680656e-05
35,367,3.592054245705093e-06,3.233174524499873e-08,0.00012877391183247522,0.0012044249335085911,0.0,-0.00016490761857326902,252000,2.1972239599530656,-1.0177983039839531e-09,3.5910364465091992e-06,0.0,3324.5833333333335,0.002184576846529927,-864.6363611469193,-0.00016862599029760558,0.0,2.8041324399654286e-05
36,367,4.043112280012068e-06,3.328173375557391e-08,0.0001240140573391592,0.0012331603187760178,0.0,-0.00016380134223744098,259200,2.1972239755251013,-1.1024397197603424e-10,4.043002035990748e-06,0.0,3324.5833333333335,0.0020798973463006945,-1049.1419145718642,-0.00016529316181551902,0.0,3.1090694406294356e-05
37,367,3.8025847923769726e-06,4.359373338026575e-08,0.00016393479158386258,0.0015626403571617892,0.0,-0.00015824503477363447,266400,2.197223411098359,-1.8547379434765945e-09,3.800730049978788e-06,0.0,3324.5833333333335,0.0022974569182490144,-123.75158257537419,-0.00015885988119118826,0.0,3.438584419874132e-05
38,366,3.584955235929537e-06,2.75192904613968e-08,0.00012270245891619756,0.0011592759416168795,0.0,-0.00016691152101899092,273600,2.19722402795282,-1.3249141911540729e-09,3.5836303213300583e-06,0.0,3324.5833333333335,0.002493219723426497,-1548.2684250955606,-0.00016669591119593453,0.0,2.8731578875549732e-05
39,365,4.488372128436036e-06,4.2110196546697174e-08,0.00016261837983128313,0.0015930229322567888,0.0,-0.00016075221296256927,280800,2.1972234013692415,-1.4023136759824497e-09,4.486969817714172e-06,0.0,3324.5833333333335,0.0020503586704768363,-298.4230412163211,-0.0001614939561870184,0.0,3.628944224507791e-05
40,364,4.017023717500209e-06,2.1580197763507245e-08,0.00011103182299008092,0.001083378840897976,0.0,-0.00016891743464507198,288000,2.197224217098226,-5.242773013102041e-10,4.016499443605788e-06,0.0,3324.5833333333335,0.0025954658536385352,-506.9756531938579,-0.0001718236016363359,0.0,2.310222706800485e-05
41,364,3.7330059065748204e-06,2.7982068000776776e-08,0.000121145941372468,0.00111125954798101,0.0,-0.00016882830851197166,295200,2.1972240674495698,-3.253255807954424e-10,3.7326805782988967e-06,0.0,3324.5833333333335,0.0016471552198111619,-1495.804252153878,-0.00016900949433302568,0.0,3.0418712017726635e-05
42,363,3.6914177387391084e-06,2.429901181516426e-08,0.00011497384705004757,0.001106966129638663,0.0,-0.0001653322405654185,302400,2.1972241745014043,-7.989474822463667e-11,3.6913378434191185e-06,0.0,3324.5833333333335,0.0016649026762034116,-546.5149249085927,-0.00016764225227118925,0.0,2.3726672896872814e-05
43,363,3.653978141224483e-06,3.137900624072365e-08,0.0001388088124652977,0.0013605182091120055,0.0,-0.00015848594732040838,309600,2.1972237963808907,1.3519755685346505e-10,3.654113336601352e-06,0.0,3324.5833333333335,0.001541042445197868,-650.7494591245511,-0.00016105259947349267,0.0,2.8911818273593244e-05
44,362,3.8372348924298195e-06,3.377844400631969e-08,0.00013734806945999407,0.0013713535199212136,0.0,-0.00014960788103996525,316800,2.1972237760869286,0.0,3.8372348924298195e-06,0.0,3324.5833333333335,0.0013045465021264858,-734.1737442647592,-0.0001520234674439216,0.0,2.747524607926436e-05
45,361,3.5700751148829968e-06,3.067499625587969e-08,0.00012568874920419596,0.0012226965333187012,0.0,-0.00015007541102821328,324000,2.197223951337199,-3.3806690612357843e-09,3.566694445264183e-06,0.0,3324.5104166666665,0.002164047450172629,-599.1641731352275,-0.00015238162827415939,0.0,2.640300766742635e-05
46,361,3.8056234436044716e-06,2.3092476198760446e-08,0.00010414030297359508,0.0009732462190178979,0.0,-0.00015549942340998865,331200,2.1972243737985218,6.71357660822183e-12,3.805630157443833e-06,0.0,3324.5104166666665,0.0013642040306903408,-1425.6692497074225,-0.00015603909636584354,0.0,2.288078646090995e-05
47,360,3.492852785070733e-06,1.4862851735291389e-08,8.87301004224966e-05,0.0008513372326415168,0.0,-0.00015524133362964553,338400,2.197224556273885,-8.109289924086914e-10,3.4920418568572647e-06,0.0,3324.5104166666665,0.001890363470770317,-1185.0779678669683,-0.00015601949969658606,0.0,1.8132901486531117e-05
