model_prob_std,PMM:episode_rewards,P09:episode_rewards,avg_q_selected,policy_entropy,epoch_idx,policy_gradient_bias_correction,policy_gradient_loss,avg_q_retraced,fps,policy_loss,P01:episode_rewards,rollout_prob_std,advantage_norm,episode_length,q_loss,grad_norm,explained_variance,frames
0.009698305232450365,0.0,0.0,-0.009867051290348173,2.1863274733225504,1,0.0,0.00014887875018606186,-0.010155797299618522,319,0.00014887875018606186,0.0,0.00969830525573343,0.032759391826887925,0,0.0001628858422312381,0.04088273902529271,-30.22753407160441,7200
0.0391895469239292,0.0,0.0,-0.009178289716752866,2.0079333831866584,2,0.0,4.060323438655662e-06,-0.00937390186979125,189,4.060323438655662e-06,0.0,0.03918954733526334,0.023820781606870393,0,0.00205987292735396,0.46841104655181337,-369.1058175881704,14400
0.002836826404867073,0.0,0.0,-0.0037945290484155216,2.196449120839437,3,0.0,5.863993756065611e-05,-0.003718744559834401,222,5.863993756065611e-05,0.0,0.002836826416508605,0.012363952336211998,0,1.4074513243637436e-05,0.0062959244612050625,-152.84161139329274,21600
0.004374526293637852,0.0,0.0,-0.003930277749896049,2.196405378977458,4,0.0,8.965156736546002e-05,-0.003931663891611,251,8.965156736546002e-05,0.0,0.004374526309159895,0.02251300934391717,0,2.310587231780422e-05,0.005981341447897253,-30.82851765950521,28800
0.001973155129235238,0.0,0.0,-0.003326129160510997,2.1969530900319416,5,0.0,6.910814719655416e-05,-0.00328155435466518,275,6.910814719655416e-05,0.0,0.0019731551486377916,0.011119937143909435,0,6.887385893605824e-06,0.0026262910169292195,-50.76590968767802,36000
0.002605241523512329,0.0,0.0,-0.003142378448198239,2.1968907515207925,6,0.0,0.00010119750322701293,-0.003091456919598083,295,0.00010119750322701293,0.0,0.0026052414730656894,0.016019138600677253,3324.1666666666665,9.308193123539846e-06,0.0025264727318810346,-15.540400854746501,43200
0.0010467723594047129,0.0,0.0,-0.00270037113999327,2.1971303462982177,7,0.0,5.7014017875189894e-05,-0.0026961759043236575,313,5.7014017875189894e-05,0.0,0.0010467723516436914,0.0068369067274034025,3324.1666666666665,2.039021059848286e-06,0.0018062695252825554,-70.69626671473185,50400
0.0011307983610701438,0.0,0.0,-0.0029921901722749075,2.1970091183980305,8,0.0,5.238139577462183e-05,-0.0029430333447332184,328,5.238139577462183e-05,0.0,0.0011307984018155063,0.007987632047540197,3324.1666666666665,2.6336235634971674e-06,0.0014740693128036967,-131.66263903776806,57600
0.001869763503782451,0.0,0.0,-0.002679455963273843,2.1970186392466227,9,0.0,5.650621877559085e-05,-0.0026608374901115894,341,5.650621877559085e-05,0.0,0.001869763464977344,0.012974505607659618,3324.1666666666665,6.2426705407384965e-06,0.0013624370433497435,-14.297296253840129,64800
0.0014236237087364618,0.0,0.0,-0.0025645836799715956,2.197089759508769,10,0.0,5.842092105012853e-05,-0.002575086678067843,352,5.842092105012853e-05,0.0,0.0014236237155273556,0.009011026727966965,3324.1666666666665,3.990177181852535e-06,0.001071180429735031,-52.4432367960612,72000
0.0025297709381751094,0.0,0.0,-0.002590310127319147,2.196910794576009,11,0.0,5.360067169017194e-05,-0.002674716990441084,361,5.360067169017194e-05,0.0,0.0025297710051139194,0.01880485612588624,3324.1666666666665,7.649806076415188e-06,0.0017496179419135705,-15.351926445960999,79200
0.0007560874277260154,0.0,0.0,-0.002015731468175848,2.197182027498881,12,0.0,6.581957240996417e-05,-0.00200187456017981,368,6.581957240996417e-05,0.0,0.0007560874316065261,0.005649909020091096,3324.2916666666665,1.2995494965177082e-06,0.0006845936382647615,-19.296337604522705,86400
0.0004945173083494107,0.0,0.0,-0.0024055954689780872,2.197210693359375,13,0.0,5.090511937548096e-05,-0.0024099687541214126,374,5.090511937548096e-05,0.0,0.0004945173403636242,0.002529122889973223,3324.2916666666665,1.0699626339298143e-06,0.0005924877545684844,-179.34604190190632,93600
