explained_variance,P01:episode_rewards,episode_length,fps,policy_loss,frames,value_loss,grad_norm,epoch_idx,clip_fraction,approx_kl_divergence,advantage_norm,P09:episode_rewards,policy_entropy,PMM:episode_rewards
0.15968735553324223,132.5,373.625,174,0.0059707754306145945,10240,0.6718959058634937,18.487870482392683,1,0.266357421875,0.006393814529929686,15.968719178438187,650.0,1.427676784992218,347.9166666666667
0.18752805441617965,125.0,365.2830188679245,164,-0.0023171582750364907,20480,0.17422230541706085,3.796616925622981,2,0.1451904296875,0.00242243676734729,15.9687191426754,630.0000000000003,1.596459472924471,308.49056603773585
0.3781836211681366,125.0,363.6666666666667,167,-0.0027843709009175654,30720,0.15753701725043356,4.2710751997001974,3,0.1589599609375,0.0024798215973536246,15.968719184398651,542.5000000000001,1.6955846197903157,303.2738095238095
0.5156818680465222,125.0,360.22,174,-0.004370578836096683,40960,0.14428625851869584,3.445605687870058,4,0.1240478515625,0.0020031347106740753,15.968719357252121,555.0000000000005,1.722406579554081,292.75
0.4355280462652445,120.00000000000001,355.26,178,-0.004160992525430629,51200,0.157584962900728,4.259417902532409,5,0.1279296875,0.0020900434736407457,15.968719315528869,455.0000000000004,1.7272313982248306,273.25
0.5623721711337566,122.5,357.95,180,-0.006272707539756084,61440,0.13064372199587523,3.3200258962621367,6,0.1315185546875,0.002189895917576061,15.968719285726547,380.00000000000045,1.7230103820562364,255.75
0.6535157136619091,125.0,362.11,181,-0.00620390388648957,71680,0.13685742169618606,3.168922490551003,7,0.119482421875,0.002058913955488924,15.968719041347503,452.50000000000017,1.71838830858469,271.5
0.7241517670452595,125.0,365.64,182,-0.005977402372081997,81920,0.12743295796681195,3.027017539950669,8,0.147802734375,0.00236868415113379,15.968719333410263,452.50000000000017,1.714422481507063,266.5
0.6938488114625215,125.0,370.28,182,-0.006620531361477333,92160,0.13239119574427605,3.0189032967391785,9,0.1496337890625,0.002328558268755233,15.96871926188469,525.0,1.7098346948623657,272.25
0.8250062700361014,125.0,372.4,184,-0.006747210222602007,102400,0.112031165137887,2.5603884622576576,10,0.159521484375,0.002457704526102879,15.96871908903122,525.0,1.7148166842758656,282.0
0.7579737551510334,125.0,375.53,185,-0.005250282423367026,112640,0.1741082144435495,3.0075963829194086,11,0.127880859375,0.0021505156890046645,15.968719297647477,552.5000000000002,1.7103411220014095,302.25
0.7928402028977871,125.0,376.43,185,-0.005916803118452663,122880,0.1372163642430678,2.4896464068436437,12,0.162939453125,0.0025733492307839323,15.968719321489335,600.0,1.7027584999799728,320.75
0.7972075123339891,175.0,377.05,185,-0.006547799005784327,133120,0.1431419350672513,2.5421482365947665,13,0.14267578125,0.002205733825121883,15.968719238042832,625.0,1.6843108966946603,360.0
0.7518395315855742,172.5,369.89,186,-0.005592959608475212,143360,0.1598304763669148,3.112437593563592,14,0.1155517578125,0.001951496855281514,15.968719327449799,625.0,1.6948311984539033,341.0
