frames,fps,episode_length,approx_kl_divergence,P09:episode_rewards,PMM:episode_rewards,policy_entropy,policy_loss,epoch_idx,explained_variance,advantage_norm,value_loss,grad_norm,P01:episode_rewards,clip_fraction
276480,516,345.81,0.0032404626864490638,477.5000000000002,214.0,1.7157985664904118,-0.0013817133749398636,27,7.078051567077636e-09,15.968717539310456,0.009107309377395723,0.051285005108315254,50.0,0.2434326171875
286720,517,337.0,0.00327166247139985,477.5000000000002,203.0,1.7246422290802002,-0.0019664541014208226,28,2.6077032089233397e-09,15.968717747926712,0.010254785860342962,0.05319888714174893,47.50000000000001,0.2434326171875
296960,517,332.25,0.002785821019944024,452.50000000000017,190.75,1.678733579069376,-0.0014447570316406199,29,1.4528632164001465e-08,15.968717795610427,0.010648312524790527,0.05387895611192269,25.0,0.20830078125
307200,518,340.04,0.002505847138490935,477.5000000000002,213.0,1.643960178643465,-0.0012186279709567316,30,1.0430812835693359e-08,15.968717914819717,0.013856079235847574,0.05457600124932192,50.0,0.179736328125
317440,518,347.93,0.0025308307174100263,480.00000000000045,233.0,1.6810304060578347,-0.0007465851162123726,31,-1.4528632164001465e-08,15.96871777176857,0.011933649747788877,0.054216764911358614,75.0,0.192626953125
327680,518,344.04,0.0031855579635418963,457.5000000000006,239.0,1.6507430389523505,-0.0015102270697752828,32,-8.568167686462402e-09,15.968717765808105,0.01334962219989393,0.05653150840678474,75.0,0.2181396484375
337920,519,343.23,0.002644167765583916,400.0,241.25,1.6461934752762317,-0.0012512914905528304,33,-4.097819328308106e-09,15.968717914819717,0.015223187165975104,0.06041812741592528,75.0,0.2046630859375
348160,520,337.82,0.002656396226996094,400.0,240.75,1.6189174473285675,-0.0011960109070059844,34,7.82310962677002e-09,15.968717694282532,0.013157942118414211,0.05174342519419249,75.0,0.1822021484375
358400,521,341.2,0.0029034977844503373,400.0,237.5,1.5655270509421826,-0.0019466154360998189,35,0.0,15.968717688322068,0.012889519189775456,0.05502056809380065,75.0,0.22099609375
368640,521,335.69,0.004053950244482962,400.0,207.25,1.6508189514279366,-0.0014091458750044694,36,6.332993507385254e-09,15.968715816736221,0.007179946966812167,0.05018398237196986,47.50000000000001,0.268603515625
378880,520,330.03,0.0037072730084560133,300.0,159.0,1.6323992252349853,-0.001396973134978907,37,-1.3411045074462891e-08,15.968717616796493,0.007111352358697332,0.049116053450285746,25.0,0.2518310546875
389120,521,314.04,0.004159819175129087,227.5000000000002,100.75,1.6037132285535336,-0.0015662903344491497,38,-7.078051567077636e-09,15.968715411424636,0.003908921627441941,0.04421259246489505,0.0,0.2919189453125
399360,521,304.86,0.0037394772049424317,152.50000000000023,77.25,1.6208702877163887,-0.0015900207166851033,39,-1.4901161193847657e-09,15.968691116571426,0.00462958667279949,0.04595813001372649,0.0,0.2726806640625
409600,521,302.24,0.0047191621026286155,200.0,78.75,1.6715691670775414,-0.0014007633784785868,40,-7.078051567077636e-09,15.96871771812439,0.009794478183903266,0.05573113776928227,0.0,0.332470703125
419840,520,312.37,0.004013546833209603,252.50000000000023,106.75,1.6286948069930076,-0.001178216173866531,41,7.82310962677002e-09,15.968716913461686,0.006694615925539438,0.05023100646512609,0.0,0.2843505859375
430080,520,323.19,0.0029849398303895213,275.0,139.75,1.5795901790261269,-0.0014807923482294428,42,-2.5331974029541015e-08,15.968717736005782,0.010205970651804818,0.05218334261011602,25.0,0.2181884765625
440320,520,330.71,0.002956959619496047,325.0,166.75,1.5798145428299903,-0.0015026494605990593,43,-3.725290298461914e-09,15.968717914819717,0.01224233677785378,0.05494387629730656,25.0,0.214501953125
450560,519,339.92,0.002986523815170017,350.0,192.5,1.6313182547688485,-0.0014663562826171983,44,5.215406417846679e-09,15.96871783733368,0.009611285776009027,0.053804879911988304,50.0,0.224462890625
460800,519,334.61,0.002800696959184279,325.0,183.25,1.684630772471428,-0.0011786630617280024,45,6.7055225372314455e-09,15.96871789097786,0.01099466800924347,0.05423941478291121,72.50000000000001,0.2321533203125
471040,519,334.14,0.002193103933927887,325.0,179.5,1.7019683033227921,-0.000844995750230737,46,0.0,15.968717813491821,0.010270384572504555,0.05300539249000612,50.0,0.1707763671875
481280,519,332.22,0.00342648037671438,275.0,185.5,1.6723493874073028,-0.0018056381417409285,47,4.097819328308106e-09,15.968718004226684,0.012503414181992412,0.05486839085829811,50.0,0.246484375
491520,519,339.56,0.0032331660227441716,300.0,197.75,1.679242942482233,-0.00146623863329296,48,3.725290298461914e-09,15.968717688322068,0.011535650270525366,0.056703987764101516,50.0,0.2469482421875
501760,520,350.86,0.003189077619276759,402.5000000000002,222.5,1.6736758261919022,-0.0010436842541821534,49,6.7055225372314455e-09,15.968717747926712,0.009818897013246897,0.051360018003055265,75.0,0.2351806640625
512000,520,343.61,0.0027025666812733108,325.0,193.0,1.6687675148248673,-0.0013192686961701837,50,-2.384185791015625e-08,15.968717944622039,0.008778679217903118,0.052760292597569966,50.0,0.212158203125
522240,520,341.51,0.0025399241458671897,325.0,188.0,1.6073631279170513,-0.0015179097164946143,51,-1.4901161193847657e-09,15.968717604875565,0.011379704741011664,0.04995475318741831,50.0,0.202392578125
532480,520,334.38,0.0032677852785838015,300.0,176.25,1.618779069930315,-0.00147989790639258,52,-1.899898052215576e-08,15.968717789649963,0.01083658827119507,0.04879705939175034,50.0,0.2245849609375
542720,519,343.01,0.0024768260453242874,302.5000000000002,199.0,1.6498023375868798,-0.0013435481596388854,53,-1.9371509552001954e-08,15.968717861175538,0.01046175904921256,0.051805551583700885,50.0,0.181591796875
552960,520,346.58,0.003289542428177583,302.5000000000002,200.5,1.6830160930752753,-0.00166740898603166,54,-4.470348358154297e-09,15.968717700242996,0.010738879619748332,0.05257303907545711,50.0,0.245166015625
563200,520,349.1,0.0037103472914623127,335.00000000000085,196.25,1.674639890342951,-0.001338457502424717,55,-1.862645149230957e-09,15.968717658519745,0.008233968913555146,0.04985623485914946,50.0,0.2423095703125
573440,520,344.71,0.002948461014318582,302.5000000000002,181.25,1.657052730768919,-0.0008539777394616976,56,-5.960464477539063e-09,15.96871601343155,0.009274790859453218,0.05095754559521487,50.0,0.1984130859375
583680,520,336.47,0.0035535856066758243,277.5000000000002,161.25,1.6216926597058774,-0.0012798604962881654,57,3.725290298461914e-09,15.968717712163926,0.007977848261361942,0.04942308909670122,50.0,0.2380615234375
593920,521,326.51,0.0028208709662976617,250.0,148.25,1.6407987512648106,-0.0010818909293448086,58,-2.421438694000244e-08,15.968717509508133,0.00959113079297822,0.05152903220449241,47.50000000000001,0.210546875
604160,521,330.72,0.0031571783872323066,400.0,180.75,1.6859781228005886,-0.0018903832005889853,59,-7.078051567077636e-09,15.968717849254608,0.011603041996932007,0.05249071475830922,50.0,0.22626953125
614400,521,336.17,0.0029339010261992373,500.0,196.75,1.6334543168544768,-0.001486687539727427,60,-1.1175870895385742e-09,15.968717551231384,0.009674234833619266,0.0501638622592371,50.0,0.2119384765625
624640,521,337.09,0.0036755811103773794,500.0,191.25,1.6992778450250625,-0.001397249133879086,61,-1.0058283805847169e-08,15.968705499172211,0.007231041377810143,0.05013569789092718,25.0,0.2630615234375
634880,520,327.51,0.0038270527426902843,275.0,145.5,1.760367389768362,-0.001306280231801793,62,1.9744038581848144e-08,15.968714201450348,0.006918371026739578,0.05404385297546595,25.0,0.2781982421875
645120,521,317.92,0.0034869903599656026,250.0,116.25,1.7525797478854657,-0.001614414719369961,63,-1.3783574104309083e-08,15.968717396259308,0.007859294744491763,0.05289599740220383,22.500000000000007,0.246630859375
655360,520,323.42,0.0035761195209488505,252.50000000000023,127.5,1.7273860320448875,-0.0008006736628885846,64,1.4901161193847656e-08,15.968717807531357,0.008242807132774033,0.05375344097145397,22.500000000000007,0.2585693359375
665600,521,331.53,0.002794948729160751,302.5000000000002,146.5,1.6469335317611695,-0.0012240065192600015,65,1.0430812835693359e-08,15.96871789097786,0.009414815395575715,0.051788908950982857,25.0,0.2159912109375
675840,521,344.43,0.003017300431736203,452.50000000000017,193.25,1.5156958796083928,-0.0013989774492074503,66,3.7252902984619143e-10,15.968717628717423,0.009140031918468594,0.05171419097492865,25.0,0.232421875
686080,520,333.82,0.002625878315359387,450.0,184.5,1.494903878122568,-0.0010463701953995041,67,2.1979212760925294e-08,15.968717694282532,0.008915748522940702,0.04938531837576949,25.0,0.185693359375
696320,520,332.02,0.0028122286056714075,450.0,176.5,1.4842124566435815,-0.0017713492881739513,68,-3.3527612686157227e-09,15.96871775984764,0.008436923204772028,0.049524793474477205,50.0,0.217041015625
706560,521,325.35,0.003294530766009984,230.0000000000004,139.25,1.526160391420126,-0.0008944089415308554,69,1.7136335372924803e-08,15.968716764450074,0.008088895657783724,0.051589974662863455,47.50000000000001,0.2240234375
716800,521,329.94,0.0032779762430209304,225.0,129.5,1.6166904628276826,-0.0009293454306316562,70,-7.450580596923828e-09,15.968714755773544,0.0057384681245498115,0.05138834648474929,25.0,0.26728515625
727040,521,318.23,0.004701715644023352,200.0,106.0,1.6196299470961093,-0.0021379989477281923,71,-1.4901161193847657e-09,15.968716502189636,0.004946209146669389,0.04614052132044043,25.0,0.3415283203125
737280,519,311.98,0.0038483608346837174,200.0,102.25,1.6370569206774235,-0.0013391540309385165,72,1.0058283805847169e-08,15.968717396259308,0.006782385335100116,0.05046527227705224,25.0,0.295947265625
747520,515,308.01,0.0036796569358102716,175.0,93.25,1.664902739226818,-0.0013500051351002184,73,8.568167686462402e-09,15.968708568811417,0.004889337309793085,0.04826054031471595,25.0,0.286474609375
757760,515,318.95,0.003267500013726021,225.0,112.5,1.7401403225958347,-0.0012874547697720117,74,7.82310962677002e-09,15.968717479705811,0.008178817241059733,0.05220105658511422,25.0,0.2559326171875
768000,515,323.41,0.0028668200979723225,227.5000000000002,122.0,1.7442057974636556,-0.0011469180690255598,75,3.7252902984619143e-10,15.96871754527092,0.007974857845965744,0.05251205186780792,25.0,0.2263671875
778240,514,326.61,0.003929114207585372,250.0,135.75,1.723571302741766,-0.0014984328823629766,76,2.2351741790771484e-08,15.968717634677887,0.007512840032086387,0.05183935762813559,25.0,0.291552734375
788480,513,324.19,0.0039195981144303,250.0,132.25,1.7287707298994064,-0.0012904480790894013,77,1.862645149230957e-09,15.968717437982558,0.007969584673691087,0.05302573795626795,0.0,0.2899169921875
798720,512,331.52,0.002337004892319783,327.5000000000002,153.5,1.7036946274340152,-0.00044849686528323216,78,-8.940696716308593e-09,15.96871770620346,0.012691302292296314,0.05833700625011592,25.0,0.1906494140625
808960,512,340.88,0.0026001365494948913,427.5000000000002,189.75,1.6719850465655326,-0.0016666897881805198,79,1.080334186553955e-08,15.968717634677887,0.011211375950369983,0.05639144617522256,25.0,0.219140625
819200,510,345.14,0.003148006223602806,455.0000000000004,211.5,1.71950211673975,-0.001049058271019021,80,-2.6077032089233397e-09,15.968717777729035,0.010001899795315693,0.05686032964068941,50.0,0.272314453125
829440,508,338.2,0.002778633164052735,500.0,197.0,1.7379240602254868,-0.0013434627617243677,81,-9.685754776000977e-09,15.968717736005782,0.008614052967823227,0.055281989228500895,50.0,0.238134765625
839680,504,330.32,0.0025571181648842865,325.0,169.75,1.7091988049447537,-0.0013436150868074038,82,9.685754776000977e-09,15.968717730045318,0.009943162772469805,0.05261959634508885,50.0,0.2221923828125
849920,500,332.42,0.0024943314324104905,302.5000000000002,166.75,1.6827285207808018,-0.0012308383884374052,83,-1.5273690223693846e-08,15.968717640638351,0.009862268629603932,0.055271078841371946,50.0,0.2080078125
860160,496,332.47,0.0024468461946156594,327.5000000000002,170.5,1.652610395848751,-0.001068204425246222,84,-1.6763806343078613e-08,15.968717688322068,0.00949909839691827,0.054323439839777186,25.0,0.189892578125
870400,489,337.74,0.002525029710511717,380.00000000000045,186.75,1.6560203686356545,-0.0012676776117586997,85,1.30385160446167e-08,15.968717896938324,0.01250452700041933,0.055017642504154106,25.0,0.1981689453125
880640,476,331.43,0.003087601771426307,367.50000000000153,183.25,1.6634897582232953,-0.0015084782520716545,86,2.0489096641540527e-08,15.968717539310456,0.007981070904497756,0.053136725269405716,25.0,0.2517822265625
890880,464,329.58,0.0031984918564845087,325.0,161.75,1.6830507934093475,-0.0013045731495367364,87,3.166496753692627e-08,15.968716979026794,0.007050279921941183,0.05206414095954083,25.0,0.238720703125
901120,449,320.03,0.003910604060251899,252.50000000000023,118.75,1.630432366579771,-0.001257719141722191,88,2.1979212760925294e-08,15.96871526837349,0.005200021294967883,0.04834253387253695,22.500000000000007,0.31162109375
911360,436,318.13,0.0029780063388784583,225.0,97.25,1.5978340305387975,-0.0010380714571510906,89,-3.725290298461914e-09,15.968716382980347,0.005838635891723243,0.05109339316300856,0.0,0.2536865234375
921600,425,317.69,0.0033609505143544992,175.0,91.25,1.5651594430208207,-0.0015870895887928782,90,1.2665987014770507e-08,15.968715381622314,0.005954446119690715,0.05156046624919367,0.0,0.2906005859375
931840,413,325.57,0.0021988973520819855,225.0,116.25,1.541573004424572,-0.000711533903813688,91,-6.7055225372314455e-09,15.968716859817505,0.009377956272390974,0.048905890520485724,0.0,0.1802734375
942080,403,326.36,0.0027291744730376876,225.0,125.5,1.5273451790213586,-0.00144937618952099,92,5.215406417846679e-09,15.96871750354767,0.006915279746135638,0.04983415445798662,22.500000000000007,0.247998046875
952320,395,341.05,0.00247509896801148,282.5000000000007,153.5,1.448129979521036,-0.0009101836261834251,93,-1.080334186553955e-08,15.96871758699417,0.008427876158566504,0.05303590221984691,50.0,0.1979248046875
962560,387,345.88,0.00284652671512049,305.00000000000045,157.5,1.4673838488757611,-0.0012650481454329564,94,4.8428773880004884e-09,15.96871775984764,0.008967219777332502,0.0507095958517064,25.0,0.2128662109375
972800,380,346.98,0.0031303328134526963,300.0,153.25,1.4638937696814538,-0.0019274828635388985,95,-1.30385160446167e-08,15.968716740608215,0.007531222140175942,0.05430437646439963,25.0,0.2714599609375
983040,375,343.0,0.002397908320909892,255.00000000000043,146.5,1.405470984429121,-0.001250305435678456,96,3.3527612686157227e-09,15.968717473745347,0.007513320287580427,0.049556616859153,22.500000000000007,0.221484375
993280,370,353.04,0.003005530657088684,277.5000000000002,147.75,1.3111484132707119,-0.0013372602086747065,97,4.470348358154297e-09,15.968717628717423,0.007767716677153658,0.0488576153794838,25.0,0.244140625
1003520,366,350.35,0.0023336920020142317,225.0,138.75,1.363773550838232,-0.0011932115985473501,98,1.4901161193847657e-09,15.968717741966248,0.009196334335501887,0.04764807126541213,50.0,0.2132568359375
1013760,363,355.98,0.0026675544975773846,250.0,153.5,1.3398255184292793,-0.0011981079380348092,99,1.4901161193847657e-09,15.968717944622039,0.010207138941041194,0.04467136485793773,50.0,0.1686767578125
1024000,360,355.92,0.002232815410400235,227.5000000000002,162.25,1.3150754563510418,-0.0008399427606491372,100,3.725290298461914e-09,15.968716824054718,0.008923734468771727,0.0445165399307614,50.0,0.1745361328125
1034240,356,355.43,0.0027417123954649016,277.5000000000002,177.0,1.37104267552495,-0.001040349298637011,101,2.9802322387695314e-09,15.968717765808105,0.00970633292599814,0.04818190424455849,50.0,0.2027587890625
1044480,353,354.32,0.0021539708569065395,275.0,181.5,1.4392064839601517,-0.0003136350787826814,102,-1.9744038581848144e-08,15.96871771812439,0.011260432903509355,0.05252143086877107,50.0,0.175537109375
1054720,349,351.66,0.00255610626357452,275.0,173.25,1.351788905262947,-0.0010561840030277382,103,-7.078051567077636e-09,15.968717354536057,0.008786096705352974,0.04561910810756465,50.0,0.206201171875
1064960,346,347.59,0.0020609903369347648,250.0,172.25,1.3176029726862908,-0.0008124602536554448,104,7.82310962677002e-09,15.968717557191848,0.008763579741662397,0.041794222123395605,75.0,0.141455078125
1075200,343,340.53,0.0028562334020080017,250.0,163.5,1.3035895653069018,-0.0012875797605374829,105,-2.0116567611694337e-08,15.968717873096466,0.01129744829813717,0.04471180122640454,75.0,0.199609375
1085440,340,345.15,0.0020045609578687616,277.5000000000002,173.5,1.3551656536757946,-0.0005977714808977908,106,-1.1175870895385742e-08,15.968717867136002,0.01041475799138425,0.043969205135055436,75.0,0.1572998046875
1095680,337,349.67,0.0018679693201676174,325.0,185.75,1.17045434191823,-0.0006492550546681741,107,-8.195638656616212e-09,15.96871770620346,0.010872479453064443,0.036912429156683316,75.0,0.1214599609375
1105920,334,356.83,0.0030008152961386258,302.5000000000002,192.75,1.229688936471939,-0.0002977163985633524,108,-8.195638656616212e-09,15.96871782541275,0.00964081487763906,0.03973891682689778,75.0,0.168408203125
1116160,331,355.85,0.002618820354791751,250.0,188.25,1.3172136381268502,-0.0004703414750110824,109,7.078051567077636e-09,15.968717694282532,0.011265963542973623,0.043459207459872355,122.5,0.15244140625
1126400,329,356.09,0.0025953159186883567,275.0,196.75,1.552079126983881,-0.0007601947872899473,110,-4.470348358154297e-09,15.968717700242996,0.010876868056220701,0.05005948360605922,100.0,0.20361328125
1136640,326,351.92,0.0028121086661940355,300.0,210.0,1.6511482454836368,-0.0010790745338454145,111,-2.0116567611694337e-08,15.968717855215072,0.012656231859727996,0.056726965660575654,97.5,0.2330078125
1146880,323,361.63,0.002657827391522005,455.0000000000004,238.25,1.7038470014929772,-0.0009337243041954935,112,2.6077032089233397e-09,15.96871777176857,0.012387083643989171,0.0550079347650676,75.0,0.2295166015625
1157120,321,352.64,0.003013039058578215,455.0000000000004,221.5,1.7671627558767795,-0.0013604883708467242,113,6.7055225372314455e-09,15.968717986345291,0.008038066107837949,0.054547579363282514,50.0,0.276318359375
1167360,319,344.1,0.0039218595842385184,450.0,191.5,1.6815480813384056,-0.0016548443760257213,114,-2.6077032089233397e-09,15.968717515468597,0.007988157000409047,0.05181159903001849,25.0,0.30517578125
1177600,317,333.59,0.002660618170682483,302.5000000000002,158.75,1.6748632289469243,-0.0017385713512339863,115,2.9802322387695314e-09,15.968717885017394,0.011199914109602105,0.05433202254271867,25.0,0.238818359375
1187840,315,345.04,0.0026068820445971142,452.50000000000017,185.0,1.6798272639513017,-0.0010032287951617035,116,-1.0430812835693359e-08,15.96871770620346,0.010442539684936492,0.054988631485982306,25.0,0.219775390625
1198080,313,352.93,0.0025959490203490533,475.0,215.25,1.6617367468774318,-0.0008381144165468868,117,-7.450580596923828e-09,15.968717938661575,0.011593945769709535,0.05314348029294282,50.0,0.2067138671875
1208320,311,359.8,0.00220930102030934,552.5000000000002,234.5,1.6584247544407844,-0.0006208092647284503,118,5.215406417846679e-09,15.968717819452285,0.010276203044850264,0.049957734002269834,75.0,0.1796875
1218560,309,350.11,0.0028845271879731627,482.5000000000007,224.5,1.636403028666973,-0.0010503529134439304,119,1.1175870895385742e-09,15.968717920780183,0.013912706811970566,0.056080144189868994,75.0,0.2044921875
1228800,308,350.15,0.0017839175730387069,575.0,244.0,1.690207850933075,-0.0007659370887267869,120,-1.4901161193847657e-09,15.968717956542969,0.01277435083029559,0.05512675640315303,75.0,0.155029296875
1239040,306,351.63,0.0022676885847658923,577.5000000000002,253.0,1.6724329352378846,-0.0012389792493195273,121,1.601874828338623e-08,15.968717914819717,0.01287302843411453,0.05181064875262814,72.50000000000001,0.1972900390625
1249280,305,351.54,0.002624107137671672,552.5000000000002,247.0,1.668127901852131,-0.0017221468646312133,122,1.862645149230957e-09,15.968717765808105,0.011518797405915392,0.05047395096591682,50.0,0.2265869140625
1259520,303,344.85,0.003303829883202525,552.5000000000002,239.0,1.6548858053982258,-0.0017073969596822281,123,-3.3155083656311036e-08,15.968717938661575,0.010729337902739644,0.053235656847801474,50.0,0.2696044921875
1269760,302,340.73,0.0021244382765871705,355.00000000000045,211.25,1.643142357468605,-0.001123033051044331,124,3.054738044738769e-08,15.968717849254608,0.013184716271643993,0.054478061457814274,50.0,0.1931884765625
1280000,300,342.63,0.002167315260635405,375.0,214.0,1.7055555142462253,-0.0014239538249967154,125,1.3411045074462891e-08,15.96871766448021,0.012957557542540599,0.05648591908201839,50.0,0.212548828125
1290240,299,351.27,0.002523042030225042,375.0,219.25,1.6983856432139874,-0.0012464552655728767,126,-1.601874828338623e-08,15.968717157840729,0.011240309467689258,0.056162578725947064,75.0,0.228076171875
1300480,297,357.03,0.002295514711673263,375.0,228.0,1.688552412390709,-0.0011253149106778438,127,-7.82310962677002e-09,15.968717694282532,0.01256566641450263,0.05775361808229126,75.0,0.217333984375
1310720,295,355.39,0.0026912781113196615,477.5000000000002,229.0,1.722336583584547,-0.0014782103196921525,128,1.4156103134155273e-08,15.968717747926712,0.011669016802807164,0.05565881132542942,75.0,0.2531005859375
1320960,294,363.06,0.0029267569736930454,525.0,238.75,1.6969941429793836,-0.0019219175577745774,129,2.9802322387695314e-09,15.968717753887177,0.010506843676557765,0.05509020836580545,75.0,0.2746826171875
1331200,293,358.62,0.002516730930904032,502.5000000000002,219.75,1.6536899037659167,-0.0009101866071432596,130,1.9371509552001954e-08,15.968717736005782,0.00824220113827323,0.05247423789379395,50.0,0.2195556640625
1341440,291,359.87,0.0022936084816478795,505.00000000000045,212.5,1.6376325950026511,-0.0016720731040550164,131,-2.421438694000244e-08,15.96871775984764,0.011099664159701206,0.05501624630343804,47.50000000000001,0.229931640625
1351680,290,356.52,0.002817088913258203,500.0,198.5,1.5918374747037887,-0.0013886361826735082,132,1.2293457984924316e-08,15.968717640638351,0.009005836710093718,0.052566747331235675,25.0,0.2596435546875
1361920,289,357.09,0.0029135540552942983,452.50000000000017,201.25,1.6215582303702831,-0.0012381199172523337,133,-2.2351741790771484e-09,15.968717700242996,0.010259105311706661,0.05142912778671503,47.50000000000001,0.2339599609375
1372160,288,360.0,0.0023421438447485342,475.0,214.5,1.606081859767437,-0.0009604759256035322,134,1.4901161193847656e-08,15.96871777176857,0.01312477808460244,0.05700562401121119,50.0,0.206201171875
1382400,286,373.12,0.002000972689211267,530.0000000000005,251.25,1.6430797457695008,-0.0011182905574969482,135,1.862645149230957e-09,15.968717902898788,0.013573168554285076,0.053670406062717294,75.0,0.1683349609375
1392640,285,372.07,0.002348804850731767,480.00000000000045,261.5,1.5885084956884383,-0.0017944055161933647,136,0.0,15.968717861175538,0.015448093230952508,0.05775199180869105,122.5,0.209228515625
1402880,284,376.26,0.0017879162537610682,550.0,296.0,1.5674431644380094,-0.0009092176016565646,137,4.097819328308106e-09,15.968718022108078,0.016072880526189694,0.056763161180566624,150.0,0.1549072265625
