grad_norm,P09:episode_rewards,policy_entropy,advantage_norm,PMM:episode_rewards,P01:episode_rewards,policy_loss,explained_variance,fps,episode_length,epoch_idx,frames,value_loss
0.1626720069594917,6.300000000000026,1.3483094251155854,0.6075614348053933,2.17,0.0,-0.0011996213922975585,0.9695169639587402,265,205.46,35,280000,0.003053366995154647
0.19337328577208837,5.0,1.3436123716831208,0.7225052087008953,2.06,0.0,-0.0008871496543724788,0.9239554286003113,265,203.1,36,288000,0.004790932644973509
0.20063669205816453,5.0,1.3532878613471986,0.7475458100438118,1.8,0.0,-0.00025012961530592294,0.9457093960046768,265,195.96,37,296000,0.004730912205413915
0.21046949677182858,6.0,1.3619226455688476,0.7680160996317863,1.89,0.0,-0.0015844030208245386,0.9543893665075303,265,198.44,38,304000,0.004670386603684165
0.21043911244428504,6.0,1.359637359380722,0.8072909447550773,2.15,0.0,-0.00047855565222562293,0.9438848894834518,266,209.25,39,312000,0.0054684517340501775
0.23259399016157384,5.1000000000000085,1.3519014835357666,0.8019790984690189,2.06,0.0,-0.0021668106838478706,0.9480624264478683,266,208.44,40,320000,0.005318195394356735
0.19338814867051288,5.0,1.3627639949321746,0.7629780542850494,2.06,0.0,-0.0005514636822044849,0.9531164616346359,267,206.22,41,328000,0.004828413964132778
0.21022506703204868,5.0,1.3636780619621276,0.8267989991605282,2.12,0.0,-0.0005328664762782865,0.8763019323349,267,205.73,42,336000,0.005382486019516364
0.1491460067346219,5.0,1.3476843345165253,0.5737158942222595,1.77,0.0,-0.0008762457093689591,0.9632476687431335,268,194.6,43,344000,0.002976452322473051
0.2316085566987362,5.0,1.358294219970703,0.8525822851061821,1.63,0.0,-0.0013153114315355196,0.9215599232912064,268,191.8,44,352000,0.006265868479677011
0.214644107865136,5.0,1.3618009281158447,0.793316000699997,1.85,0.0,-0.00035387673895456826,0.9485389906167984,268,201.38,45,360000,0.004643110692268237
0.19619053439794537,5.0,1.3631945276260375,0.7989237037301063,2.22,0.0,-0.0011973060500167776,0.937020571231842,269,217.32,46,368000,0.005030913639056962
0.18887734763967637,5.0,1.3591063332557678,0.7542727872729301,2.12,0.0,-0.0002541911235312,0.9477969199419022,270,213.19,47,376000,0.004377530342317186
0.21430853418441415,6.0,1.3556729674339294,0.827338430583477,2.42,0.0,-0.00021495533765119034,0.9397150564193726,271,222.44,48,384000,0.005442338239226956
0.2484263094812678,6.0,1.3601216161251068,0.9770987138152123,2.58,0.0,-3.40255125593103e-06,0.9073591291904449,271,227.53,49,392000,0.0069507485459325835
0.2887280506401833,5.0,1.3633722484111785,1.1526039880514145,2.39,0.0,-0.0010826333123259246,0.8751493781805039,272,218.97,50,400000,0.009552717237966135
0.22543035610721474,6.0,1.3600067055225373,0.9065940809249878,2.39,0.0,-0.0012772329966537655,0.9354806381464005,272,219.48,51,408000,0.006284975127782672
0.21003237074818926,6.0,1.3551113176345826,0.8450890946388244,2.38,0.0,-0.0007305802241899073,0.9442506557703019,272,219.5,52,416000,0.005581195633276366
0.29364249019053146,5.0,1.3560592305660248,1.0476721638441087,2.06,0.0,-0.0016246264969231562,0.8842525237798691,273,205.8,53,424000,0.008264718584832735
0.322748239510345,5.0,1.3466301226615907,1.0024167427420616,1.91,0.0,-0.0030024992012477013,0.8937479525804519,273,203.64,54,432000,0.010525888476404361
0.27012561082030706,5.0,1.3582747101783752,1.0309908136725425,2.08,0.0,-0.00010514240944758058,0.9089900779724122,273,208.21,55,440000,0.0076745383156230675
0.24827742822282967,5.0,1.339245857000351,0.9733548545837403,2.09,0.0,-0.0003318938735174015,0.9239777082204819,274,206.15,56,448000,0.0069252990058157595
0.2825347986246239,5.1000000000000085,1.3451143217086792,1.0977396795153618,2.4,0.0,-0.0009406055344152264,0.8618371665477753,274,214.28,57,456000,0.008748284944449552
0.26359056645074846,6.1000000000000085,1.3561301803588868,0.9935734438896179,2.35,0.0,-0.0005937386481673457,0.9178416037559509,275,211.95,58,464000,0.00721895391412545
0.25464369606849413,5.1000000000000085,1.3541595613956452,1.0072994235157966,2.19,0.0,-0.00016689401061739773,0.9109038871526718,275,210.94,59,472000,0.00754430822620634
0.242297799556466,5.1000000000000085,1.3537405562400817,0.9920285800099373,2.35,0.0,-0.0012410188256399123,0.9181466060876846,275,216.98,60,480000,0.007060421323403716
0.31408349515491624,5.0,1.3495294666290283,1.167296766936779,2.35,0.0,-0.0025497890886617826,0.8880879801511764,275,217.8,61,488000,0.010908423673827201
0.24434577419468617,6.0,1.3389229333400727,0.9311469441652298,2.52,0.0,-0.0021038923814194277,0.9364521741867066,276,221.8,62,496000,0.006571847086306661
0.2437461609266252,6.300000000000026,1.345900057554245,1.012158735692501,2.82,0.0,-0.00021474495384609326,0.9022970968484878,276,232.45,63,504000,0.007493663472123444
0.2591458913911018,7.200000000000017,1.3293261623382568,1.0370935162901878,2.77,0.0,-0.0021065547864418475,0.9161265647411346,276,230.77,64,512000,0.007812108651851304
0.2916545116666489,6.0,1.3385110235214233,1.0973137220740319,2.76,0.0,-0.0007866867183474824,0.9070970273017883,276,231.56,65,520000,0.008511171030113474
0.2077857395437964,6.1000000000000085,1.328723521232605,0.8137067413330078,2.99,0.0,0.0008743871700426098,0.9485056865215301,276,241.41,66,528000,0.005048391962773167
0.2905649441191251,7.1000000000000085,1.3431856989860536,1.1573443061113358,3.11,0.0,-0.0031959882275987184,0.8964448124170303,276,247.01,67,536000,0.009533478476805612
0.2859463230326695,7.1000000000000085,1.3481473791599274,1.1393423354625702,2.93,0.0,-0.00023371573457552585,0.8916523438692093,276,239.8,68,544000,0.009946184765431099
0.2986516082235992,7.0,1.331713079214096,1.1071694201231004,2.93,0.0,-0.0032038191858737262,0.8980644696950912,276,237.87,69,552000,0.0095956142724026
0.2773159220910805,6.0,1.3331930470466613,1.0913944691419601,2.67,0.0,-0.000935317932126054,0.9222503650188446,276,228.43,70,560000,0.00872580829425715
0.2515285033481259,7.200000000000017,1.3151427686214447,1.0477567309141158,3.0,0.0,-0.00110849143267842,0.9181956368684768,277,240.78,71,568000,0.007856839608866722
0.31744399972258797,9.0,1.3395183277130127,1.1664007359743118,3.11,0.0,0.0002842186513589695,0.8991828632354736,277,243.93,72,576000,0.00964541231864132
0.2882960105740919,9.0,1.3098348832130433,1.1610190549492836,3.4,0.0,-0.004756987985456362,0.9065974795818329,278,253.1,73,584000,0.009527772202854976
0.26661248452490666,9.0,1.3096749007701873,1.0910715445876122,3.37,0.0,-0.0007049777335487306,0.9088549327850342,278,249.83,74,592000,0.008634547237306833
0.295990434825406,10.0,1.291172307729721,1.1255416810512542,3.59,0.0,-0.0033312203318928368,0.8931952875852585,278,253.67,75,600000,0.008831159368855878
0.28615643305346333,10.0,1.3287637066841125,1.0580995875597,3.25,0.0,-0.0008904159587109461,0.9153342509269714,278,243.75,76,608000,0.008042932990356348
0.3321441725867567,9.0,1.32332293510437,1.2546314013004303,3.11,0.0,-0.0031177880318136886,0.8744533687829972,278,240.75,77,616000,0.010975452322745695
0.35133713282320855,6.0,1.340812245607376,1.2723486745357513,3.35,0.0,-0.0037648319877916945,0.8697322303056717,278,251.79,78,624000,0.011978410810697823
0.3155651318750438,7.1000000000000085,1.3308358228206634,1.2465899235010147,3.6,0.9000000000000004,-0.002101848555030301,0.8984848892688752,278,260.02,79,632000,0.010718936356715858
0.29920245668014195,8.100000000000009,1.319518654346466,1.162737233042717,3.84,0.0,-0.001566156904445961,0.9072349840402603,278,270.53,80,640000,0.009201448489911855
0.3687987956134596,9.0,1.3309461557865143,1.2764556488394738,4.0,0.0,-0.004327066244150047,0.8856763380765915,278,271.08,81,648000,0.011713003129698337
0.29297666188544363,9.0,1.3232021701335908,1.085667414665222,4.17,0.9000000000000004,-0.0020747243159712526,0.9110995149612426,279,279.59,82,656000,0.008049112522276119
0.3837364425834119,9.0,1.292084926366806,1.4778722661733628,4.11,0.9000000000000004,-0.000488844316569157,0.8321877872943878,278,277.43,83,664000,0.014934345746878535
0.3297201831085426,9.100000000000009,1.2799829638004303,1.2055021086335183,4.46,0.9000000000000004,-0.0034442526669590736,0.8902351289987565,279,290.5,84,672000,0.010108921317150816
0.3305784032781608,9.100000000000009,1.3016203546524048,1.2477318489551543,4.62,0.0,-0.0019624908006881017,0.8810166680812835,279,295.77,85,680000,0.011292848541634157
0.4024405360215438,9.0,1.2946834123134614,1.4448129063844681,4.32,1.0,-0.0035739839884627147,0.8492738783359528,279,285.24,86,688000,0.014292049452196807
0.4372039302032502,8.100000000000009,1.2753237855434418,1.5011110293865204,4.23,1.0,-0.004425814120622817,0.8254372823238373,279,286.27,87,696000,0.015391763320658357
0.40381027935822944,9.0,1.2555159473419188,1.461527236700058,4.47,1.0,-0.0026447368087247013,0.8566794365644455,279,292.86,88,704000,0.014405039353296161
0.38026564743680785,8.100000000000009,1.2744292938709259,1.4250269961357116,4.66,1.0,-0.0009196168853668495,0.8451823842525482,279,304.4,89,712000,0.013580431323498487
0.35699314502934243,9.0,1.2890853238105775,1.3681150078773499,5.18,2.0,-0.0008351158630102872,0.8714344400167465,279,319.56,90,720000,0.01239020548760891
0.3149394357584645,10.0,1.2757727444171905,1.2463871929049493,5.28,2.0,-0.0026556992257246747,0.8802473026514054,279,320.14,91,728000,0.011042574879247695
0.36699762710701817,9.0,1.2814477753639222,1.3660247200727462,5.04,1.0,-0.0036668846771681276,0.8787998861074447,279,309.55,92,736000,0.012789553406182676
0.3798688781593241,10.0,1.2631468653678894,1.5194039088487625,5.18,1.0,-0.0012924579925311264,0.8322062051296234,279,310.75,93,744000,0.01545856894692406
0.3636374468744413,10.0,1.2527414953708649,1.411116235256195,5.02,0.0,-0.0030881693682749756,0.8604585337638855,279,307.11,94,752000,0.013314943495206535
0.3642461387413256,10.0,1.2726834297180176,1.4208907067775727,5.07,0.0,-0.0026251725731708574,0.8509554988145829,279,310.17,95,760000,0.013580569850746542
0.4027119425444646,10.0,1.2753997910022736,1.4418686884641647,5.46,0.9000000000000004,-0.0029661158683302346,0.8276860159635544,279,322.64,96,768000,0.013918681661598384
0.3911957755571105,10.0,1.2880212545394898,1.37655734539032,5.41,2.0,-7.260740734636784e-05,0.8297119921445847,279,321.18,97,776000,0.015534845646470785
0.46307596712913346,10.100000000000009,1.2504969227313996,1.5950275045633315,5.75,1.9000000000000004,-0.0059993007313460115,0.8103328615427017,279,324.71,98,784000,0.01753781440667808
0.47765917839357186,10.0,1.2658426892757415,1.6885076534748078,5.8,2.0,-0.006086839308118215,0.8237644606828689,279,326.38,99,792000,0.019181958304252476
0.4094803458518153,10.0,1.245021367073059,1.5700513523817063,5.68,1.0,-0.003949957867844205,0.8384240984916687,279,323.78,100,800000,0.01621641659643501
0.46659175412014275,10.0,1.2434322357177734,1.5480481368303298,5.67,2.0,-0.003650436725874897,0.7701454418897629,279,328.57,101,808000,0.017119134499225766
0.412330264063029,10.0,1.2469612562656402,1.4909536987543106,5.77,2.0,-0.005312203915091232,0.8425996637344361,279,335.78,102,816000,0.015276287500746548
0.3988229067583467,10.0,1.2651211142539978,1.4350493508577347,5.73,2.0,-0.004148793960921466,0.8702193725109101,280,334.78,103,824000,0.013658690862357617
0.36701474129245837,10.0,1.272626243829727,1.3798798549175262,6.09,2.0,-0.003376917828427395,0.8639055109024047,280,347.25,104,832000,0.012760572193656117
0.44560673156051406,11.0,1.2391885089874268,1.5497133684158326,6.27,2.0,-0.0032724982127547266,0.8500754344463348,280,349.68,105,840000,0.016039414973929526
0.46038740556628044,11.100000000000009,1.2199035608768463,1.624492061138153,6.5,2.0,-0.0009459379792679101,0.8124894911050796,280,352.54,106,848000,0.017739580490160733
0.38161045432420204,12.0,1.2603322732448579,1.3790622532367707,6.71,2.0,-0.004934951241593808,0.8949717956781388,281,353.72,107,856000,0.012719965637661517
0.43312006229912753,11.100000000000009,1.2444558608531953,1.5245761144161225,6.18,0.9000000000000004,-0.001415765571873635,0.8687594097852707,281,339.5,108,864000,0.015390935428440571
0.4183732184020871,12.0,1.2441846323013306,1.5365332049131393,6.37,2.0,-0.002869417137699202,0.8577736216783524,281,344.93,109,872000,0.015516858980990946
0.43390200026296194,11.0,1.2246454799175261,1.6185482329130172,6.29,1.9000000000000004,-0.003806261271238327,0.8432872700691223,281,349.57,110,880000,0.01751756046898663
0.408336709465921,10.100000000000009,1.2203345787525177,1.5188223218917847,6.42,1.9000000000000004,-0.004537296281778253,0.8459044575691224,281,351.98,111,888000,0.015954031087458135
0.4048909615120465,12.100000000000009,1.2407159781455994,1.5379838413000106,7.05,2.0,0.0010237404046347365,0.8285793250799179,281,367.16,112,896000,0.015834817048162222
0.4271902780458643,13.0,1.246523859500885,1.5351431334018708,7.54,2.0,-0.006184631354408339,0.8391807156801224,281,379.43,113,904000,0.016299826400354503
0.4087565743744076,13.0,1.2656128823757171,1.5049293690919876,7.27,2.0,-0.0031555168790509923,0.8628282499313354,281,371.31,114,912000,0.015166472331620752
0.39550727596789337,13.100000000000009,1.2180607342720031,1.512327800989151,7.22,2.0,-0.0038812590284942414,0.8424247306585312,281,372.38,115,920000,0.015393945663236082
0.4064099135634392,12.100000000000009,1.2354852879047393,1.5193665266036986,6.82,2.0,-0.004202694446430542,0.8627904826402664,281,363.73,116,928000,0.015424443846568466
0.4271579977407603,12.100000000000009,1.24756494641304,1.561307311654091,6.87,2.0,-0.003153589981593541,0.8610219228267669,281,361.09,117,936000,0.015998419686220587
0.39261981793323997,12.100000000000009,1.2367050158977508,1.4980058014392852,7.07,2.0,-0.0036977650749031453,0.8561699056625366,281,370.4,118,944000,0.014962574397213758
0.43377555045354954,13.0,1.2357472503185272,1.566377809047699,7.62,2.0,-0.0038830156764015555,0.854255023598671,281,383.67,119,952000,0.016598499324172736
0.4307205932233732,12.100000000000009,1.1948008131980896,1.5379543858766556,6.87,0.9000000000000004,-0.00701295470178593,0.891608065366745,281,361.6,120,960000,0.015645701014436783
0.4521745278605864,11.100000000000009,1.2011485385894776,1.5830217397212982,6.46,0.0,-0.002186892512254417,0.8699307334423065,281,353.21,121,968000,0.01687120331451297
0.5389657622991608,12.100000000000009,1.1799941778182983,1.8625537329912185,6.73,0.0,-0.006072703456156887,0.8148224061727524,281,350.29,122,976000,0.023315056483261286
0.4739672196538105,13.0,1.1979457890987397,1.6406948190927506,6.91,0.0,-0.003757941878211568,0.8436342060565949,281,357.02,123,984000,0.017959871632046997
0.4264331661651621,14.0,1.2047618889808656,1.5646450954675675,7.53,0.0,-0.004415044049965218,0.8403276759386062,281,376.72,124,992000,0.016794684808701277
0.4663086410012459,15.0,1.2136194252967833,1.6534617584943772,8.14,1.0,-0.003931585408136016,0.8384887117147446,281,395.99,125,1000000,0.018332913238555192
0.39008319696817095,15.0,1.2622085416316986,1.4905271726846694,8.31,1.9000000000000004,-0.0011842376850836444,0.8513679331541062,282,404.28,126,1008000,0.015380976021988317
0.37712134331630237,14.0,1.243887722492218,1.4424132454395293,7.41,1.9000000000000004,-0.003956265828455798,0.8750153201818466,282,381.05,127,1016000,0.013974053729325532
0.44946417358295043,13.0,1.2259011769294739,1.673325043320656,7.07,2.0,-0.000476943280082196,0.8246786165237426,282,376.89,128,1024000,0.018718853536993266
0.4800931430472072,13.0,1.2267690336704253,1.7308334255218505,6.9,2.0,-0.0016895818948978558,0.7922511595487595,282,365.95,129,1032000,0.020124480393715203
0.49905404461537756,14.100000000000009,1.2204547774791719,1.861897234916687,7.72,2.0,-0.0053037246330495695,0.7236649703979492,283,387.76,130,1040000,0.022941955383867025
0.4390984959394236,15.0,1.2424290084838867,1.5784968370199204,8.05,2.0,-0.001715722398366779,0.8584830129146576,283,398.06,131,1048000,0.016466473871842028
0.44219404999791145,15.0,1.246542785167694,1.611358042359352,8.05,1.0,-0.007089188601821661,0.8298996180295944,282,397.02,132,1056000,0.017205110634677112
0.40891410007245765,15.0,1.225183378458023,1.552316253185272,8.21,2.0,-0.0022775075054960324,0.8378059566020966,282,395.9,133,1064000,0.015935064814984797
0.41226163471720584,14.0,1.2524862372875214,1.540283951163292,8.06,2.0,-0.0018183353295898996,0.8551265299320221,281,394.2,134,1072000,0.01592712833546102
0.4251581058823933,13.100000000000009,1.250258070230484,1.606202307343483,7.5,2.0,-0.005587768114055507,0.8388909769058227,282,380.82,135,1080000,0.01726842231117189
0.4543945820858907,14.0,1.213129187822342,1.5982735669612884,7.86,2.0,-0.0007471252873074263,0.8437276309728623,281,387.29,136,1088000,0.01723149391822517
0.42167407719680483,15.0,1.229096713066101,1.5518525898456574,8.01,2.0,-0.003489130059024319,0.8425301176309585,281,397.49,137,1096000,0.015950045180507005
0.4976293730170244,15.0,1.2062540674209594,1.722385841012001,8.48,2.0,-0.005761393902939744,0.791569454073906,281,410.3,138,1104000,0.01961501863785088
0.4753919277649212,15.100000000000009,1.2253219544887544,1.7423348361253739,8.8,2.0,-0.005116982218132762,0.8317920750379563,280,415.24,139,1112000,0.02025143104605377
0.44256874527924206,15.0,1.2355958378314973,1.6606086421012878,9.15,2.0,-0.004099222969089169,0.8245216089487076,280,426.65,140,1120000,0.018113944684155284
0.39056318712086857,15.0,1.262554247379303,1.4702018201351166,9.26,3.0,-0.005891056096879765,0.8669565558433533,279,431.99,141,1128000,0.014649905998958275
0.46029168914364293,14.0,1.2206113839149475,1.640606250166893,8.92,3.0,-0.003772843652986921,0.8145687311887742,279,428.66,142,1136000,0.017999175149016083
0.48885815335756583,15.0,1.20930370926857,1.7905414152145385,9.7,3.0,-0.0035810678589041343,0.7989907240867615,280,449.3,143,1144000,0.021039145858958365
0.4851564251272326,15.100000000000009,1.2093110573291779,1.7459050279855728,9.59,3.0,-0.010486400090740063,0.805033054947853,280,448.47,144,1152000,0.02018658849876374
0.5063574021342018,15.100000000000009,1.1492027294635774,1.7609984731674195,9.59,3.9000000000000004,-0.005702714280923829,0.7805720990896226,280,452.38,145,1160000,0.020596653083339335
0.4614897725765132,16.0,1.15321129322052,1.6714363205432892,9.93,3.0,0.00036516651263809765,0.8015738397836685,280,457.08,146,1168000,0.018340229061432182
0.5057475910005602,16.10000000000001,1.1610152435302734,1.7568367624282837,10.43,4.0,-0.006822528147386038,0.8291039878129959,280,469.86,147,1176000,0.02072032865136862
0.4550477770170401,16.0,1.1847303128242492,1.647878292798996,9.97,3.9000000000000004,-0.0041333511588163676,0.8105421829223632,280,454.2,148,1184000,0.017909971489571033
0.48429639936676827,16.0,1.1796415555477142,1.691873928308487,9.5,4.0,-0.006329024279257283,0.8162915080785751,280,440.66,149,1192000,0.018888044306077063
0.5773552963383556,15.100000000000009,1.1000201666355134,1.85751251578331,9.27,4.0,-0.01182109552086331,0.7283771079778671,280,433.65,150,1200000,0.024179828099440782
0.4628691594313878,13.0,1.1707755094766616,1.5734848421812058,8.46,3.0,-0.004441966984777537,0.8333060669898987,280,413.67,151,1208000,0.017070813314057888
0.47906242653488584,14.100000000000009,1.1938125836849212,1.6723743718862534,8.7,3.0,-0.008675372472498565,0.7892059326171875,280,415.56,152,1216000,0.018744259160012006
0.4670500671173061,15.100000000000009,1.1910006666183472,1.7281484889984131,9.0,3.0,-0.00477425581542775,0.8041579222679138,280,428.16,153,1224000,0.019665471166372298
0.5010492587357404,15.0,1.1434793090820312,1.7572475910186767,9.16,3.0,-0.008407817473635077,0.7957576787471772,281,429.71,154,1232000,0.020424111019819974
0.4697631499098495,16.0,1.176125509738922,1.796169867515564,9.36,3.0,-0.003718447625724366,0.7722550851106643,281,426.55,155,1240000,0.02142427840270102
0.4586550657328641,16.0,1.17982017993927,1.7549341118335724,10.39,4.0,-0.004444054977502674,0.7820997899770736,281,458.67,156,1248000,0.020486241462640463
0.4426343231667767,16.0,1.196919105052948,1.712668732404709,10.39,4.9,-0.006694175635930151,0.7739589339494706,281,459.94,157,1256000,0.019951245221309363
0.4592937530186339,16.10000000000001,1.1863220393657685,1.7685397535562515,10.84,5.0,-0.004980074647610308,0.773122352361679,281,465.47,158,1264000,0.020740430993027983
0.48830818066330034,17.0,1.1966191148757934,1.809162484407425,11.26,6.0,-0.0022948511090362445,0.7657679879665374,281,471.29,159,1272000,0.021394057730212808
0.5916053166013083,18.0,1.1927194476127625,1.932152864933014,11.92,6.0,-0.009981571626376536,0.7093783748149872,281,492.11,160,1280000,0.025737751652486623
0.5540239183263346,18.0,1.155921734571457,1.8975296711921692,12.08,7.0,-0.004050347114243778,0.7259670555591583,281,500.96,161,1288000,0.02406695079989731
0.47961102327404176,18.0,1.160502427816391,1.7586976075172425,12.46,7.0,-0.002939103607204743,0.7839546883106232,281,507.38,162,1296000,0.020174196725711226
0.5097265066128781,19.0,1.1740206372737885,1.8925036156177522,12.85,7.0,-0.0064540695241339565,0.7556582361459732,281,517.04,163,1304000,0.02387606693431735
0.5518400147632431,19.10000000000001,1.1422096472978591,1.862777807712555,12.88,7.0,-0.006637560680828756,0.7647320812940598,281,518.34,164,1312000,0.02303826897870749
0.5019007253942419,19.0,1.1683816254138946,1.8596004045009613,13.15,7.0,-0.0030666907667182388,0.7611287993192672,281,537.08,165,1320000,0.022538771945983173
0.5692496516768106,19.10000000000001,1.1453875696659088,1.945759584903717,13.23,7.0,-0.010323228971101344,0.7659421187639236,281,537.04,166,1328000,0.025049708294682206
0.5466478371486712,19.0,1.1432842189073562,1.843297199010849,13.36,7.0,-0.006346043363446369,0.7600081503391266,281,536.85,167,1336000,0.022671532738022505
0.5268545507908505,19.0,1.1861049044132232,1.8144294476509095,13.44,8.0,-0.004351622945978306,0.737241981625557,281,541.23,168,1344000,0.02163718219846487
0.5521982807947532,19.0,1.1478387022018433,1.9110605859756469,12.8,7.0,-0.005064011297945399,0.7420813179016114,281,531.7,169,1352000,0.024140610960312187
0.5985633630563306,19.0,1.1169351172447204,1.9257289564609528,12.96,7.0,-0.007350143049843609,0.737954488992691,281,529.24,170,1360000,0.02423570692073554
0.6245694427877609,19.0,1.099939262866974,2.009613599181175,13.31,7.9,-0.005884065388236195,0.7035822337865829,281,535.49,171,1368000,0.026695643085986376
0.5545009708521242,20.0,1.1534495800733566,1.9017784106731415,13.96,8.0,-0.004139544262579875,0.7242364639043808,281,543.0,172,1376000,0.023629398061893882
