P01:episode_rewards,explained_variance,advantage_norm,episode_length,P09:episode_rewards,fps,grad_norm,policy_loss,policy_entropy,PMM:episode_rewards,approx_kl_divergence,frames,value_loss,epoch_idx,clip_fraction
125.0,8.568167686462402e-09,15.968717575073242,401.08,452.50000000000017,236,0.0448659978863011,-0.0013047792068391572,1.2586365804076194,234.75,0.0023010773624463354,194560,0.010220666811437695,19,0.145166015625
125.0,8.568167686462402e-09,15.968717747926712,396.11,475.0,237,0.05192721927791814,-0.0014162091007165144,1.2595097042620182,243.5,0.0026478519039258687,204800,0.010539194461307489,20,0.17939453125
125.0,2.2351741790771484e-09,15.968717819452285,389.38,450.0,237,0.04950338903213407,-0.0011497897750814446,1.204634452611208,226.0,0.003907712788625872,215040,0.009470330777367053,21,0.219677734375
150.0,-2.6077032089233397e-09,15.96871777176857,382.81,450.0,238,0.04842550389902618,-0.0006956708679354051,1.2825163923203946,226.25,0.0021994151204609126,225280,0.012152443041850347,22,0.157958984375
150.0,4.097819328308106e-09,15.968717908859253,377.42,450.0,237,0.05022664552983439,-0.0013334743915038416,1.44325248003006,230.25,0.003557593117534452,235520,0.011946280521624431,23,0.1927734375
150.0,-1.7881393432617187e-08,15.968717628717423,374.47,475.0,237,0.04799077915662791,-0.0009982062154449522,1.394192060828209,238.5,0.002597784342628984,245760,0.012422447800054215,24,0.1595703125
150.0,-9.685754776000977e-09,15.968717938661575,378.28,500.0,238,0.052111582565331174,-0.0015338780067395419,1.4646183669567108,254.75,0.0031958594019101836,256000,0.012082789618580137,25,0.1943359375
150.0,2.0116567611694337e-08,15.968717700242996,374.79,500.0,237,0.051392437204675866,-0.0008829892158246366,1.4658041514456273,247.25,0.0027102315794081734,266240,0.011302148252434563,26,0.173193359375
150.0,1.1175870895385742e-09,15.968717700242996,374.3,500.0,238,0.0521978067698219,-0.0015821510274690808,1.5383211575448512,253.25,0.0027459320872367243,276480,0.013049181109818165,27,0.187646484375
150.0,8.568167686462402e-09,15.968717765808105,363.67,477.5000000000002,238,0.05668750281348722,-0.000591517694920185,1.6098949186503888,252.25,0.002703836139141913,286720,0.01452801066407119,28,0.178564453125
147.5,-6.7055225372314455e-09,15.96871789097786,362.38,327.5000000000002,239,0.05406942989544268,-0.0013921612786361947,1.6120581358671189,252.25,0.003015447794541615,296960,0.013980244341655634,29,0.1913330078125
125.0,-8.568167686462402e-09,15.968717807531357,367.93,325.0,239,0.0527458747205247,-0.0014221834178897552,1.5452323362231255,246.75,0.00359485280756644,307200,0.00988331347471103,30,0.2512451171875
125.0,-1.2293457984924316e-08,15.968717908859253,367.05,327.5000000000002,239,0.05252032260945209,-0.0016493753872055094,1.5607923917472362,236.5,0.00306861148420694,317440,0.012767346672990242,31,0.2117431640625
100.0,-1.2293457984924316e-08,15.96871766448021,371.3,352.5000000000002,239,0.05400240632767228,-0.002219356581917964,1.6128675907850265,231.25,0.003102020163098018,327680,0.010790730048393015,32,0.23076171875
72.50000000000001,-8.568167686462402e-09,15.968717795610427,367.85,500.0,239,0.051899064573194834,-0.0012777455740433652,1.5709518611431121,226.75,0.0024969154551399697,337920,0.010708612911548699,33,0.1818115234375
75.0,1.1175870895385742e-09,15.96871775984764,364.76,500.0,239,0.05510325337598325,-0.0015888425055891275,1.587735453248024,235.25,0.002680610136184214,348160,0.012623883412743453,34,0.198681640625
72.50000000000001,-2.2351741790771484e-09,15.968717670440673,363.14,452.50000000000017,239,0.05393679981994838,-0.001375323106549331,1.5907635249197483,229.25,0.003406211299653705,358400,0.009810248761277762,35,0.2398681640625
50.0,-1.0430812835693359e-08,15.968717873096466,361.89,500.0,239,0.05368507566417404,-0.001405005613924004,1.6430535942316056,226.75,0.0025129453439262763,368640,0.010221652990730945,36,0.2014892578125
50.0,-1.0058283805847169e-08,15.968717902898788,362.73,500.0,239,0.05786563698285259,-0.0007416618431307142,1.601035540550947,229.0,0.003009495545200025,378880,0.012197431958338712,37,0.198681640625
75.0,1.4901161193847657e-09,15.96871787905693,361.5,527.5000000000002,239,0.05167219638835953,-0.0013179198856960283,1.6093972958624363,237.25,0.0035122379311815165,389120,0.009478093766665552,38,0.2238037109375
50.0,1.862645149230957e-08,15.968717688322068,360.55,502.5000000000002,239,0.049347860837298994,-0.001189634590264177,1.5199021965265274,217.25,0.002397672642081261,399360,0.0090295499558124,39,0.1712158203125
50.0,-7.82310962677002e-09,15.968717640638351,361.81,405.00000000000045,240,0.047192362786849115,-0.0013243215678812703,1.4649186372756957,197.75,0.002797554951916936,409600,0.00911830513869063,40,0.208837890625
50.0,4.8428773880004884e-09,15.968716108798981,359.1,277.5000000000002,240,0.04994742624437981,-0.0015073002072313103,1.460397943109274,181.25,0.0031180548497559356,419840,0.00873259585911228,41,0.222802734375
50.0,-6.7055225372314455e-09,15.968717724084854,356.04,307.5000000000006,240,0.04838784999564445,-0.0008604645205195993,1.5004418358206748,180.25,0.0021837328307469763,430080,0.009940820395240735,42,0.1565185546875
50.0,7.450580596923828e-09,15.968717575073242,355.9,452.50000000000017,240,0.05104214220054286,-0.0009188188680127496,1.4964809887111188,196.5,0.0025997239009598163,440320,0.007109771667910536,43,0.2063232421875
50.0,1.30385160446167e-08,15.968717777729035,358.99,427.5000000000002,240,0.04988991939899242,-0.0011236094098421745,1.501092492043972,191.0,0.002454679006717697,450560,0.008460661843673733,44,0.172509765625
50.0,-1.2665987014770507e-08,15.968717944622039,363.03,452.50000000000017,241,0.054424334526738484,-0.0015142162606935016,1.5330857001245022,206.25,0.003152866851814906,460800,0.009996356705232756,45,0.2427490234375
50.0,-7.078051567077636e-09,15.968717902898788,349.97,252.50000000000023,241,0.0504393375963631,-0.0013132144064002204,1.600106981396675,163.0,0.0033577223127963405,471040,0.007462462964213046,46,0.25947265625
25.0,-1.3783574104309083e-08,15.968716412782669,341.49,250.0,241,0.051026404631013454,-0.000687980992370285,1.651010450720787,150.75,0.0029400111309826117,481280,0.00852124803584502,47,0.223974609375
25.0,1.080334186553955e-08,15.968717783689499,337.25,252.50000000000023,241,0.05435021185216073,-0.0015666009676351678,1.6961480289697648,159.0,0.0031207711883780576,491520,0.010112897949147737,48,0.24462890625
25.0,1.862645149230957e-08,15.968717527389526,337.35,310.00000000000085,241,0.05352747414850066,-0.001265169148973655,1.7193171426653862,169.75,0.0031970555737302676,501760,0.008137071251803718,49,0.24189453125
47.50000000000001,-7.450580596923829e-10,15.968717896938324,334.0,305.00000000000045,241,0.05352982497894918,-0.0014062818976526615,1.7271521814167499,176.25,0.0033235194412668534,512000,0.010475574248994235,50,0.2473388671875
50.0,1.1920928955078126e-08,15.96871770620346,329.01,275.0,241,0.05636465732355404,-0.0018119055261195172,1.6529669538140297,162.5,0.0032599109365264666,522240,0.0101294343598056,51,0.260009765625
50.0,-7.078051567077636e-09,15.96871754527092,334.2,275.0,241,0.05501816595258256,-0.0010182893929595593,1.6813286781311034,172.75,0.0027062950375807302,532480,0.011402704211832315,52,0.1897216796875
50.0,7.078051567077636e-09,15.968717730045318,347.11,302.5000000000002,241,0.057400696643227625,-0.001751159216655651,1.7133486591279508,195.0,0.0033013581879913546,542720,0.010473479827851406,53,0.264599609375
50.0,3.7252902984619143e-10,15.968717944622039,348.14,405.00000000000045,241,0.052413015129355554,-0.0016105647548101843,1.681402862817049,194.0,0.003284748605392451,552960,0.00883720233287022,54,0.223828125
50.0,-2.644956111907959e-08,15.968717801570893,350.61,450.0,241,0.05596612643795927,-0.0016357784064894077,1.6649785116314888,209.0,0.0029130100661859614,563200,0.01140341873633588,55,0.233251953125
50.0,-1.9371509552001954e-08,15.968717926740647,340.55,450.0,241,0.05065359151105024,-0.001636417293047998,1.6967100106179713,190.0,0.0029810732856958566,573440,0.009324668724730145,56,0.2150390625
50.0,1.4156103134155273e-08,15.968717700242996,338.43,452.50000000000017,241,0.05415921256571824,-0.0014514478694763965,1.71256442964077,193.25,0.0031289029680237946,583680,0.009571704869449605,57,0.23583984375
47.50000000000001,1.1175870895385742e-09,15.968716591596603,333.66,377.5000000000002,241,0.05219674816163925,-0.0014190617373969871,1.7020763754844666,168.0,0.0032825454307840118,593920,0.006668643964789567,58,0.2531982421875
25.0,1.4901161193847656e-08,15.968717640638351,331.45,375.0,241,0.052365835252215276,-0.0013630967670906103,1.6863365344703198,159.75,0.0031288845776884953,604160,0.009059762033757579,59,0.248779296875
25.0,-1.4901161193847657e-09,15.968717813491821,336.42,425.0,241,0.052611221410476104,-0.0009663364733569324,1.6494426175951957,170.5,0.0026334156644395534,614400,0.01026348205141403,60,0.1857177734375
47.50000000000001,-1.9371509552001954e-08,15.968718039989472,348.35,477.5000000000002,241,0.057537644239993045,-0.0018424742276692996,1.6474626444280147,212.0,0.002560826693661511,624640,0.012951975251780823,61,0.20380859375
50.0,-8.940696716308593e-09,15.968717801570893,349.36,600.0,241,0.05653618457050989,-0.0014135784731479362,1.6279841408133506,242.0,0.002533685513827777,634880,0.012729656120063737,62,0.2124267578125
50.0,-3.725290298461914e-09,15.96871789097786,350.49,482.5000000000007,241,0.0571003365397267,-0.0016523024343769066,1.6501286514103413,236.25,0.002608566602160067,645120,0.013272835206589662,63,0.2024658203125
97.5,1.1920928955078126e-08,15.968717831373215,354.35,550.0,241,0.05463044714386338,-0.0011884894758622977,1.6568281769752502,251.0,0.002256010733799485,655360,0.01354208320917678,64,0.1932373046875
75.0,1.1920928955078126e-08,15.968717724084854,351.44,350.0,241,0.05464924433812847,-0.0020767482190422017,1.6661498636007308,237.5,0.003450891236059306,665600,0.01146315219666576,65,0.274072265625
75.0,-2.1979212760925294e-08,15.968717819452285,356.54,505.00000000000045,241,0.05675541101602584,-0.0019198277754185256,1.675232444703579,242.5,0.002898722457234726,675840,0.01292299893393647,66,0.243701171875
50.0,-1.2293457984924316e-08,15.96871793270111,354.82,552.5000000000002,241,0.05491443498090467,-0.0016067944761744002,1.6464818440377713,243.0,0.0030050543137804197,686080,0.01151945051678922,67,0.2345703125
50.0,-8.568167686462402e-09,15.968717831373215,359.77,575.0,241,0.05000318580124295,-0.0007671510746149579,1.6484311670064926,257.25,0.002085500679049801,696320,0.012749284386063663,68,0.1433837890625
50.0,-4.470348358154297e-09,15.968717855215072,359.34,525.0,241,0.05712304950574387,-0.0012775299233908298,1.68702674806118,252.75,0.002651599390219417,706560,0.01189268031521351,69,0.20830078125
72.50000000000001,-6.332993507385254e-09,15.968717676401138,356.23,500.0,241,0.05359389892934411,-0.0011042963382351446,1.6491246670484543,239.0,0.0023121403858226584,716800,0.010633044192400121,70,0.19150390625
75.0,-2.1979212760925294e-08,15.968717855215072,351.89,475.0,241,0.055624912361402476,-0.0017577996102772885,1.5769756332039833,226.75,0.002867408225733925,727040,0.012111341375566553,71,0.23525390625
50.0,1.30385160446167e-08,15.968717604875565,349.24,400.0,241,0.05187052114149371,-0.0013931097328168107,1.596980045735836,206.5,0.0025566165460645606,737280,0.010543525781031349,72,0.2088134765625
50.0,-1.4528632164001465e-08,15.96871783733368,351.0,400.0,241,0.05072279427626551,-0.0012620675479411148,1.5249883197247982,211.25,0.0025668703739484045,747520,0.01278396396082826,73,0.174267578125
50.0,-1.4528632164001465e-08,15.968717974424361,350.57,405.00000000000045,242,0.05109078897747095,-0.0014138336511678063,1.404598144441843,217.25,0.002441005075479552,757760,0.012595264708215837,74,0.1849853515625
75.0,1.4528632164001465e-08,15.968717902898788,362.61,477.5000000000002,241,0.049061917941999725,-0.0007452031491993694,1.4368793107569218,251.5,0.0022057940504851105,768000,0.014583753148326651,75,0.1456787109375
147.5,-2.16066837310791e-08,15.968717920780183,364.64,505.00000000000045,242,0.05539881810010645,-0.0010882481343287508,1.5578837722539902,268.75,0.0024674798571766134,778240,0.014673302690789569,76,0.1980224609375
125.0,1.4901161193847657e-09,15.968717986345291,356.36,525.0,241,0.05319012697616805,-0.0016770809612353331,1.58422467187047,269.0,0.0024931999927957802,788480,0.013931748392496956,77,0.18505859375
100.0,-1.5273690223693846e-08,15.96871782541275,344.44,480.00000000000045,242,0.05591181337649499,-0.0015360129887994844,1.5481035597622395,254.5,0.002303671702361498,798720,0.013634864414052572,78,0.2032470703125
122.5,1.899898052215576e-08,15.968717914819717,345.78,525.0,242,0.05286437343276605,-0.0013876909397367854,1.552046599239111,268.5,0.002308523062686163,808960,0.015618146533961407,79,0.1926513671875
122.5,-4.8428773880004884e-09,15.96871787905693,350.32,550.0,241,0.05688280985641493,-0.0017295227826252813,1.588768730312586,285.5,0.002447617532979507,819200,0.015589219619869255,80,0.191162109375
125.0,-1.1920928955078126e-08,15.968717694282532,351.0,577.5000000000002,241,0.05173324842465765,-0.0011793689907790394,1.524664071947336,291.0,0.0021909315406617226,829440,0.013631905024521985,81,0.170849609375
100.0,-1.564621925354004e-08,15.968717801570893,345.5,550.0,241,0.052249608774466924,-0.0011655113848973997,1.605929584801197,265.25,0.00224753844066754,839680,0.012567372914418229,82,0.187939453125
50.0,5.215406417846679e-09,15.968717741966248,340.11,425.0,241,0.054027922918597704,-0.001813271138962591,1.6314382195472716,239.75,0.0031514698478986246,849920,0.01124061768532556,83,0.255419921875
25.0,2.0489096641540527e-08,15.968717950582505,334.17,402.5000000000002,241,0.05455918348402121,-0.0018023793159954947,1.6580016426742077,198.25,0.0030726633152539764,860160,0.009768840083052056,84,0.273681640625
25.0,6.7055225372314455e-09,15.968717831373215,333.93,432.5000000000006,241,0.05411024118242748,-0.0007977417015354149,1.6990409158170223,198.0,0.002549363989919584,870400,0.008934833454623004,85,0.207958984375
25.0,-7.450580596923829e-10,15.968717622756959,333.44,477.5000000000002,241,0.05216178411645468,-0.0013539404189941706,1.6939592771232128,192.5,0.0025278554851297487,880640,0.010671603432638222,86,0.1977783203125
25.0,-3.725290298461914e-09,15.968670165538787,326.74,332.5000000000006,241,0.052909278845233845,-0.0014589159341994672,1.6909542292356492,170.75,0.003692774215448935,890880,0.005041731577265551,87,0.27265625
25.0,-3.725290298461914e-09,15.968717569112778,321.72,302.5000000000002,241,0.051307778730286156,-0.0014531873799569438,1.7100643873214723,142.0,0.0032862408646678887,901120,0.006829202186054317,88,0.27861328125
25.0,1.1175870895385742e-09,15.968716084957123,315.42,250.0,241,0.052775423234734366,-0.0011365058437149856,1.7147357419133187,108.5,0.0034913431475501965,911360,0.007965631715796917,89,0.2673828125
25.0,-1.6763806343078613e-08,15.968717592954636,325.54,377.5000000000002,241,0.05484560747138327,-0.001612516701061395,1.6308211602270604,142.75,0.0035428514684099355,921600,0.00870278112925007,90,0.2781005859375
25.0,1.9371509552001954e-08,15.968717789649963,334.55,452.50000000000017,241,0.05738480648237271,-0.0019193729447579244,1.6326978534460068,168.0,0.0035095859340799505,931840,0.010522276347546721,91,0.287548828125
25.0,-1.080334186553955e-08,15.968717914819717,343.87,500.0,241,0.05266305037002393,-0.0004910850797386956,1.6372296869754792,195.75,0.0025635718364242165,942080,0.010293986934630083,92,0.1902587890625
50.0,-1.2293457984924316e-08,15.968717819452285,349.6,385.00000000000085,241,0.048459449525134174,-0.0011312752871162957,1.5795437462627888,196.0,0.0023685712764063283,952320,0.01072854538797401,93,0.1927490234375
50.0,3.3527612686157227e-09,15.968717795610427,351.98,300.0,241,0.0507003838219547,-0.0012658861320232972,1.6719239845871925,197.25,0.0028569973888352253,962560,0.010576092153860373,94,0.2358642578125
50.0,8.568167686462402e-09,15.968717741966248,351.21,300.0,241,0.054055767567101266,-0.001275879568856908,1.701240523159504,186.25,0.002448350247641429,972800,0.011139576198547729,95,0.2078369140625
50.0,-1.899898052215576e-08,15.96871787905693,353.57,325.0,241,0.0569320921261073,-0.0012511472796177259,1.7446009315550328,203.0,0.0028242843582916067,983040,0.011172852724484983,96,0.253955078125
25.0,3.7252902984619143e-10,15.968709737062454,346.06,352.5000000000002,241,0.05212229399851755,-0.0013092786059132778,1.7564496479928493,190.5,0.003192008470341534,993280,0.007380301354291419,97,0.268115234375
25.0,2.123415470123291e-08,15.968717741966248,336.52,302.5000000000002,241,0.05472423134541695,-0.0017272259952733292,1.7474403373897076,170.0,0.002881759444130694,1003520,0.00961056820306112,98,0.2568603515625
25.0,1.7881393432617187e-08,15.968717026710511,325.0,250.0,241,0.050663963064182096,-0.001370876221335493,1.7625565230846405,133.0,0.002881567005402985,1013760,0.006587522350355357,99,0.247705078125
22.500000000000007,-3.7252902984619143e-10,15.968717563152314,320.19,250.0,241,0.05118755143483641,-0.0016738017002353445,1.7460680842399596,125.5,0.0032075979895466846,1024000,0.007532878786150832,100,0.281689453125
0.0,-1.5273690223693846e-08,15.968717849254608,314.98,227.5000000000002,241,0.052678816855628495,-0.0010491844775970093,1.7433826610445977,120.0,0.003123097959564802,1034240,0.006215384512506717,101,0.2684326171875
0.0,-7.82310962677002e-09,15.968717437982558,318.19,252.50000000000023,241,0.053015288988044765,-0.0014739251750143013,1.7676461346447467,124.5,0.003355038605127447,1044480,0.007658414832076232,102,0.28935546875
0.0,-8.195638656616212e-09,15.968716323375702,318.43,225.0,241,0.05009683941976353,-0.00170246835477883,1.7425801202654838,111.5,0.0030148354157688573,1054720,0.005709415681440078,103,0.286376953125
0.0,-1.7508864402770997e-08,15.96871589422226,313.64,225.0,241,0.04819668882642811,-0.0017940819332579849,1.7562997065484525,97.25,0.00438755900686374,1064960,0.004823136850069432,104,0.369921875
0.0,1.7136335372924803e-08,15.968717592954636,310.97,200.0,241,0.05076043700549389,-0.0010007055388996378,1.7418050527572633,83.0,0.002709622680663415,1075200,0.00610057210396917,105,0.2418212890625
0.0,-1.3783574104309083e-08,15.968716657161712,313.16,177.50000000000023,241,0.053036648984906495,-0.001398804570635548,1.7604587584733964,90.5,0.003751998338100293,1085440,0.006858853655171515,106,0.3045166015625
0.0,-3.725290298461914e-09,15.968717068433762,315.5,202.50000000000023,241,0.048553452543217836,-0.0008699521476955852,1.7039491429924964,105.75,0.002344673913154338,1095680,0.0065157043941326265,107,0.176513671875
0.0,1.7508864402770997e-08,15.968716126680373,315.44,202.50000000000023,241,0.04986042148057621,-0.0011544939483428608,1.6650718070566655,110.25,0.00332892575746655,1105920,0.0052092979702933915,108,0.2791015625
0.0,-1.4528632164001465e-08,15.968715435266494,311.1,200.0,241,0.047277228059915785,-0.001225274156604428,1.5838206917047501,96.5,0.003304190610066371,1116160,0.005776063699670431,109,0.254052734375
0.0,-3.7252902984619143e-10,15.96871793270111,319.12,227.5000000000002,241,0.049903366598892815,-0.0013351586287171813,1.5792819432914258,112.5,0.0029121320781655413,1126400,0.008241065904439893,110,0.23740234375
22.500000000000007,1.30385160446167e-08,15.96871787905693,333.78,430.0000000000004,241,0.0516463667255283,-0.0017078530592698371,1.6519595772027968,154.0,0.003101962221694521,1136640,0.009386317431926727,111,0.27568359375
25.0,-1.6391277313232423e-08,15.968717885017394,342.49,475.0,241,0.05310409352387918,-0.0012751238220516826,1.7069423407316209,178.25,0.0025020592256169037,1146880,0.008949364128056914,112,0.2224365234375
47.50000000000001,-2.9802322387695314e-09,15.968717724084854,351.38,500.0,241,0.05241247629389319,-0.001021854494319996,1.6767441391944886,199.0,0.0022079273423571523,1157120,0.011596508395268757,113,0.18759765625
25.0,-2.6077032089233397e-09,15.968717509508133,354.26,575.0,241,0.052548885157249835,-0.0017923891598911723,1.6570504210889339,212.25,0.0026163265308582597,1167360,0.010004389645655466,114,0.2231201171875
25.0,-2.9802322387695314e-09,15.968717741966248,350.84,575.0,241,0.05724915089182945,-0.0009986777575250016,1.703006860613823,210.75,0.0028130795581319036,1177600,0.010501464164553909,115,0.2152099609375
50.0,-4.8428773880004884e-09,15.968717533349992,342.26,505.00000000000045,241,0.05097698466865719,-0.0010368195100454614,1.7159288868308067,199.5,0.0024272440804935513,1187840,0.009438490764296148,116,0.1990966796875
47.50000000000001,-1.1548399925231934e-08,15.968717962503433,337.26,450.0,241,0.052536669256865696,-0.0014410175081138732,1.755109815299511,184.0,0.00338436572634464,1198080,0.008452993715945923,117,0.28251953125
25.0,1.862645149230957e-09,15.968717443943024,332.23,287.5000000000011,241,0.051836345607958925,-0.0011866965920489746,1.7581922255456448,151.75,0.0027706420174126835,1208320,0.006923019240548456,118,0.252783203125
25.0,-1.30385160446167e-08,15.96871570944786,327.54,252.50000000000023,241,0.05003895059231809,-0.0016633609340715339,1.738137100636959,131.0,0.0035121351355542176,1218560,0.006372463124159821,119,0.3031982421875
25.0,-5.587935447692871e-09,15.968717652559281,324.18,250.0,241,0.052854048830739186,-0.0013476281899784226,1.7329904407262802,124.75,0.0035016648608461763,1228800,0.007030489917269733,120,0.292431640625
25.0,-1.2293457984924316e-08,15.968717366456985,321.02,255.00000000000043,241,0.05377890650197011,-0.0009455010265810415,1.7132171154022218,125.25,0.0026692432102436215,1239040,0.008217723593588744,121,0.21484375
25.0,-1.1175870895385742e-08,15.96871783733368,322.18,350.0,241,0.056091151237619055,-0.0012063079655490582,1.7184553541243077,142.5,0.0030664072124864106,1249280,0.009928612189833074,122,0.2697265625
25.0,-1.862645149230957e-09,15.968717533349992,325.66,350.0,241,0.05160528172136186,-0.0014414687608223175,1.6851192064583302,154.5,0.0037671104897697206,1259520,0.007178908620517177,123,0.2899658203125
0.0,-7.450580596923828e-09,15.96866208910942,322.83,277.5000000000002,241,0.05007257628507088,-0.001634902399382554,1.6580638356506825,135.75,0.004085488035264007,1269760,0.005185469759805983,124,0.342578125
0.0,1.4156103134155273e-08,15.968716061115265,315.28,225.0,241,0.046870788171294524,-0.0007455220609699608,1.6891622520983218,98.75,0.0031924895208703674,1280000,0.005132616984076322,125,0.2421875
0.0,2.9802322387695314e-09,15.96871457695961,314.07,175.0,241,0.04835045010932368,-0.0014716146539285545,1.7007088512182236,84.75,0.003378744200665551,1290240,0.006380502439162683,126,0.3124755859375
0.0,7.078051567077636e-09,15.968717169761657,316.24,175.0,241,0.04843909157679789,-0.001375278035447991,1.7016548208892346,89.25,0.004265718410897535,1300480,0.0051551200778476415,127,0.34140625
0.0,-4.097819328308106e-09,15.968717348575591,317.76,227.5000000000002,241,0.05151798637476009,-0.000960134238266619,1.7225843742489815,104.25,0.0030875990606432425,1310720,0.007140426178466441,128,0.271435546875
0.0,1.1175870895385742e-09,15.968717753887177,325.62,302.5000000000002,241,0.053133460214865404,-0.0015971185581292956,1.7102317303419112,130.75,0.0031448390193872912,1320960,0.009382243792788358,129,0.2775390625
25.0,-5.215406417846679e-09,15.968717861175538,333.32,400.0,241,0.052138401721552305,-0.0013526164897484706,1.7043199710547925,159.5,0.002906544991992632,1331200,0.009217872142835403,130,0.232861328125
25.0,-2.6077032089233397e-09,15.968717801570893,347.63,400.0,241,0.057190745451766424,-0.0009205309914250392,1.721005117893219,202.75,0.002415834214275492,1341440,0.013625456892259535,131,0.214599609375
50.0,1.4901161193847657e-09,15.968717855215072,357.16,377.5000000000002,241,0.059502089574589044,-0.0014982916214648866,1.7342334225773812,217.75,0.0024951997548555483,1351680,0.011838567684753798,132,0.2461669921875
75.0,-2.458691596984863e-08,15.96871770620346,360.22,502.5000000000002,241,0.05728184358606091,-0.0018796848089550622,1.7386999249458313,235.5,0.0027234769974029405,1361920,0.011848631691100309,133,0.2488037109375
75.0,-1.4156103134155273e-08,15.968717563152314,358.35,502.5000000000002,241,0.053165432719546456,-0.0013075366146949817,1.713326743990183,227.5,0.002685184189067513,1372160,0.00973263528503594,134,0.2500732421875
50.0,-1.564621925354004e-08,15.968717765808105,356.25,455.0000000000004,241,0.05415440005725405,-0.001595177529088687,1.6929539509117604,203.25,0.002549224835888708,1382400,0.009704425646486926,135,0.23330078125
50.0,2.2351741790771484e-09,15.968717902898788,350.97,405.00000000000045,241,0.055361933368098984,-0.0014831342625257094,1.7472118258476257,197.0,0.002344008219756688,1392640,0.011375985396080068,136,0.2388671875
50.0,-1.862645149230957e-08,15.968717694282532,352.93,400.0,241,0.05381246154137922,-0.0015321374157792889,1.729489429295063,196.75,0.002834056409437835,1402880,0.010858719445241149,137,0.2216064453125
