P09:episode_rewards,value_loss,epoch_idx,policy_loss,explained_variance,fps,frames,advantage_norm,PMM:episode_rewards,grad_norm,clip_fraction,policy_entropy,approx_kl_divergence,episode_length,P01:episode_rewards
175.0,0.004296338495160512,18,-0.0008895991762983612,5.960464477539063e-09,272,184320,15.96871554851532,74.25,0.037291126592650006,0.2105224609375,1.1635850366204976,0.003823376273135182,300.03,0.0
125.0,0.006279664770818272,19,-0.0006933243694220437,-1.2665987014770507e-08,273,194560,15.968717563152314,67.75,0.044380261050876856,0.1658935546875,1.2724023163318634,0.0028610249899088556,295.63,0.0
175.0,0.0065778567462984935,20,-0.0020386878921272,5.215406417846679e-09,274,204800,15.968717569112778,87.25,0.04325009013866617,0.2395263671875,1.3097831383347511,0.003558931560363021,299.12,22.500000000000007
175.0,0.006342618449605197,21,-0.0008936474550864659,6.332993507385254e-09,275,215040,15.96871684193611,91.25,0.049944346678727936,0.2078857421875,1.4164103507995605,0.0034633686765388914,300.19,25.0
175.0,0.007394871608653375,22,-0.0012254414996277774,0.0,275,225280,15.968717622756959,94.5,0.048936278463072254,0.2206298828125,1.4768852718174457,0.003590151407809117,303.05,25.0
152.50000000000023,0.006005511654689144,23,-0.0016154943834408187,-1.3783574104309083e-08,275,235520,15.968717390298844,91.75,0.04775427759150421,0.242138671875,1.4573742777109147,0.003620490746061478,302.78,0.0
177.50000000000023,0.00603340716143066,24,-0.0012731554597849026,-2.1979212760925294e-08,276,245760,15.968716603517532,96.25,0.04715374999273752,0.206494140625,1.3299343913793564,0.0029208571544018015,305.05,0.0
177.50000000000023,0.009444854084358667,25,-0.0008925303452997468,-7.82310962677002e-09,276,256000,15.96871801018715,101.0,0.0507159217403735,0.14765625,1.3860242299735546,0.0024254188397662803,306.68,0.0
250.0,0.009810253023533732,26,-0.001452743462868966,-1.080334186553955e-08,276,266240,15.968717783689499,125.25,0.05386382856853376,0.209326171875,1.4399166636168956,0.002833167230511435,320.26,25.0
250.0,0.009907113188819493,27,-0.0009683434996986762,1.601874828338623e-08,277,276480,15.968717563152314,140.25,0.050956004543213126,0.183984375,1.4613391540944576,0.0023792000076127808,324.9,25.0
277.5000000000002,0.012285296140180434,28,-0.0011279497397481465,-2.9802322387695314e-09,277,286720,15.968717819452285,169.75,0.04685199465165777,0.153076171875,1.3791110202670098,0.002692460878211023,333.98,47.50000000000001
300.0,0.013919287422322669,29,-0.0015852343269216363,-1.3411045074462891e-08,277,296960,15.968717807531357,186.75,0.049419298752324134,0.15419921875,1.3363543540239333,0.0026684520381650145,333.64,50.0
302.5000000000002,0.012778319024255325,30,-0.0012296131237235386,4.097819328308106e-09,278,307200,15.968717640638351,206.0,0.0468903210934609,0.162841796875,1.3486873842775822,0.002351378025349504,342.76,72.50000000000001
300.0,0.011641354570747353,31,-0.001184502340038307,1.825392246246338e-08,278,317440,15.96871777176857,200.25,0.04810857333920025,0.1559814453125,1.3409009724855423,0.0023829859138231766,341.61,75.0
277.5000000000002,0.010086256971408147,32,-0.0012638440413866193,3.7252902984619143e-10,278,327680,15.968717765808105,176.5,0.04932381495319501,0.162451171875,1.3320279866456985,0.002708393080416016,337.31,50.0
275.0,0.00884281236726565,33,-0.0008454508984868881,-1.7881393432617187e-08,278,337920,15.968717694282532,162.5,0.04494993934582968,0.1371826171875,1.2455566875636577,0.0021143725295871716,335.37,50.0
250.0,0.008167252530256519,34,-0.0011974429649853845,3.3527612686157227e-09,278,348160,15.968717646598815,140.0,0.04948765100410395,0.168798828125,1.3423934549093246,0.002513489545071934,332.52,25.0
200.0,0.00754701854839368,35,-0.0010168987639190164,-1.9371509552001954e-08,279,358400,15.968717628717423,122.0,0.050929960940853405,0.1789306640625,1.387488605082035,0.0028439193307917775,329.97,25.0
202.50000000000023,0.008623849506329861,36,-0.000884025856066728,-1.0430812835693359e-08,279,368640,15.968717843294144,120.0,0.04783540266168058,0.147216796875,1.3555371023714542,0.002489700831688424,324.15,25.0
202.50000000000023,0.007662752597320832,37,-0.0009765711347426986,0.0,279,378880,15.968717479705811,115.0,0.04958656904511793,0.187060546875,1.38931979611516,0.0028390740886493405,317.29,25.0
225.0,0.010273339961713646,38,-0.0011102811447926797,-2.2724270820617674e-08,279,389120,15.968717813491821,125.5,0.05292478050003433,0.1900146484375,1.4116345815360547,0.002913473561642377,317.45,25.0
250.0,0.0100921227800427,39,-0.0014250676154915708,4.470348358154297e-09,279,399360,15.968717956542969,148.0,0.05767605910286144,0.198974609375,1.476229340583086,0.0028466771669286572,333.17,25.0
285.00000000000085,0.009490891623136122,40,-0.0014439907856285572,-6.332993507385254e-09,279,409600,15.96871787905693,170.75,0.05643755361745425,0.228125,1.4674115546047688,0.0028565861999595653,342.08,50.0
377.5000000000002,0.009845274140388938,41,-0.001377168984618038,-1.2665987014770507e-08,279,419840,15.968717968463897,179.5,0.05570710591850575,0.1763916015625,1.443181999027729,0.002463923684160818,345.63,50.0
377.5000000000002,0.012030142650473863,42,-0.0016244190126599278,-1.862645149230957e-09,280,430080,15.968717712163926,186.0,0.06016235952851773,0.2150146484375,1.473266164213419,0.0027628843557010894,344.46,50.0
425.0,0.00902752442543715,43,-0.0018095185732818209,-1.3783574104309083e-08,280,440320,15.968717676401138,203.5,0.05626941048932664,0.2362548828125,1.5041932217776774,0.003067881178913012,348.58,50.0
427.5000000000002,0.010805013404751661,44,-0.001998722994903801,-1.862645149230957e-09,280,450560,15.968717682361603,203.75,0.05827568785647889,0.19111328125,1.4861617252230643,0.002384540233003918,348.27,50.0
452.50000000000017,0.007979138659257501,45,-0.0015205065603367985,1.5273690223693846e-08,281,460800,15.968713283538818,190.5,0.05286418103732975,0.236328125,1.4682920634746552,0.003347943794665298,345.37,50.0
400.0,0.00780491115510813,46,-0.0010737073425843846,-2.6077032089233397e-09,281,471040,15.968717753887177,149.5,0.05190395340505914,0.188037109375,1.54949736520648,0.0026461933697021324,328.84,0.0
275.0,0.009497216833915445,47,-0.00128267104155384,5.587935447692871e-09,281,481280,15.968717747926712,137.25,0.052620819023253426,0.1826416015625,1.5153187535703183,0.002493755180955759,327.8,0.0
275.0,0.011782543055051064,48,-0.0013770825706160394,1.0058283805847169e-08,281,491520,15.968717736005782,134.5,0.05852252351789842,0.2042236328125,1.5276416473090648,0.0026120328646470625,326.91,0.0
325.0,0.012829130020691082,49,-0.0010117217141669243,-2.123415470123291e-08,282,501760,15.968718034029006,185.75,0.05875306765396898,0.188037109375,1.5353438772261143,0.002547606460439056,340.47,50.0
355.00000000000045,0.009406564501477987,50,-0.0016679119176842504,3.7252902984619143e-10,282,512000,15.968717813491821,191.5,0.05576590095670331,0.21533203125,1.5585292629897594,0.002927947415446397,343.93,50.0
425.0,0.010503139805223327,51,-0.0011026339921954786,3.7252902984619143e-10,282,522240,15.96871799826622,187.5,0.05820244788901981,0.1826416015625,1.5046764850616454,0.0025236380806632043,342.77,50.0
355.00000000000045,0.011550843131772126,52,-0.0013792426136205905,-8.195638656616212e-09,282,532480,15.968717640638351,169.25,0.06238304568391919,0.200244140625,1.5024859808385371,0.002528137082572357,335.41,47.50000000000001
400.0,0.007626574939240527,53,-0.0011366989972884766,2.2351741790771484e-09,282,542720,15.96871777176857,162.5,0.047668168585937795,0.1578369140625,1.3146838121116162,0.0023168309867813265,326.37,25.0
305.00000000000045,0.007926198911445682,54,-0.0008931689753808314,7.82310962677002e-09,282,552960,15.968717610836029,143.0,0.04590872132802596,0.155078125,1.309460274875164,0.0022718351355081267,317.12,22.500000000000007
227.5000000000002,0.006390992010346963,55,-0.0008329689553647768,-9.685754776000977e-09,282,563200,15.968717563152314,125.25,0.047474666480678954,0.143701171875,1.3249078653752804,0.0021824175268875478,312.85,22.500000000000007
225.0,0.008411771460123419,56,-0.0013186421369027813,-1.30385160446167e-08,282,573440,15.968717682361603,115.5,0.04971822482277932,0.1791015625,1.3976784273982048,0.0022849560232828026,313.72,25.0
225.0,0.008042843964904022,57,-0.0011778460491768783,-2.2351741790771484e-09,282,583680,15.968716752529144,117.5,0.05155554794091481,0.200048828125,1.380195789784193,0.00248653594580901,316.62,25.0
225.0,0.005409204162674541,58,-0.0015552028751699253,-1.9371509552001954e-08,283,593920,15.968717509508133,106.0,0.04081144409180021,0.1935791015625,1.2693316832184791,0.00272149403819526,315.17,25.0
177.50000000000023,0.006080198938434478,59,-0.001085947794126696,1.2293457984924316e-08,282,604160,15.96871775984764,90.5,0.04349789586092812,0.17177734375,1.2440964221954345,0.0024450040839127498,311.08,25.0
150.0,0.005385909982146586,60,-0.0013359957236389163,1.0058283805847169e-08,283,614400,15.968716377019883,70.75,0.040798761944189924,0.175341796875,1.3228698544204236,0.0027692469629300833,303.73,0.0
150.0,0.0063462776505957665,61,-0.0008670420094858855,-1.1548399925231934e-08,283,624640,15.9687165081501,79.0,0.04770456277382802,0.2287841796875,1.4526553720235824,0.003773243714186947,307.36,0.0
200.0,0.007483467218560236,62,-0.0014072512083657784,-7.450580596923828e-09,283,634880,15.968717217445374,92.25,0.05111467829861779,0.2507080078125,1.4816320054233074,0.0036803239856453727,311.72,0.0
202.50000000000023,0.005052378425898496,63,-0.0007212576776510105,4.097819328308106e-09,283,645120,15.96871445775032,94.0,0.04497852271224158,0.2014404296875,1.4591200046241284,0.0034830316109037084,313.21,0.0
177.50000000000023,0.00750952915786911,64,-0.001488789031645865,-6.7055225372314455e-09,283,655360,15.968717747926712,91.25,0.054109895302636456,0.271044921875,1.5938118159770966,0.0037138046011023105,313.11,0.0
200.0,0.0095507436839398,65,-0.00156283033429645,-1.3411045074462891e-08,284,665600,15.968718004226684,97.75,0.05510192723057217,0.2339599609375,1.619497336447239,0.002810176612911164,315.33,25.0
230.0000000000004,0.010425027124802,66,-0.0008459588600089774,8.568167686462402e-09,284,675840,15.96871766448021,128.25,0.0564554251110394,0.1907958984375,1.5959545068442822,0.0026817967678994135,326.68,25.0
300.0,0.008952381314884406,67,-0.00123114423113293,2.9802322387695314e-09,284,686080,15.968717712163926,145.0,0.05653090564226643,0.2436279296875,1.6709133066236972,0.002823427952353086,334.95,25.0
325.0,0.012368969755334547,68,-0.0015690635002101772,-1.9744038581848144e-08,283,696320,15.968717765808105,170.0,0.05885754450573821,0.1958251953125,1.6947284482419491,0.002749439365834405,341.34,25.0
300.0,0.008778040213292116,69,-0.0009780163964023814,-4.8428773880004884e-09,283,706560,15.968717902898788,168.5,0.056081780874217314,0.24541015625,1.7309816472232342,0.0028115181940847832,339.26,25.0
277.5000000000002,0.006493939259235049,70,-0.0013473316743329634,7.450580596923828e-09,283,716800,15.968717807531357,156.25,0.05232909760353571,0.2532470703125,1.740206839889288,0.0029227253741282767,330.1,22.500000000000007
250.0,0.007532171277102861,71,-0.0006994370447500842,-1.2293457984924316e-08,283,727040,15.96871662735939,122.0,0.05285646958700504,0.1994140625,1.7405212961137295,0.002288092010581977,322.62,0.0
200.0,0.007190277544214041,72,-0.0016330192169334624,-2.0489096641540527e-08,284,737280,15.968717724084854,103.5,0.052193335940157494,0.2304931640625,1.713649118691683,0.002964620627756176,320.26,0.0
200.0,0.006567264762361446,73,-0.0020927896504872477,-3.7252902984619143e-10,284,747520,15.968716329336166,99.0,0.05426694090508558,0.2968505859375,1.704840313643217,0.0040628882455166606,320.4,0.0
200.0,0.005086221900943144,74,-0.0010909943950537127,-8.568167686462402e-09,284,757760,15.968715101480484,96.75,0.049901765873171126,0.2216552734375,1.648961816728115,0.0031133382952589273,317.82,0.0
200.0,0.006804902252497413,75,-0.0013019398036703933,-5.960464477539063e-09,284,768000,15.968717026710511,96.25,0.05309349253751803,0.2145751953125,1.6731291137635709,0.0025957606091992604,310.8,0.0
200.0,0.006619283397139952,76,-0.0005827343207783997,-1.4901161193847657e-09,284,778240,15.9687175989151,94.75,0.05273334664564032,0.17724609375,1.653636159747839,0.0023987486327428087,310.19,0.0
177.50000000000023,0.005819182363143227,77,-0.0006874064842122607,-1.1175870895385742e-09,284,788480,15.968717128038406,90.25,0.04841999682766194,0.2097412109375,1.5824413254857064,0.0028338888985899756,306.59,0.0
175.0,0.005742481613913242,78,-0.001048947699018754,-1.7508864402770997e-08,284,798720,15.968716472387314,86.5,0.05076295663665696,0.219140625,1.6425328016281129,0.002759438482257792,309.2,0.0
175.0,0.005930691262585696,79,-0.001030950801941799,-6.7055225372314455e-09,284,808960,15.968717008829117,84.0,0.04950664553266768,0.2545654296875,1.711685597896576,0.0035217134065163693,310.6,0.0
175.0,0.005457188126274559,80,-0.001170563717096229,-1.7881393432617187e-08,285,819200,15.968717515468597,84.0,0.050332413098031915,0.2353515625,1.6977661013603211,0.003292788991393536,312.77,0.0
150.0,0.005888461857830407,81,-0.001150769279411179,7.450580596923829e-10,285,829440,15.968717318773269,76.5,0.05058041954039104,0.2156494140625,1.6765238359570502,0.0026914251797748533,309.5,0.0
175.0,0.007541504286928102,82,-0.0019242187383497367,3.7252902984619143e-10,285,839680,15.968717700242996,84.5,0.05407209487346524,0.2521484375,1.6897209629416465,0.0027242968927566834,314.26,0.0
202.50000000000023,0.00777671225322365,83,-0.0016321451133990196,-1.9744038581848144e-08,285,849920,15.968717354536057,95.75,0.05104404380911333,0.240478515625,1.6511464782059193,0.0027949955813767247,316.24,0.0
300.0,0.008504442089906661,84,-0.0014174139738315716,-1.1175870895385742e-08,285,860160,15.96871775984764,130.25,0.052431466938874946,0.2194580078125,1.6458512142300605,0.0028263743620755124,326.12,25.0
402.5000000000002,0.008239925625821343,85,-0.0017033631489539402,1.4528632164001465e-08,285,870400,15.968717730045318,142.5,0.04969000262911994,0.2326904296875,1.5812699235975742,0.0030157446891621474,327.94,22.500000000000007
402.5000000000002,0.010377598501872854,86,-0.00090152767879772,-4.097819328308106e-09,285,880640,15.968717741966248,159.5,0.051339732546942164,0.169775390625,1.5756207711994648,0.0023934418091016594,338.69,25.0
400.0,0.01148397191955155,87,-0.0008254453161498532,4.8428773880004884e-09,285,890880,15.968717861175538,171.0,0.05641775208522095,0.208349609375,1.6771442495286464,0.0029228252782786514,344.68,25.0
377.5000000000002,0.00978468745452119,88,-0.0014954529513488523,-1.1175870895385742e-09,285,901120,15.968717849254608,184.75,0.05357941027088965,0.2263916015625,1.7199652783572674,0.002993333279664512,350.77,50.0
357.5000000000007,0.011251665328018134,89,-0.0016825397469801828,1.1920928955078126e-08,285,911360,15.968717634677887,185.75,0.05678574001041755,0.2559326171875,1.7337430439889432,0.0032220231063092796,348.94,50.0
402.5000000000002,0.01028543183565489,90,-0.0019393709353607846,-1.1920928955078126e-08,285,921600,15.968717861175538,182.5,0.05528817519860531,0.250732421875,1.7243909567594529,0.0032497097586428937,339.75,50.0
350.0,0.010490849745110609,91,-0.0013009985166718252,-7.82310962677002e-09,285,931840,15.96871789097786,171.75,0.05592602300277634,0.1997802734375,1.7121345862746238,0.002311906984800771,339.36,50.0
355.00000000000045,0.01432790223916527,92,-0.001373882282496197,-1.1175870895385742e-09,285,942080,15.968717950582505,183.25,0.05878978551837322,0.1814208984375,1.691435007750988,0.002341274998400422,337.5,50.0
355.00000000000045,0.012262916618055897,93,-0.0009865875559626146,2.123415470123291e-08,285,952320,15.968717747926712,204.0,0.05669095326045852,0.182568359375,1.6637529321014881,0.002395289662877076,346.53,72.50000000000001
457.5000000000006,0.013055341632571072,94,-0.0015645825471438002,1.4901161193847657e-09,285,962560,15.96871783733368,226.0,0.05601910922706416,0.1783447265625,1.6185724496841432,0.0024006636730291575,353.82,75.0
550.0,0.013178386620711535,95,-0.0011316250001982553,-1.0430812835693359e-08,285,972800,15.968717831373215,241.5,0.05847246222966716,0.1723388671875,1.6083737060427665,0.002010781323434685,360.04,75.0
400.0,0.01267730265535647,96,-0.001940665946676745,-2.384185791015625e-08,285,983040,15.968718039989472,224.5,0.06251760666853848,0.2514892578125,1.664417380094528,0.002827825583563026,361.5,75.0
480.00000000000045,0.011191877432065667,97,-0.0013135244491422782,-2.7567148208618165e-08,285,993280,15.96871770620346,237.5,0.060996233084287386,0.2449951171875,1.6623121149837972,0.00276106741195008,366.12,75.0
410.00000000000085,0.013471367595775519,98,-0.001273372571085929,3.3527612686157227e-09,285,1003520,15.968717902898788,232.25,0.05518573339284717,0.16923828125,1.6189008206129074,0.002135462268961419,361.43,75.0
505.00000000000045,0.012693736689834622,99,-0.0013776991643680958,1.3411045074462891e-08,285,1013760,15.968717831373215,236.25,0.0566516500739712,0.2174560546875,1.617535550147295,0.0024875729919244804,354.99,72.50000000000001
550.0,0.013800129242008552,100,-0.001308429243727005,2.6077032089233397e-09,285,1024000,15.968717813491821,258.0,0.06085566264606453,0.2000732421875,1.6951205082237721,0.002283156323142066,353.63,75.0
527.5000000000002,0.010539574819995323,101,-0.0011728848883649334,-4.8428773880004884e-09,286,1034240,15.968717730045318,243.75,0.055113524614802026,0.1924560546875,1.7323573321104049,0.0021330778484866643,356.68,50.0
527.5000000000002,0.008670649272244191,102,-0.001331363203280489,2.6077032089233397e-09,285,1044480,15.968717676401138,229.25,0.055531244333251774,0.253564453125,1.7522586904466153,0.00268090151571414,349.21,25.0
477.5000000000002,0.006113218189238978,103,-0.0017861581978650064,-1.7508864402770997e-08,285,1054720,15.968717485666275,170.75,0.05324840344109098,0.2607177734375,1.7474552303552628,0.0035516999765832225,334.63,22.500000000000007
382.5000000000007,0.011008475673588692,104,-0.001211323401366826,-2.2724270820617674e-08,286,1064960,15.968717736005782,163.0,0.05893007122375291,0.24365234375,1.7568709298968315,0.0029651068259113345,328.98,22.500000000000007
330.0000000000004,0.010871170287282439,105,-0.0017799535748054041,-2.60770320892334e-08,286,1075200,15.968717914819717,154.75,0.0581891870622829,0.2136962890625,1.7514642477035522,0.0024280779284254093,326.02,25.0
452.50000000000017,0.012887756731652189,106,-0.001768616914341692,-9.685754776000977e-09,286,1085440,15.968717968463897,191.0,0.06189971757145692,0.219384765625,1.7022087052464485,0.002337689527735165,337.48,25.0
327.5000000000002,0.011430162405304145,107,-0.0010345518305257429,-7.450580596923828e-09,286,1095680,15.968717855215072,194.0,0.05441039255840789,0.16435546875,1.6899106897413732,0.0020036139522630948,339.77,50.0
327.5000000000002,0.008248831222226726,108,-0.0012457916218409082,-5.587935447692871e-09,286,1105920,15.968717861175538,191.0,0.05280372964834444,0.245263671875,1.6237345486879349,0.0029567851720344153,343.41,50.0
277.5000000000002,0.008979358555006912,109,-0.0008898726093320875,-5.215406417846679e-09,286,1116160,15.968717646598815,156.0,0.0558246857119857,0.190087890625,1.570979068428278,0.002107819763779162,334.06,25.0
277.5000000000002,0.011195149792911252,110,-0.0013568756883614696,-1.862645149230957e-09,286,1126400,15.968717789649963,137.75,0.05722079561136212,0.213330078125,1.618962750583887,0.002674093357887841,327.16,22.500000000000007
277.5000000000002,0.008206617576433928,111,-0.002096418607106898,6.7055225372314455e-09,286,1136640,15.968717694282532,142.25,0.049525303483652285,0.2206298828125,1.5826442949473858,0.002509412358415375,325.62,25.0
255.00000000000043,0.009646957579025183,112,-0.001443722329713637,1.3783574104309083e-08,286,1146880,15.968717831373215,148.0,0.051864018308021086,0.2054443359375,1.5598040707409382,0.002370349922944115,328.41,25.0
250.0,0.007334029566663958,113,-0.001424561055318918,2.9802322387695314e-09,286,1157120,15.968717569112778,140.25,0.04500235856138685,0.1679443359375,1.4693816125392913,0.002543397813983006,326.52,25.0
250.0,0.006904209940148576,114,-0.0010521602871449431,-2.421438694000244e-08,286,1167360,15.968717843294144,127.5,0.04281447723474731,0.1651611328125,1.434668318927288,0.0022945416598261657,324.4,25.0
250.0,0.00896951107897621,115,-0.0006989480967604323,-1.2293457984924316e-08,286,1177600,15.968717807531357,119.25,0.04952710138571758,0.16533203125,1.4998159177601338,0.0020522785846083026,322.89,25.0
275.0,0.006668452997837448,116,-0.001148055699741235,-3.799796104431152e-08,286,1187840,15.96871750354767,116.25,0.05271283445499457,0.19423828125,1.5815917305648326,0.0023151009427238023,323.68,0.0
225.0,0.006786479644927112,117,-0.0010106141366122757,5.215406417846679e-09,286,1198080,15.968716931343078,110.5,0.04980084369051786,0.203515625,1.550492861866951,0.002316756940427922,322.8,0.0
225.0,0.006414811507420381,118,-0.000762823376499,2.2351741790771484e-09,286,1208320,15.968717700242996,100.0,0.051418405615835515,0.2111328125,1.6035381451249122,0.002831123154078341,322.01,0.0
202.50000000000023,0.008506551557366038,119,-0.0008842262002872303,3.7252902984619143e-10,286,1218560,15.96871771812439,103.75,0.05353924537811884,0.2234130859375,1.5866067230701446,0.0029704353455770162,316.54,25.0
255.00000000000043,0.007686979835625607,120,-0.0011818252278317232,-9.313225746154785e-09,286,1228800,15.96871721148491,124.5,0.05051763177592802,0.2007080078125,1.5745313696563243,0.002275223714389085,322.61,25.0
377.5000000000002,0.006863825932094869,121,-0.0010717956582084298,-1.0058283805847169e-08,286,1239040,15.968716990947723,134.25,0.04914757598654702,0.2128662109375,1.5820507869124412,0.002433752413713819,317.26,25.0
307.5000000000006,0.004705887979923773,122,-0.0008810270446701907,1.862645149230957e-09,286,1249280,15.968714666366576,114.25,0.049600263496181136,0.2243408203125,1.6127542808651925,0.0027398587676373152,312.71,0.0
175.0,0.006222931572619927,123,-0.001544326173097943,-8.940696716308593e-09,286,1259520,15.9687165081501,96.5,0.04910420835990359,0.2040283203125,1.5623047165572643,0.00245843565070345,306.36,0.0
152.50000000000023,0.006947005807933238,124,-0.0010790747866849415,-5.215406417846679e-09,286,1269760,15.96871746778488,80.5,0.05081997577549008,0.1981201171875,1.574445017427206,0.0020870579230631847,306.92,0.0
177.50000000000023,0.006050913027138449,125,-0.0012625831852346892,-1.4901161193847656e-08,286,1280000,15.96871646642685,99.75,0.04856003542596576,0.2082763671875,1.5146793015301228,0.0023045379670747932,312.3,0.0
177.50000000000023,0.005421157009482158,126,-0.000973405232798541,2.9802322387695314e-09,286,1290240,15.968717163801193,99.25,0.05224175976226374,0.27919921875,1.551765625923872,0.0030733514319535972,308.97,0.0
277.5000000000002,0.007437023320380831,127,-0.001597557614877587,-4.8428773880004884e-09,286,1300480,15.968717777729035,109.0,0.053162580890737166,0.217724609375,1.5410861410200596,0.0027106929822025448,309.0,0.0
275.0,0.00691344375773042,128,-0.0017838115374615882,-1.2665987014770507e-08,287,1310720,15.968717813491821,107.75,0.054482941439608246,0.2423095703125,1.5427172593772411,0.0027045555646964202,312.41,22.500000000000007
277.5000000000002,0.006303900245052318,129,-0.0010888095581321976,4.8428773880004884e-09,287,1320960,15.968717682361603,116.25,0.0500668757735326,0.2323486328125,1.559894037246704,0.0024118880981674807,317.69,25.0
250.0,0.006767707069639073,130,-0.0010294342730048811,-1.3783574104309083e-08,287,1331200,15.968717098236084,103.5,0.05114817342360898,0.2163818359375,1.5603984639048576,0.002671696772870291,315.77,0.0
252.50000000000023,0.007453324729794986,131,-0.0018654125979082892,-1.4156103134155273e-08,287,1341440,15.968717658519745,118.5,0.05266832058786043,0.2202880859375,1.5297087281942368,0.002491440832676517,318.27,22.500000000000007
252.50000000000023,0.0073979266281071435,132,-0.0013261394524306525,-5.215406417846679e-09,287,1351680,15.968713700771332,119.75,0.05214531987408254,0.224560546875,1.5388527080416678,0.0024569247114300196,315.27,0.0
227.5000000000002,0.006431124390911691,133,-0.0013748483892413788,-9.685754776000977e-09,287,1361920,15.968716090917587,116.5,0.05223166801625599,0.2320068359375,1.514610992372036,0.0028751527236352105,312.63,0.0
427.5000000000002,0.008702762904231064,134,-0.0012445800901332404,-6.332993507385254e-09,287,1372160,15.968717259168624,123.25,0.05317952151578875,0.2241943359375,1.5725712940096854,0.002553411998826505,311.7,0.0
315.00000000000125,0.01024050148735114,135,-0.0008121001294057351,-1.2293457984924316e-08,287,1382400,15.968717962503433,138.75,0.057189486714797386,0.194921875,1.5610718317329884,0.0020970985514509265,319.17,0.0
330.0000000000004,0.005960364970391652,136,-0.0006952640302188229,5.587935447692871e-09,287,1392640,15.968716531991959,145.0,0.050496868005295834,0.20986328125,1.491039876639843,0.0022022882358783136,322.62,0.0
227.5000000000002,0.0055932698624246765,137,-0.001230348810349824,4.8428773880004884e-09,287,1402880,15.968717193603515,117.0,0.04908858978437565,0.215869140625,1.4778382502496243,0.002349521551174405,316.43,0.0
