P01:episode_rewards,value_loss,epoch_idx,frames,episode_length,grad_norm,policy_entropy,clip_fraction,explained_variance,approx_kl_divergence,advantage_norm,fps,policy_loss,PMM:episode_rewards,P09:episode_rewards
37.500000000000036,1.1377157360315322,1,10240,374.0416666666667,33.94787156107235,1.4137628197669982,0.314208984375,-0.022867884114384653,0.00957348008087246,15.968719220161438,169,0.007433217796642566,218.75,385.0
75.0,0.40799043187871575,2,20480,352.3636363636364,7.2558568543472814,1.6070607095956801,0.1452880859375,0.19875702783465385,0.0024671680882424676,15.96871938109398,160,-0.0020920356668284513,220.45454545454547,415.0
100.0,0.1881366421468556,3,30720,360.34939759036143,4.250945977683244,1.6713683314621448,0.1670654296875,0.4385871488600969,0.00252929691660068,15.968719321489335,168,-0.004208593012299389,245.18072289156626,500.0
100.0,0.14992225170135498,4,40960,352.62,4.131842623355029,1.6799457035958767,0.1427978515625,0.5848688181489706,0.0022976252406810113,15.968719166517257,173,-0.005291283626502263,247.0,500.0
122.5,0.1543746957089752,5,51200,354.84,4.256824713502319,1.6855714790523053,0.1181396484375,0.6601618330925703,0.0019417101136927253,15.968719428777694,176,-0.003986058295413386,255.0,502.5000000000002
125.0,0.14311185111291708,6,61440,360.31,3.347488689388721,1.699584712833166,0.1149658203125,0.6738036040216684,0.0018785914803633036,15.968719297647477,177,-0.00555692623147479,274.75,552.5000000000002
150.0,0.11912400289438665,7,71680,364.53,3.257415917918601,1.7205582022666932,0.139013671875,0.7899491462856532,0.00219455279775532,15.968719333410263,178,-0.006276927857106785,300.0,602.5000000000002
125.0,0.15392261724919082,8,81920,373.29,2.872279267188271,1.7249061949551105,0.1482666015625,0.6806558847427369,0.0022288323435535073,15.96871919631958,180,-0.0060449005857663,316.75,650.0
150.0,0.1317953982623294,9,92160,381.72,2.468040207974849,1.7387985818088054,0.130224609375,0.7135208204388619,0.0020850423753020525,15.968719285726547,182,-0.006637985826455406,329.75,650.0
150.0,0.12832801989279688,10,102400,385.58,2.355048934749919,1.745493269711733,0.1180908203125,0.7094149846583605,0.0019334985378011717,15.968719345331191,183,-0.006612068586764508,324.5,600.0
125.0,0.12357625621370971,11,112640,377.99,2.432712865138932,1.7529716983437538,0.1254150390625,0.7849932916462421,0.002051203230394345,15.968719416856766,183,-0.007427015858411323,316.0,600.0
125.0,0.12467718203552067,12,122880,378.51,2.427291965709144,1.7439895033836366,0.119580078125,0.7505635619163513,0.0019137487529181263,15.9687191426754,185,-0.007388293444819283,314.25,600.0
147.5,0.1186869780998677,13,133120,386.96,2.480421583953499,1.726423340290785,0.131005859375,0.7956759791821242,0.002032827059793199,15.968719190359115,184,-0.00707710551796481,325.0,555.0000000000005
175.0,0.1179952084319666,14,143360,383.79,2.2675157885853348,1.710751462727785,0.1446533203125,0.7865668799728155,0.0022584467622894754,15.968719345331191,186,-0.00815728723500797,329.25,550.0
200.0,0.13446707045659423,15,153600,390.41,2.4461262788501834,1.711227348446846,0.1489501953125,0.7864582881331443,0.002276746274560856,15.968719160556793,186,-0.007172833687218372,351.0,602.5000000000002
200.0,0.1557684311643243,16,163840,389.74,2.7103956956317417,1.7098569370806218,0.113671875,0.7800463564693928,0.0018651217299296627,15.968719124794006,186,-0.007414176333259093,378.0,627.5000000000002
175.0,0.16238327259197832,17,174080,390.23,2.603647597323267,1.7241228483617306,0.1256103515625,0.7590280193835497,0.0020012064276105166,15.968719184398651,186,-0.006812688228455955,379.25,652.5000000000002
175.0,0.1595528989098966,18,184320,393.26,2.318082926805457,1.7286236844956875,0.1427001953125,0.7859778609126806,0.002244976201746191,15.968719273805618,186,-0.008987601374974475,376.25,675.0
175.0,0.12475869015324861,19,194560,397.47,2.02077212020127,1.7321756720542907,0.16396484375,0.8698617499321699,0.002428654524192396,15.968719446659088,187,-0.009024131775731803,382.25,675.0
175.0,0.13044196767732502,20,204800,412.58,2.354158840477565,1.7210500620305538,0.15224609375,0.8698500122874975,0.002363004637595914,15.968719190359115,188,-0.009524309892731253,400.0,675.0
197.5,0.1715109061449766,21,215040,417.69,2.4279702801871776,1.7181980066001414,0.158837890625,0.8191800437867641,0.0024560192665379304,15.968719279766082,188,-0.009339179742528358,416.25,675.0
200.0,0.15575211453251542,22,225280,422.92,2.5780744406987117,1.7234343223273754,0.1458740234375,0.8103363335132598,0.0023497060320326786,15.96871930360794,188,-0.009202011740126182,421.5,652.5000000000002
200.0,0.11628675439860672,23,235520,426.49,2.093070550591247,1.6989485777914524,0.1739501953125,0.8307446155697107,0.0026940600577521445,15.968719351291657,188,-0.01114916680380702,421.25,675.0
225.0,0.11171315105166287,24,245760,418.65,1.8218030910328582,1.7106058873236178,0.1891357421875,0.862019182369113,0.0027859416860795544,15.968719220161438,189,-0.01114615194092039,437.75,675.0
222.5,0.12344776443205774,25,256000,421.31,2.1306398870545524,1.7170892551541328,0.1454345703125,0.8462337985634804,0.002296615365549184,15.968719094991684,189,-0.009845658893027576,455.25,675.0
225.0,0.14725986833218485,26,266240,422.01,2.061755036804798,1.717841135710478,0.1372802734375,0.8553395614027977,0.0022013885177560527,15.96871913075447,189,-0.010073241646023235,471.5,700.0
225.0,0.1558700991794467,27,276480,420.32,2.639042481036101,1.7201312191784381,0.1265869140625,0.8493855625391007,0.0020590492065824346,15.968719291687012,190,-0.008912983904883732,461.75,700.0
225.0,0.10100607573986053,28,286720,428.6,1.8578406837022663,1.722268245369196,0.13466796875,0.8876391641795636,0.0021319156788652525,15.968719309568405,190,-0.01006209712504642,460.5,677.5000000000002
225.0,0.12989318834152072,29,296960,428.04,2.177616913398058,1.7264987751841545,0.1478271484375,0.867046256735921,0.002335523571423726,15.968719112873078,190,-0.009830393778247525,436.0,675.0
247.5,0.1354602603940293,30,307200,433.52,2.1056107827469708,1.7186838626861571,0.1361083984375,0.8589877352118492,0.002128194475904243,15.968719226121902,190,-0.010070521338366233,439.0,677.5000000000002
275.0,0.1308648532954976,31,317440,441.19,2.041544470276969,1.7105166152119637,0.1621337890625,0.889862648025155,0.0025577294584766784,15.968719285726547,190,-0.009620216109033209,466.75,700.0
250.0,0.11296723647974431,32,327680,434.69,2.04078113650995,1.7000244699418545,0.145751953125,0.9031926725059748,0.0023968047497649626,15.968719124794006,190,-0.011227907007196336,467.5,700.0
275.0,0.12213822200428695,33,337920,432.25,1.933259607625935,1.6919889435172082,0.154443359375,0.8973676301538944,0.002492024823778007,15.968719267845154,191,-0.009947943105362355,477.25,700.0
275.0,0.09098187882918865,34,348160,433.15,1.8133347932914425,1.6922481253743171,0.159326171875,0.8881702575832605,0.0024684667168916024,15.968719357252121,191,-0.011400608701660531,480.5,700.0
250.0,0.10881808600388468,35,358400,433.92,1.8769577905129478,1.707916907221079,0.163134765625,0.881261745840311,0.0025320163326571932,15.96871926188469,191,-0.010889944934024242,493.0,700.0
250.0,0.15970084585715086,36,368640,433.97,2.1510925151348523,1.6899168752133846,0.143017578125,0.845715457201004,0.0023333760546168842,15.968719452619553,191,-0.009828504343749956,496.75,725.0
225.0,0.153640462923795,37,378880,437.28,1.8811877677775855,1.703779713064432,0.131787109375,0.848757454007864,0.0021425264191069016,15.968719094991684,192,-0.01038598844243097,487.0,725.0
225.0,0.10357322718482465,38,389120,442.59,1.8623877769820414,1.687000758945942,0.1566162109375,0.8921734470874071,0.0025055104530341274,15.968719351291657,192,-0.011425157834310085,503.25,725.0
272.5,0.10465775120537728,39,399360,443.3,1.8054841321354906,1.6769441761076451,0.151220703125,0.9078814271837473,0.002439349583551442,15.968719285726547,192,-0.011161361169070006,520.0,725.0
272.5,0.12454146787058562,40,409600,448.49,1.9767582134416457,1.7085142202675343,0.1445068359375,0.9002853780984879,0.0022922200746509818,15.968719279766082,192,-0.010790587965311715,510.0,725.0
225.0,0.15928660435602068,41,419840,444.75,2.2238053621495704,1.701031357049942,0.122900390625,0.8672678966075182,0.002170652395534803,15.968719321489335,192,-0.011119977379348712,496.0,725.0
272.5,0.10418421567883343,42,430080,442.58,1.7803515509753538,1.6895725339651109,0.122509765625,0.8988437097519636,0.002128377925055579,15.968719118833542,192,-0.011160575302346843,516.75,725.0
247.5,0.1188259487040341,43,440320,448.42,1.6694523887551658,1.6878721848130227,0.147705078125,0.8978706117719412,0.0025500360678055068,15.968719100952148,193,-0.01217121906884131,505.0,750.0
225.0,0.12186080061364919,44,450560,438.67,1.8069588548242983,1.6835740320384502,0.140234375,0.8772357784211635,0.0023113915564980424,15.968719220161438,193,-0.010664104838724597,493.25,727.5000000000002
247.5,0.14729524217545986,45,460800,441.32,1.99058349175268,1.6898922801017762,0.1286865234375,0.8615217324346304,0.002173001566439196,15.968719297647477,193,-0.010763194539322285,498.75,750.0
250.0,0.1237598105566576,46,471040,438.13,1.7024265771576654,1.6978632383048535,0.1608154296875,0.8965107519179583,0.0024848281154848766,15.968719166517257,193,-0.011487217214380507,496.75,705.0000000000005
247.5,0.1297197151463479,47,481280,427.49,1.8792481277439124,1.679039930552244,0.1481201171875,0.9014532890170812,0.002360849920546917,15.968719273805618,193,-0.010013656671799254,484.25,727.5000000000002
247.5,0.1089472204213962,48,491520,434.53,1.7497472748889806,1.6920692421495915,0.14716796875,0.8964675314724445,0.0023704320823984305,15.968719291687012,193,-0.011876506666521892,494.5,727.5000000000002
250.0,0.13866462954320014,49,501760,439.72,1.802261830822665,1.6982565902173519,0.137060546875,0.8907166730612517,0.0021567667586399127,15.968719255924224,193,-0.01088027555597364,522.0,727.5000000000002
250.0,0.13556898643728346,50,512000,454.15,1.749549243026578,1.6950899235904218,0.14111328125,0.877223452180624,0.002361407273986362,15.9687191426754,193,-0.011869878477591555,548.0,750.0
297.5,0.12965046560857446,51,522240,458.66,1.9214979373917394,1.6883856430649757,0.152685546875,0.9013571821153163,0.0025322816355586334,15.968719404935836,194,-0.01275748201442184,574.5,750.0
325.0,0.1156132006784901,52,532480,457.69,1.8013895138760607,1.6889694325625897,0.1616943359375,0.8973332803696394,0.002540877074943932,15.968719214200974,194,-0.012080976783909136,594.75,750.0
325.0,0.16071014946792275,53,542720,457.44,1.8859629456508429,1.6924896501004696,0.151171875,0.8528246261179447,0.002502160746167034,15.968719190359115,194,-0.012112809686368565,596.0,777.5000000000002
300.0,0.09277935861609876,54,552960,454.17,1.6066043356419466,1.689750935137272,0.162451171875,0.9375022366642952,0.0025990814634727364,15.968719184398651,194,-0.012820267985080135,569.5,750.0
300.0,0.16195234549231827,55,563200,450.19,2.220046478461815,1.682299516350031,0.13662109375,0.8824434362351894,0.0022129839928656,15.968719327449799,193,-0.009905650336440886,547.25,750.0
275.0,0.1805447574472055,56,573440,444.5,1.99377089154486,1.6723481193184853,0.1515625,0.8657925371080637,0.002517387635885256,15.968719297647477,193,-0.011568172463012161,520.75,725.0
275.0,0.18846355737186968,57,583680,440.47,2.1783586626690905,1.6799489624798298,0.1408447265625,0.8501136649399996,0.0024250924716628475,15.968719214200974,193,-0.010509742702924995,525.75,725.0
275.0,0.10682612273376435,58,593920,435.43,1.8388367426692238,1.673764695227146,0.135009765625,0.9184777095913887,0.0024466004001854843,15.968719184398651,193,-0.013136392687374609,534.75,750.0
297.5,0.09953289604745805,59,604160,435.5,1.6292468650466532,1.6744768239557744,0.1548095703125,0.9375957928597927,0.002688373645787899,15.968719309568405,194,-0.012555027080816216,560.25,752.5000000000002
300.0,0.09867490427568555,60,614400,444.74,1.6110587097724178,1.6916837938129903,0.1384521484375,0.9294634994119406,0.002320398246502319,15.96871924996376,194,-0.012117679718903674,600.0,775.0
