P01:episode_rewards,value_loss,epoch_idx,frames,episode_length,grad_norm,policy_entropy,clip_fraction,explained_variance,approx_kl_divergence,advantage_norm,fps,policy_loss,PMM:episode_rewards,P09:episode_rewards
300.0,0.13550188783556222,61,624640,446.54,1.7515382043164418,1.6907770171761514,0.1300048828125,0.9112743850797415,0.0023225511946864718,15.96871920824051,194,-0.012662991405522916,596.25,775.0
300.0,0.10593627088237553,62,634880,448.53,1.7016050786195074,1.6919491201639176,0.1292724609375,0.9106879472732544,0.0021717286157129888,15.968719315528869,194,-0.012631398402299964,599.5,775.0
322.5,0.10217589507810772,63,645120,456.51,1.5989396258753747,1.6907633900642396,0.160400390625,0.9233749590814113,0.0025347666456698994,15.96871938109398,194,-0.012445993295841618,618.0,775.0
297.5,0.1656215250957757,64,655360,459.06,1.8489929815030037,1.6992817729711533,0.1423828125,0.8534795228391886,0.002323185369494097,15.96871907711029,194,-0.011982794600044144,587.0,775.0
275.0,0.11943430667743087,65,665600,453.01,1.722885449182058,1.672793559730053,0.1510986328125,0.9274601962417364,0.0027665273093137694,15.968719327449799,194,-0.011754954993011778,593.0,800.0
275.0,0.2198770157760009,66,675840,455.36,1.9519750893603551,1.6816710174083709,0.1439697265625,0.8524956155568362,0.0023245532722970135,15.968719220161438,194,-0.010037985480448697,584.0,800.0
225.0,0.13190282837022096,67,686080,446.56,1.755723365411629,1.690947988629341,0.1214111328125,0.8783148426562548,0.002038463063684334,15.96871936917305,194,-0.012163657433484331,530.75,752.5000000000002
275.0,0.11522562827449292,68,696320,448.21,1.6921513020846919,1.6781833209097385,0.14873046875,0.9172187138348817,0.0023447147620007094,15.96871930360794,194,-0.01151745657880383,552.75,775.0
275.0,0.1436929913237691,69,706560,443.61,1.7415604167591219,1.6817928597331047,0.129736328125,0.9117216609418393,0.002056144716675889,15.968719178438187,194,-0.011612310145574156,532.0,752.5000000000002
275.0,0.10179973265621811,70,716800,444.98,1.5497217479158762,1.690269013494253,0.1615478515625,0.9321234237402678,0.0025397225846748557,15.968719226121902,194,-0.013179668949669576,552.75,775.0
300.0,0.09988340823911131,71,727040,446.97,1.614901660614289,1.6967493355274201,0.143603515625,0.9197443250566721,0.0024853545939098275,15.968719083070756,194,-0.012599849518301199,563.75,775.0
347.5,0.13684796430170537,72,737280,452.63,1.5782244173370719,1.6814135998487472,0.150341796875,0.872606522962451,0.0026143373688685937,15.968719202280045,194,-0.012793386117118643,570.25,775.0
347.5,0.09524109276244416,73,747520,456.6,1.5460979346316732,1.6811494708061219,0.149951171875,0.9198782809078694,0.002600466057015493,15.968719232082368,194,-0.013876147857445176,584.0,775.0
325.0,0.1615673699649051,74,757760,448.43,1.6159959159319501,1.695398062467575,0.1383544921875,0.8747033096849919,0.0022916294844211216,15.968719285726547,194,-0.012469515658449382,566.5,752.5000000000002
325.0,0.11091033753473312,75,768000,456.13,1.489372875050493,1.6878497548401357,0.1400390625,0.8993785150349141,0.0025958910532384574,15.96871920824051,194,-0.012697828754608054,569.25,750.0
325.0,0.09800165394553914,76,778240,455.95,1.567748998547653,1.6759720668196678,0.169287109375,0.9247020151466131,0.0026243051093618663,15.968719345331191,194,-0.013276410833350382,566.0,727.5000000000002
325.0,0.07447214035782963,77,788480,453.93,1.4042305392946208,1.6705838821828365,0.1806884765625,0.9512132935225963,0.003114406271129454,15.968719345331191,194,-0.014137540147930849,574.5,750.0
325.0,0.11718021265696735,78,798720,464.8,1.565219838023421,1.6732893280684948,0.1503662109375,0.9336128227412701,0.0025532300181456214,15.968719339370727,194,-0.012812870499692508,580.25,752.5000000000002
347.5,0.10384187777526677,79,808960,474.59,1.6196590427712827,1.671105520427227,0.128857421875,0.9327529754489661,0.0023245325060773374,15.968719244003296,194,-0.012550714037934086,597.0,777.5000000000002
350.0,0.11505958999041468,80,819200,475.81,1.8618239932401313,1.6786397956311703,0.155224609375,0.9245802339166402,0.002455676783506826,15.968719106912612,194,-0.012814750829420518,618.25,800.0
350.0,0.10439969927538187,81,829440,473.94,1.6137312165726427,1.6708306603133678,0.1481201171875,0.9197460144758225,0.0026352724489928413,15.968719333410263,194,-0.013292195381291094,626.0,802.5000000000002
350.0,0.09074277218896895,82,839680,472.25,1.5379522723227725,1.6821034938097,0.1495849609375,0.9416824541985989,0.0023122557335003313,15.968719220161438,194,-0.012222818491136423,617.0,775.0
300.0,0.3240450884215534,83,849920,460.22,1.8430999000686472,1.6810135222971438,0.133349609375,0.8264138925820589,0.0022634589251086567,15.968719202280045,194,-0.010734426003909902,613.0,752.5000000000002
300.0,0.1535857602953911,84,860160,456.37,1.5672061017123615,1.6821201413869857,0.1503662109375,0.8753028482198715,0.0024170555385811202,15.968719244003296,194,-0.01210745744574524,603.25,750.0
300.0,0.10935222674161196,85,870400,470.34,1.6766556082837554,1.6722998030483722,0.15302734375,0.895361814275384,0.0023203819933772466,15.968719339370727,194,-0.0120657220351859,602.5,775.0
300.0,0.0913866839138791,86,880640,465.44,1.5338023680423956,1.6805896304547787,0.1416259765625,0.9332000020891428,0.0023670457502251493,15.968719393014908,194,-0.013664767034060787,600.0,752.5000000000002
300.0,0.12213716257829219,87,890880,477.14,1.6080314545909964,1.6898699589073658,0.1409912109375,0.9118843324482441,0.0026631675093543236,15.968719083070756,194,-0.013233124162798048,618.75,830.0000000000005
350.0,0.279231093544513,88,901120,495.66,1.4989035405399285,1.6769322231411934,0.155810546875,0.8600500538945198,0.0026202521683788603,15.968719279766082,194,-0.014033556512731592,675.5,927.5000000000002
347.5,0.10650493598077446,89,911360,498.02,1.5923815764944684,1.6629268288612367,0.156005859375,0.9360141787678004,0.002765831587203434,15.96871920824051,194,-0.0129341319508967,685.25,950.0
350.0,0.08961571496911347,90,921600,503.25,1.4560901810220566,1.6620908059179782,0.16884765625,0.9488067004829646,0.002754796296085594,15.968719148635865,194,-0.013693305686319945,713.5,955.0000000000005
347.5,0.10892750960774719,91,931840,493.27,1.6189285715683557,1.6543682090938092,0.14140625,0.9357962358742953,0.0023118292863503827,15.968719273805618,194,-0.012041009886161191,710.5,955.0000000000005
347.5,0.10310793675016612,92,942080,493.18,1.5432826256655665,1.650446743518114,0.1638916015625,0.9436627317219972,0.002800426810836486,15.968719244003296,194,-0.013507308544285479,686.75,837.500000000001
350.0,0.08000708312029019,93,952320,486.31,1.5285246923438003,1.6805474288761615,0.16240234375,0.9412244785577059,0.002465684714320861,15.968719232082368,194,-0.01291787504524109,671.75,825.0
375.0,0.1054886759375222,94,962560,492.78,1.5952345961401346,1.6558428667485714,0.164501953125,0.885228681191802,0.0028555464999388625,15.968719321489335,194,-0.014371842795662814,687.0,825.0
375.0,0.1690728967776522,95,972800,490.66,1.540273146372415,1.6486738845705986,0.1448974609375,0.9012573271989822,0.0024208813151066046,15.968719255924224,194,-0.012821392641490093,738.5,825.0
422.5,0.07952422362286597,96,983040,509.64,1.739230464861898,1.6312847197055818,0.177978515625,0.959386308118701,0.0037673763201841017,15.968719136714935,194,-0.012453439461751259,765.5,947.5000000000019
447.5,0.1121069222688675,97,993280,505.09,1.7160417128041794,1.6291792973876,0.1768310546875,0.9459812957793474,0.0029098502254900037,15.968719327449799,194,-0.013414505263062893,765.0,835.0000000000008
472.5,0.0958562218118459,98,1003520,505.03,1.6666522139031303,1.6460529871284961,0.165380859375,0.9541084799915552,0.0027910713754412055,15.96871942281723,194,-0.01273438161733793,772.25,825.0
472.5,0.372973876260221,99,1013760,507.25,1.6874668828194899,1.6519841194152831,0.1662109375,0.8917289443314076,0.0026070001276369413,15.968719232082368,193,-0.013065430566712166,842.75,950.0000000000022
550.0,0.07151189509313553,100,1024000,515.29,1.5216522241047452,1.6518516652286053,0.1820068359375,0.9486525125801564,0.002938184371714991,15.968719094991684,193,-0.014063741416612175,805.0,835.0000000000008
475.0,0.3131782497977838,101,1034240,515.66,1.9099310233713833,1.6537953056395054,0.148095703125,0.8838217131793499,0.002579993096151497,15.968719387054444,193,-0.012176639891185915,817.0,825.0
542.5,0.1892584084882401,102,1044480,530.41,1.874983718965265,1.6643872752785682,0.14638671875,0.931626521423459,0.0021638158237013657,15.968719160556793,193,-0.011198753559983742,867.75,825.0
475.0,0.22196919552516192,103,1054720,538.38,1.9669436941111627,1.6776271305978299,0.1489501953125,0.8893376395106316,0.002307653184141454,15.968719255924224,193,-0.0112930839866749,858.5,825.0
397.5,0.6618506958940997,104,1064960,541.26,2.094811575660821,1.6697739489376544,0.1355712890625,0.7858904011547565,0.0020332589804300774,15.968719214200974,193,-0.011934901638232987,802.5,825.0
350.0,0.6118558263173327,105,1075200,551.55,2.0017409015703214,1.6729990541934967,0.1542236328125,0.7903568245470524,0.002441057224450876,15.9687191426754,193,-0.011932073926800513,932.5,1005.0000000000026
350.0,0.7496739220339805,106,1085440,545.17,2.2232985851274694,1.6715645633637906,0.15478515625,0.7449589416384697,0.0023370580647227796,15.968719238042832,193,-0.01170306100830203,1021.25,2015.0000000000182
325.0,0.17924977403599768,107,1095680,527.0,1.7185847210878247,1.6704356037080288,0.132275390625,0.8947775322943926,0.0020191576526716044,15.968719285726547,193,-0.011829926875361708,945.75,1282.5000000000007
350.0,0.30303315303754064,108,1105920,527.68,1.7763604064453666,1.6850138410925866,0.1372314453125,0.7957681339234114,0.0021030896511209105,15.96871926188469,193,-0.011246076460338372,968.75,1542.5000000000227
350.0,0.5703998875105754,109,1116160,543.53,2.086155045590537,1.690850517898798,0.132568359375,0.8054766174405813,0.002045484401230916,15.96871936917305,193,-0.010926458028916387,1093.0,3952.5
397.5,0.09715988929383457,110,1126400,539.56,1.6687144383081693,1.6764259815216065,0.161669921875,0.9501252450048924,0.0024420116207582755,15.968719238042832,193,-0.014513656307099155,973.0,1277.5000000000002
397.5,0.29740884993225336,111,1136640,541.15,1.7756138292833767,1.6673727080225944,0.169140625,0.9104411453008652,0.0028425617600536016,15.968719345331191,193,-0.013728369041200495,844.0,825.0
475.0,0.14477060241624712,112,1146880,560.38,1.743847842458549,1.6706539802253246,0.150732421875,0.9281045448035001,0.0027448556281572762,15.96871926188469,193,-0.013364937869482674,890.25,825.0
475.0,0.10557586492504925,113,1157120,568.33,1.6253569371387484,1.6564639389514924,0.1593017578125,0.9496945638209582,0.0027118274750822314,15.968719279766082,193,-0.015012460256548366,898.25,845.0000000000017
525.0,0.666969782859087,114,1167360,572.75,2.1303961459343306,1.6501447074115276,0.1529052734375,0.8426320444792509,0.0023944020801085126,15.968719160556793,193,-0.011311159514298197,888.0,830.0000000000005
525.0,0.4925898716785014,115,1177600,579.36,1.911465206532225,1.666791208833456,0.1496826171875,0.8492283660918474,0.002340472429409916,15.968719357252121,193,-0.012064492848730879,951.5,925.0
522.5,0.6539566579274834,116,1187840,582.6,2.2623405522788707,1.653210699558258,0.15810546875,0.7974802985787391,0.0023557208011656125,15.96871926188469,193,-0.011944601137656718,1007.25,1050.000000000002
500.0,0.08889483890961855,117,1198080,590.9,1.6357917908204727,1.6683098018169402,0.19521484375,0.9280601359903813,0.002978768836351603,15.968719172477723,193,-0.01365019100048812,1008.5,1050.000000000002
450.0,0.13765517433639615,118,1208320,577.73,1.7053266050147766,1.683155146986246,0.156591796875,0.9131332825869322,0.002365169791028464,15.968719202280045,193,-0.012759961147094146,969.25,925.0
450.0,0.11617718150373549,119,1218560,577.72,1.6666960493677867,1.657098687440157,0.15810546875,0.9541900288313627,0.002504622767264966,15.968719273805618,193,-0.01437271391005197,981.0,935.0000000000009
450.0,0.09879810616839677,120,1228800,556.55,1.8112490397776164,1.6398823209106923,0.15244140625,0.9644048374146224,0.0025936485903574483,15.9687191426754,193,-0.013826909965246159,838.5,825.0
475.0,0.2555668534943834,121,1239040,556.55,1.7533382695307735,1.6540868327021598,0.1440673828125,0.9258325196802616,0.0023154818334436182,15.968719202280045,193,-0.012446746492787496,714.5,825.0
450.0,0.5052604087162763,122,1249280,544.97,1.9839858790082576,1.646334158629179,0.1475830078125,0.8634170953184366,0.002423063788410522,15.968719273805618,193,-0.01134576297554304,840.5,825.0
475.0,0.617951162206009,123,1259520,552.47,2.008228543608113,1.648734199255705,0.1149169921875,0.8486292950809002,0.00193480882773007,15.968719339370727,193,-0.010818662687233882,965.0,892.5000000000036
500.0,0.278322049183771,124,1269760,559.77,1.7067604805648409,1.669679257273674,0.1390625,0.919634473323822,0.0022961126522776263,15.968719333410263,193,-0.013334654732898344,1023.25,1325.0
550.0,0.3007082181284204,125,1280000,570.98,1.915035718880786,1.6689857333898543,0.14140625,0.8977563731372357,0.002298010240997759,15.96871920824051,193,-0.012772636763111222,1030.0,1325.0
550.0,0.692866335134022,126,1290240,572.63,1.9823932172234198,1.6642124302685262,0.1481201171875,0.810713830217719,0.002461208178840811,15.968719244003296,193,-0.011731978490206529,1160.5,4030.0000000000005
497.5,0.8146292511373758,127,1300480,565.08,2.6739345750007795,1.661366081982851,0.126220703125,0.797132283449173,0.0018789659405686956,15.968719267845154,193,-0.01062159298962797,1197.0,4080.0000000000005
475.0,0.5761308966204524,128,1310720,558.63,2.1376430403528337,1.6686658263206482,0.12314453125,0.8075123079121113,0.0025715313239291914,15.968719118833542,192,-0.01075123859991436,1120.0,3912.500000000001
467.5,0.5005604391219094,129,1320960,561.4,1.93778868508882,1.6457958698272706,0.1321044921875,0.8823945097625255,0.002135990084719054,15.968719238042832,193,-0.01209276372246677,1226.0,4125.0
397.5,1.0109445182606578,130,1331200,554.04,2.1498732354320813,1.6330115653574466,0.1511962890625,0.8090680129826069,0.002379383064067373,15.968719172477723,193,-0.011241364164015976,1314.0,4125.0
400.0,0.4284317949786782,131,1341440,557.89,1.9166415559644185,1.63339172154665,0.1699951171875,0.9155065968632699,0.0026611027662514866,15.968719375133514,193,-0.01310642295575235,1336.5,4125.0
400.0,1.1604858831036835,132,1351680,570.27,3.2953895753509466,1.632119419425726,0.122216796875,0.7618218187242747,0.0018457512997205182,15.96871908903122,193,-0.008013101791402733,1412.0,4130.000000000001
475.0,0.7308301337528974,133,1361920,587.0,2.6862306271637477,1.644003089517355,0.1465087890625,0.791529743000865,0.002286626966065674,15.968719273805618,193,-0.010347733399248682,1466.25,4130.000000000001
675.0,0.3082569435471669,134,1372160,592.58,2.012267253240611,1.6487087830901146,0.163330078125,0.9161092426627875,0.002588169482624231,15.968719291687012,192,-0.012564821066189325,1420.5,4125.0
475.0,0.6996352165006101,135,1382400,610.68,2.5864657317174524,1.639367190003395,0.135400390625,0.8458483088761568,0.002316990001941475,15.968719244003296,193,-0.010542239834467181,1468.25,4177.5
475.0,0.47939591042231766,136,1392640,613.6,2.1461650057267265,1.6366084568202495,0.14775390625,0.9107009183615447,0.0026833346736797317,15.968719214200974,193,-0.013040800770613713,1393.25,4130.000000000001
497.5,0.5632578174583613,137,1402880,606.47,2.3315950241583847,1.6415089197456836,0.1511474609375,0.8848408963531256,0.0025811574580419687,15.96871924996376,193,-0.012094118060485926,1383.75,4177.5
475.0,0.629996627010405,138,1413120,584.65,2.4332047503362917,1.6302915953099728,0.1311279296875,0.8898191507905722,0.002169092447957506,15.968719166517257,193,-0.011826067706715548,1197.25,3975.0
500.0,1.0735177414491772,139,1423360,595.3,2.6608714868847603,1.6415884748101235,0.1294921875,0.8133374709635973,0.0022916838218410398,15.96871920824051,193,-0.010618169990630122,1345.75,4127.5
500.0,0.4691061959601939,140,1433600,597.65,2.0414727513839432,1.6327339559793472,0.13486328125,0.9190369050949811,0.0021156508962125323,15.968719309568405,193,-0.012328659431659617,1363.75,4127.5
617.5,0.3004354153526947,141,1443840,596.61,2.0295311694732825,1.6428634278476237,0.137158203125,0.9342195138335228,0.002670589430909196,15.968719238042832,193,-0.012801307349218406,1325.0,4125.0
637.5,0.5963463169988245,142,1454080,606.94,2.080244981960884,1.6273590669035911,0.1355712890625,0.8967613711953163,0.002184365420839938,15.968719255924224,193,-0.011052869655031827,1360.0,4150.0
660.0,1.211692103499081,143,1464320,621.84,3.0095842280551395,1.6411572329699993,0.1275390625,0.793309398368001,0.0019534653915119216,15.968719226121902,193,-0.00948576745686296,1522.0,4157.500000000001
682.5,0.9202627609018237,144,1474560,629.0,2.8944148045994296,1.6247912995517253,0.1029296875,0.8384681507945061,0.0016196562621249653,15.96871930360794,193,-0.008881784203185816,1530.5,4237.500000000001
