episode_length,avg_q_retraced,avg_q_selected,q_loss,policy_gradient_loss,advantage_norm,frames,policy_gradient_bias_correction,policy_loss,PMM:episode_rewards,epoch_idx,model_prob_std,rollout_prob_std,grad_norm,explained_variance,fps,P09:episode_rewards,P01:episode_rewards,policy_entropy
3323.972222222222,0.0009693240963794764,0.0009817937019628486,2.6708603332362177e-06,-2.2916484173146998e-05,0.013038759995658424,158400,2.966916009111821e-06,-1.9949568149210487e-05,0.0,22,0.004982020198940373,0.014041267569502077,0.0006468385488047902,-7.465448990360138,372,0.0,0.0,2.196189158625073
3324.2708333333335,0.0006520354964179984,0.0006719308519354348,1.4284518881655138e-06,-1.8254788642067753e-05,0.008972583755371272,165600,1.5474185753121328e-06,-1.6707370070709284e-05,0.0,23,0.004518144309080929,0.013723810156807303,0.00041087993023015116,-9.554003578273075,369,0.0,0.0,2.1963844506418893
3324.2708333333335,0.000574040452005907,0.0005686816373312103,7.597427685164107e-07,-1.0804575826901286e-05,0.006688918437840011,172800,1.0815196302318958e-06,-9.723056225954089e-06,0.0,24,0.004199692207257997,0.01434063531952373,0.0002986511136374006,-17.86122012993646,366,0.0,0.0,2.1965077540168054
3324.2708333333335,0.0006163358173430178,0.0006210495797488417,7.046533830909395e-07,-1.3643009984168224e-05,0.006396821908563721,180000,1.0906826339007164e-06,-1.2552327264345255e-05,0.0,25,0.004186324551818016,0.013833556795609688,0.00027410903905957965,-15.561759941171946,363,0.0,0.0,2.1965134718155506
3324.2708333333335,0.0004821298687151977,0.0004976727634355137,1.079287563155918e-06,-8.782724579816658e-06,0.00857056725194164,187200,1.7338090664949168e-06,-7.048915412439336e-06,0.0,26,0.0045970603290923125,0.012695907230233953,0.00035114398214236683,-8.839491534252016,361,0.0,0.0,2.196363025600948
3324.2708333333335,0.00035774773314765224,0.00034760449139539757,5.294438398302949e-07,-7.460957175511859e-06,0.0056716727785966385,194400,4.397960671653473e-07,-7.021161132695758e-06,0.0,27,0.004528054270890872,0.013628302301026428,0.00022163755778469225,-27.428077547297907,358,0.0,0.0,2.1963932922876697
3324.4333333333334,0.0004115292443174724,0.00041037052340461215,8.003068803120332e-07,-9.614036243785855e-06,0.007167611602862336,201600,-2.341227500186298e-08,-9.637448568596976e-06,0.0,28,0.004958664500924498,0.011892344699377963,0.0002794185694103285,-13.747036063538655,357,0.0,0.0,2.1962284958614875
3324.4333333333334,0.0004314670209233462,0.00043436325450279075,4.1483182350572336e-07,-1.0556759106685802e-05,0.004599639889161466,208800,5.791898127662095e-07,-9.977569280293524e-06,0.0,29,0.004795025072458431,0.013181278989058994,0.00017293300579088804,-22.552723240514915,356,0.0,0.0,2.196296259697783
3324.4333333333334,0.0003506672886920631,0.00035808205604033504,3.265338849556524e-07,-8.459608979731082e-06,0.004199006349582673,216000,2.377125118902657e-07,-8.221896533997157e-06,0.0,30,0.004836401273672233,0.013066150092774825,0.00015533144924245035,-380.3088388242264,354,0.0,0.0,2.196280874348434
3324.4333333333334,0.00027658830226269505,0.0002767302815713236,4.179670434178246e-07,-7.029631294415141e-06,0.005199098273715882,223200,1.2591155198711092e-07,-6.903719726137427e-06,0.0,31,0.005114375051282217,0.013015728467803142,0.00019017632699934816,-12.931394417662784,351,0.0,0.0,2.1961700927548944
3324.4333333333334,0.0002477532704815854,0.00025383664534592466,4.247523652576288e-07,-4.038939785978688e-06,0.005285407289131348,230400,6.657525673096735e-07,-3.373187285300024e-06,0.0,32,0.005208717809592254,0.010781163671861965,0.00018619081690797966,-213.07001261406361,350,0.0,0.0,2.196131024321092
3324.4333333333334,0.00022310586203501477,0.00022955560286020584,3.887861588082942e-07,-3.628091455898457e-06,0.00493938664033584,237600,4.290296216257553e-08,-3.585188519737046e-06,0.0,33,0.005159304857256492,0.012229389031565495,0.00016877854442141994,-178.34172545667676,348,0.0,0.0,2.1961525356391123
3324.472222222222,0.00015812672667177847,0.00015637922538513357,2.8759567566191807e-07,-1.1654210724513418e-06,0.003924391134027963,244800,-2.0676228307867218e-07,-1.3721833497782658e-06,0.0,34,0.005159499490764189,0.012547821603430848,0.000135009982654822,-inf,347,0.0,0.0,2.196153243351235
3324.472222222222,0.00015681434015508758,0.00015588816948596985,2.143712604511353e-07,-3.5615252867179e-06,0.0034365736811412797,252000,3.9601551843070584e-07,-3.1655097641458865e-06,0.0,35,0.005209855296989046,0.01132153217144872,0.00011637705493211918,-inf,346,0.0,0.0,2.1961330097062244
3324.472222222222,0.00021110182803505466,0.00020832830265414375,1.8384324377420907e-07,-4.578988402002476e-06,0.0033632101235404354,259200,3.482235085168417e-07,-4.2307649118224754e-06,0.0,36,0.005329671664355648,0.011209783016164444,0.00011119957752029792,-1805.3827019664218,345,0.0,0.0,2.196082603281768
3324.472222222222,0.00021990317872382187,0.00021549030367543946,2.9910195514481677e-07,-5.509533204348272e-06,0.00448643529302538,266400,1.3925569301362837e-07,-5.370277492713231e-06,0.0,37,0.00558618942963664,0.012123045933022651,0.0001502528164318755,-6072617087.111897,343,0.0,0.0,2.1959690940064727
3324.472222222222,0.00023167839650524053,0.00023520852530151226,1.9099489946137096e-07,-5.640088826415977e-06,0.0032816410035510666,273600,4.4381499528525107e-07,-5.196273862730925e-06,0.0,38,0.0056701293091964795,0.010799231854786052,0.00010897919697208076,-inf,342,0.0,0.0,2.195931634105072
3324.654761904762,0.0001927886906735323,0.0002002259636759287,2.7022533569873635e-07,-3.2422841764064946e-06,0.004202535626721343,280800,-1.219742604135133e-08,-3.2544816059273202e-06,0.0,39,0.005886468126564212,0.011233354251617417,0.00013654353906365622,-9633439705.553947,341,0.0,0.0,2.1958307386737648
3324.654761904762,0.0001649349542426607,0.0001639988723561853,1.5793736811847704e-07,-3.1718946219360162e-06,0.002862813131143975,288000,1.8945882620066465e-07,-2.9824357779540192e-06,0.0,40,0.005958822210031073,0.010877824741312197,9.245369118333483e-05,-inf,340,0.0,0.0,2.1957967243024283
3324.654761904762,0.00015717136059012975,0.00015957800431248183,1.7082308677377216e-07,-2.934882052504767e-06,0.0032467050515680974,295200,3.2077138617992e-07,-2.614110660185959e-06,0.0,41,0.005999643450791372,0.011129568554214622,0.00010394549347816295,-inf,339,0.0,0.0,2.1957775234482275
3324.654761904762,0.0001555867104902323,0.0001528134363977029,1.8992329435631913e-07,-3.7083173185647318e-06,0.003258630646883571,302400,2.214408361871684e-07,-3.486876484034369e-06,0.0,42,0.006091261745526617,0.011449941330707614,0.00010749573946974452,-4303303974.925416,338,0.0,0.0,2.1957332416091644
3324.654761904762,0.0001609480312330195,0.0001634644523632011,2.0250638116063705e-07,-3.4161887819392535e-06,0.0036334048288751437,309600,2.7498493967730898e-08,-3.388690290352563e-06,0.0,43,0.00622947059035247,0.011725967746657916,0.00011507097681234254,-inf,338,0.0,0.0,2.1956663783675143
3324.654761904762,0.00015140477056683257,0.0001536308231205645,2.0187130419544347e-07,-1.6995702739332243e-06,0.003398209955199382,316800,-4.3383159815238595e-10,-1.7000040867489152e-06,0.0,44,0.006303644201496192,0.011146145080707427,0.00010763405589895348,-inf,337,0.0,0.0,2.1956293511665916
3324.5520833333335,0.00013014475400723312,0.00012492570709763106,1.822693866358242e-07,-1.2285161381949546e-06,0.0030921454170954243,324000,2.716038178957077e-07,-9.569123591456335e-07,0.0,45,0.006344098646160481,0.009936750315107582,9.716677993944821e-05,-inf,336,0.0,0.0,2.19560882275382
3324.5520833333335,0.00017755738849041457,0.00017230905898820968,1.1811277291289395e-07,-3.921017206485048e-06,0.0026571036985373092,331200,3.0722717752485974e-07,-3.613790043955131e-06,0.0,46,0.006310731734200898,0.010495561300758422,8.165058114598262e-05,-inf,335,0.0,0.0,2.1956262696546225
3324.5520833333335,0.0002025255660085893,0.00020450002567067426,9.602116609196428e-08,-4.040478838061434e-06,0.0022582990533677122,338400,1.7934802729959393e-07,-3.8611307597741725e-06,0.0,47,0.006356609847486541,0.010980396601519294,6.895148208212441e-05,-107986783402.03685,335,0.0,0.0,2.195602662162806
3324.5520833333335,0.0001787637267165501,0.00017626773980025003,1.8626572627387068e-07,-2.9320718884876546e-06,0.003462347019021619,345600,2.626564325196467e-07,-2.669415442544469e-06,0.0,48,0.006537520619720298,0.009975020240169392,0.00010682126255194027,-17955892844.448936,335,0.0,0.0,2.1955093197280133
3324.5520833333335,0.00022391172198579638,0.00021848877010929827,1.0260043170348738e-07,-4.469708035257793e-06,0.002499676066080413,352800,1.0751857451527386e-07,-4.362189464989529e-06,0.0,49,0.006646379202206389,0.010995641638057937,7.687681560027104e-05,-inf,335,0.0,0.0,2.19545188730356
3324.73,0.00024344186333716305,0.00024256971230729332,2.002863549188146e-07,-3.762686566159556e-06,0.003649428511282706,360000,1.9940867626800834e-07,-3.5632778995954424e-06,0.0,50,0.00677112792950572,0.0113965371941406,0.0001136699576462942,-inf,334,0.0,0.0,2.1953845592781347
3324.73,0.00024936258690436337,0.0002506375843982804,9.810482990718111e-08,-5.732011615998496e-06,0.0023720711919913667,367200,2.0662076948022537e-07,-5.525390842367999e-06,0.0,51,0.006735377727303082,0.010364338922272462,7.238634981427261e-05,-inf,334,0.0,0.0,2.1954042287604523
3324.73,0.00022023359703236673,0.00022187273766600317,8.81734401287021e-08,-4.350986013420456e-06,0.0022289851662683534,374400,2.5445100812435895e-07,-4.0965350184657625e-06,0.0,52,0.006760307487689215,0.010546547274546274,6.747656430391461e-05,-inf,333,0.0,0.0,2.1953915392690235
3324.73,0.0002323841952575431,0.00023048222202724282,1.0109593315036471e-07,-4.969832959015207e-06,0.0023620769617424884,381600,1.1128374741559819e-07,-4.858549208077218e-06,0.0,53,0.0068461744088332156,0.009493999842279614,7.199763026731445e-05,-inf,333,0.0,0.0,2.1953445133992604
3324.73,0.00022485634814652184,0.00022844438648289293,1.158930645037578e-07,-4.0846885179999705e-06,0.002689778181885476,388800,1.0322436995327931e-07,-3.9814641576490265e-06,0.0,54,0.006952554403549238,0.010239469995352602,8.096846954682342e-05,-inf,332,0.0,0.0,2.1952857286873315
3324.73,0.00018995514338293728,0.00019130128977676143,1.0471564954531533e-07,-2.946914918255057e-06,0.002593217354142469,396000,2.5255114711541014e-07,-2.694363769612051e-06,0.0,55,0.007031834403991639,0.010638084693050514,7.597302965045303e-05,-53134011041.27226,332,0.0,0.0,2.1952407500289732
3324.8,0.00018340958872783733,0.00018413800830504185,1.3119985467779064e-07,-4.087630625629179e-06,0.0027933561411688968,403200,1.0112913453354582e-07,-3.986501482073816e-06,0.0,56,0.007160801017049256,0.01043171953022027,8.627906494904452e-05,-inf,331,0.0,0.0,2.195167463361902
3324.8,0.00016148183741705884,0.00015960201066891162,7.122103615555626e-08,-3.471076826838919e-06,0.0019190243126041972,410400,4.885347449836555e-08,-3.422223352090822e-06,0.0,57,0.007144301452779469,0.009480824932361272,5.834286435696126e-05,-inf,331,0.0,0.0,2.19517787003586
3324.8,0.000174218206504722,0.0001747064639615322,6.860817549169633e-08,-3.549681825248511e-06,0.0018333979459403632,417600,9.081971012686331e-08,-3.4588621077020102e-06,0.0,58,0.007178759922916512,0.009540872466011298,5.449996427860726e-05,-inf,330,0.0,0.0,2.195157773191967
3324.8,0.00017078107562956888,0.00016760635199266738,1.156221433304309e-07,-3.94997139037738e-06,0.00264074157405932,424800,1.9095146540791886e-07,-3.759019912329264e-06,0.0,59,0.007309573801421709,0.01049552493597357,7.874506394263215e-05,-inf,330,0.0,0.0,2.1950813061195418
3324.8,0.00019373399402052946,0.0001939384476125789,8.246614696619336e-08,-4.1828763621798325e-06,0.002196627939988695,432000,1.904742550782605e-07,-3.992402088417646e-06,0.0,60,0.007373848791996747,0.010411177208356402,6.469631065344023e-05,-inf,330,0.0,0.0,2.195043327524549
3324.88,0.00016600600053669754,0.00017014793730282766,1.4680147482812314e-07,-2.1039866976319256e-06,0.003039131673619989,439200,1.47838747176387e-07,-1.9561479648059405e-06,0.0,61,0.007497159537616575,0.00977460972318628,9.098863815924403e-05,-42714622947.73765,329,0.0,0.0,2.194969676392419
3324.88,0.00011946093559590591,0.0001218656940342698,6.692076773249773e-08,-1.995709279411333e-06,0.0019520791068251167,446400,9.50391587717311e-08,-1.9006701031471685e-06,0.0,62,0.007510357204357793,0.009466733098647274,5.718304920380737e-05,-inf,329,0.0,0.0,2.194962501645719
3324.88,9.520071127973584e-05,9.742079201694674e-05,6.193214585460459e-08,-1.9616798665873634e-06,0.0018416161815504879,453600,6.427338015352451e-08,-1.8974065089230693e-06,0.0,63,0.007516606739630936,0.009277179448450863,5.3826701128635506e-05,-inf,328,0.0,0.0,2.194959485738996
3324.88,6.338465337430601e-05,6.563865089083375e-05,7.208588059985436e-08,-1.5271484195020857e-06,0.0019510451136092461,460800,-3.088312845515563e-08,-1.5580315408183935e-06,0.0,64,0.0075381892963661675,0.009362414660906223,5.678057733578218e-05,-inf,328,0.0,0.0,2.194947065369696
3324.88,2.9941932564444687e-05,3.3326040843846655e-05,1.0096235100505388e-07,-4.1509479217170767e-07,0.0025367790618129795,468000,5.9172841316522655e-08,-3.5592196348387223e-07,0.0,65,0.007618408069228901,0.009793801299978798,7.371256276506169e-05,-inf,328,0.0,0.0,2.1948982481098676
3324.88,1.599204317551885e-05,1.5590273334223546e-05,8.569346941949432e-08,1.8505430115488433e-07,0.00233388774968059,475200,7.798352761673555e-08,2.630378254828221e-07,0.0,66,0.007672452470139852,0.010257061031307019,6.786273851236627e-05,-5515593568288.091,328,0.0,0.0,2.1948653209556346
3324.83,6.39899160824327e-06,5.313438398426139e-06,1.0670286373309666e-07,1.689181914595983e-06,0.002488202865117126,482400,-1.56678845034457e-08,1.6735140302538604e-06,0.0,67,0.007726276733637812,0.010684322191885224,7.30565113142023e-05,-inf,328,0.0,0.0,2.194832385491442
3324.83,1.7776921009672584e-05,1.610120921065847e-05,5.8493556090056574e-08,-5.124279698097754e-07,0.0016665404475224345,489600,1.0267581378810478e-08,-5.021604001508007e-07,0.0,68,0.0077239294851841845,0.008972292232737388,4.871504227407028e-05,-inf,328,0.0,0.0,2.1948342439484976
3324.83,4.1569027388259346e-05,3.8944485376132006e-05,6.279065769816005e-08,-4.629000124644297e-07,0.001808260107462278,496800,1.0391027170452201e-07,-3.5898974152431374e-07,0.0,69,0.007755368181156911,0.01003128680178807,5.373230567589641e-05,-inf,328,0.0,0.0,2.1948139528149655
3324.83,5.422087846355564e-05,5.197170713071977e-05,7.872233166658838e-08,-7.987369270940292e-07,0.0023144404914067804,504000,9.625944780602542e-08,-7.024774937537163e-07,0.0,70,0.007843709051751942,0.00922942391737172,6.74231898066952e-05,-inf,327,0.0,0.0,2.194757744250474
3324.83,8.367739457686117e-05,8.14707914600553e-05,6.783125336590819e-08,-1.9584439721172705e-06,0.002035210423061926,511200,6.7419754540089e-08,-1.8910242206260363e-06,0.0,71,0.007909099762155501,0.009188277025758806,5.947423638914086e-05,-inf,327,0.0,0.0,2.1947164314985277
3324.84,9.967623250963577e-05,9.864930307355795e-05,9.730936427604966e-08,-2.031426074290992e-06,0.002605441959078773,518400,8.805936848305592e-09,-2.0226201282833813e-06,0.0,72,0.007948526687902848,0.009014948830482792,7.393429219936148e-05,-21923655728.52209,327,0.0,0.0,2.1946906681540153
3324.88,9.809444110432337e-05,9.821281451593522e-05,5.1550474771267644e-08,-2.2194682529543653e-06,0.0016468574156600347,525600,1.5468447120700508e-07,-2.064783763355638e-06,0.0,73,0.007939975738917136,0.010017420994062422,4.7823176495732674e-05,-inf,326,0.0,0.0,2.1946961673542305
3324.88,9.584403487418352e-05,9.501784602971554e-05,5.3538600707660385e-08,-1.733791202153936e-06,0.0017322350836679683,532800,8.878298963484682e-08,-1.6450081998921975e-06,0.0,74,0.007986624230892308,0.009608498233550342,5.002052728791883e-05,-inf,326,0.0,0.0,2.194666070165171
3324.88,8.93978938418311e-05,9.019275302013967e-05,5.5538892287399236e-08,-1.695811771007903e-06,0.0017161088271763986,540000,4.070233611858598e-08,-1.6551094232006657e-06,0.0,75,0.008007758012369139,0.009572462888487503,4.921542585716396e-05,-inf,326,0.0,0.0,2.194653075728467
3324.88,7.529619087642733e-05,7.707453600723677e-05,5.840658676459121e-08,-2.1638711335282935e-06,0.0020225168811414313,547200,-1.2912909470374519e-08,-2.176784059847994e-06,0.0,76,0.008096751182428783,0.009555324883909807,5.6286634753529784e-05,-25081694013.070286,326,0.0,0.0,2.1945956456472
3324.88,6.157344222585725e-05,6.226418112065955e-05,4.92903537499476e-08,-1.388329611429418e-06,0.0017355761722586658,554400,-7.314893408807186e-10,-1.3890611044162357e-06,0.0,77,0.008100326808376445,0.01004208000881287,4.8507373935530254e-05,-inf,326,0.0,0.0,2.194592818854347
3324.76,6.48455835430011e-05,6.290270714314241e-05,7.001342486075804e-08,-9.72402651951406e-07,0.0020717754675996292,561600,3.32345244025527e-08,-9.391681117135337e-07,0.0,78,0.008083799511031617,0.009217608026382834,5.831352300775737e-05,-inf,325,0.0,0.0,2.194603814747599
3324.76,6.32991254918572e-05,6.541905413660926e-05,4.446116419636461e-08,-1.2500714688887029e-06,0.001563927573706606,568800,9.114929752399068e-08,-1.1589221679595349e-06,0.0,79,0.008091101910519812,0.009509345908752744,4.507149148679594e-05,-inf,325,0.0,0.0,2.1945993217967805
3324.76,5.0877192844327666e-05,5.12093726493685e-05,3.734191463166304e-08,-7.283021687012815e-07,0.0014333340457656565,576000,9.44412504320414e-08,-6.33860911447299e-07,0.0,80,0.008092675894491435,0.009883143705041836,4.020356257388583e-05,-inf,325,0.0,0.0,2.1945986585047947
3324.76,4.808318295314195e-05,4.764912850871966e-05,5.650330829100967e-08,-1.179487053897043e-06,0.0017668209838719786,583200,3.0358446588001315e-08,-1.1491286154294598e-06,0.0,81,0.008101640997254954,0.009726141648337482,4.7772687966556345e-05,-inf,325,0.0,0.0,2.1945919999338335
3324.76,3.753669235291253e-05,4.157424343421678e-05,5.450806533250153e-08,-3.766358271757226e-07,0.0017096855994436714,590400,4.1123382336021795e-08,-3.3551244693285596e-07,0.0,82,0.008124528073042966,0.009543260853483818,4.916369633917619e-05,-inf,325,0.0,0.0,2.194576973956098
3324.76,3.0109177524313025e-05,2.8769716798195074e-05,7.618249486786631e-08,-2.471217380809483e-07,0.0022854066227066617,597600,2.349020600108295e-08,-2.2363152266291836e-07,0.0,83,0.008136354332109765,0.010604616041158487,6.304747215756711e-05,-185856811419.478,325,0.0,0.0,2.1945688155813827
3324.7,1.7828960297731012e-05,1.801352883972945e-05,5.025718128766559e-08,1.2479200779873664e-06,0.0017024153371200841,604800,4.251960581287736e-08,1.2904396726249853e-06,0.0,84,0.008149659700036324,0.009261555804134342,4.854608894945802e-05,-inf,324,0.0,0.0,2.194560183267745
3324.7,3.59825954680033e-05,3.465855929982628e-05,3.9768052110246314e-08,-2.214113569531587e-07,0.0014789711781760576,612000,1.2900774484785527e-07,-9.240359689281605e-08,0.0,85,0.008196057657484535,0.008600294812343442,4.1267053153617646e-05,-inf,324,0.0,0.0,2.1945297935336985
3324.7,3.0425088443164285e-05,3.243309318842978e-05,3.766127533419205e-08,-3.0960979393362774e-08,0.001453531799765666,619200,6.720399062827442e-08,3.624300838608012e-08,0.0,86,0.008238100782932283,0.007644689970449451,4.10404745600994e-05,-inf,324,0.0,0.0,2.1945020736928003
3324.7,1.1098702792911394e-05,1.1966322012535855e-05,6.103342518931161e-08,5.043111245463682e-07,0.0020933743615328226,626400,3.462230444113458e-08,5.389334015137684e-07,0.0,87,0.008250131674256254,0.007637581923661171,5.646697574606554e-05,-21825297087210.895,324,0.0,0.0,2.1944940115661216
3324.7,-8.879662777003934e-06,-8.674725029852208e-06,5.11354277145818e-08,8.035993688651121e-07,0.0016279134807294716,633600,1.9379670462356262e-08,8.229790332968249e-07,0.0,88,0.00827073824158303,0.007547436758922659,4.472596245493362e-05,-inf,324,0.0,0.0,2.1944804508723914
3324.71,6.3537049340685785e-06,2.5296885104984983e-07,8.590296661885516e-08,6.263240397603236e-07,0.0023521311999554146,640800,8.002436404888314e-08,7.063484024167404e-07,0.0,89,0.008355417013064855,0.0075354523097889295,6.687728137732409e-05,-inf,324,0.0,0.0,2.194423048496246
3324.71,2.185642680747772e-05,2.0118642458991107e-05,3.555777227946955e-08,-1.9432173581526156e-07,0.001374505514607998,648000,3.066662488594148e-09,-1.9125507018789e-07,0.0,90,0.008355819687584146,0.0073533020972799705,3.7798997925050035e-05,-inf,324,0.0,0.0,2.1944226902390747
3324.71,3.54078099604839e-05,3.579722478933065e-05,3.780540098967278e-08,-5.720064638015226e-07,0.0014479337605085652,655200,2.246355457386909e-08,-5.495429141967155e-07,0.0,91,0.008411017671540361,0.007470897823712597,4.036449577354345e-05,-inf,324,0.0,0.0,2.1943861645397056
3324.71,3.0102376913707724e-05,3.0610491047780895e-05,5.616359176829092e-08,-7.538949981315185e-07,0.001821260409115291,662400,4.72837305077868e-08,-7.066112767950197e-07,0.0,92,0.00845603102622258,0.007498624467508985,5.1046945817244646e-05,-inf,324,0.0,0.0,2.194356055534075
3324.71,4.265830097361089e-05,3.6735676516658015e-05,6.090003337891902e-08,-4.839105765001621e-07,0.00195146907634893,669600,-2.3481798472981828e-08,-5.073923914417577e-07,0.0,93,0.008464480955289212,0.007520908829472744,5.443527713672204e-05,-inf,324,0.0,0.0,2.1943505157490883
