frames,P01:episode_rewards,episode_length,PMM:episode_rewards,epoch_idx,explained_variance,policy_entropy,value_loss,grad_norm,advantage_norm,fps,P09:episode_rewards,policy_loss
2872000,29.9,1172.92,58.93,359,0.6339089751243592,0.9931902694702148,0.043733194605447355,0.7865538584893838,2.3956628227233887,222,92.20000000000002,-0.0218392442248296
2880000,31.8,1171.31,59.47,360,0.6762971001863479,0.9692298942804336,0.0341853254288435,0.6927861261697185,2.1771670794487,222,92.20000000000002,-0.013335130804407527
2888000,29.0,1161.68,59.01,361,0.6015531796216965,0.9344604909420013,0.04194048588164151,0.9254933157669519,2.427503697872162,222,92.20000000000002,-0.014759826608787989
2896000,29.0,1161.74,58.53,362,0.6637746340036392,0.9916172128915787,0.03306616314919666,0.7374351856152205,2.0885546904802323,222,89.30000000000003,-0.015679618198773823
2904000,29.9,1152.52,57.54,363,0.6510658925771713,1.0052707189321517,0.04162114553619176,0.7970650331029496,2.286617743372917,222,89.0,-0.009318800606270088
2912000,29.9,1147.43,57.13,364,0.6436117035150528,1.0463278549909591,0.041656132340431216,0.8719838434607667,2.4265244960784913,221,86.30000000000003,-0.010922737159999087
2920000,30.900000000000002,1150.75,57.06,365,0.6560483038425445,1.0324486035108567,0.03566430735401809,0.807428868469388,2.170426880121231,221,86.30000000000003,-0.016992260357947087
2928000,31.9,1157.7,57.68,366,0.6118293952941894,1.0200286304950714,0.04038807570002973,0.982975499679306,2.3340033227205277,221,86.30000000000003,-0.01607834271620959
2936000,33.7,1157.82,57.91,367,0.658130311369896,0.9931624150276184,0.0456513590272516,0.8639522149352105,2.436630969643593,221,86.20000000000002,-0.013604130089224781
2944000,34.900000000000006,1164.21,58.7,368,0.6792312014102936,1.0033679175376893,0.034875296032987536,0.6868704563233363,2.1660716766119004,220,86.20000000000002,-0.010218765410827472
2952000,35.0,1180.45,59.42,369,0.6678499644994735,1.0037758260965348,0.0323155187536031,0.6800256435630359,2.121022055149078,221,86.20000000000002,-0.013403659808973315
2960000,35.0,1192.68,59.54,370,0.6808920639753342,1.0143768191337585,0.044400641694664955,0.8290615653966601,2.462233489751816,220,86.20000000000002,-0.010436129236331908
2968000,35.0,1184.95,57.75,371,0.6281235718727112,0.9829727166891098,0.03646682944148779,0.727977901875507,2.213349061012268,220,84.10000000000001,-0.01245797605079133
2976000,36.8,1187.35,58.23,372,0.6560237240791321,0.9517621523141861,0.04217433239333332,0.8620689024904599,2.3840547037124633,220,84.10000000000001,-0.014637130202027037
2984000,36.8,1185.57,57.47,373,0.6420987421274185,0.977580474615097,0.037960509140975776,0.7397454752673572,2.2245958578586578,221,83.10000000000001,-0.01623998970258981
2992000,36.8,1166.77,58.29,374,0.6500227880477906,0.9765885955095291,0.05486774292774498,0.967305899343176,2.6453860139846803,221,83.10000000000001,-0.014570480760012288
3000000,37.0,1178.42,59.25,375,0.6770477902889251,1.0053250467777253,0.0360441462835297,0.7670880219020089,2.206733838915825,220,84.10000000000001,-0.013914760310144629
3008000,37.0,1179.43,61.61,376,0.6722946345806122,1.0028615939617156,0.0571291353367269,0.9511955438348508,2.7124262952804568,220,84.10000000000001,-0.008795537024270743
3016000,37.0,1181.35,61.86,377,0.6494115102291107,0.9825542408227921,0.04029827187303454,0.7240382812464102,2.2633988696336744,220,84.10000000000001,-0.008788314778648783
3024000,37.0,1180.4,62.05,378,0.6296580302715301,0.97366759121418,0.0444231765344739,0.8712127477259712,2.4176536232233046,220,85.0,-0.019456352819106543
3032000,36.9,1182.44,61.71,379,0.6343119233846665,0.9784483641386033,0.06090517023112625,1.3003154791858413,2.7749343395233153,220,85.0,-0.008223493930418045
3040000,35.9,1189.56,66.04,380,0.29120575010776517,0.9977354663610458,0.17762902973219752,1.4415180463130255,3.0593008720874786,220,89.10000000000001,-0.003505603560915915
3048000,35.9,1184.16,66.09,381,0.6375955605506897,1.0120224606990815,0.06426028354093433,0.9247072663586144,2.783439269065857,220,90.0,-0.012216263219779649
3056000,36.0,1186.05,68.84,382,0.6304416930675507,0.9930812001228333,0.05940985865425318,0.9753239527599615,2.8007140082120894,220,94.40000000000003,-0.021783157940026287
3064000,34.800000000000004,1176.06,68.27,383,0.6551122838258743,0.9958241111040116,0.031487593227066096,0.6811085497823782,2.041484122276306,220,94.40000000000003,-0.010369753247650805
3072000,35.9,1178.74,71.64,384,0.6647974133491517,0.9866486775875092,0.06020420110784471,1.0641379224300467,2.846400183439255,220,102.0,-0.018371469224221074
3080000,36.0,1182.65,72.16,385,0.6404394423961639,0.9858277171850205,0.04561210271436721,0.8057619690244145,2.422706554532051,220,102.0,-0.021725939827301772
3088000,36.0,1178.08,72.37,386,0.5863422495126724,0.9950505101680756,0.04371696879155934,0.8946747701155532,2.3909491330385206,219,102.0,-0.015871532447927165
3096000,36.0,1184.86,75.98,387,0.6870923429727555,0.9930894207954407,0.08392221584916115,1.45232470671084,3.0170505279302597,219,122.0,-0.01181683174247155
3104000,36.0,1182.83,76.44,388,0.6023705869913101,1.0103456485271454,0.042872272627428175,0.8590045260240613,2.341243518590927,219,122.0,-0.019923655101738404
3112000,35.9,1181.5,74.73,389,0.6152112817764283,0.9848449391126632,0.04710691962391138,0.8606761253449047,2.4990663051605226,219,105.80000000000015,-0.02047752040554769
3120000,34.800000000000004,1177.62,73.29,390,0.6173377519845963,0.9628490293025971,0.045591690354049204,0.9100781311120627,2.4596251225471497,219,103.10000000000001,-0.006490409862453817
3128000,34.800000000000004,1170.97,73.38,391,0.586272405385971,0.9719404911994934,0.04916779789142311,0.8303071317335382,2.5290057861804964,219,103.10000000000001,-0.01884162809350528
3136000,36.0,1185.5,74.9,392,0.6037876230478286,0.9988933676481246,0.0516201619617641,0.8582814819739006,2.641744115948677,219,103.0,-0.01631674116360955
3144000,35.9,1186.36,75.15,393,0.6342894798517227,1.0098706805706024,0.04208997342269868,0.7862504178524842,2.345167992115021,219,103.0,-0.014400431759167987
3152000,36.0,1181.0,73.48,394,0.5749784684181214,1.004966786503792,0.047687440416775646,0.8894283982392206,2.5390679234266282,219,102.10000000000001,-0.00676125691345078
3160000,37.900000000000006,1184.66,75.1,395,0.5937132012844085,0.9644699269533157,0.06350566281937063,1.0406153260945132,2.829334166049957,219,103.0,-0.017162388671713415
3168000,37.900000000000006,1196.88,77.36,396,0.23086338937282563,0.9306676322221756,0.10011977423913777,1.1027217852831503,2.926492737531662,219,106.40000000000003,-0.019241968862188513
3176000,37.900000000000006,1196.37,75.55,397,0.6275930178165435,0.9538111579418183,0.036736829644069074,0.7159660251582823,2.2136259496212007,219,104.20000000000002,-0.013531814542075154
3184000,41.9,1210.93,76.34,398,0.6127567851543426,0.9451631397008896,0.06146453361026943,1.1566546893230103,2.851077344417572,219,104.20000000000002,-0.01775494422967313
3192000,39.8,1217.34,76.73,399,0.6596821928024292,0.9415716540813446,0.05948236545082182,1.1649233623108102,2.730370832681656,219,104.20000000000002,-0.005571986564609688
3200000,39.8,1208.54,78.78,400,0.6226310008764266,0.9424161809682846,0.054556552730500696,0.8736321547688778,2.6361637610197066,219,106.40000000000003,-0.01681444580783136
3208000,39.8,1206.87,78.65,401,0.5742402374744415,0.9527754938602447,0.04599407722009346,0.974615216439688,2.5316172254085543,219,104.20000000000002,-0.016982506152708084
3216000,40.9,1207.47,79.11,402,0.6028624045848846,0.99555588722229,0.04139963305089623,0.7883508079195507,2.3029247879981996,219,104.20000000000002,-0.010292193177738227
3224000,42.800000000000004,1213.98,76.07,403,0.5978252708911895,0.9762680220603943,0.04333481101784855,1.0656112984348092,2.4482620406150817,219,104.0,-0.020925137479089244
3232000,43.9,1223.57,76.28,404,0.6472044289112091,0.9702275454998016,0.0430737125268206,0.8248920107221605,2.394013500213623,219,104.0,-0.015019528132288542
3240000,43.9,1221.43,76.56,405,0.6137167280912399,1.0170623832941055,0.04296265112701803,0.7305866175919106,2.4194129490852356,219,104.20000000000002,-0.0070973190933000295
3248000,43.9,1243.77,78.03,406,0.6020084595680237,0.9777417016029358,0.045673752352595326,0.8306521238300557,2.4367997324466706,218,106.40000000000003,-0.0157475595473079
3256000,44.0,1239.53,78.08,407,0.5617344897985458,0.9883306181430817,0.04962461425922811,1.0829656952545124,2.57684165596962,218,106.40000000000003,-0.016270544028375297
3264000,42.900000000000006,1238.06,77.26,408,0.6272166067361832,0.985431798696518,0.04006228436715901,0.834556292415599,2.2999366474151612,218,106.40000000000003,-0.008994608145349048
3272000,44.0,1244.55,76.86,409,0.6443817073106766,0.9798462438583374,0.040672083613462744,0.7540250908513165,2.2784779477119446,218,110.10000000000001,-0.01762125708919484
3280000,44.9,1255.04,77.49,410,0.5952780026197434,0.9890386438369752,0.049912791647948325,0.824038087094945,2.536632627248764,218,110.10000000000001,-0.010481263123947428
3288000,43.8,1252.0,76.24,411,0.6709144198894501,0.9545119082927704,0.06752799664624036,1.0169820276629933,2.820216476917267,218,104.20000000000002,-0.022309746808141427
3296000,41.9,1255.02,76.52,412,0.622797714471817,0.9553290659189224,0.03663415580056608,0.7086585006637155,2.1883944833278655,218,106.50000000000004,-0.007569716076250188
3304000,41.0,1248.18,78.42,413,0.658553472161293,0.9065987426042557,0.11373148515820503,1.4551418595800376,3.334056644439697,218,112.20000000000002,-0.008526028228807263
3312000,41.9,1246.58,79.55,414,0.6408614081144333,0.9261940890550613,0.12647241862956435,1.4800487092539567,3.09547939658165,218,114.30000000000003,-0.015266585233985098
3320000,41.9,1253.84,78.76,415,0.610994713306427,1.0114552229642868,0.0480963921174407,0.8218389045543093,2.450926430821419,218,114.20000000000002,-0.020380485462956132
3328000,44.7,1276.58,80.24,416,0.6780395156145096,0.9986775499582291,0.04712087332736701,0.95231108521955,2.3670069116353987,218,114.20000000000002,-0.024395244450424798
3336000,44.7,1284.53,81.18,417,0.6176239532232285,0.9989033246040344,0.0479212194820866,0.8752834719476579,2.479682857990265,218,116.10000000000001,-0.01716954289811838
3344000,44.7,1274.01,81.43,418,0.6036605024337769,0.9986748069524765,0.049091121987439694,0.8781323030323961,2.567746617794037,218,116.10000000000001,-0.017973985172284303
3352000,41.9,1262.31,80.66,419,0.5723316222429276,0.9992982667684555,0.04340730714611709,0.792475750751178,2.440177626609802,217,114.20000000000002,-0.009370673466473817
3360000,41.9,1267.24,81.53,420,0.613863707780838,0.9657738268375397,0.050396394110284744,0.8478617417193614,2.49404150724411,217,116.10000000000001,-0.017089568936207798
3368000,44.8,1286.21,85.5,421,0.6562085646390915,0.9591771394014359,0.08821741975378244,1.105336967962004,2.9085728389024736,217,121.20000000000002,-0.008558666016033384
3376000,44.8,1282.53,85.68,422,0.565740213394165,0.9726358741521836,0.05183447375893593,0.955404668528425,2.5346300184726713,217,121.20000000000002,-0.014200655921595171
3384000,44.8,1291.12,86.74,423,0.6054306137561798,0.9889164477586746,0.05065801443066448,0.8872074977779838,2.525469584465027,217,123.30000000000003,-0.023865238191792742
3392000,47.8,1302.57,88.79,424,0.616191234588623,0.9577829045057297,0.058240971877239645,0.9240997055222224,2.605626497268677,217,123.30000000000003,-0.024910328509722603
3400000,45.7,1296.21,89.49,425,0.6517863082885742,0.9534542226791382,0.052927645067684354,0.9503765523574139,2.5477798944711685,217,123.30000000000003,-0.023607452588621528
3408000,47.5,1303.42,90.39,426,0.6322107940912247,0.9707389211654663,0.04961605107877404,1.005062297987542,2.5352712070941923,217,123.30000000000003,-0.02163918787613511
3416000,47.5,1291.53,87.74,427,0.6340567749738694,0.9948447185754776,0.03746330033056438,0.6634644274042745,2.1948864221572877,217,117.40000000000003,-0.01008029478834942
3424000,47.5,1290.32,87.69,428,0.6457841271162033,0.967449357509613,0.054843657738529145,0.8305950383000245,2.559278680086136,217,117.40000000000003,-0.023456889058797968
3432000,47.7,1297.71,86.46,429,0.5791245371103286,0.9853401964902878,0.045635124891996386,0.7863086190116553,2.4141235661506655,217,116.0,-0.021181850650464185
3440000,46.800000000000004,1290.73,84.42,430,0.6565526163578034,0.995175307393074,0.045473447469994425,0.801915313251956,2.405563019514084,217,116.0,-0.012538361073675333
3448000,47.9,1295.56,84.47,431,0.5876784765720368,0.947531863451004,0.05293275892734527,0.8564825518782503,2.5929588186740875,217,115.10000000000001,-0.015802490973728708
3456000,47.9,1285.8,85.64,432,0.6661926347017288,0.962208458185196,0.04958650525659323,0.9122449931013176,2.488646249175072,217,116.0,-0.01781509174965322
3464000,47.9,1293.34,87.51,433,0.6311426120996475,0.969059054851532,0.0569231124361977,1.0323981519171006,2.5783814269304277,217,117.40000000000003,-0.017888982474978547
3472000,46.800000000000004,1294.21,86.73,434,0.6405291241407395,0.9980316132307052,0.048826252785511316,0.8070036369985322,2.525851109623909,217,117.40000000000003,-0.014273899332692963
3480000,46.800000000000004,1306.43,88.02,435,0.6457862776517868,1.0055254745483397,0.04801096600946039,0.8474239766026238,2.435641217827797,217,121.20000000000002,-0.02499251365297823
3488000,45.0,1299.77,87.17,436,0.6286299914121628,0.9991241127252579,0.0393638134887442,0.7148017908694898,2.2534301990270613,217,118.30000000000003,-0.008874852062435821
3496000,44.8,1296.54,85.46,437,0.5839505130052567,1.0128231406211854,0.07080677836667747,0.993015572053322,2.8667942309379577,217,116.10000000000001,-0.023737932718358935
3504000,44.8,1296.23,84.85,438,0.5652417254447937,1.0044817608594894,0.047206838657148184,0.7693963974724887,2.4224261796474456,217,116.10000000000001,-0.01852337237476604
3512000,44.8,1288.91,84.1,439,0.5706037348508834,1.0144816899299622,0.05937420862726867,0.8949674613984071,2.811722424030304,217,116.10000000000001,-0.0177273196663009
3520000,44.8,1285.78,84.31,440,0.6381863421201706,1.005824501514435,0.047196288192644716,0.8079440180616683,2.4424498683214186,217,118.0,-0.019332825091551056
3528000,45.0,1289.54,84.83,441,0.638975630402565,0.9716409772634507,0.03834785443264991,0.6630977999895147,2.187621650695801,216,118.0,-0.012133010050747543
3536000,46.800000000000004,1291.05,84.97,442,0.6517177182435989,1.00222883105278,0.044091052059084174,0.7513812552251588,2.332737712264061,216,118.0,-0.019843093550007324
3544000,46.800000000000004,1298.19,84.83,443,0.6012886190414428,0.9690017449855804,0.04652714614756406,0.8716742691298027,2.399392377734184,216,118.0,-0.02087383018573746
3552000,46.800000000000004,1303.08,85.79,444,0.6395808470249176,0.975753510594368,0.044900310388766226,0.699875631600184,2.378303664922714,216,118.60000000000005,-0.008564183719099673
3560000,1.9000000000000004,1024.69,59.94,445,0.11358703434467315,1.2278471046686172,0.044655342209152876,0.719328266863238,2.288492394089699,216,112.0,-0.03327032234054059
3568000,1.0,932.21,53.41,446,0.6508528959751129,1.0402593064308165,0.02994061150588095,0.6067487635747031,2.001301174759865,216,109.30000000000003,0.0032616384021821434
3576000,1.0,921.04,52.54,447,0.63040203332901,0.9969825088977814,0.03461306863930076,0.6603713519412595,2.106531801223755,216,109.30000000000003,-0.008290552087128162
3584000,1.0,911.09,49.77,448,0.607323185801506,1.000910192131996,0.041481933086179194,0.7182542847206845,2.3283950531482698,216,103.0,-0.015355786844156682
3592000,1.0,919.65,52.02,449,0.5871943330764771,0.9922860425710678,0.07125072453171015,0.8827099807734564,2.50980676651001,216,108.40000000000003,-0.014595488807244691
3600000,1.0,910.06,50.55,450,0.6016038960218429,1.008440787792206,0.05230529646854848,0.8082284796779524,2.559765627384186,216,103.30000000000003,-0.021836397717124784
3608000,1.0,913.77,50.14,451,0.5539221340417861,1.002919811606407,0.07297918262891472,0.9451917614225803,2.582029367685318,216,103.0,-0.009754371932358482
3616000,1.0,928.87,53.1,452,0.4649435955286026,0.9797992670536041,0.10435193736804649,1.0980098933119222,2.9199210560321807,216,112.50000000000004,-0.020991562364506534
3624000,1.0,940.25,54.88,453,0.5395234644412994,0.9599019640684128,0.06945022732950747,1.3539779407827905,2.978871542215347,216,118.40000000000003,-0.02802836195085547
3632000,1.0,932.17,59.05,454,0.7088970637321472,1.0029403042793275,0.056443677474744616,0.9874385121712352,2.6066487574577333,216,126.40000000000003,-0.007194623424147721
3640000,1.0,929.53,58.24,455,0.5890654516220093,0.9784927779436111,0.056543665546923874,0.9489027877511385,2.6822268480062483,216,122.40000000000003,-0.023353398499748438
3648000,1.0,939.2,58.96,456,0.6438464933633804,0.9688849890232086,0.053141128355637196,0.9121309219553406,2.488174405694008,216,126.40000000000003,-0.010701061475265306
3656000,1.0,958.57,63.66,457,0.6009304529428482,0.9880565720796585,0.07248483086936176,1.0218636760560504,2.777432609796524,216,134.2000000000001,-0.02655487590265693
3664000,1.9000000000000004,1021.05,69.61,458,0.5964201426506043,1.0102310651540756,0.050417488683015106,0.7929190711061991,2.5067225742340087,216,146.4000000000001,-0.020917969098809407
3672000,2.0,1076.7,73.55,459,0.6274570971727371,0.9925282925367356,0.041872238474898044,0.7566473044719255,2.3147679060697555,216,146.4000000000001,-0.01624871361993428
3680000,3.0,1138.22,77.3,460,0.6230649906396866,1.0444416922330857,0.045851000961847604,0.7652262279315637,2.4206042790412905,216,146.4000000000001,-0.01577080123650376
3688000,21.200000000000003,1194.09,80.47,461,0.6728478807210923,0.9797441983222961,0.041402396536432205,0.7344303309354788,2.261902666091919,216,146.4000000000001,-0.01871694844448939
3696000,38.900000000000006,1275.76,85.88,462,0.677891126871109,1.0014083409309387,0.044451772877946494,0.7109956873272472,2.2606700259447097,216,146.4000000000001,-0.015254904966277537
3704000,44.9,1311.29,89.74,463,0.61052590072155,1.0066467875242233,0.06275481261312961,1.019822211207882,2.7932746613025667,216,146.4000000000001,-0.03111438493360765
3712000,44.9,1315.85,91.33,464,0.6038335150480271,1.0118199044466019,0.059856758061796425,0.8912717317295179,2.6824311202764513,216,146.4000000000001,-0.018044800118077547
3720000,44.0,1301.93,92.24,465,0.5574154233932496,0.988545088171959,0.07452940542716532,0.9870984313712767,2.8934992879629133,216,159.10000000000002,-0.02049339889490511
3728000,44.0,1295.05,92.36,466,0.6382095777988434,0.9966790187358856,0.04575286113657057,0.7657447618673311,2.2772319918870925,216,159.10000000000002,-0.024161197462817655
3736000,43.8,1298.3,90.94,467,0.6153205370903015,0.9905846381187439,0.04804782526101917,0.8336222054955092,2.5211291658878325,216,146.4000000000001,-0.01625383889011573
3744000,41.0,1267.72,87.05,468,0.6340372490882874,1.0077371525764465,0.04850337345153093,0.9516751845259854,2.5408545929193496,215,145.0,-0.023817052882004645
3752000,41.0,1264.29,82.87,469,0.6606446063518524,0.9970895636081696,0.03524927026592195,0.7435938534316804,2.126539964079857,215,117.30000000000003,-0.016614424357539972
3760000,40.8,1251.39,79.11,470,0.5976146799325943,1.0277114486694336,0.0476823244523257,1.1060241182275545,2.4274040138721467,215,116.10000000000001,-0.020099628358148037
3768000,40.8,1240.11,78.6,471,0.6210505342483521,1.0064773547649384,0.03785418780520558,0.8020811434260101,2.222271552681923,215,112.40000000000003,-0.013396802227944135
3776000,40.8,1249.97,79.03,472,0.6826495635509491,0.9858685857057572,0.04008267683908343,0.7370899721186644,2.2042567682266236,215,112.40000000000003,-0.018236858517338986
3784000,40.8,1261.76,79.97,473,0.6873637068271637,0.9715489417314529,0.11443797987885773,1.4506390755160317,3.4732966089248656,215,112.40000000000003,-0.008699042970547452
3792000,41.0,1269.62,81.52,474,0.5618047988414765,0.9994781255722046,0.0562487827707082,0.932619689184826,2.5416250425577163,215,111.10000000000001,-0.022952115058142226
3800000,41.0,1263.44,81.32,475,0.5818718248605728,0.9846942710876465,0.058363195983693,0.9761373054299098,2.7104784297943114,215,111.90000000000008,-0.01518553315079771
3808000,41.9,1263.44,83.51,476,0.640166745185852,0.9589686858654022,0.04911949769593775,0.8555738781107652,2.4690786987543105,215,122.70000000000006,-0.01756469140877016
3816000,41.9,1261.25,85.96,477,0.611085615158081,0.9790678191184997,0.06047921573743224,0.8495336242595406,2.6894551914930345,215,129.40000000000003,-0.012712937729211261
3824000,43.8,1268.09,85.96,478,0.6356498098373413,0.996451575756073,0.04440242342185229,0.8284612157899478,2.4028009253740312,215,129.40000000000003,-0.014864859282170073
3832000,41.9,1263.43,84.67,479,0.6414115518331528,0.9882803809642792,0.061331774429418146,1.142685446022044,2.6930299282073973,215,129.40000000000003,-0.012535932441242039
3840000,41.9,1270.88,86.95,480,0.6618882715702057,1.012768684029579,0.11083722318056971,1.3200707291474862,3.1266225814819335,215,134.10000000000008,-0.020658968267962336
3848000,41.0,1259.03,84.21,481,0.6124095433950424,1.0231684446334839,0.040307439807802437,0.7627393879505054,2.2880488663911818,214,129.40000000000003,-0.021485247974851518
3856000,35.0,1219.8,78.62,482,0.22811273455619813,0.7807388236373662,0.055871219136752186,0.9501482045908307,2.6222625946998597,214,122.70000000000006,-0.026528114916873166
3864000,0.0,667.07,36.79,483,-0.27855571210384367,1.1525761099159717,0.017798868731042604,0.43446087426856805,1.4859878950566054,214,81.20000000000002,-0.005661889308539685
3872000,0.0,222.44,3.01,484,-0.027268372178077697,1.3210392665863038,0.014476382288303285,0.2953733970276605,1.3252010092139244,214,8.100000000000009,0.0009693703090306371
3880000,0.0,203.41,2.28,485,0.6027594435214997,1.0788019329309464,0.030154400275205263,0.6322194640210163,1.9994226475059986,214,8.100000000000009,-0.003993966970556357
3888000,0.0,256.28,4.35,486,0.6130030715465545,1.0156882923841477,0.0441232261992991,0.8286010760085714,2.411932497024536,214,12.0,-0.01599113449221477
3896000,0.0,324.17,8.22,487,0.6253688561916352,0.9980086958408356,0.04707813157234341,0.8268348945385776,2.3505046486854555,214,32.10000000000001,-0.014783865925855934
3904000,0.0,362.93,11.22,488,0.5505157804489136,0.9841695803403855,0.06608396933414042,1.1293429257124894,2.875176602602005,214,35.10000000000001,-0.029379188582825008
3912000,0.0,458.23,19.0,489,0.5178975450992584,1.0766336780786514,0.08159353846218437,1.0070246287056803,2.9470404875278473,214,66.0,-0.018329417501809074
3920000,0.0,504.12,22.06,490,0.6469166082143784,1.0425902444124222,0.041828174768015744,0.766713021201451,2.304332657456398,214,66.20000000000002,-0.013239600526867434
3928000,0.0,585.93,27.31,491,0.5779354119300842,1.0321702593564988,0.05000875910744071,0.891569571621129,2.5504076063632963,214,72.10000000000001,-0.022248241138877346
3936000,0.0,650.49,32.29,492,0.6055193024873734,1.023207664489746,0.04240158111788332,0.7263684817545492,2.341016933321953,213,91.20000000000002,-0.00786024084314704
3944000,0.0,699.33,35.06,493,0.6697817277908326,1.044218499660492,0.04030308412853628,0.6709672472583341,2.2292587572336195,213,91.20000000000002,-0.016622724338667468
3952000,0.0,778.76,40.09,494,0.7220750123262405,1.0171888613700866,0.060696295434609054,1.0464936461999703,2.795731733441353,213,93.0,-0.017876563214231284
3960000,0.0,843.21,47.37,495,0.661653727889061,0.9816218835115432,0.055690167020075024,0.9304228335373196,2.630001404285431,213,113.60000000000005,-0.019950902349082752
3968000,1.9000000000000004,918.37,53.1,496,0.6050192672014236,0.9868402349948883,0.04155082334764302,0.7769836919536002,2.2842599886655806,213,119.20000000000002,-0.014423704905348132
3976000,2.0,980.18,57.43,497,0.6173631459474563,1.0466506695747375,0.04805124142440036,0.8902745798970144,2.4497039806842804,213,119.20000000000002,-0.0252564319720841
3984000,9.0,1050.22,62.5,498,0.609250391125679,1.0353074896335601,0.0507456183526665,0.8331054943128361,2.4697891694307326,213,119.20000000000002,-0.017405999775510283
3992000,20.9,1134.7,67.93,499,0.6042469084262848,0.9980623227357864,0.05849202377721667,0.8674188977555359,2.6639604139328004,213,119.20000000000002,-0.02823928569399868
4000000,32.0,1180.15,72.85,500,0.5139649111032486,1.0158977913856506,0.09813168325461447,1.1262390188250324,2.9930303573608397,213,121.50000000000004,-0.019253578495699912
4008000,33.0,1198.92,77.02,501,0.6919537973403931,1.0099656134843826,0.058196546235121785,0.8469031364044861,2.452432456612587,213,127.40000000000003,-0.015265063318947796
4016000,37.7,1217.15,80.36,502,0.6574993789196014,1.0118097585439683,0.1842016509268433,1.8480684676770671,3.395022270679474,213,131.0,-0.020261782433954066
4024000,38.0,1233.73,83.22,503,0.6054628443717956,1.0443166345357895,0.06390700376592577,1.0069414721893322,2.8370925790071486,213,142.60000000000005,-0.021067168322042563
4032000,34.800000000000004,1236.36,84.0,504,0.6904034513235092,1.0252546364068984,0.09054375236853957,1.2378933379828339,3.304606375694275,213,148.3,-0.01790593122423161
4040000,40.9,1242.28,88.97,505,0.6864508205652237,1.0120884877443315,0.06471015667077154,1.0328024207723074,2.6656548982858657,213,152.30000000000013,-0.016546750367269852
4048000,42.800000000000004,1262.29,91.58,506,0.5949728727340698,1.032770375609398,0.046470697787590325,0.8022308737521445,2.437680967450142,213,152.30000000000013,-0.012963269112951821
4056000,44.0,1289.37,94.58,507,0.636594476699829,1.0307741034030915,0.05779945268761367,0.8503461767643193,2.648194146156311,213,152.30000000000013,-0.02002341509592952
4064000,44.0,1293.34,96.61,508,0.6873763644695282,1.0061365872621537,0.04888787313830108,0.8289085126796869,2.4048675507307054,213,164.10000000000002,-0.011610702069156105
4072000,44.0,1293.57,99.47,509,0.6488036984205245,1.0000957083702087,0.06723775203339756,1.0159612420962512,2.8511505806446076,213,167.80000000000024,-0.03392091904883273
4080000,44.9,1313.03,104.87,510,0.6034812581539154,0.969277331829071,0.09070464780554176,1.17057339962781,3.1118481695652007,213,193.1,-0.016891142060630956
4088000,44.9,1302.28,101.98,511,0.6369167077541351,0.998215623497963,0.06153635880444199,0.9181832345494086,2.5105993294715883,213,190.3,-0.016371829641284422
4096000,44.9,1300.23,100.99,512,0.6425903749465942,0.9643183523416519,0.07020408991724253,1.0524970088651073,2.7451233994960784,213,190.3,-0.015116894119419157
4104000,46.800000000000004,1304.95,104.82,513,0.5709921330213547,1.0069711571931839,0.06142868933733553,0.9420183833559835,2.7465182554721834,213,193.1,-0.02386235699261306
4112000,46.800000000000004,1307.71,106.59,514,0.6736617422103882,1.0407921767234802,0.044925838415510955,0.8400890215750667,2.351888597011566,213,193.1,-0.018355861324525904
4120000,50.900000000000006,1313.36,109.03,515,0.6223646354675293,0.9995264911651611,0.0632662021368742,1.026439474804635,2.743760605454445,213,194.40000000000003,-0.012980025693832432
4128000,55.5,1333.43,113.92,516,0.6289972853660584,1.0029164552688599,0.07317284757271408,1.0715632910584771,2.8914961290359495,213,218.00000000000017,-0.008245093763689511
4136000,57.0,1346.31,113.98,517,0.6000197869539261,1.01748251080513,0.059676024694927034,1.0879460075407423,2.7137092185020446,212,199.80000000000015,-0.022364957585232333
4144000,59.7,1356.72,116.74,518,0.6327175623178483,1.0194476288557053,0.057560386369004846,0.8004473639237045,2.4245508152246473,212,217.70000000000016,-0.0052709493142901916
4152000,56.8,1343.46,113.51,519,0.5405197024345398,1.0451769417524337,0.05135789831168949,0.823455677802031,2.5439184165000914,212,199.80000000000015,-0.022468269930513998
4160000,56.8,1357.14,114.89,520,0.6463667523860931,0.9413093727827072,0.06126970333978534,0.9057691024555414,2.663243152499199,212,198.9000000000001,-0.007309754703892395
4168000,59.7,1364.97,114.28,521,0.6833883404731751,0.9696826112270355,0.05384762708563358,0.919871444518896,2.48552961230278,212,198.9000000000001,-0.02307036753394641
4176000,59.7,1375.34,116.66,522,0.6660719233751297,0.9592718422412873,0.07843404693063348,1.1269322658692078,2.8370909512043,212,220.10000000000002,-0.013597193046298344
4184000,59.7,1362.92,115.25,523,0.5788841331005097,0.9227705359458923,0.08427022996358574,1.319827219817336,3.16172957777977,212,208.30000000000013,-0.02379051397423609
4192000,59.7,1366.75,117.44,524,0.645910205245018,0.9549818056821823,0.04891817810945213,0.7691707462769964,2.406094343662262,212,220.10000000000002,-0.00989016592153348
4200000,60.0,1372.93,119.72,525,0.6274222546815872,0.9514860397577286,0.07744837845675648,1.1603333186143012,3.1479268074035645,212,221.1,-0.028094939912843984
4208000,1.0,1155.2,97.25,526,0.06811074435710907,0.9591316848993301,0.10667755242902785,1.7510502410284092,3.49727477312088,212,220.10000000000002,-0.03453064793313388
