fps,grad_norm,episode_length,explained_variance,policy_loss,P09:episode_rewards,PMM:episode_rewards,P01:episode_rewards,advantage_norm,frames,value_loss,epoch_idx,policy_entropy
267,0.1380057668939073,175.79,-0.2429936271905899,-0.0006657905018073506,3.0,1.23,0.0,0.6941232316195964,688000,0.004159827246403438,86,1.3828140056133271
267,0.14802244741764195,185.74,-0.5336582201719284,-0.0002795833480195142,4.0,1.46,0.0,0.7611247262358666,696000,0.0051361425120558125,87,1.377098342180252
267,0.1337768636925162,185.38,-0.3683741426467895,-0.00010472584632225335,3.1000000000000085,1.43,0.0,0.6786016689985991,704000,0.003888847305861418,88,1.3737591707706451
267,0.13605587761775212,174.7,0.22019582390785217,-0.0004909881307685282,3.0,1.2,0.0,0.6803606191277504,712000,0.003936665815999731,89,1.3809228122234345
267,0.1258696466493787,175.39,-0.29057913899421695,-0.0002900301472982392,3.0,1.26,0.0,0.629237349331379,720000,0.00342318057846569,90,1.3825100994110107
267,0.13786081037664472,174.1,0.40038283586502077,0.00022945816526771524,3.0,1.23,0.0,0.7434660974144935,728000,0.00472700133032049,91,1.38005411028862
267,0.16621176543212404,182.24,0.02421752691268921,-0.000452277134754695,3.0,1.39,0.0,0.8409785182774067,736000,0.005862125314888544,92,1.378606252670288
267,0.11010239591961263,185.57,-0.3705404388904572,0.0003504702005284344,3.1000000000000085,1.43,0.0,0.6107897382229567,744000,0.0032048555486107943,93,1.380651090145111
267,0.12880191526092052,179.21,0.15888463079929352,-0.00010901229303271976,3.0,1.34,0.0,0.7014344228804111,752000,0.004464397694282525,94,1.382328325510025
267,0.13293832868125177,186.15,0.4566650742292404,0.0005582011395017616,3.0,1.5,0.0,0.71991489097476,760000,0.004734516931493999,95,1.3825267779827117
267,0.11314635054859093,192.44,0.2610445880889893,-0.0010285855318579707,4.0,1.57,0.0,0.697302999868989,768000,0.004210405108970008,96,1.380333924293518
267,0.1304688351784522,186.81,0.45802416443824767,0.00020090358419110998,4.0,1.46,0.0,0.7187794762849807,776000,0.004209281217190437,97,1.38500084400177
267,0.111264191670698,179.13,0.05094616174697876,0.00037337706366088243,3.0,1.27,0.0,0.6170465230196714,784000,0.003448921497183619,98,1.38138414144516
267,0.11442596606580059,181.15,0.46088541626930235,-0.00041934660117476597,3.1000000000000085,1.3,0.0,0.6820599482953549,792000,0.004284686269820668,99,1.3798740589618683
267,0.11703497345855961,176.42,-0.774398113489151,-0.0002465223227682145,3.0,1.19,0.0,0.5865715105831623,800000,0.0030359301951830273,100,1.3775196421146392
267,0.11582747314987256,167.18,0.24784601271152495,-0.00016295156514388508,3.0,1.0,0.0,0.6407978989183902,808000,0.003399777384220215,101,1.3792974686622619
267,0.13324000850672932,177.5,-0.24607251405715944,-0.0002514933579368517,3.0,1.27,0.0,0.7529871998727322,816000,0.004934191128850216,102,1.377531260251999
267,0.11890332853566696,185.12,0.06222003400325775,0.00010771665052743629,3.1000000000000085,1.48,0.0,0.6815426426380873,824000,0.0041312598936201535,103,1.3795100796222686
267,0.14132179850557486,186.5,0.1616039264202118,0.00015485666088352446,4.0,1.48,0.0,0.7308607414364815,832000,0.0046880445096758195,104,1.3815154480934142
267,0.11092418288850112,181.51,0.4712478345632553,7.278572593349963e-05,3.0,1.33,0.0,0.6204605109989643,840000,0.003390655834664358,105,1.3803634190559386
267,0.15311787837890053,188.27,0.3565138977766037,-0.00045659391113076706,4.0,1.51,0.0,0.7904132939875126,848000,0.005338360987952911,106,1.3756830453872682
267,0.12557438652577047,196.03,0.5730105906724929,0.0004269804124487564,5.0,1.72,0.0,0.6928797028958797,856000,0.0041094642539246705,107,1.3789330089092255
267,0.1414873866992964,199.15,0.2634468001127243,0.0006234304932877422,5.0,1.85,0.0,0.7896318988502026,864000,0.005101520149764838,108,1.3814550387859343
267,0.13406220062528676,187.79,0.38456897020339964,-0.0002635499905227334,4.0,1.55,0.0,0.7512348255515099,872000,0.004919315064253169,109,1.3776581764221192
267,0.09925360887394326,185.26,0.4623618233203888,-0.0003831273960531689,4.0,1.47,0.0,0.5554268310964108,880000,0.0029448667063115865,110,1.372371379137039
267,0.14342683680949947,190.52,0.33794195592403414,-5.858386371983215e-05,4.1000000000000085,1.64,0.0,0.8347081761062145,888000,0.00542664246604545,111,1.375731153488159
267,0.12369791425318798,196.24,0.3975600737333298,-0.0002534372913942207,5.0,1.77,0.0,0.7007706540822983,896000,0.00424051770780352,112,1.3792455315589904
267,0.12013842523284068,194.45,0.27656304895877837,-0.00042170581600657896,5.0,1.73,0.0,0.629549756348133,904000,0.0037191875620919746,113,1.3803891372680663
267,0.10948227396481933,180.86,0.3160976439714432,-0.00027360391339016133,3.0,1.38,0.0,0.6223615143448115,912000,0.003478157102217665,114,1.383669959306717
267,0.11844796417970936,176.22,0.15659928798675538,0.0005262803638470359,3.0,1.21,0.0,0.6362803637236357,920000,0.003627613016797113,115,1.384737286567688
267,0.09372041722763809,173.7,-0.17807307362556457,0.0002830034029466333,3.0,1.15,0.0,0.48958913043141367,928000,0.002202945983153768,116,1.3825200581550598
267,0.13836425099709257,175.72,-0.11132737338542938,-0.0008196618405054324,3.0,1.22,0.0,0.7098839595913887,936000,0.00408375648476067,117,1.375000765323639
267,0.11007446306307482,172.85,-0.4358378666639328,0.0002767631930328207,3.0,1.17,0.0,0.5407648126780987,944000,0.0027296998142992378,118,1.380752400159836
267,0.1381165062583318,176.31,0.3186555165052414,5.1738150650635364e-05,3.0,1.22,0.0,0.7517635108530522,952000,0.004869918482727371,119,1.3789537096023559
267,0.11316246706308775,191.17,0.4111493045091629,0.00023407207016134634,4.1000000000000085,1.61,0.0,0.6570833693444729,960000,0.003887277200410608,120,1.3839773058891296
267,0.1190663384945884,196.35,0.3891098129749298,-0.0003617819420833257,4.0,1.72,0.0,0.6556705729663372,968000,0.003691111577936681,121,1.3804402005672456
267,0.1413430880199345,197.09,0.5156830435991288,0.00011939796570004547,4.0,1.74,0.0,0.7809660378098487,976000,0.005426264481211546,122,1.3807314944267273
267,0.10878282052040966,184.57,-0.01353968381881714,-0.0006162310585204978,3.0,1.47,0.0,0.5789131112396717,984000,0.002901761818138766,123,1.372650328874588
267,0.1011833378032594,168.3,-0.10067187905311585,-9.659362374804914e-05,3.0,1.03,0.0,0.5110207629948854,992000,0.002477375763191958,124,1.3796739709377288
267,0.09023308112487316,163.29,0.2805569934844971,9.999844478443265e-05,2.0,0.91,0.0,0.5073943377286195,1000000,0.0023271450555330375,125,1.382442480325699
267,0.12367099588878429,168.71,0.1870846825838089,0.0005817441209728713,3.0,1.04,0.0,0.6467692800611258,1008000,0.0035403702661278656,126,1.3820135354995728
267,0.1192706683441236,173.05,0.3405336499214172,-0.001063184085651301,3.0,1.18,0.0,0.60567422285676,1016000,0.0032764571945153877,127,1.3817830765247345
267,0.09511241922753541,172.61,0.3714779818058014,0.0006576183273318747,3.0,1.15,0.0,0.5351467664539814,1024000,0.002423268694037688,128,1.3799886727333068
267,0.10937331885394394,183.32,0.5121982830762863,-0.00039130634075263516,3.0,1.41,0.0,0.6073491103947163,1032000,0.0033275944645720303,129,1.3835536181926726
267,0.09701843168163887,177.88,0.4831224948167801,-0.0005689915436960291,3.0,1.28,0.0,0.5452249720692635,1040000,0.002746299616046599,130,1.3771036577224731
267,0.11249647804715765,169.33,0.181454598903656,-0.0006302157758182147,3.0,1.05,0.0,0.6331334362924099,1048000,0.003366771997316391,131,1.3792960119247437
267,0.11972898866639209,179.8,0.5110730308294297,-0.0002796823444077745,3.1000000000000085,1.29,0.0,0.6407382315397263,1056000,0.003677399818334379,132,1.3777885508537293
267,0.12267975778518732,182.64,0.5192371195554734,-0.00011130694947496522,3.0,1.36,0.0,0.6588284885883331,1064000,0.0037742334265931277,133,1.3825952851772307
267,0.10560699229454397,187.03,0.5388039803504944,0.0005478402768494561,4.0,1.52,0.0,0.6057332956045866,1072000,0.003295620057033375,134,1.3822565901279449
267,0.14427720021433568,191.03,-0.203174889087677,-0.0012349341898516286,4.0,1.61,0.0,0.765836760699749,1080000,0.005219455043697962,135,1.3782329833507538
267,0.11936204188032763,190.89,0.5362266165018081,0.0005141459600417875,4.0,1.59,0.0,0.6395828938484192,1088000,0.0035107370500918477,136,1.3804162704944611
267,0.11593202234730693,179.89,0.18108081579208374,-5.043140408815816e-06,3.0,1.31,0.0,0.6150549884140492,1096000,0.003446079131026636,137,1.3796690642833709
267,0.07905796881128362,167.54,0.05640554666519165,0.00031482853475608866,3.0,1.01,0.0,0.45335930854082107,1104000,0.0019825292481255017,138,1.3770953929424286
267,0.12167766217211039,168.94,0.4819799202680588,-0.0003295496359351091,3.0,1.08,0.0,0.6596622797101737,1112000,0.003693419218980125,139,1.3829063260555268
267,0.06968401979393199,166.37,0.2753545945882797,-9.89646416837786e-05,3.0,1.02,0.0,0.4043151504546404,1120000,0.0014580336205472122,140,1.383403115272522
268,0.10825187530241656,166.93,0.51729152739048,-3.548524953657761e-05,2.0,0.97,0.0,0.6001566115766763,1128000,0.0033598832426650917,141,1.3846613121032716
268,0.11627462215429706,175.44,-0.42372520864009855,0.0003333178970569861,3.0,1.2,0.0,0.6360841131210327,1136000,0.0038253986309064202,142,1.3830577003955842
268,0.13309365925731206,183.48,0.3746233731508255,-0.00035958662221673875,3.0,1.43,0.0,0.7120708854496479,1144000,0.004186836932058213,143,1.3843651878833771
268,0.09139137230745342,181.03,-0.25273633539676665,-6.366944377077744e-05,3.0,1.35,0.0,0.5269431263953447,1152000,0.0024627399732708,144,1.3838511431217193
268,0.10023617752623436,172.41,0.5099347847700119,0.00034336331220401916,3.0,1.11,0.0,0.5719868526607752,1160000,0.002899861397600034,145,1.3844176733493805
268,0.12676432531899437,177.99,0.3696682691574097,-0.00028689607977867127,4.0,1.28,0.0,0.6808779026567936,1168000,0.00418349208914151,146,1.3826013422012329
268,0.11316255345769864,173.13,-0.5968122231960297,-0.0008701280801324174,3.0,1.19,0.0,0.5547336095571518,1176000,0.002756069642127841,147,1.3808848440647126
268,0.1074709985496791,171.62,0.48032021164894106,0.0008436079358216375,3.0,1.11,0.0,0.6515330077707767,1184000,0.003927080992143601,148,1.3829813194274903
268,0.1061637011195973,177.25,0.40423655569553374,-9.509703173534944e-05,3.0,1.23,0.0,0.5737845672667027,1192000,0.0030539076350032703,149,1.3820685732364655
268,0.11333499797706427,175.51,0.5185253447294236,-0.00010978757462908106,3.0,1.2,0.0,0.6008821377903223,1200000,0.00324788317499042,150,1.381914324760437
268,0.10901018967963841,175.3,0.0758221447467804,0.00021427882777061313,3.0,1.22,0.0,0.606926007643342,1208000,0.0032651877790340223,151,1.3818645441532136
268,0.10355150872662228,172.78,0.5177909833192825,-0.0007783803368511145,3.0,1.18,0.0,0.5761515252292156,1216000,0.0028800514359318186,152,1.3818013191223144
268,0.1337256183373302,186.41,0.5271224647760391,0.00033091663921368307,3.0,1.49,0.0,0.7630648227035999,1224000,0.004890511101548327,153,1.3805909645557404
268,0.13112496274979427,190.48,0.4628863799571991,0.00029013704108365345,4.0,1.55,0.0,0.6990133924782276,1232000,0.004266351860351279,154,1.376812961101532
269,0.11037228955739828,192.08,0.43259457886219027,4.020151900476776e-05,4.0,1.67,0.0,0.6436522135138512,1240000,0.003539195282428409,155,1.3819852125644685
269,0.09399256660215798,173.57,0.534926045536995,8.823968644719571e-05,4.0,1.25,0.0,0.500309940725565,1248000,0.0023612462115852394,156,1.3835039150714874
269,0.09858323308730625,171.14,0.6824971795082092,6.107152148615569e-06,3.0,1.11,0.0,0.56734595105052,1256000,0.0026043300554010784,157,1.3844343113899231
269,0.09597662812042274,186.01,0.38475187480449674,-0.000387359582236968,4.0,1.46,0.0,0.5509101799875498,1264000,0.0027433142031077296,158,1.3851305890083312
269,0.10067849218763648,176.67,-0.33345760762691495,0.00021730204811319708,3.0,1.21,0.0,0.5622081017494202,1272000,0.0027805445789272198,159,1.3823584342002868
269,0.11845347579169686,175.25,0.4599379003047943,0.0001665206759935245,3.0,1.2,0.0,0.6371414077281952,1280000,0.0034638774915947577,160,1.3823239409923553
269,0.10614689521682243,183.28,0.43216621458530424,-0.0005020574012087309,4.0,1.41,0.0,0.6284667485207319,1288000,0.003408938347492949,161,1.3824140298366547
269,0.08548490942794697,179.7,0.5809887319803237,0.0007407864769629668,4.0,1.29,0.0,0.49953336402773857,1296000,0.002596845492189459,162,1.3820390069484711
269,0.10057400703555755,179.72,0.45764472186565397,0.00011477481908514164,4.0,1.31,0.0,0.6487323369085789,1304000,0.003590319559662021,163,1.3769075715541839
269,0.11535397674800006,192.76,0.66657530605793,-0.00041651710562291556,5.0,1.66,0.0,0.6976198184490204,1312000,0.00406445267944946,164,1.3760317218303681
269,0.10642857671649969,195.81,0.2728161436319351,0.00016699939500540494,5.0,1.68,0.0,0.6059024722129106,1320000,0.0033082013171951987,165,1.3815922355651855
269,0.10202207732033668,182.95,0.6727629256248474,0.0003724802297074348,3.1000000000000085,1.36,0.0,0.6201953898370266,1328000,0.0033433866794803178,166,1.382471237182617
269,0.10229577833720496,187.42,0.4610064190626144,-0.0007503896891648765,3.1000000000000085,1.54,0.0,0.6544008576869964,1336000,0.0037119801505468785,167,1.3802446019649506
269,0.08973817269081001,196.53,0.4360224115848541,-0.0002533430302719353,4.1000000000000085,1.71,0.0,0.5348174047470092,1344000,0.002481156587382429,168,1.3813542926311493
269,0.09993509477130695,178.26,0.32481874465942384,-0.00025615526228648375,3.0,1.23,0.0,0.5833891508728266,1352000,0.0030794161414087282,169,1.3809069430828094
269,0.11672281430441092,173.27,-0.026003063917160035,-0.00015610865855705924,3.0,1.15,0.0,0.6555300480872392,1360000,0.0036520585945254425,170,1.3713024425506593
269,0.09280780023778215,168.14,0.18838216364383698,0.00013168189863790758,3.0,1.07,0.0,0.5402137593924999,1368000,0.002470031863922486,171,1.377229439020157
269,0.11344009028059922,167.89,0.41840063691139223,0.0003910531413566787,2.1000000000000085,1.09,0.0,0.6262268780171871,1376000,0.003188452101749135,172,1.379137338399887
