fps,grad_norm,episode_length,explained_variance,policy_loss,P09:episode_rewards,PMM:episode_rewards,P01:episode_rewards,advantage_norm,frames,value_loss,epoch_idx,policy_entropy
213,16.02749129718757,164.82222222222222,-0.7509440386295319,-0.13972586106829113,3.0,1.2222222222222223,0.0,3.456486558020115,8000,0.5315115931292803,1,1.3215381824970245
220,0.17259671914304764,179.2325581395349,-0.10840658485889434,-5.288159263727721e-05,3.0,1.441860465116279,0.0,1.10643753901124,16000,0.011398500820432674,2,1.37481707572937
232,0.14463870335565762,193.84,-0.17109552919864654,0.00034762408467940985,4.0,1.68,0.0,1.021721691787243,24000,0.010249396223844087,3,1.3828151381015779
241,0.11129507169789304,187.07,-0.30309308707714083,0.0006208531511947513,3.1000000000000085,1.48,0.0,0.8429675005748868,32000,0.007910501920041496,4,1.3849082803726196
244,0.15865255938728084,172.62,-0.27623544275760653,1.631311373785138e-05,3.0,1.11,0.0,0.87280098721385,40000,0.008288827993028462,5,1.380672652721405
245,0.12651852612213946,179.74,-0.1814441353082657,0.0011078437327523716,3.0,1.33,0.0,1.012631535306573,48000,0.009653503807658125,6,1.3808547163009643
246,0.11761359673064005,184.55,-0.07936132669448853,0.0009001922942843521,4.0,1.48,0.0,1.0237710417807102,56000,0.009615823637395805,7,1.3786583423614502
246,0.13987290286835974,193.62,-0.13151418805122375,0.0009481044753920287,5.0,1.7,0.0,1.0656202426552772,64000,0.010714902667241405,8,1.370573707818985
246,0.1770607552776062,203.39,-0.397856787443161,0.0011571090395955253,6.0,1.98,0.0,1.0355679814890026,72000,0.010779741800897682,9,1.372219853401184
248,0.12901133342735555,206.75,-0.12008020281791687,-0.0015476089851290454,8.0,2.12,0.0,1.0250732481479645,80000,0.010137865860815509,10,1.3704811227321625
250,0.13667748453420878,201.2,-0.10172108829021453,4.3953643180429934e-05,6.200000000000017,2.04,0.0,1.0613874986767768,88000,0.010738050024374389,11,1.3828585207462312
251,0.11881005525733263,193.8,-0.1637007313966751,0.0015993643080582842,5.0,1.75,0.0,0.9534586599469185,96000,0.009356424660036283,12,1.3812913846969606
253,0.12384461372905604,191.35,-0.06148626208305359,-0.0004915225390868727,3.1000000000000085,1.61,0.0,1.0976475280523301,104000,0.010756964209504076,13,1.3841357910633088
254,0.13463901547927287,191.5,-0.22009583711624145,0.00043015628965804354,3.1000000000000085,1.65,0.0,0.9138107910752297,112000,0.008692894567338953,14,1.3824606847763061
254,0.13682525922360378,187.91,-0.2509347987174988,-0.00020138868945650755,4.0,1.52,0.0,0.9084431098029018,120000,0.009042224674740282,15,1.3811998999118804
254,0.14567135897279454,185.32,-0.1497144168615341,0.0007208236519363709,4.0,1.42,0.0,1.0001056667044759,128000,0.01023482666525524,16,1.3814385688304902
255,0.13777781575667977,193.93,-0.208876114487648,0.0009277060744352639,4.0,1.67,0.0,1.042562733516097,136000,0.010362909751165716,17,1.3844694459438325
254,0.1300061362104675,183.56,-0.36552962541580203,-0.0004289761517065926,3.0,1.48,0.0,0.7857399757578969,144000,0.007847832909665158,18,1.3808380413055419
255,0.12223836481368182,179.48,-0.3150831592082977,-2.5641410611569882e-05,3.0,1.31,0.0,0.8898034957051277,152000,0.008358994399332005,19,1.3792440509796142
256,0.15875279640557524,188.82,-0.18290429651737214,0.0006000719519579433,5.0,1.58,0.0,1.070768821798265,160000,0.010674388428942621,20,1.37911541223526
257,0.1247730389092985,192.85,-0.44607837915420534,-0.0003030825479072519,5.1000000000000085,1.76,0.0,0.8058580143004656,168000,0.0073763685963058375,21,1.3675636315345765
258,0.1557079708709115,187.17,-0.17968813121318816,0.0003798441926483065,4.0,1.57,0.0,0.987899507433176,176000,0.009458168679702793,22,1.3664686501026153
258,0.14952178919367395,184.06,-0.4879142278432846,0.0007910320640075952,4.1000000000000085,1.38,0.0,0.8984503711760045,184000,0.008100022493417782,23,1.3695002400875091
259,0.17862938299150818,190.31,-0.27827813029289244,-0.0003944064196548425,4.0,1.56,0.0,0.9901759496331215,192000,0.008856145829922753,24,1.3722464120388032
258,0.16607722428590127,189.29,-0.14546030044555663,0.0007759786007227376,4.0,1.58,0.0,0.9563737662136554,200000,0.008149224153748946,25,1.3756239116191864
259,0.16661872679796683,172.12,-0.4977538859844208,-0.0002115968189900741,3.0,1.17,0.0,0.8298713609576225,208000,0.006900589842261979,26,1.38224831700325
260,0.16864452122656878,168.96,-0.3329142796993256,0.00023973064711753977,3.0,1.1,0.0,0.9252326133847236,216000,0.007703916384925833,27,1.3831523180007934
260,0.1670117691642582,181.71,-0.12598252892494202,-0.0005060472968034446,4.0,1.42,0.0,0.9138631297647953,224000,0.0070204915436625015,28,1.3836171758174896
261,0.17328522960836554,186.66,-0.20106326401233673,4.14245412684977e-05,4.0,1.51,0.0,0.8828058849275112,232000,0.006999661415757146,29,1.3770570349693299
261,0.18423574332746703,183.25,-0.0464289790391922,-0.0008301443082746118,3.0,1.42,0.0,0.8684606552124023,240000,0.006309131237794645,30,1.3715903103351592
262,0.20003837299543759,175.94,-0.26937572717666625,0.0002329673657368403,3.0,1.24,0.0,0.9186670155823231,248000,0.007317925358074717,31,1.377277867794037
263,0.16151505576973388,173.83,0.15695346117019654,0.00015696709480835124,3.0,1.18,0.0,0.7560537514090538,256000,0.005119380800460931,32,1.3732118272781373
263,0.16729328166890198,175.24,-0.10556573271751404,0.0001288842951908009,3.0,1.23,0.0,0.8202825953066349,264000,0.0059157648624386635,33,1.3771615648269653
263,0.14098379764773777,181.68,-0.08986357867717742,0.0007308452769211727,3.0,1.34,0.0,0.7064969430863858,272000,0.004625306966772769,34,1.3794466996192931
263,0.18163087596220592,184.22,-0.2458016061782837,-0.0008553724273224361,3.0,1.37,0.0,0.8267519536614418,280000,0.006547973775304854,35,1.377127902507782
263,0.1924296588237745,172.95,-0.025489139556884765,-0.00017986390041187404,3.0,1.14,0.0,0.9350049307942391,288000,0.007383440112607787,36,1.3811745238304138
263,0.17837191863728513,175.58,-0.034822418093681334,-3.755998222914059e-06,3.0,1.26,0.0,0.8509273351728917,296000,0.00650220671974239,37,1.382072662115097
264,0.15434381344073086,176.46,-0.35886013686656953,-0.0005218899110332132,3.0,1.25,0.0,0.7932533657550812,304000,0.005205699141661171,38,1.3842092597484588
264,0.18347061020740163,178.89,-0.12927056193351746,-0.0005082712054718286,3.0,1.27,0.0,0.820730938911438,312000,0.005706462821253808,39,1.3817365062236786
265,0.15827126932129618,180.48,0.16786481380462648,-0.0006121017516124993,3.0,1.32,0.0,0.7437041272222996,320000,0.004730581666590297,40,1.3736518955230712
265,0.1898430119142466,186.38,-0.12081008553504943,0.0005228122854896355,4.0,1.49,0.0,0.8648502381145954,328000,0.006503570060740458,41,1.3804076671600343
265,0.16249204441115775,182.1,-0.4669259840250015,-0.00013124725039233452,3.0,1.37,0.0,0.7453000582754612,336000,0.004979260105319554,42,1.3777266240119934
265,0.1645816108865881,170.63,-0.21284945487976073,-0.0017995377647457645,2.1000000000000085,1.06,0.0,0.7789642219245434,344000,0.00560469642499811,43,1.377285165786743
265,0.1641979878685681,170.57,-0.22257804095745087,-0.00020999284355639248,3.0,1.1,0.0,0.7829418365657329,352000,0.005180629055976169,44,1.3672359251976014
265,0.16014595089683845,171.89,-0.36387490391731264,-0.0004460491880308837,3.0,1.13,0.0,0.7806845043599605,360000,0.005281496854004217,45,1.373973207473755
265,0.16788972788228138,172.67,-0.2757894986867905,-0.0011115390463965014,2.0,1.17,0.0,0.8390269094705581,368000,0.005811708352775895,46,1.367250519990921
265,0.17737815465448603,174.69,-0.47105482041835783,-0.0008376021592994221,3.0,1.25,0.0,0.8862023890018463,376000,0.006358954865136184,47,1.3585275876522065
264,0.16459358615083947,172.51,-0.08438686549663543,-0.00028028839704347775,3.0,1.19,0.0,0.7787193811684847,384000,0.005728125372334034,48,1.378054996728897
265,0.15955793597011977,172.99,-0.1296317136287689,0.000414963085349882,3.0,1.19,0.0,0.7657819429039955,392000,0.004957724094274454,49,1.3829529178142548
265,0.16205757372239737,172.94,-0.17261599540710448,-0.000428202143375529,3.0,1.17,0.0,0.7710225738584995,400000,0.0051683979852532504,50,1.3796606516838075
265,0.16932557265507342,170.34,-0.24350714385509492,0.00019751999076106586,3.0,1.07,0.0,0.8154885186254979,408000,0.005559135507501196,51,1.3812035703659058
265,0.15066733457554454,169.26,-0.48772480905056,-0.00024345929741684814,2.1000000000000085,1.09,0.0,0.7582799243927002,416000,0.004907096650495078,52,1.3808633089065552
264,0.15957269623758547,169.69,-0.01019384801387787,-0.001077492130571045,2.1000000000000085,1.12,0.0,0.8193043719232083,424000,0.0060347468512190975,53,1.3761344695091247
265,0.16961448220797734,169.5,-0.22100020825862884,0.000507462351815775,3.0,1.08,0.0,0.8299830162525177,432000,0.006060094474451034,54,1.3755724287033082
265,0.1437303423976619,172.54,-0.10847150087356568,-0.0010786507709417492,3.0,1.14,0.0,0.7123696351051331,440000,0.004154090526571963,55,1.3764295339584351
265,0.1546180439976604,172.83,0.36976608633995056,0.0003162287606392056,3.0,1.2,0.0,0.788429219275713,448000,0.005359296989481664,56,1.380345138311386
265,0.13694246779664235,170.71,-0.23487255334854126,-0.0010677009235223523,3.0,1.15,0.0,0.6847474049031734,456000,0.004416683932067827,57,1.375290185213089
265,0.14596961527803884,166.46,0.011977499723434449,-0.00040824537049047647,3.0,1.05,0.0,0.7667901632189751,464000,0.005091978579730494,58,1.3705271363258362
265,0.1395947770195039,168.77,0.11852150619029998,0.0005094156735867728,3.0,1.13,0.0,0.7390078595280647,472000,0.004677539604745107,59,1.374978185892105
265,0.13375889797648294,168.72,-0.5673249787092209,0.00033241952347452754,3.0,1.07,0.0,0.6410510592162609,480000,0.0038330640086496714,60,1.381357388496399
265,0.15760652942018707,166.56,0.09498120546340942,-0.0006761927231127629,3.0,1.05,0.0,0.7683758154511452,488000,0.004887924068461871,61,1.3769632029533385
265,0.1144992405784307,165.77,-0.5980669033527374,-0.0008531265276542399,3.0,1.03,0.0,0.6581136549264193,496000,0.003960946702500223,62,1.3806548452377319
266,0.14095870611307562,168.56,-0.022453160881996156,-0.0008035224891500548,3.0,1.06,0.0,0.7393781058490276,504000,0.005114257591558271,63,1.382703174352646
266,0.1450914060125676,173.35,0.13600382447242737,0.00027494323454448023,3.0,1.15,0.0,0.7818824274837971,512000,0.005273521571507444,64,1.3830885231494903
266,0.15653218743195757,175.31,0.09350592911243438,-0.001515040897502331,3.0,1.21,0.0,0.7747768759727478,520000,0.005223952830128838,65,1.3773769664764404
265,0.1506930631817187,170.39,-0.632980232834816,5.989259807392955e-06,2.0,1.14,0.0,0.744871006757021,528000,0.004785746044508415,66,1.3711677265167237
265,0.1581095963810541,170.76,0.18930217862129212,-0.0004789022650220431,2.0,1.13,0.0,0.8095321047306061,536000,0.005302359701890964,67,1.3770086252689362
266,0.18565360002919243,175.89,-0.7701039946079254,-0.002049433673673775,3.0,1.21,0.0,0.8548120392858982,544000,0.006179648874822305,68,1.3729294204711915
266,0.13657840481361114,178.97,0.36405411183834074,0.0005080081982305274,3.0,1.27,0.0,0.7199594867229462,552000,0.004164684565039351,69,1.3797987854480744
266,0.14463604183975076,184.83,-0.029388129711151123,0.000836518112973863,4.0,1.46,0.0,0.7280300661176443,560000,0.004612235791937564,70,1.3839355957508088
266,0.14875344912743216,179.08,-0.060495758056640626,-0.0008231755782617256,3.1000000000000085,1.31,0.0,0.7971220767498016,568000,0.005155776290339417,71,1.3792477810382844
266,0.12615699897668656,176.87,0.18107662558555604,0.0007881220702108749,3.0,1.22,0.0,0.6733830259740352,576000,0.003862990530906245,72,1.3846623516082763
266,0.1400329510199726,175.43,-0.11727081894874573,-0.00020434479345567523,3.0,1.21,0.0,0.7380292691290379,584000,0.004636751925427234,73,1.376220246553421
266,0.1341796793543554,167.92,-0.2437712699174881,5.8795040022232567e-05,3.0,1.08,0.0,0.6803930027782917,592000,0.004095029068630538,74,1.3776199281215669
266,0.15981701350152716,171.91,0.10156303524971008,-0.0007338794389488612,3.0,1.18,0.0,0.8206037691235543,600000,0.005908327811630443,75,1.3788624000549317
266,0.118459725962702,172.29,-0.09217140197753906,1.4915241627022623e-06,2.1000000000000085,1.15,0.0,0.6519789284467697,608000,0.0037332416817662307,76,1.3785350716114044
266,0.11034279151903802,163.86,-0.18022177934646608,-0.0002078802650066791,2.0,0.95,0.0,0.5270908836275339,616000,0.002725213824378443,77,1.3795972204208373
266,0.12510724639655896,160.61,-0.26473109900951386,0.0003236898366594687,2.0,0.88,0.0,0.6523448339104653,624000,0.003424237261497183,78,1.3829113268852233
266,0.1511031563163841,169.72,0.316551428437233,0.00020110695870243945,2.0,1.08,0.0,0.7656971757113934,632000,0.004777896688392502,79,1.3829752433300018
266,0.1437409418478251,182.6,0.08438631653785705,-0.0009299952478613704,3.0,1.39,0.0,0.8175507716834545,640000,0.005369567371817538,80,1.3750290536880494
266,0.1569258130912174,188.44,0.05292117655277252,0.0008849000959889964,4.0,1.55,0.0,0.7904638285934925,648000,0.0051636370967025865,81,1.373778408765793
266,0.1276499501040089,177.07,0.01905055820941925,-0.0006369148433441296,3.0,1.3,0.0,0.6460592342168092,656000,0.003952121714537498,82,1.3764007997512817
266,0.11338091733881316,167.78,-0.28832197964191436,-0.0005350932868896052,2.0,1.03,0.0,0.5783999670296908,664000,0.0035433259632554836,83,1.3739346063137055
267,0.14281990551278892,173.3,0.12214430272579194,-0.0005304452637210488,3.0,1.17,0.0,0.7269665423035622,672000,0.004569303062744438,84,1.3711123311519622
267,0.1490759503010629,178.62,0.3727602505683899,0.00020938613219186663,3.0,1.33,0.0,0.7927381767332554,680000,0.004983402332582046,85,1.373592631816864
