approx_kl_divergence,clip_fraction,policy_loss,policy_entropy,advantage_norm,explained_variance,fps,episode_length,value_loss,PMM:episode_rewards,grad_norm,P01:episode_rewards,P09:episode_rewards,frames,epoch_idx
15771315.5582995,0.2681396484375,0.047596459362375755,0.19525013301366903,15.968498080968857,-0.9717026878148317,429,280.875,2654090680.6388407,19.53125,2088566931.234367,0.0,92.50000000000016,10240,1
0.02841414986341988,0.373779296875,0.0028784886471839854,1.1315307457000017,15.968651676177979,-1.4901161193847656e-08,346,282.06944444444446,0.002578454931697749,19.791666666666668,0.12174394673736495,0.0,72.49999999999996,20480,2
0.005393318950291359,0.2726318359375,-0.0002813534481902025,1.5404373869299888,15.968716484308242,1.30385160446167e-08,375,289.65,0.005739948800146522,40.0,0.06540541178184982,0.0,102.50000000000021,30720,3
0.004910910788771617,0.2577392578125,-0.00043980428017675877,1.552455897629261,15.968716526031494,-6.332993507385254e-09,394,293.96,0.005283645210698751,59.5,0.05739053277940699,0.0,127.50000000000021,40960,4
0.005178049922687933,0.2938232421875,-0.0015594103144394467,1.5944784946739674,15.968716299533844,1.1175870895385742e-09,407,300.55,0.00690187913488387,83.75,0.04655230798108867,0.0,175.0,51200,5
0.003867937775612518,0.2079345703125,-0.0011407463083742187,1.561768064647913,15.968717712163926,-8.940696716308593e-09,416,318.42,0.01199260082503315,128.25,0.05285215818184715,0.0,275.0,61440,6
0.003424206896175974,0.23896484375,-0.0018578406710730634,1.6081304997205734,15.968717986345291,-7.450580596923829e-10,423,338.13,0.011737318557425169,179.75,0.05610096994849646,25.0,355.00000000000045,71680,7
0.002838040093706695,0.204638671875,-0.0014365088030899643,1.6435354612767696,15.968717807531357,-7.450580596923828e-09,426,359.78,0.012917630057199859,225.25,0.05744645453587348,100.0,427.5000000000002,81920,8
0.003686995126156489,0.25361328125,-0.0015552680775726912,1.679190556704998,15.968717777729035,-1.9371509552001954e-08,432,364.33,0.010786924391868524,244.75,0.05461220138972661,100.0,475.0,92160,9
0.0031361629258128687,0.2327392578125,-0.0017139656029030448,1.665911515802145,15.968717950582505,-3.725290298461914e-09,436,357.95,0.010876425207243301,235.25,0.05657978994150674,75.0,452.50000000000017,102400,10
0.0034048016841893513,0.223681640625,-0.0008798127812042367,1.6823330238461494,15.968717789649963,-1.2293457984924316e-08,436,355.28,0.010511997595858701,214.25,0.05263279493517022,50.0,402.5000000000002,112640,11
