advantage_norm,policy_loss,frames,explained_variance,PMM:episode_rewards,fps,value_loss,episode_length,P09:episode_rewards,grad_norm,epoch_idx,policy_entropy,P01:episode_rewards
2.994656568598002,0.0801096835421049,8000,-7.8667831552028655,1.170731707317073,1212,0.2639568363318267,171.65853658536585,2.0,9.57948793070653,1,1.3295742869377136,0.0
0.934438979588449,0.000761824092187453,16000,-0.49954433798789977,1.2696629213483146,1241,0.008954467170542556,176.46067415730337,3.0,0.1481460511049349,2,1.3786858201026917,0.0
1.0624590089917183,-0.0011945474676031153,24000,-0.2536476629972458,1.46,1301,0.010911563140671205,184.89,4.0,0.1723802067860011,3,1.3799363577365875,0.0
1.0722180796414613,-0.0005059671521303244,32000,-0.2000484812259674,1.93,1264,0.01111661449962412,200.79,4.1000000000000085,0.18227706294801313,4,1.3816864597797394,0.0
0.9331820839270949,0.0007838440698105842,40000,-0.5175557571649552,2.01,1241,0.009023093558880646,204.18,4.1000000000000085,0.15659414188652881,5,1.3831526112556458,0.0
0.8586032585054636,0.002689580748556182,48000,-0.6085510057210922,1.34,1225,0.008632452598230884,179.41,3.0,0.14216308753770016,6,1.3830962002277374,0.0
0.8682314334437251,0.001162115002516657,56000,-0.39138676941394807,1.25,1224,0.007980103284717188,176.12,3.0,0.1722937814032228,7,1.383717520236969,0.0
0.8656204555928707,-0.0002624885555269429,64000,-0.5334827238321305,1.28,1223,0.008208478904452931,175.84,3.0,0.16332968608439202,8,1.3811066913604737,0.0
0.8936711828410625,0.0003307963610859588,72000,-0.5585780018568038,1.12,1220,0.008197066848078976,170.15,2.1000000000000085,0.1649038787082979,9,1.382689082622528,0.0
0.8520844635367394,0.0007778413505729986,80000,-0.5331275767087936,1.22,1214,0.007484756116537028,175.9,3.0,0.1526424488990874,10,1.3833774542808532,0.0
0.8691532151401042,0.00024593485111836346,88000,-0.5104020869731903,1.31,1206,0.007545616847819474,178.44,3.0,0.15723230030556085,11,1.3851219487190247,0.0
0.7650821803510189,-0.00024074793764157222,96000,-0.5121684926748276,1.14,1205,0.0064779454028030155,172.16,3.0,0.15282364826030637,12,1.3836308300495148,0.0
0.9024718011170626,0.00025357785634696486,104000,-0.18549037456512452,1.33,1202,0.007597268720346619,180.49,3.1000000000000085,0.1766659258040381,13,1.3819165277481078,0.0
0.8558317013084888,0.00029651620425283907,112000,-0.28273383259773255,1.34,1191,0.007062413423191174,182.15,3.1000000000000085,0.15827842196866182,14,1.3820458495616912,0.0
0.9408920919895172,-0.0005469662000541576,120000,-0.13637085795402526,1.43,1194,0.007600393840257311,184.41,4.0,0.20196274305579817,15,1.382605903148651,0.0
0.8255790254473686,0.0002310622905497439,128000,-0.7006447529792785,1.47,1192,0.006573727828654227,185.38,4.0,0.1599577056786383,16,1.3776682198047638,0.0
0.7534372720122338,0.0006492117879679426,136000,-0.5463596260547638,1.01,1192,0.005711687267830712,168.16,3.0,0.15607095325776588,17,1.3788349080085753,0.0
0.9274962715804577,0.0006270539654360619,144000,-0.11293508052825928,1.2,1193,0.0076490839291363955,174.45,3.0,0.19563909438278856,18,1.380250871181488,0.0
0.9312782387435437,-0.001251928031033458,152000,0.03124899446964264,1.55,1192,0.007378108463963144,187.25,3.0,0.2016180599902978,19,1.3810487353801728,0.0
0.8386296881735325,-0.0012513207308074924,160000,-0.4599082225561142,1.61,1190,0.0067427130821306495,189.4,3.1000000000000085,0.1801866576805493,20,1.379972608089447,0.0
