PMM:episode_rewards,P01:episode_rewards,P09:episode_rewards,episode_length,approx_kl_divergence,clip_fraction,frames,fps,policy_loss,value_loss,policy_entropy,epoch_idx,explained_variance,advantage_norm,grad_norm
81.0,25.0,150.0,323.85,0.0036604696314157083,0.230126953125,266240,262,-0.0018508635817852336,0.0066025674065713245,1.3601672425866127,26,-1.30385160446167e-08,15.96871742606163,0.05221553018123433
93.75,25.0,152.50000000000023,330.92,0.002648583731559029,0.1906982421875,276480,262,-0.0013103465629683343,0.009035550430417061,1.3157817967236043,27,1.3411045074462891e-08,15.968717569112778,0.053398560150996276
116.25,25.0,177.50000000000023,337.46,0.0033586404875592278,0.1767333984375,286720,262,-0.0009773500642040744,0.010078410575079032,1.3678233996033669,28,-3.7252902984619143e-10,15.96871782541275,0.052167859546120174
137.75,50.0,202.50000000000023,340.99,0.0032313788875171666,0.1918701171875,296960,263,-0.0013374536374612944,0.010676813394456985,1.3194627813994884,29,-8.568167686462402e-09,15.968717765808105,0.05550522175291993
164.25,75.0,250.0,348.74,0.003050218080011291,0.214892578125,307200,263,-0.0018018628215941135,0.011577593033143785,1.3453302957117557,30,1.1548399925231934e-08,15.968717807531357,0.05313549819967532
180.5,100.0,250.0,356.0,0.0023123324098435205,0.149072265625,317440,264,-0.0007934462624689331,0.010822310807998291,1.374700166285038,31,1.0058283805847169e-08,15.968717658519745,0.04874705724321723
195.5,125.0,275.0,362.9,0.0030150792601034483,0.174365234375,327680,264,-0.0014162545787257841,0.012462306620727759,1.378415770828724,32,-1.0058283805847169e-08,15.968717700242996,0.05331378033154806
201.25,125.0,275.0,369.72,0.002573685293933181,0.1406494140625,337920,265,-0.0010778861713333753,0.011456017797172535,1.3127805411815643,33,-4.8428773880004884e-09,15.968717765808105,0.046204822001949496
191.25,125.0,252.50000000000023,368.04,0.0024613302827447116,0.153955078125,348160,265,-0.0007636975929926848,0.010167417678894708,1.461462640017271,34,-1.7136335372924803e-08,15.968717819452285,0.05091529310108285
201.5,125.0,275.0,377.95,0.003020719387643567,0.1728271484375,358400,266,-0.0009809715029405197,0.012219026769162155,1.5231753326952457,35,9.313225746154785e-09,15.968717926740647,0.05339261533825891
189.5,125.0,275.0,372.57,0.0026787307167182917,0.1712646484375,368640,267,-0.0011568596048164182,0.012907065376930404,1.5318522229790688,36,-1.2293457984924316e-08,15.968717908859253,0.05406728982519952
192.5,75.0,275.0,368.85,0.002458769043164466,0.1798095703125,378880,267,-0.0012022088762023487,0.011149967623350677,1.595513742417097,37,6.332993507385254e-09,15.968717789649963,0.05431523558612321
194.5,75.0,277.5000000000002,362.76,0.003260242330497931,0.2490234375,389120,268,-0.0018805841413268355,0.01108056117373053,1.67795944288373,38,-2.9802322387695314e-09,15.968717616796493,0.05799325517344606
170.5,25.0,277.5000000000002,347.83,0.0030392963829058315,0.2307861328125,399360,268,-0.0012774501756211976,0.006919904332607985,1.7062256000936031,39,-1.5273690223693846e-08,15.96871770620346,0.05275315535504719
134.0,0.0,275.0,325.68,0.003939346352262873,0.2662353515625,409600,268,-0.0008621972221590113,0.00588496699673442,1.6760833628475666,40,1.4901161193847657e-09,15.968716722726821,0.0558688657970654
110.75,0.0,200.0,320.23,0.0034935941111882583,0.25908203125,419840,269,-0.0013759022498561536,0.007940397738059346,1.6922797068953515,41,-2.6077032089233397e-09,15.968717086315156,0.05675718813747908
111.25,0.0,200.0,319.98,0.0027189486459064938,0.2232177734375,430080,269,-0.001319500114186667,0.007693119756822853,1.6812403187155724,42,-5.960464477539063e-09,15.968717378377914,0.052997424976676276
110.25,22.500000000000007,200.0,326.18,0.0031150359174830556,0.2288818359375,440320,269,-0.0011590611771680414,0.005668076096844743,1.5703535549342633,43,1.9744038581848144e-08,15.968716460466386,0.04897002053968555
93.75,0.0,177.50000000000023,321.5,0.0031354974343571484,0.2309814453125,450560,270,-0.0015496338499360717,0.0054006964965651605,1.535945587605238,44,-1.1175870895385742e-09,15.968716764450074,0.048414564349040415
76.75,0.0,150.0,323.77,0.0031438851321922813,0.2330078125,460800,270,-0.0019283410711068427,0.0046171951186881445,1.4498968705534936,45,-5.960464477539063e-09,15.968705552816392,0.04553221968551666
63.0,0.0,127.50000000000021,319.25,0.0045369973983042655,0.3040771484375,471040,270,-0.0012877501489128918,0.003915065893596648,1.4078964702785015,46,-2.458691596984863e-08,15.968715751171112,0.04283527513902927
56.5,0.0,125.0,319.28,0.0030855811837909642,0.2147216796875,481280,271,-0.0006298828218859853,0.00471703921562181,1.479607630521059,47,1.4901161193847657e-09,15.968715620040893,0.04501827629861742
61.25,0.0,125.0,316.96,0.0026682386593279263,0.2041748046875,491520,271,-0.0009928387502441184,0.004098289622095308,1.5117635123431683,48,7.450580596923828e-09,15.96871508359909,0.04867367799069032
61.5,0.0,125.0,311.33,0.00320201451144726,0.2312255859375,501760,272,-0.0013308266214153263,0.004425223353837282,1.529695250093937,49,-1.7881393432617187e-08,15.96871749162674,0.04891985909884748
69.5,0.0,127.50000000000021,313.87,0.003358327659310589,0.2364990234375,512000,272,-0.0016198205412365496,0.006084649822808786,1.5175230570137501,50,2.2351741790771484e-09,15.968712413311005,0.051258022260755175
106.5,0.0,225.0,325.68,0.0028645898191825836,0.18369140625,522240,272,-0.0012430140312062576,0.010129842173773796,1.365145707130432,51,-1.080334186553955e-08,15.9687175989151,0.047688297062407
141.75,25.0,277.5000000000002,337.73,0.0026028273473457375,0.171337890625,532480,272,-0.0006683813549898332,0.008760221917327726,1.4899827785789967,52,-4.097819328308106e-09,15.968717789649963,0.048593528871871225
153.75,25.0,302.5000000000002,342.17,0.0027468892537171998,0.2057861328125,542720,273,-0.0011181796646269504,0.007846554492971336,1.6397814825177193,53,-8.195638656616212e-09,15.96871782541275,0.05388229258035939
138.75,25.0,275.0,333.64,0.0037333277250240827,0.25869140625,552960,273,-0.0017041040977346712,0.007384922922574333,1.5607986100018025,54,0.0,15.96871758699417,0.05412234511848892
141.0,25.0,350.0,334.65,0.002490219634933055,0.188818359375,563200,273,-0.0012744188054057304,0.010333106388043235,1.5066649347543717,55,-2.9802322387695314e-09,15.968717700242996,0.055740602708168295
179.75,25.0,427.5000000000002,354.21,0.002851289929083123,0.17841796875,573440,274,-0.001530167287273798,0.011038326835114276,1.4927188523113728,56,5.587935447692871e-09,15.968717926740647,0.0540963917436306
199.25,25.0,427.5000000000002,361.26,0.002314697021213874,0.1583740234375,583680,274,-0.0008762785539147445,0.012478618705063126,1.3919963844120502,57,-7.450580596923829e-10,15.968717980384827,0.04928098601611276
243.5,75.0,502.5000000000002,382.57,0.0020836069387655696,0.1148193359375,593920,274,-0.0009360491087136325,0.013194829475469304,1.2740654796361923,58,7.450580596923828e-09,15.968717843294144,0.045019695794582884
256.75,75.0,525.0,389.96,0.002061843340865721,0.140234375,604160,275,-0.0008315997103636619,0.011492331745830597,1.3031200744211673,59,8.568167686462402e-09,15.968717831373215,0.044736299751318626
256.25,50.0,525.0,386.27,0.0027105325960917527,0.186962890625,614400,275,-0.0012077029772626703,0.010124482348328457,1.4238021165132522,60,-5.587935447692871e-09,15.96871754527092,0.049982867385435295
207.25,25.0,500.0,367.79,0.002753408364252863,0.220849609375,624640,275,-0.0016166366833203938,0.007173733045078734,1.5611843898892404,61,-1.2293457984924316e-08,15.968716126680373,0.053659103634402724
150.5,25.0,330.0000000000004,341.15,0.0028527122798664094,0.2243896484375,634880,275,-0.0014492191174213076,0.006765378874456473,1.530058141052723,62,-4.8428773880004884e-09,15.96871697306633,0.04947821530549622
99.5,0.0,175.0,320.0,0.004127480709826159,0.3387451171875,645120,275,-0.0022787752401200122,0.004612858229261008,1.56174204275012,63,1.4901161193847657e-09,15.96870898604393,0.05073549728198958
74.5,0.0,150.0,310.29,0.0035580051749320774,0.2823974609375,655360,276,-0.0012118072754674358,0.004512081270263479,1.5504678666591645,64,-5.587935447692871e-09,15.96871657371521,0.05103742254282306
62.5,0.0,125.0,305.72,0.003360143167606111,0.252197265625,665600,276,-0.00108703934456571,0.005256025035458833,1.5336344584822654,65,3.3527612686157227e-09,15.968716394901275,0.052785367034991856
72.75,25.0,150.0,311.81,0.0029720562794352647,0.218115234375,675840,276,-0.001325807235116372,0.007450789376161992,1.5398949891328813,66,-6.7055225372314455e-09,15.968717730045318,0.05137260994717189
90.5,25.0,175.0,323.92,0.0020344505446701078,0.1632568359375,686080,276,-0.0006662122497800738,0.006819837952320995,1.5159470327198505,67,-8.568167686462402e-09,15.96871730685234,0.05397886479867224
96.0,25.0,175.0,328.67,0.0034745072481257465,0.272412109375,696320,276,-0.001766563634373597,0.006779869523512616,1.5142565302550792,68,3.3527612686157227e-09,15.968715834617615,0.05545992381992837
101.0,25.0,175.0,331.1,0.0022735401376564822,0.1795654296875,706560,276,-0.0010475231774762506,0.006085021663784574,1.5068148851394654,69,4.8428773880004884e-09,15.968717360496521,0.05076149057969746
83.75,25.0,175.0,321.39,0.003095743221831526,0.22314453125,716800,276,-0.0010019385801570025,0.005012545460886031,1.5148660145699977,70,1.6763806343078613e-08,15.968716663122176,0.050786455842954756
64.75,0.0,125.0,312.29,0.0032275317193267484,0.256005859375,727040,276,-0.0012285974091355456,0.0025735651447050143,1.4843332849442958,71,-1.5273690223693846e-08,15.968692320585252,0.047818735480325655
49.75,0.0,100.0,306.36,0.0031436973874860996,0.23623046875,737280,276,-0.0018693454076128546,0.004732925401231114,1.4429408118128777,72,-1.1175870895385742e-09,15.968716967105866,0.04825230262817887
42.25,0.0,100.0,305.77,0.0024070246527912787,0.1914306640625,747520,277,-0.0003432846164287184,0.0028699170968945254,1.3573256216943264,73,-3.7252902984619143e-10,15.96871064901352,0.04453565956547843
43.0,0.0,125.0,309.62,0.0037671934616980707,0.2449462890625,757760,277,-0.0009237514877895592,0.0026335990096335903,1.4679799593985081,74,1.0430812835693359e-08,15.934257686138153,0.04502309003518657
36.75,0.0,77.50000000000021,305.52,0.004102875250123361,0.336669921875,768000,277,-0.0016413887045928278,0.0025552028375203763,1.5227748572826385,75,-1.4528632164001465e-08,15.968704628944398,0.0449583008288776
37.5,0.0,75.0,303.62,0.004713321392819126,0.331689453125,778240,277,-0.0006861890626169043,0.002690286501800232,1.551830704510212,76,5.587935447692871e-09,15.96869591474533,0.04776884946689805
39.5,0.0,75.0,305.47,0.0035285044604506767,0.2605712890625,788480,277,-0.0006646878995525185,0.00427792826244513,1.5873073197901248,77,3.725290298461914e-09,15.96871685385704,0.051070953042184966
42.75,0.0,100.0,308.87,0.004835761797107807,0.357275390625,798720,277,-0.000812997010507388,0.003340698989532598,1.5715300418436526,78,7.450580596923828e-09,15.968711572885514,0.05077912080491174
44.5,0.0,100.0,309.81,0.004373502074963653,0.2798095703125,808960,277,-0.0008975994103820994,0.0028109581034172493,1.5835156373679637,79,-9.313225746154785e-09,15.968710076808929,0.04879365924617427
38.25,0.0,75.0,303.87,0.004655122254052913,0.3093994140625,819200,278,-0.0012075978107532136,0.0029233824285398668,1.5731051430106162,80,1.1175870895385742e-09,15.968708902597427,0.047792601176150265
34.25,0.0,75.0,300.32,0.00460084173084283,0.3494873046875,829440,278,-0.0017134499368694378,0.002720130279299582,1.5081751815974713,81,-8.568167686462402e-09,15.968697810173035,0.04779001378728977
36.25,0.0,75.0,301.63,0.0035530008529917724,0.321826171875,839680,278,-0.0018513546128815506,0.0029418534010233087,1.5169015787541866,82,2.0116567611694337e-08,15.968715858459472,0.04680638372514342
32.75,0.0,75.0,300.2,0.003935172255785347,0.302294921875,849920,278,-0.0014213439379091141,0.002528759497539568,1.5670564636588096,83,1.30385160446167e-08,15.968701583147048,0.04511146037633375
31.25,0.0,75.0,300.68,0.003940436983816653,0.30966796875,860160,278,-0.0011344300703058253,0.002329919484380627,1.5160692155361175,84,-7.078051567077636e-09,15.968645983934403,0.04513497413540438
44.0,0.0,75.0,301.29,0.004199846516485195,0.2756103515625,870400,278,-0.0012376129379845224,0.004612755184211892,1.5675117947161197,85,-1.1175870895385742e-08,15.968716567754745,0.04991388341693125
65.5,0.0,125.0,309.45,0.0040202147935588075,0.2986328125,880640,278,-0.002257866837317124,0.006295962096237418,1.5774331107735633,86,8.568167686462402e-09,15.968717122077942,0.05166979103522794
101.0,0.0,202.50000000000023,321.54,0.002476224836431129,0.218701171875,890880,278,-0.0015456131746759637,0.009431820039026206,1.6062524616718292,87,1.1920928955078126e-08,15.968717527389526,0.05553312421799685
144.5,25.0,302.5000000000002,340.12,0.0023535074709741368,0.1739990234375,901120,278,-0.0013134078188159037,0.012316260932129808,1.5681330166757106,88,6.7055225372314455e-09,15.968717682361603,0.05718146093962062
177.25,50.0,352.5000000000002,351.25,0.0032094946418965266,0.250341796875,911360,278,-0.001580623720656149,0.010666268065142504,1.5725678406655788,89,-1.1548399925231934e-08,15.968717914819717,0.059480767499401864
198.75,75.0,390.0000000000013,357.57,0.0021548179797711954,0.1789794921875,921600,278,-0.0014738659221620765,0.010233849588257727,1.5491819858551026,90,5.960464477539063e-09,15.968717914819717,0.05243323351970032
176.75,50.0,380.00000000000045,345.76,0.0028373776122748496,0.2718994140625,931840,278,-0.001537071488564834,0.006946691381199343,1.5429161131381988,91,7.078051567077636e-09,15.9687175989151,0.055594950829741675
153.75,25.0,425.0,337.84,0.0033209908032972636,0.2717529296875,942080,279,-0.0012340018543909536,0.006734174717894348,1.553502880781889,92,-1.2665987014770507e-08,15.9687175989151,0.0530334808571018
122.25,22.500000000000007,252.50000000000023,327.97,0.002668092716680803,0.220654296875,952320,279,-0.0018070386977342423,0.008022569808537128,1.5083146408200263,93,-7.450580596923829e-10,15.968716555833817,0.05422287786102061
114.75,0.0,250.0,328.16,0.0020571278603028985,0.169677734375,962560,279,-0.0007916951170045649,0.007536465036901063,1.4204074323177338,94,-4.8428773880004884e-09,15.968717539310456,0.052458949196892514
142.75,0.0,277.5000000000002,340.67,0.002301867368305466,0.1860595703125,972800,279,-0.0009752908532391303,0.00990735958039295,1.459562261402607,95,1.1548399925231934e-08,15.96871782541275,0.05499642169819968
131.25,0.0,307.5000000000006,335.55,0.0027251583401636027,0.2325439453125,983040,279,-0.001037731765973149,0.004159207197267279,1.4181892946362495,96,-2.9802322387695314e-09,15.968716806173324,0.05140986531531892
128.5,0.0,307.5000000000006,329.13,0.0026297551630648287,0.206396484375,993280,279,-0.001564780312764924,0.007167038851866892,1.3602009393274783,97,2.6077032089233397e-09,15.968717604875565,0.04949211206873845
107.5,0.0,200.0,326.81,0.00235671094834089,0.1704833984375,1003520,279,-0.00110891191434348,0.0072859522337239465,1.3210578717291355,98,4.097819328308106e-09,15.96871771812439,0.047776905783599666
146.75,0.0,407.5000000000006,341.72,0.002104592511139458,0.1759765625,1013760,279,-0.0011872832263179589,0.009713940593792358,1.2476500660181045,99,2.644956111907959e-08,15.968717807531357,0.04766363529972658
160.25,50.0,452.50000000000017,349.49,0.0020504267625256036,0.15234375,1024000,279,-0.0008568547447794117,0.009372856740219504,1.2800965398550033,100,-1.6391277313232423e-08,15.968717753887177,0.052275862140589435
182.75,50.0,475.0,366.21,0.002006016686834755,0.16611328125,1034240,280,-0.0013871972485503647,0.008143000222480623,1.2424655325710774,101,-2.6077032089233397e-09,15.96871777176857,0.04497821466051643
183.0,50.0,427.5000000000002,367.51,0.00243275403985308,0.192138671875,1044480,280,-0.0007904495527327526,0.008591145374339249,1.3089282035827636,102,-2.60770320892334e-08,15.968717789649963,0.05316491667102876
171.25,50.0,402.5000000000002,363.93,0.002030067324335505,0.173486328125,1054720,280,-0.0010059227177407592,0.008518825284409105,1.3128003887832165,103,-5.587935447692871e-09,15.96871777176857,0.04893500057163407
166.75,47.50000000000001,430.0000000000004,346.57,0.001630655024550265,0.117822265625,1064960,280,-0.0007293176851817407,0.009829398887632124,1.297413032501936,104,7.450580596923828e-09,15.968717730045318,0.04886285877786186
177.75,50.0,477.5000000000002,349.22,0.0016215456927454852,0.1183837890625,1075200,280,-0.0006124669838754926,0.010827019915450365,1.2864648632705211,105,-5.587935447692871e-09,15.968717831373215,0.05157090969336049
196.0,50.0,480.00000000000045,356.44,0.0022624492174600163,0.1592529296875,1085440,280,-0.0006485340018116403,0.011166937527741538,1.298818975687027,106,-1.1920928955078126e-08,15.968717908859253,0.05216944176490714
216.5,50.0,480.00000000000045,362.35,0.002007736023074358,0.1848388671875,1095680,280,-0.000985758172464557,0.010363799530023244,1.3367982387542725,107,-3.725290298461914e-09,15.968717712163926,0.05324578092078532
215.5,50.0,475.0,359.53,0.002298805177065333,0.1995361328125,1105920,280,-0.0009397141300723888,0.012367750536941457,1.3618815638124944,108,-5.215406417846679e-09,15.96871782541275,0.05572906710669808
208.5,50.0,475.0,350.01,0.0019123921511948084,0.1462158203125,1116160,280,-0.0012597988614288624,0.01016763634979725,1.3865405008196832,109,-4.097819328308106e-09,15.96871754527092,0.05000732458068573
213.5,50.0,475.0,351.6,0.0020143776577924654,0.1585693359375,1126400,280,-0.0014830392221483635,0.012087014321150492,1.4013088941574097,110,-1.6763806343078613e-08,15.968717736005782,0.05070331839861163
223.0,50.0,475.0,362.44,0.0017742939094716804,0.1463134765625,1136640,281,-0.0009408344340045005,0.012726327652489999,1.4214169792830944,111,-1.3411045074462891e-08,15.968717789649963,0.05245678892241791
214.0,50.0,402.5000000000002,358.17,0.001979776229569552,0.1668212890625,1146880,281,-0.0010844728403753834,0.014170483520138078,1.4886350803077222,112,-6.332993507385254e-09,15.968717926740647,0.05772019849457315
231.75,75.0,355.00000000000045,358.96,0.0021546667186726153,0.177392578125,1157120,281,-0.0014288994469097815,0.014918513427255675,1.5210561394691466,113,-3.129243850708008e-08,15.968717986345291,0.06004308372783892
227.5,50.0,377.5000000000002,351.97,0.002187997246960549,0.1928466796875,1167360,281,-0.0009749643635586835,0.011525852717159068,1.5471211850643158,114,7.450580596923828e-09,15.968717652559281,0.05530047127896522
236.75,75.0,430.0000000000004,347.88,0.0020893005827531397,0.1809814453125,1177600,281,-0.0012522295692178886,0.014758197171613575,1.5613449446856975,115,-4.470348358154297e-09,15.968717950582505,0.058912886658983345
228.0,75.0,430.0000000000004,346.56,0.00238766392945422,0.206005859375,1187840,281,-0.0016416935155575628,0.01262324123599683,1.5551183924078942,116,1.862645149230957e-09,15.968717867136002,0.05679095906662621
237.0,75.0,527.5000000000002,349.97,0.0020905724177623596,0.19228515625,1198080,281,-0.0014388291609066072,0.012679331022081897,1.5783062756061554,117,3.725290298461914e-09,15.968717938661575,0.05666937326235814
201.5,25.0,402.5000000000002,339.78,0.0025649283172413107,0.223583984375,1208320,281,-0.0015934130984533112,0.008563305729694548,1.5442674145102502,118,1.4901161193847657e-09,15.96871777176857,0.05328852510070185
190.25,25.0,327.5000000000002,339.59,0.002040140793451428,0.1736083984375,1218560,281,-0.0011844913635286503,0.012725371983833611,1.5880324952304363,119,1.0058283805847169e-08,15.968717914819717,0.059475335713028835
166.75,25.0,300.0,332.31,0.002103470828421905,0.1779541015625,1228800,281,-0.000931733092511422,0.009782319177611498,1.5636948704719544,120,-7.450580596923828e-09,15.968717843294144,0.05752193748913855
180.5,50.0,300.0,336.01,0.001855576420507532,0.1642822265625,1239040,281,-0.0012097183946025325,0.013564678432885557,1.5562697172164917,121,-1.862645149230957e-09,15.968718022108078,0.058211147101489925
187.25,50.0,325.0,335.25,0.0019402669726048317,0.1754150390625,1249280,281,-0.0011180364708707202,0.011551176592183765,1.5462681598961354,122,-1.5273690223693846e-08,15.968717986345291,0.05780642845781192
204.75,75.0,350.0,335.53,0.002108418711145532,0.1853759765625,1259520,281,-0.0013039582183409948,0.01543307530664606,1.532463649660349,123,4.097819328308106e-09,15.968717926740647,0.061925956040155626
222.75,100.0,400.0,340.74,0.0019432726519880816,0.15732421875,1269760,281,-0.0011671131826005876,0.01270366847893456,1.5109337888658048,124,-4.097819328308106e-09,15.968717861175538,0.05485920006745306
208.0,75.0,377.5000000000002,335.77,0.0025565191505506845,0.213623046875,1280000,282,-0.0012967857161129358,0.010779541726697062,1.479133092612028,125,1.1175870895385742e-09,15.96871775984764,0.056578031323501435
174.25,25.0,330.0000000000004,327.3,0.0025580204825701005,0.225244140625,1290240,282,-0.001230308234153199,0.007212066988722654,1.4397508382797242,126,4.470348358154297e-09,15.968717777729035,0.05325983596944878
120.25,25.0,225.0,315.83,0.001774679893473774,0.1797607421875,1300480,282,-0.0011051873127144063,0.005309923108751491,1.366508785635233,127,-1.825392246246338e-08,15.968716281652451,0.04428210983450373
104.25,0.0,200.0,315.37,0.002857806913607419,0.2103271484375,1310720,282,-0.0013060444493021351,0.007894036944526306,1.3322782039642334,128,-1.825392246246338e-08,15.968717551231384,0.04636319790884191
92.0,0.0,177.50000000000023,311.07,0.002739152376329912,0.227001953125,1320960,282,-0.001337140815667226,0.00541247426258451,1.3625855311751365,129,-4.097819328308106e-09,15.968717515468597,0.045469591595786125
104.25,0.0,205.00000000000043,315.21,0.00302323125216617,0.238232421875,1331200,282,-0.0012590040947543456,0.006794273731520662,1.4506878837943078,130,7.450580596923828e-09,15.968717527389526,0.050943790309540785
103.25,0.0,200.0,313.37,0.0029354055970372884,0.2390380859375,1341440,282,-0.0013535081307054497,0.007091138301484534,1.448667187988758,131,-1.3411045074462891e-08,15.968717485666275,0.04864074430002347
105.0,0.0,225.0,316.44,0.002100669240189745,0.1871826171875,1351680,282,-0.0012159497913671658,0.00631495935519979,1.3900151751935481,132,-1.1920928955078126e-08,15.968717157840729,0.049344698494904714
98.75,0.0,225.0,317.12,0.0028755050473165513,0.2180419921875,1361920,282,-0.0012232670625962783,0.007126086684547772,1.4138321734964847,133,8.568167686462402e-09,15.96871708035469,0.0512468155202326
108.0,0.0,227.5000000000002,323.16,0.002791303678998247,0.2196044921875,1372160,282,-0.0012457823562726845,0.008532888705121876,1.43797639682889,134,-5.215406417846679e-09,15.96871771812439,0.0524024573509656
132.25,0.0,277.5000000000002,333.04,0.0027999145299986592,0.2333984375,1382400,282,-0.0011720084363332716,0.010068246081937104,1.4888313345611095,135,-8.940696716308593e-09,15.968717885017394,0.05743641558869987
178.0,50.0,452.50000000000017,338.88,0.0018168022065083278,0.1668701171875,1392640,282,-0.0010181004414334892,0.011297556010686095,1.5008777976036072,136,2.123415470123291e-08,15.968717813491821,0.055636483012691175
213.75,50.0,525.0,350.93,0.0022283071378296883,0.183203125,1402880,282,-0.001083914029004518,0.011238799000238942,1.5075711816549302,137,-1.5273690223693846e-08,15.968717700242996,0.05643395445510574
249.0,50.0,575.0,364.57,0.0023759136606827267,0.190673828125,1413120,282,-0.0017231758578418522,0.012020038299669977,1.4523602709174157,138,4.097819328308106e-09,15.96871771812439,0.05419232726831785
