P09:episode_rewards,fps,frames,explained_variance,grad_norm,epoch_idx,advantage_norm,policy_entropy,episode_length,policy_loss,value_loss,PMM:episode_rewards,P01:episode_rewards
9.0,1204,488000,0.9667751079797745,0.14091073246115343,61,0.6417153528332711,1.3576422011852265,226.39,-0.0009552481690843706,0.0033646919659804553,2.65,0.0
9.0,1204,496000,0.9561431056261063,0.1581737088490955,62,0.6407045391201973,1.3666791796684266,225.59,-9.307470812927932e-05,0.0036690353133599276,2.65,0.0
6.0,1205,504000,0.891751651763916,0.26039622296161136,63,1.084936277270317,1.3674415290355681,211.4,-0.0019752487016376106,0.009022925845347345,2.27,0.0
5.0,1205,512000,0.9393560791015625,0.1926728424519102,64,0.8259842631220817,1.372717845439911,203.86,-0.0009736796099605272,0.004923286365228705,1.93,0.0
5.0,1204,520000,0.9460195285081864,0.18894518407704708,65,0.8111071164906025,1.3687684953212738,199.19,-0.00020545898376440164,0.004996752886363538,1.78,0.0
6.0,1204,528000,0.9325426143407821,0.2054496900902615,66,0.9473773247003555,1.3677377593517304,209.25,-0.0006404212268535048,0.006649043192446698,2.17,0.0
6.0,1204,536000,0.9153721231222153,0.2537601386937923,67,1.0347470501065255,1.3691292655467988,211.09,-0.0014088468448608183,0.007974113805103116,2.22,0.0
5.1000000000000085,1204,544000,0.9248124718666076,0.22251393254642726,68,0.9487957888841629,1.364540227651596,212.58,-0.0011043809732655062,0.006736205550841987,2.2,0.0
6.0,1205,552000,0.913328863978386,0.24084836113678632,69,1.0004767689108849,1.3634827148914337,211.8,-0.0022711507040366996,0.007349566755001433,2.22,0.0
6.1000000000000085,1205,560000,0.8956168633699417,0.2942492348139522,70,1.1066472271084786,1.357297683954239,221.5,-0.0015244439197704197,0.009794903899892233,2.59,0.0
8.0,1206,568000,0.9288311791419983,0.22125559273860426,71,0.9739268797636033,1.3566192305088043,242.8,-0.0011817578371847049,0.0070022788026835765,3.05,0.0
8.0,1208,576000,0.9413176262378693,0.207443230747732,72,0.880058832168579,1.3619773876667023,257.42,0.00045573029521619904,0.005827400070265867,3.34,0.9000000000000004
6.0,1208,584000,0.9088823789358139,0.21804019885097684,73,0.9923430606722832,1.3624176597595214,237.8,-0.0023989763224381024,0.006964204288669862,2.88,0.0
5.0,1208,592000,0.8962631130218506,0.24866018708543508,74,1.0947954964637756,1.3587646138668061,221.9,0.0010664043947463142,0.008683023614576086,2.49,0.0
5.0,1208,600000,0.9015327250957489,0.2480586386417907,75,1.055212436914444,1.3558501613140106,204.66,-0.0015631511733226943,0.008326512665953488,2.03,0.0
5.0,1209,608000,0.935512443780899,0.20444597614813048,76,0.8773287746310234,1.3461074662208556,207.8,-0.0016672398513765075,0.005519171329215169,2.07,0.0
5.0,1208,616000,0.946110543012619,0.22749305042011478,77,0.8825127390027047,1.3404546535015107,210.83,0.00045630442109541037,0.006032113886903972,2.14,0.0
5.0,1209,624000,0.897055566906929,0.23867443733855098,78,1.0349057412147522,1.3488777136802674,226.94,-0.0013336220850760582,0.008098745354800485,2.65,0.0
6.200000000000017,1209,632000,0.8742297720909119,0.2858390385538213,79,1.2397245287895202,1.3482376873493194,229.75,0.0001008888494106941,0.011094997342443094,2.8,0.0
6.0,1208,640000,0.9318982583284378,0.23620504104254395,80,0.9983307334780693,1.3505332589149475,231.0,-9.721929207444191e-05,0.007457574698491953,2.78,0.0
6.0,1209,648000,0.9212767374515534,0.22923710998664212,81,1.0220281228423118,1.3504301464557649,235.99,-0.0013431691052392125,0.007631972123635933,2.85,0.0
5.0,1209,656000,0.9092654883861542,0.24129617566277412,82,1.0520057383179664,1.3481808948516845,240.88,-0.002505945822340436,0.008140514650149271,2.91,0.0
5.0,1209,664000,0.8994002896547317,0.2679936748344299,83,1.1237205284833909,1.3523853385448457,228.05,0.0030776667624013497,0.009434123001992702,2.65,0.0
5.0,1210,672000,0.9045818376541138,0.22570293806121378,84,1.02528798609972,1.3502157318592072,224.99,-0.0014459307870129123,0.007772502946900204,2.58,0.0
5.0,1210,680000,0.8524630773067474,0.29619559603713247,85,1.3332693648338318,1.3366927266120912,229.34,-0.0011862949945498258,0.01235394733841531,2.72,0.0
8.0,1211,688000,0.9141608989238739,0.26476618106694927,86,1.1009663417935371,1.330151218175888,248.87,-0.0001808839524164796,0.008675350298872217,3.26,0.0
8.100000000000009,1212,696000,0.8652387708425522,0.2936586500631024,87,1.2313021597266198,1.3296024572849274,250.56,-0.003553096840332728,0.011023584401700646,3.37,0.9000000000000004
9.0,1213,704000,0.9042523396015167,0.2519240481925217,88,1.0731602928042412,1.3269601917266847,263.52,-0.0010252117802156135,0.008701934117125347,3.71,0.0
10.0,1212,712000,0.9074667322635651,0.2809344808233394,89,1.1405205500125886,1.3221955835819243,262.12,-0.0020128389506135136,0.008911005556583404,3.73,0.0
9.100000000000009,1213,720000,0.895701197385788,0.3022031952419453,90,1.1933078256249428,1.3279347503185273,263.59,-0.0011059301730711013,0.01012273225467652,3.7,0.0
9.100000000000009,1213,728000,0.9061549311876297,0.26205876792612315,91,1.1058557417988777,1.3286100685596467,251.67,-0.0018794993023038842,0.00859863886842504,3.35,0.0
9.0,1213,736000,0.8802390027046204,0.2752978172485633,92,1.1591924232244493,1.339196847677231,248.31,-0.0015568675688700752,0.009202870713779702,3.24,0.0
9.0,1214,744000,0.8879801219701767,0.3354094127692471,93,1.2789750698208808,1.313639748096466,249.77,-0.0025042551726801323,0.011483573376899585,3.3,0.0
9.0,1214,752000,0.8645190542936325,0.29991966891672844,94,1.2050429105758667,1.3103688061237335,257.27,0.0006688274297630414,0.010087841429049149,3.55,0.0
9.0,1215,760000,0.8854201865196228,0.2780587450632199,95,1.1761672013998032,1.3212005054950715,267.59,-0.0007875935664924328,0.009390451260842383,3.83,0.9000000000000004
9.0,1216,768000,0.8473088926076889,0.3337002911747341,96,1.3711476254463195,1.3189967823028566,270.19,-0.003347504095872864,0.013127982994774356,3.97,1.0
9.0,1217,776000,0.8804195874929428,0.3131806074721081,97,1.3524551051855087,1.3002700889110566,272.5,-0.0029455612898163963,0.012729995977133512,4.03,1.0
9.0,1218,784000,0.8981842535734177,0.30451586522797913,98,1.2126196131110192,1.289648814201355,270.27,-0.0035292034951271488,0.010310921482741833,3.9,0.9000000000000004
10.0,1220,792000,0.8493372136354447,0.3463806823680814,99,1.3924295580387116,1.2851753509044648,287.96,-0.0021171477198367937,0.013174817499238997,4.48,0.0
10.0,1221,800000,0.8978566628694534,0.3125333497402933,100,1.2890619665384293,1.2960951149463653,301.47,-0.0005630842573009432,0.01106198710622266,4.96,0.9000000000000004
10.0,1222,808000,0.8314404171705246,0.3804446723312322,101,1.5454148268699646,1.2870833373069763,302.86,-0.003274588200438302,0.01610158912371844,5.0,0.9000000000000004
11.0,1224,816000,0.8746254795789719,0.33010273190668876,102,1.3212636661529542,1.2888483583927155,308.88,-0.002662537428550422,0.012020149291492999,5.1,1.0
10.0,1224,824000,0.9134495973587036,0.29879817650768553,103,1.1755808624625206,1.3099408853054046,288.92,-0.003876722875284031,0.010161051527829841,4.52,0.0
10.0,1224,832000,0.8205196386575699,0.38839916826537346,104,1.462490998506546,1.2906162786483764,279.04,-0.00021470299456268548,0.0148677814938128,4.16,0.0
10.0,1225,840000,0.8539331811666488,0.3891218643954117,105,1.4680900883674621,1.2469492089748382,288.8,-0.006145260631574274,0.014457983998581767,4.4,1.0
10.0,1226,848000,0.8014307302236557,0.39654623406065853,106,1.6208590865135193,1.220592303276062,311.4,-0.0028100462420843544,0.01751603130251169,5.1,1.0
10.0,1227,856000,0.8400231063365936,0.4307577111030201,107,1.666506642103195,1.2640394747257233,322.28,-0.0033400729426648467,0.01849442174192518,5.39,1.9000000000000004
10.0,1228,864000,0.8707489335536956,0.36497184968997454,108,1.4525484144687653,1.2648785245418548,340.3,-0.004127503387717297,0.014103571821469813,5.91,2.0
11.0,1229,872000,0.8354978907108307,0.4431763590661606,109,1.6537454521656036,1.2624588954448699,342.74,-0.004986119818640873,0.01813817352987826,6.12,2.0
11.0,1230,880000,0.7999890607595443,0.42795691114195117,110,1.6596889197826385,1.2423461961746216,342.99,-0.004514137561200187,0.01863339758478105,6.23,2.0
12.0,1232,888000,0.8127275496721268,0.42408616408180966,111,1.6259076112508775,1.2501985836029053,360.93,-0.0027082739562320057,0.018015788658522068,6.87,2.0
12.0,1232,896000,0.854246872663498,0.3471801226799672,112,1.4426474696397782,1.233515691757202,363.63,-0.005895665800198913,0.014024874672759324,6.92,2.0
12.0,1232,904000,0.7939830976724624,0.4787532001763579,113,1.732053535580635,1.2215651738643647,350.07,-0.004590010188985616,0.020265349424444138,6.49,1.0
11.0,1233,912000,0.8825175786018371,0.3317731523870565,114,1.3372733229398728,1.2671648561954498,346.68,-0.002742880564182997,0.012036711412947624,6.3,0.0
11.0,1233,920000,0.8336334931850433,0.38769428894891894,115,1.4785625398159028,1.2382518017292024,337.68,-0.0024876222271996086,0.01477599708829075,5.91,0.0
11.0,1233,928000,0.8698700213432312,0.37992733008782237,116,1.4375166684389113,1.2170704925060272,345.35,-0.003774024390731938,0.013688831916078925,6.17,1.0
11.0,1235,936000,0.8720682877302169,0.3531010937390163,117,1.386500968337059,1.2644594061374663,350.67,-0.000760979923652485,0.013027955372817814,6.35,2.0
11.0,1236,944000,0.8647748267650605,0.38552074023656596,118,1.512396560907364,1.2086291515827179,352.2,-0.0017398820103881009,0.01528503255918622,6.27,2.0
12.0,1236,952000,0.8731937319040298,0.3755035735144403,119,1.5059431380033492,1.2389011240005494,351.2,-0.002462465964490548,0.015205109147354961,6.33,1.8000000000000007
11.100000000000009,1237,960000,0.8448462361097335,0.4190045397638247,120,1.5380381053686143,1.2149991935491562,345.4,-0.0017794625059468672,0.01579914254602045,6.13,1.8000000000000007
12.0,1238,968000,0.8236165916919709,0.4745229299369305,121,1.6784709560871125,1.2034977382421495,360.93,-0.003970734125105082,0.019081915616989135,6.63,2.0
12.100000000000009,1239,976000,0.8359542965888977,0.4207010614142307,122,1.5545461988449096,1.2494001185894013,355.87,-0.0041233733820263295,0.016562001393176616,6.54,1.9000000000000004
13.0,1240,984000,0.8610193938016891,0.35133021823729904,123,1.442935893535614,1.2460127437114716,359.78,-0.005817883725831053,0.013961604200303554,6.57,1.9000000000000004
13.0,1241,992000,0.818175248503685,0.41130468316244995,124,1.603412200808525,1.2227808380126952,379.28,-0.003705576321226545,0.01702123601920903,7.17,2.0
14.0,1242,1000000,0.8377453827857971,0.45872156677232634,125,1.6771144306659698,1.1938560807704925,377.8,-0.0046749353137875,0.018582537933252753,7.27,2.0
14.0,1244,1008000,0.7794808977842331,0.4742651705005966,126,1.7744719982147217,1.176274178624153,385.33,-0.004543929133506026,0.020993385249748826,7.89,2.0
14.0,1246,1016000,0.8046534037590027,0.5022091079969738,127,1.8093553227186203,1.172549821138382,395.32,-0.009292781468611793,0.021749134873971343,8.19,2.0
14.100000000000009,1246,1024000,0.8413639658689499,0.419012974064767,128,1.556543008685112,1.2180091428756714,405.52,-0.0010370279458584263,0.016024969881400467,8.61,2.0
15.0,1247,1032000,0.8559039616584778,0.38421867781829294,129,1.487839315533638,1.203198984861374,387.93,-0.002411867124028504,0.014817994767799974,8.21,2.0
14.0,1247,1040000,0.8536421924829483,0.4131859699107283,130,1.491256063580513,1.205790342092514,373.76,-0.006319856683301168,0.014827344240620733,7.47,1.9000000000000004
14.0,1248,1048000,0.7697164511680603,0.4958610245758928,131,1.7372563445568086,1.2323584163188934,382.14,9.271401591831818e-05,0.020468187388032674,7.67,2.0
14.0,1249,1056000,0.8231319838762283,0.4136037953225258,132,1.6190367484092711,1.2471901667118073,385.77,-0.005217911475338042,0.01774098658002913,8.02,2.0
14.0,1250,1064000,0.8392951238155365,0.4242453766208771,133,1.5280218189954757,1.2288306951522827,383.25,-0.004497991275275126,0.016077227366622537,8.0,1.9000000000000004
14.0,1251,1072000,0.8443666291236878,0.4145516650868492,134,1.5714907371997833,1.1806915140151977,391.47,-0.004843564910579516,0.0161363953538239,8.27,2.0
14.0,1252,1080000,0.7890936422348023,0.49580296954236913,135,1.8058529567718506,1.0419318002462388,390.64,-0.005353768244385719,0.022033625361509622,8.3,1.9000000000000004
14.0,1252,1088000,0.843702500462532,0.38618446786766625,136,1.4868516063690185,1.2235029137134552,380.88,-0.0006350668601226062,0.014706069126259536,7.92,1.0
14.0,1253,1096000,0.8380982154607772,0.43705034203871207,137,1.5916990810632705,1.2295566809177398,384.05,-0.00508969507063739,0.01675349469529465,7.96,1.0
14.0,1253,1104000,0.8324755191802978,0.4384396958762685,138,1.604892488718033,1.2292136073112487,385.56,-0.004539059983217158,0.017098998208530246,7.81,1.0
13.0,1254,1112000,0.8175503998994827,0.45374388986112785,139,1.6784721797704696,1.244589569568634,385.0,-0.005127185451565311,0.019059492095839233,7.58,1.0
13.0,1255,1120000,0.8316044235229492,0.4312269579079719,140,1.6266422712802886,1.2164151692390441,395.26,-0.005035172674979549,0.01749205051455647,7.89,2.0
13.100000000000009,1256,1128000,0.8589403396844864,0.39659002212733246,141,1.5425435066223145,1.2198613274097443,406.48,-0.003440958220453467,0.01589746414683759,8.14,2.0
13.0,1256,1136000,0.8368295961618424,0.4378541431516099,142,1.676830848455429,1.1771870505809785,399.22,-0.00404925611714134,0.018535541407763957,7.9,2.0
14.0,1257,1144000,0.8442151522636414,0.4389836062296127,143,1.6409904509782791,1.1745219767093658,403.36,-0.0065387545840349046,0.017933928589336574,8.36,2.0
15.0,1258,1152000,0.8261025899648666,0.42472549574175866,144,1.6558571499586106,1.2117091953754424,406.08,-0.004222851180820726,0.018325656140223145,8.8,2.0
15.0,1259,1160000,0.8389522731304169,0.49779858280324146,145,1.7461581081151962,1.197927050590515,416.89,-0.007706758134881966,0.020672498252242804,9.27,2.0
16.10000000000001,1260,1168000,0.8244310522079468,0.44605606535593734,146,1.6850514948368072,1.2000145840644836,424.74,-0.006554983087989967,0.018748829257674515,9.66,2.9000000000000004
16.10000000000001,1261,1176000,0.8074449384212494,0.4907965566095687,147,1.7361067074537277,1.1533692216873168,428.06,-0.0062874180474318565,0.020268963079433888,9.77,2.0
17.10000000000001,1262,1184000,0.7433924841880798,0.6416079662040604,148,2.0389866507053376,1.1304210031032562,441.52,-0.008535877902249921,0.028516857088543474,10.64,2.9000000000000004
19.0,1264,1192000,0.7873846298456192,0.5198274982245676,149,1.861259676218033,1.181204968690872,454.61,-0.006033537043549586,0.02333244068082422,11.68,2.9000000000000004
18.10000000000001,1264,1200000,0.8669232141971588,0.4130347807761372,150,1.5104941964149474,1.2165653669834138,448.37,-0.004620800032280385,0.015325354966335,11.13,2.0
20.500000000000043,1265,1208000,0.8348536562919616,0.5052499371469434,151,1.80317018866539,1.1840447068214417,440.39,-0.0031093985341431106,0.021875029685907064,11.25,2.0
25.0,1265,1216000,0.62911570250988,0.8411896400512817,152,2.2615421694517135,1.2248794317245484,444.23,-0.009045642041019163,0.0656533317314461,12.84,2.0
18.200000000000017,1266,1224000,0.8398549395799637,0.3810024954796497,153,1.5518537253141402,1.241053239107132,414.34,-0.0035830339740641646,0.0159592824568972,11.23,2.0
14.0,1267,1232000,0.8318411254882813,0.48004654601925395,154,1.6203154474496841,1.2342123699188232,391.41,-0.008013630642817588,0.018137591881677507,9.82,2.0
16.0,1267,1240000,0.8116745263338089,0.45724133073886536,155,1.7495991510152817,1.1968057334423066,394.62,-0.005390333026880399,0.02063959128689021,9.96,2.0
15.0,1268,1248000,0.7876541465520859,0.5434948537859942,156,1.8602237129211425,1.1596347951889039,393.97,-0.009527475126087665,0.023825915679335594,8.25,2.0
15.100000000000009,1269,1256000,0.8233159673213959,0.42749432959121675,157,1.6891155433654785,1.212694503068924,404.65,-0.0014868399366241647,0.018882255479693414,8.45,3.0
16.200000000000017,1270,1264000,0.8286254775524139,0.4578286132867872,158,1.6586782026290894,1.1728190523386002,427.04,-0.007175184556981549,0.01862008547410369,9.19,3.0
18.0,1270,1272000,0.7736833727359772,0.5339912540268988,159,1.9215142351388932,1.153450767993927,428.04,-0.006436058674589731,0.02511475232895464,9.85,3.0
19.10000000000001,1271,1280000,0.7700085330009461,0.5531579879324007,160,1.9925548338890076,1.1313392877578736,436.36,-0.004970278630644316,0.026587037798017264,10.6,3.0
19.10000000000001,1272,1288000,0.7702472305297852,0.5750735069040447,161,1.9653118073940277,1.146082148551941,430.84,-0.013523972829570994,0.025666988543234764,10.55,3.0
19.10000000000001,1272,1296000,0.7706907057762146,0.5260320241679376,162,1.8938576060533523,1.1433398687839509,440.17,-0.005260506285121664,0.023863307745195926,11.29,4.0
18.10000000000001,1273,1304000,0.6113986510038376,0.6178385203710198,163,1.8395206132531166,1.1259655469655991,414.23,-0.007938757903175428,0.02418748633179348,10.78,4.0
18.0,1273,1312000,0.8153548324108124,0.5162122663967278,164,1.772548084259033,1.176518465280533,418.91,0.0007163843739544973,0.02053170687984675,10.46,4.0
17.10000000000001,1274,1320000,0.7752886593341828,0.5103142664303667,165,1.8397252333164216,1.175223069190979,423.67,-0.00754348577131168,0.022482587243430316,10.41,4.0
18.0,1274,1328000,0.8143812978267669,0.45610834953771245,166,1.7241897088289262,1.1936248517036439,425.38,-0.0051111333211883905,0.019423614009283482,10.49,4.9
17.10000000000001,1275,1336000,0.8115766847133636,0.5046445047538028,167,1.7157909923791885,1.1838868153095246,433.1,-0.0044296936161117625,0.01955043511930853,10.73,4.9
19.0,1276,1344000,0.7839373046159744,0.5017465118512113,168,1.762828084230423,1.179902046918869,435.96,-0.0071657698857598,0.02084026439115405,10.91,5.0
19.10000000000001,1277,1352000,0.7798350006341934,0.5418181892692623,169,1.8430604314804078,1.1575936567783356,460.61,-0.0070090462101507,0.02300429278984666,12.25,6.0
21.0,1279,1360000,0.7654841089248657,0.5580530437426708,170,1.882900642156601,1.1547416305541993,471.85,-0.00795409502403345,0.023358887853100897,12.96,7.0
