epoch_idx,grad_norm,episode_length,fps,advantage_norm,PMM:episode_rewards,frames,value_loss,explained_variance,policy_loss,P01:episode_rewards,approx_kl_divergence,clip_fraction,policy_entropy,P09:episode_rewards
31,0.05232972445025893,303.01,294,15.968717432022094,76.5,317440,0.0061105423825210895,9.313225746154785e-09,-0.001335621664475184,0.0,0.0029648702014810624,0.1937744140625,1.5858022578060627,150.0
32,0.04999600715170914,301.76,294,15.968716317415238,68.75,327680,0.004639324261665934,-2.0489096641540527e-08,-0.001247958225212642,0.0,0.004648015551310891,0.29736328125,1.626099234074354,127.50000000000021
33,0.052306498246666465,297.76,294,15.968714225292207,64.25,337920,0.0038923905537387783,-6.332993507385254e-09,-0.001449585357840988,0.0,0.004467079841697341,0.3240234375,1.6257513031363486,125.0
34,0.0560013971734515,300.61,294,15.968717634677887,69.5,348160,0.006389665804272226,-5.215406417846679e-09,-0.0009912431090924657,0.0,0.0033939595781021124,0.2489013671875,1.6340067580342292,125.0
35,0.05188592924625275,304.13,295,15.968717736005782,83.25,358400,0.006899887790132198,-3.725290298461914e-09,-0.0007801034189469647,0.0,0.0028650817291008936,0.1939208984375,1.6075221046805381,127.50000000000021
36,0.055263308575505966,316.67,294,15.968717873096466,106.75,368640,0.007225872530398192,4.8428773880004884e-09,-0.0011292486367892706,25.0,0.003205961188393758,0.22978515625,1.6711465932428837,175.0
37,0.05374280770675978,313.39,294,15.968717461824417,103.25,378880,0.006782396215476183,1.2293457984924316e-08,-0.0018367056753049837,25.0,0.004161459029364778,0.277001953125,1.69434669688344,175.0
38,0.056568472506183985,321.13,294,15.968717807531357,119.0,389120,0.009666197693150025,0.0,-0.0010730827554652933,25.0,0.003691710810699078,0.2204833984375,1.6341886408627033,205.00000000000043
39,0.05507675662009369,320.42,294,15.96871675848961,136.0,399360,0.006807795270799488,-3.3527612686157227e-09,-0.001211944610986393,25.0,0.0032904587554980934,0.240185546875,1.6013543829321861,277.5000000000002
40,0.05172434419316346,321.72,294,15.968717658519745,137.0,409600,0.005971335042704595,-1.6763806343078613e-08,-0.0019093353945208945,25.0,0.004230803862219546,0.286181640625,1.6311026580631733,310.00000000000085
41,0.05256034078663211,313.09,293,15.968717610836029,110.5,419840,0.007368148606838076,2.2351741790771484e-09,-0.0013330130903341341,25.0,0.0036113812729240634,0.24296875,1.58561654612422,202.50000000000023
42,0.05319735900306518,310.72,293,15.968717354536057,97.75,430080,0.006701121302103275,3.3527612686157227e-09,-0.001499249799599056,25.0,0.0032514113722982075,0.2349365234375,1.630398866534233,175.0
43,0.04778499159225085,308.24,293,15.968715238571168,93.75,440320,0.004667178593405197,-8.568167686462402e-09,-0.001335295269745984,0.0,0.0028696903214409986,0.215625,1.5280347533524037,175.0
44,0.04775732842983132,298.33,293,15.96871588230133,70.25,450560,0.005131750660461875,-8.940696716308593e-09,-0.001484056112531107,0.0,0.003331225379758962,0.216357421875,1.5316547907888889,150.0
45,0.05144359674323292,298.67,293,15.96871542930603,67.75,460800,0.006119689530214601,-2.9802322387695314e-09,-0.0014311928454844747,0.0,0.0033850561475532006,0.23046875,1.4583716332912444,150.0
46,0.05127517788227739,308.16,293,15.96871708035469,78.75,471040,0.007172855595308647,-9.685754776000977e-09,-0.0012892607890535146,0.0,0.0037395127350350775,0.2373291015625,1.369621903449297,150.0
47,0.048718258057382016,313.83,294,15.968717521429062,92.75,481280,0.007472425420746731,-1.4528632164001465e-08,-0.001086289985323674,25.0,0.0021450292636018276,0.1567626953125,1.3650896318256855,175.0
48,0.04934701151453881,324.26,293,15.968717294931412,106.0,491520,0.0063877058354592006,-1.7136335372924803e-08,-0.0013295025062689092,25.0,0.003069081240682436,0.1939453125,1.4036758601665498,175.0
49,0.04876926074097722,330.52,293,15.968712902069091,110.0,501760,0.008052005007343155,1.1175870895385742e-09,-0.0007822656029020436,25.0,0.002133476105041154,0.1566650390625,1.4779627680778504,175.0
50,0.0489038031800625,332.49,293,15.968717855215072,121.0,512000,0.00955224808967614,-1.0058283805847169e-08,-0.0013234440742962762,50.0,0.0031393968295333253,0.1961669921875,1.4946396678686142,200.0
51,0.05754998416968773,334.22,294,15.968717139959335,130.5,522240,0.007885483230268164,2.6077032089233397e-09,-0.001096686847449746,50.0,0.002733244443925287,0.213037109375,1.4749380737543105,225.0
52,0.05320904019789889,328.79,294,15.968716996908189,128.0,532480,0.006449279083028614,-8.568167686462402e-09,-0.000950519376056036,0.0,0.003197812056384919,0.25625,1.5768715135753155,225.0
53,0.050949917611753194,322.29,294,15.96871789097786,117.5,542720,0.007101723800224136,5.215406417846679e-09,-0.0014700369480124208,0.0,0.0029346958539576916,0.2200439453125,1.5487515181303024,225.0
54,0.051786863363787336,316.12,294,15.968717741966248,109.25,552960,0.006917371560302854,1.862645149230957e-09,-0.001084868774341885,0.0,0.0027338060957163178,0.1929931640625,1.565662009268999,250.0
55,0.05018193885106825,308.97,294,15.968716645240784,95.75,563200,0.004295680432346671,3.725290298461914e-09,-0.001743104021261388,0.0,0.003751815450482354,0.3047607421875,1.5949180223047734,182.50000000000065
56,0.046847150790708635,306.55,294,15.968716359138488,82.5,573440,0.004261565073716156,7.450580596923829e-10,-0.001746811543853255,0.0,0.004111348816184091,0.2866943359375,1.5616198942065238,150.0
57,0.04801171720871763,298.27,294,15.968715739250182,62.0,583680,0.004523615714889217,-2.2351741790771484e-09,-0.0011829383809526916,0.0,0.003405132808347844,0.2342041015625,1.5670797206461429,102.50000000000021
58,0.04950908766242727,299.74,294,15.968715304136277,65.5,593920,0.004429238196570396,-2.6077032089233397e-09,-0.0008527518744813279,0.0,0.004120753740608052,0.2678955078125,1.5693552173674106,125.0
59,0.04291095083170867,297.23,295,15.968678724765777,56.25,604160,0.0032517668017213452,2.5331974029541015e-08,-0.001550489001965616,0.0,0.0038739494704088883,0.2404296875,1.4350447349250317,125.0
60,0.045058350731244055,295.37,295,15.968703818321227,47.25,614400,0.00308262699426578,-1.2665987014770507e-08,-0.0013564628050517058,0.0,0.0041992349527220085,0.2670166015625,1.426002711802721,100.0
61,0.04650776556936492,298.86,295,15.968705761432648,44.5,624640,0.0049053023824257025,3.7252902984619143e-10,-0.0007468174253517645,0.0,0.0034683320756187185,0.2260986328125,1.526353371888399,100.0
62,0.05162657318143913,307.77,295,15.968717616796493,65.5,634880,0.007108091139889439,-1.7508864402770997e-08,-0.0007020638004178181,0.0,0.0027967247759534074,0.1914794921875,1.5834698975086212,150.0
63,0.05378598023819643,321.26,295,15.96871777176857,105.25,645120,0.010638312031005626,-1.4901161193847657e-09,-0.001097734738868894,0.0,0.002418295971506268,0.1774169921875,1.6079706110060215,177.50000000000023
64,0.05371284553002155,335.64,295,15.96871783733368,154.25,655360,0.010034841853121179,-5.587935447692871e-09,-0.0010788357933051885,47.50000000000001,0.002410388679004427,0.199755859375,1.6461780101060868,350.0
65,0.054543340814798356,339.05,295,15.968717682361603,177.0,665600,0.010931323148906814,-4.097819328308106e-09,-0.0010092603319208139,50.0,0.00251588819336348,0.182421875,1.6913956612348557,452.50000000000017
66,0.05448077239552438,351.13,295,15.968717724084854,203.25,675840,0.011608815185900312,-2.123415470123291e-08,-0.001343409351829905,75.0,0.0024688718478046213,0.1735595703125,1.6455386511981487,502.5000000000002
67,0.05547776438176004,349.38,295,15.968717724084854,194.5,686080,0.010275963118328946,-2.3469328880310058e-08,-0.0015313607807911466,50.0,0.002341116585932923,0.1743408203125,1.6095898486673832,385.00000000000085
68,0.0556290213078522,357.41,295,15.968717807531357,185.5,696320,0.00972638055754942,-2.5331974029541015e-08,-0.0019314660221425584,50.0,0.0028803427910133904,0.215625,1.5262648791074753,330.0000000000004
69,0.05735968069464138,357.04,295,15.968717700242996,186.0,706560,0.00947763844851579,5.960464477539063e-09,-0.001610861692461185,47.50000000000001,0.00284358784093115,0.2406982421875,1.4563087865710258,452.50000000000017
70,0.04919782690372452,357.75,295,15.968717390298844,171.25,716800,0.008291632868213128,5.215406417846679e-09,-0.0011701336963596987,50.0,0.002439530252951272,0.1663818359375,1.3943873062729835,287.5000000000011
71,0.05095212968875151,349.19,295,15.968717682361603,153.25,727040,0.007368956831942342,-5.960464477539063e-09,-0.0012108871844247915,25.0,0.0025818414709419812,0.1786865234375,1.412801095843315,252.50000000000023
72,0.04553392617832301,335.98,294,15.96871663928032,115.75,737280,0.004086547663052898,-1.1175870895385742e-09,-0.0015953191810694988,0.0,0.0028905368719563283,0.2205322265625,1.40041099563241,225.0
73,0.05070189203220808,325.23,294,15.968715983629227,105.75,747520,0.0060926541949129385,4.470348358154297e-09,-0.0017863966095319483,0.0,0.0028179168951112388,0.2477294921875,1.4437283135950565,225.0
74,0.048323638137156524,311.64,294,15.96871634721756,87.75,757760,0.0053732736390770695,-3.7252902984619143e-10,-0.001289428436939488,0.0,0.0029901493666443456,0.236328125,1.4471922025084496,152.50000000000023
75,0.04933831038931217,316.38,295,15.968716913461686,100.75,768000,0.0065123711454305065,6.332993507385254e-09,-0.0013820031654177,0.0,0.003134320120042844,0.2136474609375,1.424704397469759,182.50000000000065
76,0.05015289370717568,315.37,294,15.968716692924499,88.0,778240,0.0043898181992176434,-1.564621925354004e-08,-0.0010816529727890156,0.0,0.003070701810548826,0.2371337890625,1.4150099717080593,150.0
77,0.04508649705146357,312.92,294,15.968710815906524,77.5,788480,0.0035101482946316765,0.0,-0.0015075883879035246,0.0,0.0041007914686360895,0.291845703125,1.5105996146798133,127.50000000000021
78,0.0498203108800014,307.37,294,15.968716305494308,63.0,798720,0.005204852024508,1.1175870895385742e-08,-0.0012245639263710473,0.0,0.0029073991139171086,0.2407470703125,1.6212821811437608,125.0
79,0.049957142653137075,317.78,294,15.968716818094254,77.75,808960,0.007320411238936231,1.1175870895385742e-09,-0.0016178429628780576,0.0,0.0028318675357468237,0.2154052734375,1.6806288570165635,150.0
80,0.048763848090559773,327.23,294,15.968714600801468,109.25,819200,0.006065576048763432,4.470348358154297e-09,-0.0013513422032701782,0.0,0.003613266722913977,0.2984619140625,1.7034606762230395,252.50000000000023
81,0.051354976450841916,329.88,294,15.968716424703597,116.5,829440,0.005435633013610186,-6.332993507385254e-09,-0.0012172814305813518,0.0,0.0039693328147336615,0.31181640625,1.698187305778265,252.50000000000023
82,0.04780524655784403,315.98,294,15.968717187643051,106.0,839680,0.005708411012528813,-3.725290298461914e-09,-0.0010286519493092783,0.0,0.0031503359063890456,0.2562744140625,1.6907140351831913,262.5000000000011
83,0.04605159768613152,305.48,294,15.9687156021595,69.0,849920,0.0031992539020166077,1.0058283805847169e-08,-0.001608449317245686,0.0,0.003677659333607153,0.28173828125,1.6119867108762265,125.0
84,0.04988865707166266,300.18,294,15.968714612722398,60.25,860160,0.004703201270473301,-3.7252902984619143e-10,-0.0011144407380925259,0.0,0.004277386460802291,0.2974365234375,1.624433510750532,125.0
85,0.04653544504113946,294.52,295,15.968698179721832,47.75,870400,0.0026272030550465787,2.6077032089233397e-09,-0.0011800907021097373,0.0,0.0027956755513287137,0.2509521484375,1.5621594458818435,100.0
86,0.047559902370666964,297.44,295,15.968713283538818,49.0,880640,0.0033741463481927526,5.215406417846679e-09,-0.0013428908594505628,0.0,0.003799376261565612,0.2940185546875,1.5916418470442295,100.0
87,0.0507973335953526,300.86,295,15.968715327978135,51.5,890880,0.005092465677390123,7.82310962677002e-09,-0.0014838494720606833,0.0,0.003981460069826426,0.3287841796875,1.710182049870491,100.0
88,0.051261549239278247,307.85,295,15.968717205524445,68.5,901120,0.006320403040962219,4.097819328308106e-09,-0.0013484068331308663,0.0,0.0034715143276116576,0.2635498046875,1.7238033644855022,125.0
89,0.054781384833071455,311.71,295,15.968717712163926,95.75,911360,0.007807885639704182,1.564621925354004e-08,-0.0009270999420550652,22.500000000000007,0.002315713376765416,0.200390625,1.7386138036847114,175.0
90,0.05147342246297785,311.17,295,15.968716931343078,93.5,921600,0.006021783215192045,1.6391277313232423e-08,-0.0015144435237743892,0.0,0.004334996122625512,0.3223876953125,1.7225333362817765,177.50000000000023
91,0.05007286599694969,310.53,295,15.968717271089554,95.25,931840,0.005794394102395017,-1.601874828338623e-08,-0.0010611964215058833,0.0,0.00263309977924564,0.216650390625,1.7149356953799724,175.0
92,0.053656401857749544,309.55,295,15.968716698884965,88.75,942080,0.007062192345802032,-9.313225746154785e-09,-0.001333740400878014,0.0,0.0029280757581091168,0.2457275390625,1.7259608574211598,200.0
93,0.05216600914219671,310.09,295,15.968715804815293,95.0,952320,0.006658699368340848,5.960464477539063e-09,-0.0014605450720409862,0.0,0.0036289492309038,0.2937744140625,1.6840895287692548,200.0
94,0.05757125557949927,317.55,294,15.968717628717423,120.75,962560,0.00877764206379652,-4.8428773880004884e-09,-0.0018269431195221842,0.0,0.003031669779340973,0.2716796875,1.689254678040743,255.00000000000043
95,0.05043239504528483,314.96,294,15.968716245889663,117.5,972800,0.006537967705958181,1.601874828338623e-08,-0.001143121797213098,25.0,0.0023753651564106804,0.1891845703125,1.5879457399249077,225.0
96,0.048558600541805455,312.68,294,15.968717437982558,112.0,983040,0.005590139752348478,3.7252902984619143e-10,-0.001179187020898098,25.0,0.0032379622625654746,0.231982421875,1.5307820573449136,200.0
97,0.050399153984984325,306.73,294,15.968717283010482,83.75,993280,0.006453616863268508,-2.9802322387695314e-09,-0.0011697498292051022,25.0,0.0026882438576393496,0.189111328125,1.4740446031093597,150.0
98,0.05226304760423543,308.64,295,15.968717157840729,87.0,1003520,0.006722381588497228,1.1920928955078126e-08,-0.0009403960662893951,25.0,0.002969430211126678,0.2412109375,1.405918963253498,150.0
99,0.04581791775144561,310.35,295,15.96871601343155,86.25,1013760,0.004971839488251817,-1.6391277313232423e-08,-0.0010826339865161571,25.0,0.0028830117237703236,0.2268310546875,1.3912154041230678,150.0
100,0.04539714515605995,306.85,295,15.96871577501297,83.0,1024000,0.005465375534163286,-7.450580596923828e-09,-0.0013717452404307551,0.0,0.002177620504278366,0.1746337890625,1.4127057254314423,175.0
101,0.04446052248352793,307.31,295,15.968717658519745,71.5,1034240,0.006118221907763654,-5.587935447692871e-09,-0.0011173122908076038,0.0,0.002624428784432098,0.1537353515625,1.4430635415017605,175.0
102,0.038578113120532914,304.45,295,15.968702840805054,70.75,1044480,0.0035292229303529156,5.587935447692871e-09,-0.0010701718309064745,0.0,0.002326675746866158,0.1813232421875,1.3041142091155051,175.0
103,0.04022792493079855,299.7,295,15.968693661689759,56.0,1054720,0.0028531654818110042,-5.587935447692871e-09,-0.000999817360570887,0.0,0.004320476936970863,0.302880859375,1.3910106539726257,150.0
104,0.04338189442435526,292.53,295,15.968710494041442,40.25,1064960,0.003365049301927314,-5.960464477539063e-09,-0.00116575719366665,0.0,0.0032232058377303476,0.226904296875,1.4516886055469513,75.0
105,0.04689393883987099,296.59,295,15.968710798025132,39.5,1075200,0.003768476943864485,5.215406417846679e-09,-0.0008462507827061927,0.0,0.002699639872099624,0.200146484375,1.5572151981294156,75.0
106,0.04482110493028603,300.92,295,15.968716710805893,42.75,1085440,0.0035297352090765343,4.470348358154297e-09,-0.0015223092141241068,0.0,0.004151537139966877,0.3080078125,1.4268630042672157,100.0
107,0.0468588621928549,304.52,295,15.968716859817505,51.0,1095680,0.005146585837064776,-1.1175870895385742e-08,-0.0015667385487176944,0.0,0.0033661486982644816,0.2633056640625,1.391669324040413,102.50000000000021
108,0.04838203434270383,310.08,295,15.968716740608215,64.25,1105920,0.006231945634624481,-9.685754776000977e-09,-0.0011119553626485867,0.0,0.0030150639237291445,0.2322998046875,1.3330980688333511,125.0
109,0.04366338882747827,310.37,295,15.968715071678162,66.25,1116160,0.003973555640129689,7.450580596923829e-10,-0.001113222253479762,0.0,0.0026654457373865626,0.2290771484375,1.3310494229197503,125.0
110,0.0503572502826781,313.48,295,15.968717539310456,68.75,1126400,0.00571779691717893,-9.685754776000977e-09,-0.0013335187442862662,0.0,0.002815699065655508,0.235791015625,1.2894291967153548,125.0
111,0.04529310449721039,309.39,295,15.968713730573654,58.5,1136640,0.0035869580575422335,-2.6077032089233397e-09,-0.0014363541864440776,0.0,0.0031907509318173767,0.2908203125,1.3468051806092263,125.0
112,0.048549197780403064,311.13,295,15.96870973110199,59.5,1146880,0.0042761807438694175,-6.7055225372314455e-09,-0.000522482206724817,0.0,0.002287939120674309,0.1769287109375,1.291090328246355,125.0
113,0.048119625957220004,306.82,295,15.968716967105866,55.0,1157120,0.0052477924510412775,-1.4528632164001465e-08,-0.0011847592897538562,0.0,0.0025064644696044525,0.199755859375,1.3454576827585698,125.0
114,0.04793251454311396,316.58,295,15.968717700242996,78.75,1167360,0.008083881786296843,1.601874828338623e-08,-0.0009556124095979612,25.0,0.0022080966893895495,0.180224609375,1.3509374491870403,150.0
115,0.054362038794615465,329.9,295,15.96871793270111,107.75,1177600,0.00943042476719711,4.470348358154297e-09,-0.0014337970878841588,25.0,0.002789762666952811,0.2193115234375,1.459950465708971,175.0
116,0.05379102149828935,338.05,295,15.968717473745347,122.5,1187840,0.005544985966071181,1.3783574104309083e-08,-0.0016645141789922492,47.50000000000001,0.003547536140376906,0.333544921875,1.5665700130164624,175.0
117,0.05048403966200673,333.51,295,15.968717318773269,110.0,1198080,0.007712922024893487,8.568167686462402e-09,-0.0014136368030449376,25.0,0.0027138640048320894,0.2299560546875,1.5637830436229705,175.0
118,0.051561511070917464,328.66,295,15.968717795610427,119.5,1208320,0.008508953182172263,-2.2351741790771484e-09,-0.0010724166975705884,25.0,0.0022570981096350804,0.18818359375,1.5770486123859881,225.0
119,0.052810096166125906,326.98,295,15.968717396259308,114.75,1218560,0.007101442647126532,-1.4528632164001465e-08,-0.0013118754133756739,25.0,0.0030221014641028886,0.2475830078125,1.5401523098349572,200.0
120,0.05087512249773912,335.19,295,15.968717843294144,136.0,1228800,0.008161344942709547,-1.9371509552001954e-08,-0.0014414044835575623,25.0,0.002619454495697937,0.2200439453125,1.3890121668577193,250.0
121,0.051414208813437015,326.14,295,15.968717682361603,106.0,1239040,0.005789628954426007,-1.080334186553955e-08,-0.0017687296676740516,25.0,0.003373375876907403,0.26455078125,1.4696510441601276,200.0
122,0.05336948341162042,330.86,295,15.968717694282532,114.0,1249280,0.0075717816522228535,-3.3527612686157227e-09,-0.0014476028798526385,25.0,0.0036128336470198975,0.31171875,1.530198846012354,202.50000000000023
123,0.05089773920688669,328.64,295,15.968717730045318,102.5,1259520,0.007763084192629321,-9.313225746154785e-09,-0.0005908673345402348,25.0,0.0025575094840746713,0.190673828125,1.568979938328266,175.0
124,0.049795197566060136,335.77,295,15.968717753887177,108.25,1269760,0.00767501484733657,-1.601874828338623e-08,-0.000886798937972344,25.0,0.001784216333265931,0.162255859375,1.535924307256937,175.0
125,0.04756850240240298,335.37,295,15.968717652559281,116.0,1280000,0.007911344765852845,-2.123415470123291e-08,-0.0012743918810883769,25.0,0.0021835750048353475,0.1831787109375,1.4544269733130932,175.0
126,0.04980259103488567,335.28,295,15.968717819452285,117.75,1290240,0.008137778230593539,-7.82310962677002e-09,-0.001623478216060903,25.0,0.0024372124092963076,0.2062744140625,1.3305666334927082,200.0
127,0.050695808153622644,338.19,295,15.968717843294144,132.0,1300480,0.0088214870513184,-2.9802322387695314e-09,-0.0011300661943096201,47.50000000000001,0.0021266252561531473,0.172412109375,1.350629025697708,200.0
128,0.04373265433904526,344.15,295,15.968717873096466,146.75,1310720,0.009482004723031423,1.0058283805847169e-08,-0.000786367480395711,50.0,0.0029225017861563172,0.1652587890625,1.1982895120978356,200.0
129,0.04112040134938874,353.8,295,15.968717861175538,147.75,1320960,0.010000388955813833,-7.450580596923828e-09,-0.0009139372719801031,50.0,0.0019890355483767053,0.15048828125,1.1920137047767638,202.50000000000023
130,0.04024921347253331,361.03,295,15.968717974424361,165.75,1331200,0.01245283159223618,1.1175870895385742e-09,-0.0011877371645823587,125.0,0.0019117685478136082,0.125927734375,1.1136612586677075,250.0
131,0.03903341194818253,363.2,296,15.968717843294144,182.75,1341440,0.011795987682125997,1.4901161193847657e-09,-0.0005504772827407578,125.0,0.0018771583359125544,0.1215087890625,1.189882856607437,250.0
132,0.04801601137656102,349.95,296,15.968717747926712,193.75,1351680,0.012512695199984592,-1.825392246246338e-08,-0.0005077015335700708,125.0,0.0016268191265339737,0.140380859375,1.3971381910145282,250.0
133,0.051162198218837565,344.07,296,15.968717867136002,202.0,1361920,0.015231173404026776,-1.4901161193847656e-08,-0.0012913256759929936,125.0,0.0022336201087910013,0.16552734375,1.40416818857193,275.0
134,0.05090063898224112,341.69,295,15.968717831373215,214.25,1372160,0.014065064824535511,-1.9371509552001954e-08,-0.0004904640874883626,125.0,0.0018567487359916867,0.1367431640625,1.4602460533380508,300.0
135,0.05735187910432431,345.84,295,15.968717873096466,219.75,1382400,0.015530236932681874,2.6077032089233397e-09,-0.0012440990187315038,125.0,0.0020551154845861674,0.186376953125,1.5856763377785683,300.0
136,0.05460729188239534,350.21,296,15.968717777729035,227.75,1392640,0.012448058033260167,2.6077032089233397e-09,-0.0010603171285765711,125.0,0.002241700966624194,0.1864013671875,1.6110477559268475,325.0
137,0.05501862954612302,352.29,296,15.968717843294144,224.0,1402880,0.011644382262966246,-1.0430812835693359e-08,-0.0013472458413161803,122.5,0.002480349850065977,0.1981201171875,1.599304975569248,327.5000000000002
138,0.05558846175588579,352.79,296,15.968717741966248,216.25,1413120,0.012261007478491593,1.0430812835693359e-08,-0.0014028854911884991,50.0,0.0022141332254250303,0.2115966796875,1.491540253162384,375.0
