fps,P09:episode_rewards,avg_q_selected,explained_variance,episode_length,frames,policy_entropy,policy_loss,P01:episode_rewards,model_prob_std,q_loss,grad_norm,policy_gradient_bias_correction,advantage_norm,epoch_idx,policy_gradient_loss,rollout_prob_std,avg_q_retraced,PMM:episode_rewards
366,0.0,0.0005912501183440095,-102.08947339778855,3324.6666666666665,158400,2.1972164509220726,-1.2359763164971591e-05,0.0,0.00040799039822746956,2.5405586630645686e-07,0.00017499641042671113,7.514002760444782e-08,0.0039252709615923064,22,-1.2434903199239352e-05,0.0031796336332747645,0.0005858498097453748,0.0
363,0.0,0.0005790027604692752,-162.00195617229218,3324.625,165600,2.197220038169276,-1.384780726929031e-05,0.0,0.00029553873563592845,1.681617207499039e-07,0.00010707570317880048,5.642856515926967e-08,0.002821627603138733,23,-1.3904235836182327e-05,0.003150392628290464,0.0005759546383950494,0.0
360,0.0,0.0005547484703071412,-68.63685339886992,3324.625,172800,2.1972212776589015,-1.2494988085801116e-05,0.0,0.0002302221780191469,1.2260161522194477e-07,9.196679472989559e-05,1.482675558850223e-07,0.0022696469376601203,24,-1.2643255635928488e-05,0.004301601007072826,0.0005474953684680504,0.0
359,0.0,0.0005441067621426623,-276.96500047184804,3324.625,180000,2.1972222730186255,-1.1766315421526645e-05,0.0,0.00020951217322396623,9.959647947970711e-08,8.435983368505564e-05,8.64721634386001e-08,0.002070485129654656,25,-1.1852787588932439e-05,0.0032134924381979437,0.0005401762928792138,0.0
357,0.0,0.0005307759338953358,-37.01045350253582,3324.625,187200,2.197221103039368,-1.2037467000080926e-05,0.0,0.0002750489382451056,1.2412019431779677e-07,9.784988798721027e-05,3.1256623595220814e-08,0.0028062648884586345,26,-1.2068723621002402e-05,0.003202765039297745,0.0005262020945431365,0.0
356,0.0,0.0005388125777983713,-1323.6979630218705,3324.625,194400,2.1972228157331073,-1.271992522777596e-05,0.0,0.00019110267121551797,9.100467992913363e-08,6.927734392908463e-05,5.451333532530751e-08,0.001971029583755663,27,-1.2774438567551744e-05,0.003129642985237073,0.0005314959643319959,0.0
355,0.0,0.0005191984516141164,-100.43774063527583,3324.633333333333,201600,2.197221372316754,-1.1746415694098852e-05,0.0,0.0002493702564100074,1.0433707251090313e-07,0.00010267686657334831,4.805234667285746e-08,0.0026001506138989437,28,-1.1794468037613741e-05,0.0028594782799401795,0.0005118825736846904,0.0
353,0.0,0.0005087740668806305,-240.00052488898473,3324.633333333333,208800,2.197222229400009,-1.1712346695930363e-05,0.0,0.00018342770299113907,1.0687763796849658e-07,9.895842139940116e-05,2.6473708474094606e-08,0.0020271400376730034,29,-1.1738820400127666e-05,0.00266159286215358,0.0005035976104162819,0.0
352,0.0,0.0004986563662455723,-102.25871839780027,3324.633333333333,216000,2.197223477918635,-1.1327663351204934e-05,0.0,0.0001537801277856642,4.622916328926886e-08,6.232317978169742e-05,6.943785278295648e-08,0.0016200415596557877,30,-1.1397101201177302e-05,0.003543001334055252,0.0004950279975979818,0.0
353,0.0,0.0004994518208903693,-961.2206772637367,3324.633333333333,223200,2.197223401268323,-1.2236769946294802e-05,0.0,0.0001572992707962753,5.978112768927752e-08,5.550136274510341e-05,4.3468998262777324e-08,0.001729731097650709,31,-1.2280238945396693e-05,0.0029926135541430963,0.0004940269008627168,0.0
352,0.0,0.000483403491350831,-809.4443510245744,3324.633333333333,230400,2.1972231816305112,-1.1205983501943675e-05,0.0,0.00017029845921721668,6.618782940134671e-08,5.9874157998512876e-05,4.515561340427166e-08,0.0018461623512279336,32,-1.1251139117381075e-05,0.002455819713938906,0.00047903883318032805,0.0
350,0.0,0.0004698082318432068,-601.3491449815771,3324.633333333333,237600,2.1972228488516725,-1.046366536312432e-05,0.0,0.0001861168030264736,6.674781524798077e-08,7.140864344304317e-05,3.527518636266145e-08,0.0020075278142924593,33,-1.049894054998173e-05,0.0027698322833699185,0.000466332795352603,0.0
349,0.0,0.00046405695801324866,-588.8202463990702,3324.5833333333335,244800,2.1972233061311104,-1.1310996728990396e-05,0.0,0.00015829767119341685,5.5927002997992214e-08,6.427916298257351e-05,5.4852699567694195e-09,0.0017036889369412276,34,-1.1316482001434066e-05,0.0017458766023849168,0.000460595040466706,0.0
348,0.0,0.0004574561017712796,-532.9667201113227,3324.5833333333335,252000,2.197223264603388,-1.0344043575215443e-05,0.0,0.00013930116955665408,8.689324164173235e-08,7.423020307718553e-05,3.0715362359366003e-09,0.0017085379758972276,35,-1.0347115116391343e-05,0.0018344790809172423,0.0004529176708491008,0.0
348,0.0,0.00045564089955662303,-882.0054603399269,3324.5833333333335,259200,2.1972240711336473,-1.0074765711180087e-05,0.0,0.00011677669810119875,3.4506360142539896e-08,4.828134576768149e-05,1.6054353875575783e-08,0.0013376275284527933,36,-1.0090820065782952e-05,0.0018009510772975345,0.00045155080274557037,0.0
347,0.0,0.0004496706053944922,-182.44890015081756,3324.5833333333335,266400,2.1972236466029336,-1.0833862120289411e-05,0.0,0.00014984271411863336,5.381467512530522e-08,5.729124720140958e-05,3.831953802452358e-08,0.0017405646758873313,37,-1.087218165411835e-05,0.002742251826405967,0.0004463706848498929,0.0
346,0.0,0.0004445356293294797,-2145.945824874312,3324.5833333333335,273600,2.19722400573941,-1.0024143905639103e-05,0.0,0.00012022456618645919,3.5286509005131646e-08,4.128683736621123e-05,1.117503776711038e-08,0.00131241424601589,38,-1.0035318941748281e-05,0.0017307525770326282,0.0004414757577437655,0.0
346,0.0,0.0004360792938747355,-294.6792196433506,3324.5714285714284,280800,2.1972233808513675,-1.0148785083276924e-05,0.0,0.0001613575502849724,4.883134013952993e-08,6.48657262801758e-05,1.720931766417578e-08,0.0018136683717400752,39,-1.0165994404444757e-05,0.0021834185523148908,0.00043130088389998063,0.0
346,0.0,0.00043138477773546976,-1069.245121769167,3324.5714285714284,288000,2.1972243525395316,-1.0335268042065343e-05,0.0,9.698422543786524e-05,3.1729425267208315e-08,3.7536341249365674e-05,2.1677056594171518e-08,0.0011426037921667138,40,-1.0356945096938424e-05,0.002222653924197045,0.0004285535426537362,0.0
346,0.0,0.00042255141990493045,-93.53958953793087,3324.5714285714284,295200,2.197223903470569,-9.36793441764751e-06,0.0,0.00011223769878889862,5.858835716572783e-08,6.758597652979255e-05,2.6096038799513128e-08,0.0014394326641495498,41,-9.394030453818016e-06,0.0021551076565498755,0.00042107326141304507,0.0
346,0.0,0.0004200733693268996,-1150.9149586868664,3324.5714285714284,302400,2.1972240895190565,-1.0049439209569694e-05,0.0,0.0001147198162814954,3.5510782672855156e-08,4.7650722417238036e-05,3.056534728965209e-08,0.0013058785571258109,42,-1.008000456163239e-05,0.0023979220125712494,0.00041541871379382746,0.0
346,0.0,0.00040741310604350896,-721.611821837087,3324.5714285714284,309600,2.1972236150313935,-8.892191763928325e-06,0.0,0.00014816885014722305,5.940186166231154e-08,6.077904797550844e-05,6.61149133268029e-09,0.0016939572634007726,43,-8.898803252797791e-06,0.0015686798308061113,0.0004053027669290295,0.0
345,0.0,0.0004061957972601429,-634.4077361098641,3324.5714285714284,316800,2.197224007434946,-8.8584032616298e-06,0.0,0.00012742630809782743,3.0715841560429755e-08,4.398013169159468e-05,1.618536706010437e-08,0.0013960952905514715,44,-8.874588624626651e-06,0.0021701649541738016,0.0004040220437644397,0.0
345,0.0,0.0004067674118552878,-833.9002603484241,3324.4791666666665,324000,2.197224093297171,-9.01296374953054e-06,0.0,0.00011399335659057721,2.59513033507405e-08,5.0053905221395485e-05,8.256782753808996e-09,0.0013566501710288103,45,-9.021220532758044e-06,0.0015890566128156556,0.00040212769298199824,0.0
345,0.0,0.0003958088856759585,-651.1810044724729,3324.4791666666665,331200,2.197223366300265,-9.024794059002859e-06,0.0,0.00011084417477670969,5.78750445223462e-08,8.093665467740857e-05,1.0540361814635078e-08,0.0015748864953900766,46,-9.035334422264895e-06,0.0018416650940078578,0.00039229761410203377,0.0
344,0.0,0.0003867775038198681,-760.3647150508297,3324.4791666666665,338400,2.1972243507459455,-8.02260072436402e-06,0.0,0.00010103049964101452,3.0162796845608964e-08,5.246573303191086e-05,2.5284323319355612e-09,0.0012715966369972087,47,-8.025129160056935e-06,0.0013570553777009602,0.00038377433717033286,0.0
344,0.0,0.00038264072606344364,-506.60595029880125,3324.4791666666665,345600,2.1972241962618297,-7.634370941505773e-06,0.0,0.00011194763693765708,2.9793028107455695e-08,3.9253145179429464e-05,9.356630907101741e-09,0.0012472838445309587,48,-7.64372756909701e-06,0.0017943173672439888,0.000378872310243351,0.0
344,0.0,0.00038102221450008936,-1364.9472277567847,3324.4791666666665,352800,2.1972243352888747,-8.957927489939085e-06,0.0,0.00010161446577613287,2.930557264032824e-08,4.48955417070183e-05,6.419369213972459e-09,0.0012983986068325812,49,-8.96434685891621e-06,0.001561721910342206,0.0003796617725322629,0.0
343,0.0,0.00037472517424027153,-211.26788570492042,3324.53,360000,2.197224038441976,-8.92821420159234e-06,0.0,0.00012445152920927813,3.723332122713452e-08,4.183636246531892e-05,2.6817317980374806e-08,0.0014379571620706183,50,-8.955031511570652e-06,0.002695166958577704,0.0003689364340174334,0.0
343,0.0,0.00036633042770618985,-1733.8761334336245,3324.53,367200,2.197224632126314,-8.509604278927968e-06,0.0,8.243435757162001e-05,2.111172264811711e-08,3.976607507987692e-05,2.7900350277023893e-08,0.0010338207361453695,51,-8.537504630626077e-06,0.0026686747373484768,0.0003627878257760097,0.0
342,0.0,0.0003616754644297534,-174.68576642266027,3324.53,374400,2.1972244047929377,-8.036194932654124e-06,0.0,9.010115809196673e-05,3.515246795070465e-08,4.7516282498407165e-05,6.006406118154296e-09,0.0011613191278575824,52,-8.042201341772348e-06,0.0016700058421667476,0.0003591440985920603,0.0
342,0.0,0.00035878602443156684,-1462.0943438413028,3324.53,381600,2.197224520785468,-8.493117711148e-06,0.0,8.816939319599417e-05,2.1252379966288118e-08,4.038844530027739e-05,1.6810488053427736e-09,0.00110130708700997,53,-8.494798759655591e-06,0.0013361708435671437,0.00035625346715080985,0.0
342,0.0,0.000351389078246679,-580.3837992703915,3324.53,388800,2.197224483016937,-8.196509500220282e-06,0.0,9.722202833620667e-05,2.819060205893426e-08,4.372068532656519e-05,1.0755430876782964e-08,0.0012256222696891605,54,-8.20726493192603e-06,0.0022607410501256624,0.0003482553061044273,0.0
341,0.0,0.00034634463077986774,-861.1845903210532,3324.53,396000,2.197224528199494,-7.47734782437024e-06,0.0,9.329821227293388e-05,2.0622323383221245e-08,4.2997100642687105e-05,8.435157776844018e-09,0.0011962076730681556,55,-7.4857829734071005e-06,0.0018284293989971761,0.00034152811813799896,0.0
341,0.0,0.000337587652118398,-1242.7502962193414,3324.63,403200,2.197224538070815,-7.943656312877899e-06,0.0,8.984204739942385e-05,3.3624181494844237e-08,3.554275624846768e-05,1.5058353367763513e-08,0.0011364426922097796,56,-7.95871466326815e-06,0.001888506000537323,0.00033800040411329565,0.0
341,0.0,0.00033912419705186956,-1076.7313773215383,3324.63,410400,2.1972245079752,-7.075368398994716e-06,0.0,7.890403114356017e-05,3.270706930423254e-08,3.918463501344495e-05,7.790055537357364e-09,0.001042487403695463,57,-7.083158459966033e-06,0.0018096322455518467,0.0003384273178022658,0.0
340,0.0,0.0003380402645104498,-675.8087596880445,3324.63,417600,2.1972245597650133,-7.900880622911256e-06,0.0,9.051978393766525e-05,4.221857293657232e-08,5.172820727890321e-05,3.48020658217744e-09,0.0013082705480118174,58,-7.904360830914519e-06,0.0014593892754820271,0.00033458405787150795,0.0
340,0.0,0.0003284634758673501,-608.0463958882339,3324.63,424800,2.1972245889429067,-7.682244982285218e-06,0.0,8.885681681224217e-05,2.0353265112005614e-08,3.186940384900476e-05,7.968289139625995e-09,0.0010960691381568187,59,-7.69021326697211e-06,0.0020966995722694753,0.0003247056094643619,0.0
341,0.0,0.00032473666072450766,-1673.5533529594118,3324.63,432000,2.1972247453341405,-6.6554451626372966e-06,0.0,7.417824402138094e-05,1.5167343638702715e-08,3.428889877718681e-05,5.216142776968506e-09,0.000966388928758649,60,-6.660661304861621e-06,0.00141992720000239,0.0003232687125516046,0.0
340,0.0,0.00031967353687154145,-233.05555156616938,3324.67,439200,2.197224555138557,-7.0631293576680615e-06,0.0,9.164927466153966e-05,2.0354470233231084e-08,3.671767725571962e-05,5.102034745302969e-09,0.0011774775664873242,61,-7.068231392539684e-06,0.0012594276506105136,0.0003172128487198347,0.0
340,0.0,0.0003166330854112701,-1743.1274528496733,3324.67,446400,2.1972248231762586,-7.180587373203239e-06,0.0,6.932433221360075e-05,1.8695877661929393e-08,2.99636867493184e-05,6.297680670286354e-09,0.0008589832912609997,62,-7.186885054063003e-06,0.0015856619059124715,0.0003139024030216123,0.0
340,0.0,0.00031250902653569247,-259.49395171387795,3324.67,453600,2.197224702324186,-6.823455459133194e-06,0.0,7.164293836557778e-05,2.610538244049751e-08,4.067336973457715e-05,3.972445381034757e-09,0.0009745209910388873,63,-6.827427903101038e-06,0.0017671005703802968,0.0003094448727769924,0.0
340,0.0,0.0003062733678396197,-1467.3053365062783,3324.67,460800,2.197224722372161,-7.002296217411573e-06,0.0,7.534041795397401e-05,1.9262701145849156e-08,3.495864185037289e-05,9.84296580044644e-09,0.0010032120412462838,64,-7.01213918276793e-06,0.0020106473867050915,0.00030361620937280044,0.0
340,0.0,0.00029958931222421285,-348.15116320061304,3324.67,468000,2.197224645595702,-6.884888172703901e-06,0.0,8.121403508822831e-05,1.608845957018446e-08,2.1275375925204206e-05,6.5737732802247035e-09,0.0009094917281037766,65,-6.891461946271726e-06,0.0016745455466104886,0.0002970361717609829,0.0
339,0.0,0.00029133119242802933,-791.679885760287,3324.67,475200,2.1972247402472465,-6.3950699113107355e-06,0.0,7.615306602571892e-05,1.6554116323773213e-08,3.108787456625537e-05,5.164268495167199e-09,0.0009804256894165606,66,-6.40023417814078e-06,0.0017885664429910422,0.0002888135817173712,0.0
338,0.0,0.0002867032408608966,-793.6404833278201,3324.63,482400,2.1972245505341776,-6.638500542157879e-06,0.0,8.662541772005784e-05,2.0138862006799727e-08,3.112748036522671e-05,2.5222858440313773e-09,0.0010124612488933958,67,-6.641022827212418e-06,0.00140554396536883,0.0002840383280099125,0.0
339,0.0,0.00028185744845710576,-1400.021722327906,3324.63,489600,2.1972247634741366,-6.578716208637569e-06,0.0,6.110974593736027e-05,2.3907381806765973e-08,3.150744727775037e-05,3.766024450315955e-09,0.0008749725297669406,68,-6.582482234193174e-06,0.0015063299778248125,0.0002780660783200464,0.0
338,0.0,0.0002735399431703001,-679.5142315947505,3324.63,496800,2.1972248710526356,-6.32073443227684e-06,0.0,6.168451926262524e-05,1.5869096165158596e-08,3.0201132062196723e-05,2.9306315816429993e-09,0.0008397141961875835,69,-6.323665066088234e-06,0.0016255158713499595,0.0002712685469312842,0.0
338,0.0,0.0002669826193192017,-811.6113675930764,3324.63,504000,2.1972247388627797,-5.926159754178823e-06,0.0,7.443385197992332e-05,1.1643497788633455e-08,3.095237980939054e-05,1.6335878190905837e-09,0.0009226725405096659,70,-5.927793340055763e-06,0.0011314309569452992,0.0002642248696065507,0.0
338,0.0,0.00026286909106905415,-1159.3084615860098,3324.63,511200,2.197224771011443,-5.519919422106845e-06,0.0,7.092555314118597e-05,1.292892372500176e-08,3.303004295825252e-05,3.4747091011884853e-09,0.0009244795790260785,71,-5.523394128425076e-06,0.001648410685187418,0.00026132353442205516,0.0
338,0.0,0.00025733606908812524,-468.85864607279,3324.64,518400,2.197224544319985,-5.756608026586312e-06,0.0,8.556300600908972e-05,1.7478475393423612e-08,3.368241184876226e-05,7.186900330589918e-10,0.0010474152692097796,72,-5.757326715796044e-06,0.0009557267937810604,0.0002556218218900581,0.0
338,0.0,0.0002554062221600568,-1875.0485317640769,3324.64,525600,2.1972249438964497,-6.318134352022271e-06,0.0,5.929114770158477e-05,1.2453778995112035e-08,2.599622841282658e-05,0.0,0.000826091252099571,73,-6.318134352022271e-06,0.0010511924070823306,0.00025353031606529223,0.0
338,0.0,0.00024982208578068016,-476.53148074738414,3324.64,532800,2.1972248872078164,-6.2488192802621786e-06,0.0,6.271268218953951e-05,1.7282897933481425e-08,2.509217719755615e-05,2.2766686906076455e-09,0.00082052311956154,74,-6.251095950137025e-06,0.0013065678165360697,0.0002476041657382819,0.0
338,0.0,0.0002472163420766481,-1435.0156172699399,3324.64,540000,2.1972249809427864,-5.5359658910985e-06,0.0,5.675502614549836e-05,8.8132192292648e-09,2.2651358475463134e-05,8.293952783825868e-10,0.0006955323431129584,75,-5.5367952877387555e-06,0.0012133996981103898,0.0002440907367117544,0.0
338,0.0,0.00023842521932238017,-343.4037652962737,3324.64,547200,2.197224768400192,-5.220657397949757e-06,0.0,7.82668614586631e-05,1.4024127087675088e-08,3.280266518362461e-05,5.305289252848726e-09,0.001012479978833451,76,-5.225962687455244e-06,0.0015472560707803496,0.0002349621859684703,0.0
338,0.0,0.00023114878732415962,-1398.5005938967277,3324.64,554400,2.1972250134225875,-5.316229704420814e-06,0.0,5.309568796713495e-05,7.997884660310074e-09,1.6061810049483627e-05,7.330268540310196e-10,0.0006078649447463013,77,-5.316962730623514e-06,0.000939357628996388,0.00022922782156941963,0.0
338,0.0,0.00022617947057302373,-1257.765721970481,3324.61,561600,2.1972247187864213,-4.860250578213071e-06,0.0,7.490343177439157e-05,2.0430399229707017e-08,3.082226716940903e-05,6.625949250999636e-09,0.0009284495930441872,78,-4.8668765262798314e-06,0.0018141098485360873,0.0002256304477691027,0.0
338,0.0,0.00022668683064694053,-1591.1457384281687,3324.61,568800,2.1972247770192133,-5.337355654528583e-06,0.0,6.839828006917063e-05,2.3413802737684432e-08,3.790800388743987e-05,8.281876991607836e-10,0.0009671391883178634,79,-5.338183842298798e-06,0.0011017106413104712,0.0002227463269913902,0.0
338,0.0,0.00021710480246318705,-918.452996668825,3324.61,576000,2.1972249533827344,-4.684634404291635e-06,0.0,5.830679104083631e-05,1.9256310368399646e-08,3.361891773757786e-05,3.2365760272937007e-09,0.0008891310874617098,80,-4.687870980860296e-06,0.0012329492159618301,0.000217085738835589,0.0
339,0.0,0.00021408656483804672,-1104.645336833019,3324.61,583200,2.1972249773885837,-4.727063549363486e-06,0.0,5.951283101918636e-05,1.13999941602641e-08,2.335114637189126e-05,2.7631557486529345e-10,0.000733789995500807,81,-4.727339865980481e-06,0.0010545989935742883,0.00021207264733444418,0.0
339,0.0,0.00020887596142726521,-1502.2908607903105,3324.61,590400,2.197224967725693,-4.5836549331034385e-06,0.0,5.675551110635047e-05,1.8488712394646357e-08,2.2966909747556734e-05,9.559017595908816e-09,0.0007515509919079868,82,-4.593213952655971e-06,0.002059521478685285,0.0002084373510120068,0.0
339,0.0,0.00020591314132138675,-291.28814338453236,3324.61,597600,2.197224871276261,-4.7884246069636654e-06,0.0,7.06740128844018e-05,1.545423695598027e-08,2.5005257361306805e-05,2.2062255133903364e-09,0.0008785099195850203,83,-4.790630831421111e-06,0.00131490192175279,0.0002040214249713242,0.0
338,0.0,0.0002039423631771733,-1332.5167188938694,3324.64,604800,2.1972249814473765,-4.902164084983293e-06,0.0,5.755612338447988e-05,8.154272991414116e-09,2.6299036333637403e-05,2.998955750399546e-10,0.0007662015439375975,84,-4.902463980250432e-06,0.0008257095425175227,0.00020117582325270323,0.0
338,0.0,0.0001989079474503764,-936.6526190958577,3324.64,612000,2.197224933465031,-4.730468596393441e-06,0.0,5.8372210642492106e-05,2.1693705146172483e-08,3.1489579058305134e-05,0.0,0.0008543145480503114,85,-4.730468596393441e-06,0.0005996864113528173,0.00019541184071537342,0.0
338,0.0,0.0001948124346975412,-1253.2096007117455,3324.64,619200,2.197225001270955,-4.443652840824507e-06,0.0,5.682542177003246e-05,1.2204000479761898e-08,2.900748539700297e-05,0.0,0.0007831438409598505,86,-4.443652840824507e-06,0.0005282142913381658,0.00019199642782454437,0.0
338,0.0,0.00018848169352471205,-131.81684696613794,3324.64,626400,2.197224949522624,-4.491959327031017e-06,0.0,6.218182761591336e-05,8.021619325586931e-09,1.9165197936577963e-05,0.0,0.0007423847825649563,87,-4.491959327031017e-06,0.000544715682721459,0.00018572315834818355,0.0
338,0.0,0.0001828998183570485,-1296.6840607996025,3324.64,633600,2.1972249796119314,-4.739374777413196e-06,0.0,5.989181692479222e-05,1.4482006361724823e-08,2.8937296134702868e-05,0.0,0.0008001919143945574,88,-4.739374777413196e-06,0.000429529873443649,0.00018072761810794609,0.0
338,0.0,0.00017656937523622733,-711.6687784044136,3324.62,640800,2.197224855117066,-4.172486655887399e-06,0.0,6.899180977010324e-05,1.1789215462903836e-08,2.4475799833389456e-05,0.0,0.0008501016366083377,89,-4.172486655887399e-06,0.00038719098689094617,0.00017395386028838206,0.0
338,0.0,0.00017106717598013528,-1607.6708972100678,3324.62,648000,2.197224855061447,-3.866365035067364e-06,0.0,5.8788961529338105e-05,2.402048857543002e-08,2.9717004602521137e-05,0.0,0.0008538635695893932,90,-3.866365035067364e-06,0.0004110737053743569,0.0001698231667646389,0.0
338,0.0,0.00016902831170718567,-581.9385453822831,3324.62,655200,2.197225043385748,-4.062053560973243e-06,0.0,5.082994389719412e-05,8.434487076568848e-09,2.4772338547343208e-05,0.0,0.0006756063902296066,91,-4.062053560973243e-06,0.0002942990252434299,0.00016747142117685775,0.0
338,0.0,0.00016371840315765966,-1031.7896261056492,3324.62,662400,2.19722486471631,-3.746165182161691e-06,0.0,6.428274636055641e-05,1.4555123101538941e-08,3.05432955085769e-05,0.0,0.0008504784277173518,92,-3.746165182161691e-06,0.0003270214147187502,0.00016248699647642304,0.0
