epoch_idx,PMM:episode_rewards,policy_entropy,P09:episode_rewards,clip_fraction,frames,fps,value_loss,policy_loss,explained_variance,grad_norm,advantage_norm,P01:episode_rewards,episode_length,approx_kl_divergence
21,156.0,0.6692294001579284,175.0,0.067626953125,215040,272,0.010465080126596148,-0.0004166813723713858,1.862645149230957e-09,0.02783580547184069,15.968717813491821,125.0,344.31,0.0011832765269481627
22,156.25,0.7534309085458517,177.50000000000023,0.080078125,225280,273,0.01057671635353472,-0.0005157302370207617,1.7508864402770997e-08,0.03528515168536371,15.968717956542969,125.0,338.73,0.0014414302232680144
23,156.5,0.7862352550029754,200.0,0.09111328125,235520,273,0.010542729161898023,-0.00025605957744119224,4.470348358154297e-09,0.033422405477515585,15.968717747926712,125.0,342.61,0.0016097542515808526
24,155.5,0.7725311145186424,200.0,0.083056640625,245760,274,0.010386639013449894,-0.000740965481600142,2.123415470123291e-08,0.031021038253183215,15.968717807531357,125.0,343.02,0.0016077786359772971
25,160.5,0.7479637242853642,177.50000000000023,0.08076171875,256000,275,0.010420346587125096,-8.405561857216526e-05,1.2293457984924316e-08,0.03034198176563619,15.968717736005782,125.0,345.64,0.0016071526403493408
26,160.75,0.8075032435357571,175.0,0.0988525390625,266240,276,0.01086614627565723,-0.0007765042457322125,2.123415470123291e-08,0.03583434808732161,15.968717783689499,125.0,342.6,0.00197731202282867
27,160.5,0.9192395273596048,175.0,0.0846435546875,276480,276,0.009804241776873824,-0.00021911226722295395,-9.685754776000977e-09,0.03592225093091238,15.968717849254608,125.0,345.69,0.001488455678073386
28,157.0,0.9971027452498674,175.0,0.1073486328125,286720,277,0.01013056409501587,-0.0003553200342139462,7.450580596923828e-09,0.043063024297481864,15.968717944622039,125.0,344.67,0.0017964691639804186
29,150.0,1.111057774722576,175.0,0.1398193359375,296960,277,0.010234928061254322,-0.0004919869345030748,-7.82310962677002e-09,0.04488178201975889,15.968717843294144,125.0,345.44,0.002057704080738176
30,152.5,1.1721543222665787,175.0,0.18173828125,307200,277,0.009690752295136917,-0.0016266752958472353,2.9802322387695314e-09,0.05012495610398406,15.968717885017394,125.0,345.2,0.002440327901354067
31,154.25,0.9579777967184782,175.0,0.11884765625,317440,277,0.01015632692701729,-0.0007865659263188718,-2.6077032089233397e-09,0.03939200970652508,15.968717747926712,125.0,351.33,0.0022943184165569617
32,155.0,1.119072786718607,175.0,0.1596435546875,327680,277,0.009936521191957582,-0.0005114545223477762,-6.332993507385254e-09,0.04880180356334159,15.968717819452285,125.0,354.24,0.0028949782634754228
33,162.5,1.2248703934252263,175.0,0.1658447265625,337920,278,0.009258845776821545,1.918043490150012e-05,-2.0489096641540527e-08,0.0454571635036471,15.968716859817505,125.0,363.41,0.0039705567542114295
34,165.75,1.2718839257955552,175.0,0.1780029296875,348160,278,0.008880480662810442,-0.0005543002211197745,-2.9802322387695314e-09,0.04936052920380131,15.968717741966248,125.0,367.0,0.002694832088536714
35,163.75,1.3052400030195712,175.0,0.1652587890625,358400,279,0.00979779882254661,-0.001075382056296803,4.8428773880004884e-09,0.05024722344523218,15.96871777176857,100.0,367.89,0.0026212605883983997
36,163.0,1.3735348924994468,177.50000000000023,0.1602783203125,368640,279,0.009587426090001827,-0.0008006611249584239,6.7055225372314455e-09,0.0518297770400963,15.968717807531357,75.0,362.71,0.002382686856765304
37,167.0,1.2989799916744231,202.50000000000023,0.184521484375,378880,279,0.010270386764386786,-0.0012273280790395802,3.7252902984619143e-10,0.05425426812263632,15.968717747926712,75.0,359.31,0.0025198562548553126
38,167.75,1.292204000800848,225.0,0.21083984375,389120,279,0.008671580020018155,-0.001523913210257888,-1.7508864402770997e-08,0.05424682217118919,15.968717634677887,97.5,359.85,0.002981138849749243
39,191.75,1.2926745876669883,427.5000000000002,0.1994140625,399360,279,0.009709982580170617,-0.0012249126193637494,-4.097819328308106e-09,0.05211264654220621,15.96871770620346,100.0,373.74,0.00283879991893059
40,201.75,1.2573778375983238,450.0,0.12705078125,409600,280,0.009835319909871031,-0.0008131451828376157,-5.215406417846679e-09,0.04714228656390494,15.968717867136002,100.0,378.54,0.0025701831126809793
41,219.5,1.2544621624052525,450.0,0.186474609375,419840,280,0.012082262974865898,-0.001535690377568244,1.3411045074462891e-08,0.04728333018470661,15.96871721148491,100.0,377.28,0.0029964965088936425
42,231.75,1.0789126977324486,450.0,0.10771484375,430080,280,0.010549088786319771,-0.001069035552063724,-7.078051567077636e-09,0.04342815512734431,15.96871793270111,125.0,391.4,0.0018150197588800766
43,223.5,1.0330762710422277,405.00000000000045,0.1517578125,440320,281,0.01077625350620508,-0.0014066150315557024,7.450580596923828e-09,0.05046755243818378,15.968707996606827,125.0,389.54,0.0025073603799683044
44,222.0,1.056545377895236,335.00000000000085,0.1155029296875,450560,281,0.00924852757939334,-0.0006855250651369715,-4.8428773880004884e-09,0.047921612442491525,15.968714833259583,125.0,398.66,0.0018827764088001687
45,196.75,0.9843535989522934,250.0,0.1361328125,460800,281,0.010030056749928917,-0.001058689241472166,-2.2724270820617674e-08,0.049201133926667896,15.968717676401138,147.5,398.42,0.002134954115462051
46,178.75,0.9736214682459832,250.0,0.1169921875,471040,281,0.009923831167179742,-0.000960569267772371,-1.4528632164001465e-08,0.044614682197061474,15.968717867136002,147.5,390.84,0.0017028727520369102
47,174.5,1.0161274366080761,225.0,0.105712890625,481280,282,0.009229251022770769,-0.0008189129199308809,-1.3411045074462891e-08,0.04264790109245779,15.968717819452285,150.0,389.3,0.0018280073085009008
48,174.0,0.975533465668559,225.0,0.1533203125,491520,282,0.008995168585533975,-0.0012521058532001916,-1.862645149230957e-09,0.047802236948093005,15.968717962503433,150.0,390.13,0.0023189095503681756
49,185.0,0.9492284454405308,252.50000000000023,0.073095703125,501760,282,0.009207663022789348,-0.0005753564480983186,-8.568167686462402e-09,0.04210458174932158,15.968717753887177,150.0,399.36,0.0015304470421781957
50,191.5,1.0078998047858476,425.0,0.053369140625,512000,283,0.009727076760827912,-0.00028552166440931614,-1.2665987014770507e-08,0.039837267532087106,15.968717831373215,150.0,404.54,0.001109255371008544
51,184.0,1.0097147326916456,275.0,0.151416015625,522240,283,0.008962406945647672,-0.0011063523113989504,1.862645149230957e-09,0.04716467220201542,15.968717777729035,150.0,403.29,0.002244746658489305
52,170.5,1.0080122839659453,175.0,0.1612548828125,532480,283,0.009257910070300569,-0.0010233665954729077,1.2665987014770507e-08,0.046547892827035774,15.968717819452285,150.0,394.78,0.0023889018850624666
53,159.25,0.8740265220403671,175.0,0.0784912109375,542720,284,0.009898720579803922,-0.0007425892021274194,6.332993507385254e-09,0.037257642164408925,15.96871783733368,150.0,384.1,0.0013025997834262171
54,155.75,0.7934012833982707,152.50000000000023,0.0618896484375,552960,284,0.010358851551063707,-0.0005496070285516908,-4.470348358154297e-09,0.03711307500345738,15.968717831373215,150.0,371.35,0.0012912137459466066
55,159.5,0.8736516501754522,175.0,0.155810546875,563200,284,0.010054386272349803,-0.0010693427153455558,-6.332993507385254e-09,0.045975133842545375,15.968717652559281,150.0,367.98,0.0022631142563255937
56,170.75,1.015461939200759,250.0,0.14091796875,573440,284,0.011905490115168504,-0.0008430988986219745,-4.8428773880004884e-09,0.05141557220112418,15.968717765808105,150.0,366.34,0.002556653959757682
57,189.25,0.9783731967210769,275.0,0.1060302734375,583680,284,0.014018927367578727,-0.000761148874880746,6.7055225372314455e-09,0.045663470679535925,15.968717992305756,150.0,373.17,0.0020546989209861977
58,205.5,0.9502086043357849,275.0,0.080078125,593920,285,0.012857655773404985,-0.0005243478764896281,-2.2351741790771484e-09,0.04300787224468309,15.968717968463897,150.0,384.03,0.001429763250587257
59,219.0,0.9410542517900466,275.0,0.1398681640625,604160,285,0.01195724765734667,-0.0013773934610071593,8.940696716308593e-09,0.04369706610418163,15.968717449903489,150.0,393.17,0.0021734398521005005
60,215.5,0.9095369890332222,275.0,0.0587890625,614400,285,0.010940456445678138,-1.4218564683687873e-05,-1.080334186553955e-08,0.04213665515422782,15.96871787905693,150.0,400.18,0.0012109916896292817
61,199.75,0.8422981087118387,275.0,0.1239990234375,624640,285,0.010197542088280897,-0.0008015552113647573,4.097819328308106e-09,0.0447847269492941,15.968717670440673,150.0,400.84,0.0022242814612125628
62,184.25,0.7623143803328276,275.0,0.059326171875,634880,286,0.009298025699808931,-0.00044793639244744554,-1.2293457984924316e-08,0.03489808976330156,15.968717628717423,150.0,403.23,0.000991020562094036
63,173.75,0.7374730985611677,250.0,0.13271484375,645120,285,0.009784881575251347,-0.0006452173569414299,6.332993507385254e-09,0.04154824034470027,15.96871793270111,150.0,402.89,0.0020341435255943454
64,174.0,0.6321438133716584,250.0,0.092724609375,655360,286,0.009627335237064471,-0.0009281691931391833,-1.0430812835693359e-08,0.03146875947133645,15.968717658519745,150.0,407.79,0.0018068280903099422
65,192.25,0.5670241164043546,250.0,0.0580322265625,665600,286,0.009223843766085338,-0.0005195128313062014,-4.097819328308106e-09,0.031114605595200334,15.968717992305756,150.0,428.76,0.000924023284264841
66,219.5,0.5783300530165434,425.0,0.0679443359375,675840,286,0.01117948665341828,-0.00043211743723077235,-7.450580596923829e-10,0.03500598606594824,15.968717843294144,150.0,436.56,0.0009436553631134714
67,223.25,0.6758377637714148,425.0,0.0466064453125,686080,286,0.010275203986202542,-6.380018749041483e-05,-2.0116567611694337e-08,0.036050731298682984,15.96871754527092,150.0,437.98,0.0006210770814629063
68,218.5,0.6985583741217851,425.0,0.085888671875,696320,287,0.009816463737661252,-0.0005340139003237709,-1.2293457984924316e-08,0.03841340688897619,15.96871783733368,150.0,434.86,0.0014580942891740279
69,200.0,0.7368841037154198,275.0,0.104345703125,706560,286,0.010173499328811886,-0.0005611608932667878,-3.2782554626464846e-08,0.042099162541098835,15.968717783689499,150.0,415.89,0.0016343132044504215
70,173.75,0.7203024301677943,250.0,0.108984375,716800,286,0.009407509032462258,-0.0009062238521437393,2.2351741790771484e-09,0.04364274696258647,15.96871777176857,150.0,404.01,0.0015743974804073523
71,166.5,0.7188007846474648,250.0,0.0754638671875,727040,286,0.00980388407188002,-0.000480750634233118,3.7252902984619143e-10,0.04203665536570482,15.968717908859253,150.0,398.82,0.0015495337162082733
72,165.0,0.7020441047847271,227.5000000000002,0.119580078125,737280,286,0.009342162493703654,-0.0007173535363108385,1.862645149230957e-09,0.04516904962059525,15.968717902898788,150.0,396.49,0.0017108723787711
73,159.25,0.696813777089119,200.0,0.1339111328125,747520,286,0.009008260205519036,-0.0011173232458531856,-3.091990947723389e-08,0.04473215883682045,15.968717712163926,150.0,393.94,0.001886684828428642
74,158.75,0.6807979635894299,150.0,0.1144775390625,757760,286,0.009206468128832057,-0.0008099461891106329,-1.1175870895385742e-09,0.042337839348456946,15.968717616796493,150.0,395.23,0.0017463974703066931
75,158.25,0.6827592618763447,150.0,0.0854248046875,768000,286,0.009030728691868717,-0.0006890631331771147,7.450580596923829e-10,0.042609131866089,15.968717885017394,150.0,399.82,0.001576798344385688
76,160.25,0.6815740667283535,150.0,0.09091796875,778240,287,0.008867843777989038,-0.000640187188400887,-1.1175870895385742e-09,0.04100550727109735,15.968717747926712,150.0,401.07,0.0014659170010406064
77,159.0,0.6415222451090813,150.0,0.04267578125,788480,287,0.008502100216719554,-3.2689822546672076e-06,-1.1920928955078126e-08,0.03783237695038559,15.968717855215072,150.0,404.74,0.0008780804981770252
78,154.0,0.6486090119928122,150.0,0.1159912109375,798720,287,0.009112510632985505,-0.00043667504432960414,-1.0058283805847169e-08,0.03953013225711861,15.968717807531357,150.0,404.77,0.0019365396245901501
79,159.0,0.6885859850794077,150.0,0.0640380859375,808960,287,0.009032487514900822,-0.00038196907407836986,2.2351741790771484e-09,0.03628547580210643,15.968717724084854,150.0,403.83,0.0012016787959890252
80,155.75,0.6564570028334856,150.0,0.078466796875,819200,287,0.00885051317527541,-0.0005030039137636777,-2.6077032089233397e-09,0.03842991274599995,15.96871783733368,150.0,401.49,0.001234363027537988
81,159.0,0.7061107508838177,150.0,0.067333984375,829440,287,0.008673422342690173,-0.00022645295866823288,-1.1175870895385742e-09,0.03817161677493211,15.968717783689499,150.0,401.86,0.0015022847083613123
82,173.0,0.7196992803364992,202.50000000000023,0.08125,839680,287,0.009050771808051649,-0.00031483900420425925,-1.0058283805847169e-08,0.03355578490332128,15.968716156482696,150.0,408.04,0.0020869756020744034
83,196.5,0.7993739239871502,450.0,0.08525390625,849920,287,0.009117652904761542,0.00013469570221786854,-7.450580596923829e-10,0.03833492479169935,15.968713736534118,150.0,417.89,0.001533116007755808
84,205.25,0.8511070806533099,450.0,0.09189453125,860160,288,0.00852650407650799,-0.0002857308518287027,-6.7055225372314455e-09,0.039954526659706224,15.968717616796493,150.0,421.47,0.002027888332129635
85,228.75,0.9587817702442407,450.0,0.1582275390625,870400,288,0.009736117556531098,-0.000495052347832825,-1.6763806343078613e-08,0.047352311701732944,15.968717783689499,125.0,424.01,0.00229422332639615
86,235.5,1.0341831743717194,450.0,0.1405029296875,880640,288,0.009330474535863687,-0.000714315250661457,4.097819328308106e-09,0.04578964305488012,15.968717551231384,125.0,421.81,0.0019764443664541886
87,217.25,1.0779690004885196,450.0,0.2152099609375,890880,288,0.008477066428167746,-0.0013519268253730844,-2.2351741790771484e-09,0.05264895975550553,15.968717736005782,125.0,411.97,0.002489733567983876
88,211.5,1.0976735427975655,450.0,0.1519287109375,901120,288,0.006890745804309972,-0.0005751872340624686,-2.1979212760925294e-08,0.048305170648443835,15.968716067075729,75.0,411.64,0.0021127101288072937
89,188.75,1.1068839199841023,450.0,0.1809326171875,911360,288,0.007202037977003783,-0.0007485970549168996,-1.564621925354004e-08,0.05106354702565916,15.968715834617615,50.0,399.12,0.002186080150897851
90,161.25,1.124293152987957,427.5000000000002,0.1852294921875,921600,288,0.007614598678992479,-0.0007577150918223197,-2.384185791015625e-08,0.051877544861988124,15.968717420101166,50.0,384.5,0.002250510607231604
91,166.5,1.1497378930449487,402.5000000000002,0.147998046875,931840,288,0.008285136703125317,-0.0006709246536047431,6.7055225372314455e-09,0.04763722400974857,15.968717485666275,50.0,387.06,0.0026121454230406014
92,167.5,1.1891143642365933,402.5000000000002,0.1638427734375,942080,288,0.008275488710933133,-0.000536401286808541,-7.82310962677002e-09,0.04859987042643585,15.968717730045318,50.0,381.47,0.0027226774545397346
93,161.0,1.2194542422890664,377.5000000000002,0.2006103515625,952320,288,0.008046729787838557,-0.0009991897673899074,-1.1175870895385742e-08,0.05576217907205229,15.968717861175538,50.0,386.56,0.0034170258060239435
94,175.5,1.2633443482220172,425.0,0.1833251953125,962560,288,0.006498348607783555,-0.0005469137635373045,-1.862645149230957e-09,0.048102166180647915,15.968717157840729,50.0,387.76,0.0029832955587153266
95,138.75,1.2502447426319123,400.0,0.2380126953125,972800,288,0.004719134440495054,-0.0013046046697127167,1.080334186553955e-08,0.04303818460720531,15.968714094161987,50.0,359.97,0.003858046234159929
96,118.75,1.2195876143872737,400.0,0.169140625,983040,289,0.005750700153697608,-0.0010164872996028863,-4.8428773880004884e-09,0.05048186539870353,15.968717241287232,0.0,340.0,0.00224283440760189
97,90.25,1.2534795947372914,175.0,0.194580078125,993280,289,0.004359840312066865,-0.0009237461614247877,-1.080334186553955e-08,0.045888405734618117,15.968704068660736,0.0,320.82,0.002910278915521758
98,83.5,1.2523772686719894,152.50000000000023,0.192822265625,1003520,289,0.00519835991835862,-0.000808859560493147,-1.4528632164001465e-08,0.048960005486600296,15.968717575073242,0.0,322.4,0.0025413328631429975
99,93.5,1.2713529720902443,225.0,0.1407958984375,1013760,289,0.006424252705619438,-0.00033152142204926347,-1.1175870895385742e-09,0.04482473064103995,15.968717312812805,0.0,324.44,0.0021636270716655303
100,118.0,1.3026896260678769,400.0,0.20654296875,1024000,289,0.008276024025508377,-0.0015053714436362498,-1.564621925354004e-08,0.047124153283286035,15.968717682361603,0.0,336.29,0.0033129017771443615
101,161.5,1.2988272793591022,450.0,0.172998046875,1034240,289,0.008569441098552488,-0.0010748067459644516,-9.313225746154785e-09,0.047063920761924734,15.96871738433838,0.0,355.83,0.0025287317951551815
102,177.75,1.4034504503011704,450.0,0.2001708984375,1044480,289,0.008680387103231624,-0.0008034417638555169,-1.3411045074462891e-08,0.05313510335395634,15.96871783733368,0.0,362.26,0.0027017763778189874
103,178.75,1.4423049598932267,405.00000000000045,0.206787109375,1054720,289,0.010077523670770461,-0.0010442298429552467,2.5331974029541015e-08,0.05371394573138873,15.968717813491821,50.0,363.93,0.0028280153914352012
104,203.0,1.3782149963080883,475.0,0.14345703125,1064960,289,0.012695258250460029,-0.000785266972889076,-1.3411045074462891e-08,0.049180950565453053,15.968717610836029,50.0,369.77,0.002079166514727149
105,225.0,1.3210105553269387,475.0,0.1822998046875,1075200,289,0.010785937582113547,-0.0012422780360793694,-8.940696716308593e-09,0.05140725776380176,15.968717908859253,50.0,383.52,0.002541200567281976
106,260.0,1.1897633612155913,527.5000000000002,0.15302734375,1085440,289,0.010278083831508411,-0.0012601995214936324,1.4901161193847657e-09,0.04047934567774501,15.96871770620346,72.50000000000001,400.0,0.002474874021584128
107,281.5,1.1030442237854003,575.0,0.1084228515625,1095680,289,0.010659430463419994,-0.0006889596745168092,1.862645149230957e-09,0.042916292890269714,15.968717819452285,75.0,419.26,0.0016027235810085472
108,280.0,1.1716282971203327,577.5000000000002,0.176708984375,1105920,289,0.01060539309073647,-0.0012662717985222117,-1.4901161193847657e-09,0.047717741963020345,15.968717801570893,97.5,427.48,0.0022900542790921462
109,277.0,1.155600832402706,552.5000000000002,0.109326171875,1116160,289,0.01100283089108416,-0.0006851238162198569,-8.940696716308593e-09,0.041387979683851155,15.968717795610427,75.0,430.95,0.001791499414213149
110,235.0,1.2112925454974175,525.0,0.1299072265625,1126400,289,0.006506612102566578,-0.000751300951014855,5.215406417846679e-09,0.03800689678514384,15.968717682361603,50.0,408.46,0.0018996893474252374
111,206.75,1.3359621942043305,500.0,0.1705810546875,1136640,289,0.009223164475952218,-0.00098695089618559,-1.1175870895385742e-08,0.04690303267614175,15.968717342615127,25.0,381.98,0.0026285045731015088
112,158.5,1.423122900724411,475.0,0.2432373046875,1146880,290,0.00578895209384882,-0.0011510183303471422,-1.4901161193847657e-09,0.04505790127721728,15.968717014789581,0.0,344.93,0.003962866206074977
113,145.5,1.6361602663993835,425.0,0.238037109375,1157120,290,0.008719844506185837,-0.0009621743709431029,-2.9802322387695314e-09,0.05514014983287886,15.968717753887177,25.0,335.28,0.0029399306251889357
114,165.25,1.6703422851860523,425.0,0.2259765625,1167360,290,0.01032037855948147,-0.0014922033464245033,7.82310962677002e-09,0.05547187776231051,15.968717753887177,25.0,336.85,0.002458338990845732
115,179.5,1.6493699796497823,427.5000000000002,0.16201171875,1177600,290,0.012692881272596424,-0.0008865675477863988,-1.9371509552001954e-08,0.057681415184574855,15.968717920780183,25.0,336.1,0.002075527826968937
116,210.25,1.6984031930565835,502.5000000000002,0.1787841796875,1187840,290,0.011158577317928575,-0.0006578495129360817,7.450580596923829e-10,0.056030910377607136,15.968717885017394,25.0,341.12,0.0020059977287473886
117,204.0,1.7117454417049884,502.5000000000002,0.2228271484375,1198080,290,0.01134599474935385,-0.0011874612799147144,-1.862645149230957e-09,0.05840382127839616,15.968717831373215,47.50000000000001,336.69,0.00239265441233556
118,225.5,1.7438484877347946,552.5000000000002,0.2162841796875,1208320,290,0.012510306960029994,-0.0009346764119982254,-1.2665987014770507e-08,0.058778239863474746,15.968717902898788,50.0,340.82,0.002369034919479418
119,207.0,1.7580842025578023,502.5000000000002,0.2469482421875,1218560,290,0.010484655549225863,-0.0011452494749391918,1.0058283805847169e-08,0.060305969607704846,15.968717861175538,50.0,334.8,0.0029048219692413115
120,190.5,1.7547833412885665,477.5000000000002,0.2119140625,1228800,290,0.009863824304193258,-0.001371417202972225,-7.82310962677002e-09,0.0559160321757861,15.968717861175538,25.0,334.79,0.0027001119457736424
121,161.75,1.7268740475177764,275.0,0.2315673828125,1239040,290,0.008696898999369295,-0.000728501348203281,2.6077032089233397e-09,0.05682834971305861,15.968717688322068,25.0,329.45,0.002820208624871157
122,139.5,1.710299114137888,225.0,0.2123291015625,1249280,290,0.00923230455500743,-0.0014179967147356365,-2.2351741790771484e-09,0.05511664101587814,15.968717658519745,25.0,327.0,0.002304501830275285
123,147.5,1.7089143350720406,252.50000000000023,0.23818359375,1259520,290,0.008822403470730933,-0.001446538765594596,3.3527612686157227e-09,0.05758058851439416,15.968717408180236,25.0,327.32,0.0024726149431842257
124,149.5,1.7245420962572098,377.5000000000002,0.219140625,1269760,290,0.007957740624260624,-0.0010116202563949627,1.4156103134155273e-08,0.054060576034481056,15.968717658519745,25.0,323.19,0.0023119519454098737
125,139.25,1.6730075150728225,375.0,0.25087890625,1280000,290,0.006703052010016109,-0.0012590732978424058,2.2724270820617674e-08,0.05106769573152943,15.968717348575591,0.0,320.48,0.0029999169410189095
126,115.25,1.6561555102467538,240.00000000000125,0.2750732421875,1290240,290,0.005388780702627649,-0.0007517627498600632,-4.470348358154297e-09,0.052079854329674755,15.968713855743408,0.0,309.75,0.0031101042951831915
127,87.0,1.653561845421791,175.0,0.2729248046875,1300480,290,0.0049110918980431965,-0.0017050750630005496,-1.862645149230957e-09,0.05014927716908428,15.96871685385704,0.0,301.85,0.0033057392681882904
128,85.5,1.6610622249543667,177.50000000000023,0.221142578125,1310720,290,0.006315522687600605,-0.0010139634548977483,-3.3527612686157227e-09,0.05266527585463622,15.968717247247696,0.0,303.32,0.0027154412662071083
129,77.0,1.6960491195321084,150.0,0.214013671875,1320960,290,0.0044706231394513905,-0.0010537577185459669,-6.332993507385254e-09,0.047785947079891325,15.968712836503983,0.0,304.13,0.0024987916782492903
130,84.5,1.7151663154363632,200.0,0.2861572265625,1331200,290,0.006507942204738981,-0.0014147165729809785,-1.0430812835693359e-08,0.05231927978018477,15.968714880943299,0.0,307.98,0.003450599872121529
131,95.75,1.7416082926094532,202.50000000000023,0.2410888671875,1341440,290,0.007391304218981531,-0.000989579435190535,-8.940696716308593e-09,0.05515571407192562,15.968717259168624,0.0,309.4,0.0030547645150818424
132,109.75,1.750100415945053,250.0,0.2042236328125,1351680,290,0.008895512405069894,-0.0009359493225929328,-2.9802322387695314e-09,0.054824130984770326,15.968717670440673,0.0,313.15,0.002276340151945533
133,120.0,1.7034398071467876,252.50000000000023,0.2324462890625,1361920,290,0.008123506925949186,-0.0011321432524709963,-1.4901161193847656e-08,0.05532075963475477,15.968717807531357,25.0,317.8,0.002583613876072377
134,112.75,1.682236486673355,275.0,0.2060546875,1372160,290,0.006937175286293495,-0.0012709910886769648,3.725290298461914e-09,0.05248335329069507,15.968717730045318,0.0,316.93,0.0022219212327740934
135,101.5,1.679651317745447,202.50000000000023,0.2889892578125,1382400,291,0.007204207714858057,-0.001812667164267623,-1.3411045074462891e-08,0.0543662146373466,15.968717634677887,0.0,313.39,0.0030480944498094686
136,86.25,1.604861307889223,150.0,0.252294921875,1392640,291,0.004667447260749214,-0.0014548425453540404,-3.3527612686157227e-09,0.05028944338628476,15.968717068433762,0.0,303.87,0.002842724697302401
137,64.25,1.4797945342957974,125.0,0.270263671875,1402880,290,0.0021242579077064504,-0.001592704773065634,3.3527612686157227e-09,0.046304105538548565,15.968639183044434,0.0,297.09,0.0031691325492545276
138,45.5,1.5276383332908154,102.50000000000021,0.240087890625,1413120,291,0.003359234650571352,-0.0009689698243164457,-5.960464477539063e-09,0.04375395689398107,15.968711107969284,0.0,294.02,0.003025738748533513
