value_loss,policy_loss,epoch_idx,episode_length,explained_variance,PMM:episode_rewards,policy_entropy,approx_kl_divergence,P01:episode_rewards,clip_fraction,frames,grad_norm,advantage_norm,fps,P09:episode_rewards
21.93731932544033,0.010297638545671362,1,318.51724137931035,-0.11980759240686893,124.13793103448276,1.7323083329451037,0.5621550849023155,25.0,0.222314453125,10240,208.48143083701217,15.968718016147614,299,234.99999999999997
0.015969471662538127,-0.0015094449590833392,2,319.5081967213115,-4.097819328308106e-09,129.50819672131146,1.782446126639843,0.0020741731360999437,25.0,0.1393798828125,20480,0.3024812613355011,15.968718016147614,266,250.0
0.023220316570950673,-0.001388961257362098,3,324.09574468085106,-3.01748514175415e-08,156.91489361702128,1.7774519488215446,0.00109881534649503,25.0,0.07333984375,30720,0.1834318933965725,15.968718242645263,273,402.5000000000002
0.020360384800005703,-0.0011448858273070072,4,327.84,1.1548399925231934e-08,166.25,1.76868594288826,0.0007106396348262933,25.0,0.0240478515625,40960,0.11540663887787639,15.968718135356903,280,357.5000000000007
0.023596796160563826,-0.00149237994410214,5,332.08,-4.097819328308106e-09,186.25,1.7642630159854888,0.0006563130565780285,25.0,0.029052734375,51200,0.1079848391151286,15.968718105554581,285,450.0
0.021001840280951,-0.0006910917698405683,6,332.09,-8.195638656616212e-09,178.0,1.7539688602089882,0.0004856207357718745,25.0,0.0094970703125,61440,0.08949392554666896,15.968718123435973,290,382.5000000000007
0.020496279187500476,-0.0006747164301486918,7,336.66,8.940696716308593e-09,181.25,1.7857496991753579,0.0002082736890947956,25.0,0.002392578125,71680,0.0681357946000853,15.968718111515045,293,380.00000000000045
0.01659801610148861,-0.0006005054492561612,8,335.61,-1.4901161193847657e-09,167.5,1.7808041527867318,0.0001824388045859493,25.0,0.0,81920,0.06681682790723814,15.968717700242996,295,327.5000000000002
0.019470146409003065,-0.00038703017235093285,9,340.0,-6.332993507385254e-09,168.0,1.7859745174646378,0.00011278964583780749,50.0,0.0,92160,0.05946842062373351,15.968718028068542,297,352.5000000000002
0.015998266986571252,-0.00043202620145166293,10,334.09,-7.450580596923828e-09,153.0,1.784959389269352,0.00010296461712915317,22.500000000000007,0.0,102400,0.05568926441385741,15.96871789097786,300,382.5000000000007
0.016518102126428857,-0.0008278364779471303,11,329.27,-1.1548399925231934e-08,158.0,1.7806401014328004,0.00018804150063296278,0.0,0.0,112640,0.057376794905976025,15.968717855215072,301,427.5000000000002
0.020272567655774766,-0.0003381646134585026,12,325.16,-2.123415470123291e-08,157.5,1.7830757737159728,8.416517792948497e-05,0.0,0.0,122880,0.05471417518400903,15.968718016147614,300,427.5000000000002
0.020386502330075017,-0.000688475277274847,13,326.7,-8.940696716308593e-09,171.25,1.7816141568124295,0.00014918725973487313,25.0,0.0,133120,0.05733661522345938,15.968717873096466,301,425.0
0.023386764619499446,-0.0006749598012902424,14,335.19,1.2293457984924316e-08,198.5,1.7759523801505566,0.00016664981974408023,47.50000000000001,0.0,143360,0.057582588579664064,15.96871817111969,301,455.0000000000004
0.021626322879455984,-0.00038137295996421017,15,341.2,-2.0861625671386717e-08,198.25,1.7838028348982333,9.135066572127926e-05,47.50000000000001,0.0,153600,0.0556975488391702,15.96871821284294,301,427.5000000000002
0.01834501653793268,-0.000528772798315913,16,342.0,-1.601874828338623e-08,193.25,1.7699167542159557,0.00011678143849778167,50.0,0.0,163840,0.05332237602564417,15.968717801570893,301,455.0000000000004
0.02179300471470924,-0.0006941383708181093,17,339.35,-1.4901161193847656e-08,185.0,1.766681904345751,0.0001631525680824808,22.500000000000007,0.0,174080,0.05683171308946383,15.968718004226684,302,477.5000000000002
0.019417676783632487,-0.0005308024439727888,18,339.34,-1.6391277313232423e-08,170.75,1.7794619426131248,0.00013026751075280175,25.0,0.0,184320,0.052984293130745486,15.96871801018715,302,325.0
0.02086691883741878,-0.00047254533747036475,19,337.09,-8.568167686462402e-09,184.0,1.773293873667717,0.00010473519911826656,25.0,0.0,194560,0.055795263047824714,15.968718141317368,302,340.00000000000125
0.017005413502920418,-0.0005857826337887673,20,333.2,2.384185791015625e-08,168.5,1.7838525936007499,0.00016216712341474704,25.0,0.0,204800,0.0552114546621152,15.96871782541275,301,275.0
0.015667985712934752,-0.0005201447725994513,21,324.02,1.3783574104309083e-08,151.0,1.7842580899596214,0.00011373446990390335,25.0,0.0,215040,0.054580582264667075,15.968718004226684,301,277.5000000000002
0.01753187735157553,-0.0005949901234998834,22,320.34,1.0430812835693359e-08,128.75,1.7858126118779183,0.0001418650166730373,25.0,0.0,225280,0.054371882165871056,15.968717843294144,301,255.00000000000043
0.019161593372700736,-0.000593616503647354,23,327.92,0.0,151.5,1.77800744920969,0.0001352807564966696,25.0,0.0018798828125,235520,0.058094195677154695,15.968718135356903,301,325.0
0.026431647333083674,-0.0007256450982822571,24,333.85,3.7252902984619143e-10,170.5,1.7769208878278733,0.00016180983595077693,25.0,0.0,245760,0.05965330933406897,15.96871839761734,301,325.0
0.021393451024778187,-0.0005188196002563928,25,343.76,4.8428773880004884e-09,199.75,1.7770044401288032,0.00011816629881877816,47.50000000000001,0.0,256000,0.05569772449742257,15.968718189001084,301,360.0000000000009
0.020381233698572032,-0.00045540421924670225,26,339.57,1.2665987014770507e-08,197.25,1.7793691106140614,0.00011440773581128383,25.0,0.0,266240,0.05692661328276481,15.968718194961548,301,360.0000000000009
0.015535333942534636,-0.0007133327384508448,27,330.32,-2.0489096641540527e-08,164.5,1.784118799865246,0.00016113012870953015,25.0,0.0,276480,0.05677383156476499,15.968717861175538,300,300.0
0.02159743347147014,-0.00044467857551353516,28,327.95,7.82310962677002e-09,146.0,1.7817931167781353,9.830851721801537e-05,25.0,0.0,286720,0.05660296222366098,15.968718296289444,300,300.0
0.02436307337775361,-0.0011038099655706901,29,340.21,-4.470348358154297e-09,174.75,1.7591056890785695,0.00022773952761010464,25.0,0.0011962890625,296960,0.059263153685501044,15.96871839761734,300,352.5000000000002
0.0239992984716082,-0.0008071000589552568,30,343.11,-1.4901161193847656e-08,200.25,1.758959361165762,0.0001999742807470284,47.50000000000001,0.0,307200,0.055670202282812074,15.968718421459197,300,477.5000000000002
0.021970389786292798,-0.0004826712221984053,31,347.18,1.2665987014770507e-08,215.0,1.756054050475359,0.0001416768832193327,25.0,0.0,317440,0.055384056522403746,15.968718105554581,300,477.5000000000002
0.020969307463383303,-0.0007397647088509985,32,337.08,1.2665987014770507e-08,193.25,1.767097382247448,0.00017193444330416697,25.0,0.0011474609375,327680,0.05534003978913107,15.968718135356903,300,352.5000000000002
0.01665872155863326,-0.0008060827309236629,33,335.39,-2.2351741790771484e-09,180.25,1.7713760405778884,0.00019215477356979705,25.0,0.0,337920,0.05705582022695895,15.968717885017394,299,352.5000000000002
0.026470933679956943,-0.0005219595983362524,34,336.74,-4.8428773880004884e-09,196.5,1.7736656367778778,0.00012405564709023765,25.0,0.0,348160,0.05395081230691008,15.968718439340591,300,452.50000000000017
0.022630514326738193,-0.0005617829643597361,35,342.39,7.078051567077636e-09,205.5,1.7733050346374513,0.0001294017369371403,50.0,0.0,358400,0.05481015404608093,15.968718230724335,300,452.50000000000017
0.02468784308002796,-0.0005412096015788848,36,352.18,-2.2351741790771484e-08,222.5,1.782348620146513,0.00014866113991161,50.0,0.0,368640,0.05552460960280677,15.96871838569641,301,452.50000000000017
0.018826529203215613,-0.00041935805675166196,37,345.9,-8.195638656616212e-09,200.0,1.7881564043462277,0.00010321908962005467,50.0,0.0,378880,0.053201069189135405,15.968717885017394,301,352.5000000000002
0.016669665846711722,-0.0005017879182560136,38,337.27,-1.080334186553955e-08,164.25,1.784386783838272,0.00011366233350926792,47.50000000000001,0.0,389120,0.05540662198112284,15.968717962503433,301,300.0
0.017929723861743695,-0.00048140675826289223,39,322.44,-8.195638656616212e-09,138.25,1.7846429087221622,0.00012229374662169333,25.0,0.0,399360,0.05368509301692563,15.968717950582505,301,250.0
0.014752315983059816,-0.0005947056088189129,40,321.13,-4.8428773880004884e-09,135.5,1.7898806840181352,0.00012100604020037764,25.0,0.0011474609375,409600,0.056031084369298066,15.968718057870865,301,250.0
0.020642036478966473,-0.0006376825211191317,41,319.53,-2.2724270820617674e-08,149.25,1.7798425823450088,0.00014051093020164273,25.0,0.0,419840,0.05565768623775473,15.968718194961548,300,287.5000000000011
0.020367230306146667,-0.0004317628983699251,42,325.47,2.3469328880310058e-08,155.0,1.7767496533691882,0.00010717104250108633,25.0,0.0,430080,0.05660132556925533,15.968718165159226,300,352.5000000000002
0.018925700066029096,-0.0004640269681658538,43,325.9,1.0430812835693359e-08,159.0,1.78082574903965,0.00011567292351024605,25.0,0.0,440320,0.054892606213572545,15.968718296289444,300,327.5000000000002
0.01812725673953537,-0.0006914288504049182,44,323.74,-4.470348358154297e-09,150.5,1.78839076384902,0.0001491358665397513,25.0,0.0,450560,0.057591222286979105,15.96871799826622,301,325.0
0.01682142297795508,-0.000393187498957559,45,317.96,1.4528632164001465e-08,144.75,1.7862413346767425,9.314035659251374e-05,25.0,0.0,460800,0.04990013359656479,15.968717777729035,301,325.0
0.02034959157463163,-0.0006604970018088352,46,327.7,-1.7508864402770997e-08,157.25,1.7809242382645607,0.00014461569041657185,22.500000000000007,0.0,471040,0.05761121727563403,15.968718093633651,300,355.00000000000045
0.017492874813615344,-0.0007483040668375907,47,330.29,1.3783574104309083e-08,161.5,1.7802163772284985,0.00017052999431967918,25.0,0.0,481280,0.05674979416079384,15.968717974424361,300,402.5000000000002
0.0162067030381877,-0.0006272990809520707,48,334.75,2.2351741790771484e-09,159.5,1.7705829352140428,0.00013124056681093065,25.0,0.0,491520,0.05613454624160617,15.968717944622039,300,332.5000000000006
0.017526568821631373,-0.000539398455657647,49,327.94,1.3783574104309083e-08,151.5,1.7857337795197963,0.00013863567366954044,25.0,0.0,501760,0.05474495069846791,15.968717968463897,299,357.5000000000007
0.015185253259551246,-0.0004738657735288143,50,326.69,-1.564621925354004e-08,137.75,1.7870108559727669,0.00011402260506585549,25.0,0.0,512000,0.05602665216747169,15.968718069791795,299,305.00000000000045
0.018884891216293907,-0.0006410284448065795,51,330.79,-2.644956111907959e-08,147.5,1.7771170176565647,0.00014437700429255075,25.0,0.0,522240,0.05730615639411586,15.968717950582505,299,327.5000000000002
0.016492722005932593,-0.0006226027471711859,52,330.51,-7.078051567077636e-09,142.75,1.7794834822416306,0.000140565889176969,25.0,0.0,532480,0.057665811205606834,15.968717944622039,299,275.0
0.02158293170214165,-0.00039493524254794463,53,333.31,1.0058283805847169e-08,154.5,1.7884318739175797,9.252670712136534e-05,25.0,0.0,542720,0.05550194848684749,15.968718177080154,299,325.0
