explained_variance,fps,policy_entropy,PMM:episode_rewards,advantage_norm,clip_fraction,grad_norm,P09:episode_rewards,epoch_idx,policy_loss,value_loss,approx_kl_divergence,episode_length,frames,P01:episode_rewards
8.940696716308593e-09,196,1.784988274425268,172.75,15.968718165159226,0.0,0.05464522711825357,375.0,23,-0.0005344397435692372,0.021557378687430174,0.00012709864017494964,343.6,235520,25.0
1.0058283805847169e-08,197,1.7837746806442738,180.75,15.96871822476387,0.0,0.05666756372090596,375.0,24,-0.0005889245021535316,0.022434607904870063,0.00012186150793169759,345.48,245760,25.0
1.3783574104309083e-08,197,1.7849296554923058,189.75,15.968718391656875,0.0,0.0544260798653168,375.0,25,-0.0004115786672628019,0.02394845011876896,0.0001145316575613009,348.8,256000,25.0
-7.450580596923829e-10,197,1.7817821770906448,190.0,15.968718087673187,0.0,0.05416680280317939,375.0,26,-0.0003502745126752416,0.020951230236096307,7.899939049913485e-05,346.68,266240,50.0
3.7252902984619143e-10,197,1.7707783669233321,175.0,15.96871799826622,0.0,0.05401001964357762,352.5000000000002,27,-0.0004682298200350488,0.01912938003952149,0.00011478182113968671,340.61,276480,25.0
1.0430812835693359e-08,197,1.779971534013748,162.0,15.968718135356903,0.0,0.05696626379459422,350.0,28,-0.0004038853467136505,0.018071381676418242,0.00011251642800331751,338.84,286720,0.0
-5.215406417846679e-09,197,1.7844142384827137,137.5,15.968718069791795,0.0,0.05883675278984596,300.0,29,-0.0008645914516819175,0.015445883957727346,0.00018281395760908481,329.95,296960,0.0
-9.685754776000977e-09,197,1.7821153789758681,132.5,15.968717986345291,0.0,0.05357465608992814,250.0,30,-0.0003552247002517106,0.016329240490449592,8.249123109962397e-05,331.0,307200,0.0
1.825392246246338e-08,197,1.7807330466806888,127.25,15.968717944622039,0.0,0.057012756860689004,227.5000000000002,31,-0.0006052090247976594,0.01564597911929013,0.00015367159826240595,325.94,317440,22.500000000000007
8.940696716308593e-09,198,1.782900357991457,132.25,15.96871799826622,0.0,0.05506054391508926,250.0,32,-0.00043575678682827856,0.018841992877423764,9.976506386930595e-05,328.28,327680,22.500000000000007
-2.6822090148925782e-08,198,1.7791884995996952,150.25,15.96871817111969,0.0,0.055953024860328514,302.5000000000002,33,-0.0003985625553468708,0.02066790816897992,9.09618001747603e-05,331.16,337920,25.0
-1.1920928955078126e-08,197,1.778565139323473,161.5,15.968718159198762,0.0,0.05589059066355323,300.0,34,-0.0003358539859618759,0.01873985280690249,7.806550202573703e-05,339.2,348160,50.0
-1.7881393432617187e-08,198,1.7702791661024093,177.0,15.968718093633651,0.0,0.05349582857040578,300.0,35,-0.0006439226464863169,0.022632593050366266,0.0001289050810932224,338.9,358400,50.0
-2.2724270820617674e-08,198,1.7742242455482482,177.25,15.96871799826622,0.0,0.05472956169631625,352.5000000000002,36,-0.0007157113486755406,0.019427607022225856,0.00017979673874748414,335.74,368640,50.0
-4.097819328308106e-09,198,1.777585668861866,186.25,15.968718189001084,0.0,0.05250030072539298,385.00000000000085,37,-0.0004808714398677694,0.02135025962779764,0.00011569628260232889,337.0,378880,50.0
-1.3411045074462891e-08,198,1.7719970136880874,179.5,15.968718260526657,0.0,0.05369111218427171,375.0,38,-0.0005564968425460393,0.022142486469238064,0.00011324983290155189,335.59,389120,50.0
5.960464477539063e-09,198,1.7755719929933549,186.0,15.968718266487121,0.0,0.055335459058799184,355.00000000000045,39,-0.0004306005172111327,0.02246089347754605,0.0001276690079780707,337.73,399360,50.0
1.862645149230957e-09,198,1.778246159851551,177.25,15.968718087673187,0.0,0.05633430927666912,325.0,40,-0.0005809214944747509,0.020024572021793575,0.000135428969482021,341.08,409600,47.50000000000001
8.195638656616212e-09,198,1.778701837360859,181.5,15.968718147277832,0.0,0.05592350820739979,327.5000000000002,41,-0.00043727728989324534,0.019072004276677035,0.00010495160191723585,338.3,419840,25.0
-1.9744038581848144e-08,198,1.7849914714694024,165.75,15.968718034029006,0.0,0.054904220747204316,300.0,42,-0.0005851822756085312,0.01820316317025572,0.00014135286350906994,334.91,430080,25.0
4.097819328308106e-09,198,1.7815952740609646,168.5,15.968718057870865,0.0,0.0542117443938301,300.0,43,-0.0005484855257236632,0.019297311553964393,0.00012655359561239977,335.28,440320,25.0
-1.30385160446167e-08,198,1.7878440141677856,150.25,15.96871801018715,0.0,0.054005859280598645,277.5000000000002,44,-0.0006640404706558911,0.020212581791565754,0.00014697699544399256,331.59,450560,25.0
-1.1175870895385742e-09,198,1.786939575523138,162.75,15.968718147277832,0.0,0.0552994252892597,300.0,45,-0.0005643028282065643,0.01968045625835657,0.00011703933273796708,334.75,460800,25.0
-1.7136335372924803e-08,198,1.7772457800805568,157.75,15.968718165159226,0.0,0.05654919652977512,325.0,46,-0.0005625708356092219,0.020811360393418,0.00014960924926619157,331.79,471040,25.0
-3.5390257835388184e-08,198,1.781100419908762,182.5,15.968717861175538,0.0,0.05714897669268933,400.0,47,-0.0005427816166047705,0.018772398980217986,0.00013432483937059203,334.6,481280,25.0
-1.4901161193847657e-09,198,1.7837841182947158,159.25,15.968718016147614,0.0,0.05261834301857413,327.5000000000002,48,-0.0003869376067086705,0.01739510429324582,9.35041103319989e-05,329.95,491520,25.0
-2.0861625671386717e-08,198,1.7804412446916102,152.0,15.968718039989472,0.0,0.057889143305708504,275.0,49,-0.0006783396698665456,0.01610609934432432,0.00014596862746003582,328.53,501760,25.0
0.0,198,1.7861918300390243,121.75,15.968718063831329,0.0,0.0541040152881934,225.0,50,-0.0004440101627551485,0.018401731800986455,0.00011954500101296617,317.69,512000,25.0
1.4156103134155273e-08,198,1.7879924096167088,135.5,15.968717980384827,0.0,0.05646851952309806,250.0,51,-0.0005484784031068557,0.01795538086880697,0.00012831517298685923,324.0,522240,25.0
-3.203749656677246e-08,198,1.7850206956267356,153.25,15.968718159198762,0.001953125,0.055732064925065126,300.0,52,-0.0006867461155707133,0.021574645282817072,0.0001230150348542125,326.18,532480,25.0
-9.685754776000977e-09,198,1.7801568418741227,163.25,15.968718206882476,0.0,0.05431459587515208,300.0,53,-0.00046085093235888054,0.020671244725235738,0.00010527928388892605,332.77,542720,25.0
2.421438694000244e-08,198,1.7850987300276757,185.25,15.968717938661575,0.0,0.05801567469747589,400.0,54,-0.0003867901272315066,0.020812109450343997,9.740264977686763e-05,342.51,552960,50.0
-1.862645149230957e-09,198,1.7811609625816345,182.75,15.96871822476387,0.0,0.05757266711696642,400.0,55,-0.0006121182257629698,0.02023148679290898,0.0001250890796043791,340.22,563200,50.0
1.1175870895385742e-09,198,1.7741882637143136,167.75,15.968717908859253,0.0,0.053696742880070314,400.0,56,-0.0004525790656771278,0.014506554923718796,0.00011663496576765908,335.28,573440,47.50000000000001
2.6077032089233397e-09,198,1.783275566995144,155.5,15.968718123435973,0.0,0.05607523682399116,305.00000000000045,57,-0.00048626529733155623,0.019709166564280168,0.00010490408317522792,326.42,583680,47.50000000000001
-1.4528632164001465e-08,198,1.7747124150395392,157.75,15.968718183040618,0.0,0.05253345771001473,305.00000000000045,58,-0.00048301021852239503,0.020025188007275575,0.00011332448819736384,326.68,593920,50.0
-1.4901161193847657e-09,199,1.773133260011673,166.0,15.968717896938324,0.0,0.05797294353136312,277.5000000000002,59,-0.0009850788963376544,0.017463300653616898,0.00020825717870458503,331.43,604160,47.50000000000001
-2.1979212760925294e-08,199,1.7716254070401192,169.5,15.96871833205223,0.0,0.058391825922929394,300.0,60,-0.00035116785402351526,0.024646557727828623,8.396609707741475e-05,332.55,614400,25.0
1.30385160446167e-08,199,1.7721716322004795,202.75,15.968718075752259,0.0,0.05490603361529202,377.5000000000002,61,-0.0007159315395256271,0.02385616898536682,0.00016353386752498977,344.85,624640,25.0
1.862645149230957e-08,199,1.775875972956419,202.0,15.968718141317368,0.0,0.0548610654008582,375.0,62,-0.0005724696231482085,0.021588798181619497,0.00013314187676662925,344.24,634880,47.50000000000001
1.3783574104309083e-08,199,1.769859391450882,206.25,15.968718200922012,0.0,0.05549966716754327,375.0,63,-0.0005552935643208911,0.02194322608120274,0.00012505800848039428,344.39,645120,50.0
-2.4959444999694825e-08,199,1.7744656898081304,190.5,15.96871817111969,0.0,0.057403076337136746,425.0,64,-0.0005575226641667541,0.022147050290368498,0.00012187619443189135,336.84,655360,50.0
1.9744038581848144e-08,199,1.7723299995064736,199.25,15.968718063831329,0.0,0.05887782171853036,425.0,65,-0.0005556689669901971,0.02327922439435497,0.00011877788763587915,339.85,665600,50.0
-1.862645149230957e-08,199,1.7708062089979648,188.75,15.968718111515045,0.0,0.0554184492487668,380.00000000000045,66,-0.0004135716983000748,0.020873893648968078,0.00010864353255595205,339.1,675840,47.50000000000001
-2.3096799850463868e-08,199,1.7816871859133243,188.5,15.968718099594117,0.0,0.05872047284833478,352.5000000000002,67,-0.0006241282950213645,0.01987124952720478,0.00013379971584441818,341.99,686080,50.0
-1.5273690223693846e-08,199,1.7846275500953197,179.5,15.968718016147614,0.0028564453125,0.05664453452457159,350.0,68,-0.000680924378320924,0.022342280403245242,0.0001504314708402177,344.44,696320,50.0
1.3783574104309083e-08,199,1.7839790187776088,164.75,15.968717938661575,0.0,0.057014680546208486,325.0,69,-0.0006830315702245571,0.01782804817194119,0.0001492683237614756,340.18,706560,50.0
-1.862645149230957e-09,199,1.7844012193381786,171.75,15.968718135356903,0.0,0.055496795460943917,325.0,70,-0.0006024713789884118,0.019277993956347928,0.0001334328682688124,337.11,716800,47.50000000000001
-2.2351741790771484e-09,199,1.7838526032865047,171.0,15.968718433380127,0.0,0.05833952048409927,325.0,71,-0.0006405291556802695,0.02214049426547717,0.00013997736925119852,339.35,727040,25.0
7.450580596923828e-09,199,1.7685273639857768,191.75,15.968718230724335,0.0,0.05705186400495721,405.00000000000045,72,-0.0004435645538251265,0.02118895626044832,9.971630068346115e-05,343.15,737280,47.50000000000001
-2.2351741790771484e-08,199,1.7679944045841693,218.75,15.968718606233598,0.0,0.05397869605229781,455.0000000000004,73,-0.0004609315910784062,0.026187610323540868,0.00010545858995643087,350.55,747520,50.0
-1.3411045074462891e-08,198,1.7716424509882926,219.0,15.968718284368515,0.0,0.05715591193165724,450.0,74,-0.0005678376495779957,0.022363047947874293,0.00014025208663319687,349.57,757760,50.0
-1.0430812835693359e-08,198,1.7813244439661502,222.0,15.968718254566193,0.0,0.053683747122864056,452.50000000000017,75,-0.00041616900252847697,0.02189840131322853,9.15614026251177e-05,346.58,768000,50.0
-7.078051567077636e-09,198,1.7798621281981468,200.25,15.968718034029006,0.0,0.0543748124869748,427.5000000000002,76,-0.0005254403458820889,0.021362091111950577,0.00011133187775129727,343.78,778240,50.0
-3.7252902984619143e-10,198,1.774618934839964,191.5,15.968718284368515,0.0,0.05565062540792513,380.00000000000045,77,-0.0007784539211570518,0.02181663712253794,0.00015503167275654484,337.69,788480,50.0
-1.2293457984924316e-08,198,1.7700783357024192,186.25,15.968717974424361,0.0,0.05418188745420138,382.5000000000007,78,-0.0004860715620452538,0.020188177560339682,0.00013280552662173762,335.13,798720,47.50000000000001
2.2351741790771484e-09,199,1.78118145018816,198.5,15.968718183040618,0.0,0.055001163134111374,452.50000000000017,79,-0.0005106470260216156,0.022191026224754752,0.00011284268136204644,335.14,808960,25.0
-2.0489096641540527e-08,199,1.781155289709568,198.0,15.968718206882476,0.0,0.05644695118679247,452.50000000000017,80,-0.00038375607200578086,0.021744613943155855,9.152969298469316e-05,339.68,819200,25.0
0.0,199,1.7773714765906334,196.0,15.968717992305756,0.0,0.057183878977130106,455.0000000000004,81,-0.0008458361389784841,0.019719003679347223,0.00017013461685593255,338.81,829440,25.0
-1.862645149230957e-09,198,1.7731668047606945,188.75,15.968718034029006,0.0,0.058479311901698895,455.0000000000004,82,-0.0005737304651120212,0.019623050725203938,0.0001336331926808043,340.41,839680,25.0
-5.215406417846679e-09,198,1.7749878957867622,182.0,15.96871822476387,0.0,0.059533987682519565,375.0,83,-0.0008016835481612361,0.02197750013729092,0.00016732997619186562,338.32,849920,25.0
3.3155083656311036e-08,199,1.7825786985456944,180.25,15.968718039989472,0.0,0.05928504191674686,330.0000000000004,84,-0.0004999193757612375,0.018660658109001815,0.00012018821791066614,343.23,860160,47.50000000000001
-1.5273690223693846e-08,198,1.7844894900918007,172.0,15.968717980384827,0.0,0.05434239648876431,335.00000000000085,85,-0.000377710124666919,0.015043259365484118,8.241226286713755e-05,337.19,870400,25.0
-1.6391277313232423e-08,198,1.7783036038279534,163.5,15.968718034029006,0.0,0.05525245681858992,430.0000000000004,86,-0.00038871889646543425,0.01996000985673163,8.442104401087391e-05,336.2,880640,25.0
1.4901161193847657e-09,198,1.7744946844875813,134.75,15.968717926740647,0.0,0.05165322957876417,275.0,87,-0.0005251009797575534,0.01398980347730685,0.00010311713478543539,323.34,890880,25.0
1.4901161193847657e-09,198,1.7740954123437405,126.5,15.968717962503433,0.0,0.05538767761426868,250.0,88,-0.0004920955409033923,0.01555532574711833,0.00012845029623846925,321.19,901120,25.0
5.960464477539063e-09,198,1.7850623063743114,132.0,15.968717980384827,0.0,0.05692199276706537,255.00000000000043,89,-0.0004458399049326545,0.019186498611816205,9.378059928408789e-05,328.86,911360,25.0
-1.3783574104309083e-08,198,1.786867729574442,140.0,15.96871789097786,0.0,0.055248412442274866,252.50000000000023,90,-0.000701930466311751,0.018068233266239984,0.00015706906469326043,334.47,921600,25.0
7.450580596923829e-10,199,1.783674104511738,150.25,15.968717849254608,0.0,0.05538588536015585,300.0,91,-0.0004101947572053177,0.01676968282699818,9.03934674905571e-05,337.05,931840,25.0
1.899898052215576e-08,199,1.7835990600287914,133.25,15.968717950582505,0.0,0.0558726967912113,252.50000000000023,92,-0.0006144123610283714,0.01817138568731025,0.0001329827711981757,327.83,942080,25.0
-1.7508864402770997e-08,199,1.7878302216529847,136.0,15.968717950582505,0.0,0.05622833748278309,250.0,93,-0.0004694358831329737,0.01798216089664493,9.804456803355066e-05,325.97,952320,25.0
-3.091990947723389e-08,199,1.7903082750737667,146.75,15.968718159198762,0.0019775390625,0.05430934264738056,277.5000000000002,94,-0.0005212692831264576,0.019833403080701827,0.00010776938698242589,329.67,962560,25.0
-4.470348358154297e-09,199,1.7897764347493648,165.5,15.968717920780183,0.0,0.053359121835018286,352.5000000000002,95,-0.0004359141617896967,0.018046955976751634,8.943418317990393e-05,336.51,972800,22.500000000000007
-8.568167686462402e-09,199,1.780291073024273,180.5,15.968718361854553,0.0,0.05631611795963278,380.00000000000045,96,-0.0006290188983257394,0.0239971262315521,0.00012287922287228524,340.84,983040,25.0
-1.7136335372924803e-08,199,1.7815051406621933,192.0,15.968718159198762,0.0,0.05660739574836805,427.5000000000002,97,-0.0004880138523731148,0.020520521438447757,0.000122428865881119,343.09,993280,25.0
2.0116567611694337e-08,199,1.781242735683918,193.75,15.968718355894088,0.0,0.057085442267848084,380.00000000000045,98,-0.000663347463705577,0.02454623222583905,0.00012487705530164205,339.22,1003520,50.0
-2.2351741790771484e-09,199,1.7717447943985463,198.75,15.968718361854553,0.0,0.05436387153608228,377.5000000000002,99,-0.0003958300807425985,0.024091666942695156,9.708048781043033e-05,342.39,1013760,50.0
-9.685754776000977e-09,199,1.7782734118402004,191.75,15.968718403577805,0.0,0.05562333708702181,352.5000000000002,100,-0.0004658520650991704,0.02366577640932519,0.00010218597130950968,337.07,1024000,50.0
-1.0430812835693359e-08,199,1.776410698890686,207.25,15.968718242645263,0.0,0.05896708349656228,400.0,101,-0.0007045175654639025,0.02381755945389159,0.00015338150272050654,345.28,1034240,50.0
1.862645149230957e-09,199,1.7731405533850193,198.75,15.968718260526657,0.0,0.054963522138366305,377.5000000000002,102,-0.0004733397865493316,0.023592667165212335,0.00010379207844746219,343.1,1044480,72.50000000000001
1.862645149230957e-09,199,1.779926784336567,201.0,15.968718159198762,0.0,0.055986411156645335,400.0,103,-0.0003531254376866855,0.02251588509825524,8.361719204579288e-05,340.84,1054720,50.0
1.4901161193847656e-08,199,1.782684300839901,177.75,15.968718218803406,0.0,0.05234258404463854,300.0,104,-0.0005783314300060738,0.02121806633658707,0.00012823736778138083,333.12,1064960,47.50000000000001
2.570450305938721e-08,199,1.7819900698959827,190.5,15.9687180519104,0.0,0.05240065224910319,327.5000000000002,105,-0.00027827636658912526,0.020773465343518184,6.535776501745972e-05,336.41,1075200,50.0
-1.0058283805847169e-08,199,1.7871960036456584,171.75,15.968718141317368,0.0,0.057225776357347456,325.0,106,-0.000513478649645549,0.019621859691687858,0.00011188333726082078,329.64,1085440,25.0
-2.16066837310791e-08,199,1.7866907820105553,179.0,15.968718075752259,0.0,0.05579544965639427,402.5000000000002,107,-0.0004901217700535199,0.01989098056073999,0.0001056134862667868,332.91,1095680,25.0
-1.080334186553955e-08,199,1.7791464351117612,175.5,15.968718099594117,0.0,0.05603045047996449,402.5000000000002,108,-0.0008192607630917337,0.020870618120534347,0.0001702478507972671,333.65,1105920,25.0
-2.1979212760925294e-08,199,1.7743951931595803,207.25,15.968718123435973,0.0,0.05726742037222574,502.5000000000002,109,-0.0003095578602369642,0.022122323466464876,8.185961411690811e-05,343.15,1116160,25.0
-3.3527612686157227e-09,199,1.7803371496498586,198.5,15.968718183040618,0.0,0.05621827101605276,400.0,110,-0.000503495047450997,0.022064288973342627,0.00011845676462485244,342.64,1126400,25.0
8.195638656616212e-09,199,1.781795471906662,214.75,15.968718147277832,0.0,0.053642704062320266,502.5000000000002,111,-0.0005432375517557375,0.02301835804246366,0.00010365027902086155,344.9,1136640,50.0
1.4901161193847657e-09,199,1.7799315631389618,197.5,15.968718039989472,0.0,0.05479204051456212,405.00000000000045,112,-0.0004222691401082557,0.020235956594115125,9.346450423386443e-05,343.56,1146880,50.0
7.450580596923829e-10,199,1.7842391021549702,192.0,15.968718093633651,0.0,0.05719924064744834,477.5000000000002,113,-0.0005273325383313932,0.020992033611400986,0.00011185910323980863,340.11,1157120,25.0
1.4901161193847657e-09,199,1.7881873324513435,172.75,15.968717849254608,0.0,0.055556961887374426,327.5000000000002,114,-0.0005117466149386019,0.017410275537986308,0.0001093813871792193,337.43,1167360,25.0
6.7055225372314455e-09,199,1.7857886344194411,175.0,15.968718153238296,0.0,0.05459924317464454,362.5000000000011,115,-0.000319673128251452,0.021280587959336118,7.699209532443518e-05,331.71,1177600,50.0
-1.4901161193847656e-08,199,1.7851769104599953,170.75,15.968718123435973,0.0,0.05692708246345187,355.00000000000045,116,-0.0002439200925437035,0.01894770922663156,6.272313155779586e-05,333.89,1187840,50.0
-1.1175870895385742e-09,199,1.78713923022151,166.75,15.968718248605729,0.0,0.05427503174530026,302.5000000000002,117,-0.0003905343601218192,0.020345186803024263,9.810011052451273e-05,332.86,1198080,25.0
-8.940696716308593e-09,199,1.786701000481844,180.75,15.968718481063842,0.0,0.057834803208930155,302.5000000000002,118,-0.0004766379195643822,0.024868306500138715,9.968048627406745e-05,336.75,1208320,25.0
-5.215406417846679e-09,199,1.7825868852436542,189.25,15.968718153238296,0.0,0.054907771689227655,300.0,119,-0.0003546632955476525,0.022439460700843482,7.999058013110626e-05,344.62,1218560,50.0
-2.6822090148925782e-08,199,1.7843344785273074,211.75,15.968718141317368,0.0,0.05446456916861155,402.5000000000002,120,-0.00021910705436312128,0.02347992584691383,5.674026169870672e-05,348.83,1228800,50.0
-2.123415470123291e-08,199,1.7799591414630413,220.0,15.968718415498733,0.0,0.05408374604920929,455.0000000000004,121,-0.00046195216600608546,0.022675132600124926,8.774410518732622e-05,348.85,1239040,50.0
-7.450580596923829e-10,199,1.7773179821670055,211.0,15.96871829032898,0.0,0.055454065476987925,500.0,122,-0.0004315868278354174,0.02288173227570951,9.525437146358229e-05,340.31,1249280,25.0
-2.6077032089233397e-09,199,1.7810071304440498,217.0,15.968718153238296,0.0,0.05428673901670682,500.0,123,-0.00023321653643506579,0.021666771627496927,6.175470918492464e-05,338.35,1259520,25.0
-2.421438694000244e-08,199,1.7824909806251525,199.0,15.968718242645263,0.0,0.0560916998628751,500.0,124,-0.0006473499966887175,0.020649583151680417,0.0001235972196575119,335.52,1269760,25.0
2.2351741790771484e-08,199,1.7743538953363895,174.0,15.96871789097786,0.0,0.05383137803368039,355.00000000000045,125,-0.0005025263194511354,0.018334872629202435,9.751712952343894e-05,330.83,1280000,25.0
-7.450580596923829e-10,199,1.768913883715868,166.75,15.968718481063842,0.0,0.05602587505980459,302.5000000000002,126,-0.00039734606980346143,0.02563456882489845,9.404991428230147e-05,332.72,1290240,25.0
1.1175870895385742e-09,199,1.7824431225657462,174.25,15.968717980384827,0.0,0.05278542470160295,325.0,127,-0.0004982053207641002,0.01937966841214802,0.00011460693587537208,332.6,1300480,25.0
-4.6938657760620116e-08,199,1.7823524817824363,190.25,15.968718028068542,0.0,0.05453775046066724,382.5000000000007,128,-0.0003909349266905338,0.020329320672317408,8.475571758133071e-05,337.54,1310720,50.0
4.470348358154297e-09,199,1.7860388673841954,170.75,15.968718165159226,0.0,0.05794590947656257,380.00000000000045,129,-0.0006728487422151374,0.016653978289104997,0.00013802695267504106,331.76,1320960,47.50000000000001
-1.7881393432617187e-08,199,1.7878471553325652,152.75,15.96871799826622,0.0,0.055263915074550404,352.5000000000002,130,-0.0004866431940172333,0.017921567923622206,0.00010456019960969343,328.13,1331200,25.0
2.3096799850463868e-08,199,1.7838787838816643,155.75,15.968718135356903,0.0,0.05770648550525331,277.5000000000002,131,-0.000557328738796059,0.02212215070030652,0.00011168979068560958,330.6,1341440,25.0
9.685754776000977e-09,199,1.777257052809,184.5,15.968718242645263,0.0,0.05251103733105907,455.0000000000004,132,-0.00041099538211710753,0.023399703152244912,9.440690256212747e-05,334.05,1351680,47.50000000000001
1.0430812835693359e-08,199,1.782830635458231,191.25,15.968718159198762,0.0,0.05608478174460078,455.0000000000004,133,-0.000503181391832186,0.01999694960541092,0.00011097684582308531,333.49,1361920,50.0
5.587935447692871e-09,199,1.7857550457119942,192.75,15.96871817111969,0.0,0.05721040976751648,450.0,134,-0.0005932742245931877,0.022641019930597396,0.00012507049419276938,330.52,1372160,50.0
-1.6391277313232423e-08,199,1.787014400959015,196.25,15.96871811747551,0.0,0.05588083248299358,382.5000000000007,135,-0.0003563241685696994,0.023651069289189763,7.791749998968811e-05,337.42,1382400,50.0
-9.313225746154785e-09,199,1.7900452628731727,201.25,15.968718105554581,0.0,0.05391387324669785,450.0,136,-0.0003151675966364564,0.020338854102010372,7.076574879780751e-05,338.19,1392640,47.50000000000001
1.0430812835693359e-08,199,1.7878843404352665,198.5,15.968718159198762,0.0,0.05366195536131896,475.0,137,-0.0004298587900848361,0.01814617201744113,9.309740333627304e-05,340.2,1402880,25.0
1.862645149230957e-08,199,1.7884015083312987,192.0,15.968718308210374,0.0,0.0576101333509718,502.5000000000002,138,-0.0005000552173441974,0.021691172031569294,0.00010852331389266112,333.71,1413120,25.0
-1.825392246246338e-08,199,1.7846127398312093,196.0,15.968718075752259,0.0,0.05518292735905894,527.5000000000002,139,-0.00035908551544707736,0.02151633351459168,6.600879845066742e-05,332.38,1423360,25.0
-2.9802322387695314e-09,199,1.7816129170358181,219.75,15.968718153238296,0.0,0.057500132746092183,550.0,140,-0.0006176305450935615,0.022928340022917836,0.00013799113217416448,342.06,1433600,25.0
