approx_kl_divergence,episode_length,grad_norm,explained_variance,clip_fraction,policy_entropy,epoch_idx,advantage_norm,fps,policy_loss,value_loss,PMM:episode_rewards,frames,P09:episode_rewards,P01:episode_rewards
0.008310008276794977,350.4074074074074,24.751559628525754,0.12173351794481277,0.2520263671875,1.19631004370749,1,15.968719351291657,232,0.007489705528132618,0.5903440591413528,221.2962962962963,10240,275.0,140.0
0.003297923725813748,343.5263157894737,4.393647819838971,0.5946379460394382,0.199658203125,1.4528846509754658,2,15.968719327449799,213,-0.0005062662385171279,0.11449936779681594,210.52631578947367,20480,275.0,125.0
0.0030167493323465257,348.2068965517241,3.9840078954799636,0.6962030433118344,0.1842041015625,1.4976827777922153,3,15.968719297647477,224,-0.0013277541842398933,0.11812702543102205,224.71264367816093,30720,325.0,125.0
0.0023841449848650393,348.5,4.323168526229376,0.7058481030166149,0.1373291015625,1.5514843858778478,4,15.96871903538704,227,-0.0025923347391653808,0.1406604283489287,234.25,40960,350.0,125.0
0.0023096216087655505,353.48,3.5849118917751968,0.7170972559601069,0.144921875,1.6766231492161752,5,15.968719112873078,229,-0.004105929404613562,0.15794292050413788,251.75,51200,350.0,150.0
0.0023217726487931986,349.16,4.550526369671941,0.6645869374275207,0.1565673828125,1.7107734866440296,6,15.968719416856766,230,-0.004779221588978544,0.17231537047773599,250.75,61440,350.0,150.0
0.00233473868620459,358.1,3.4664286027895246,0.6659038361161947,0.143310546875,1.71660233810544,7,15.968719160556793,233,-0.00617562637780793,0.16832006219774484,277.75,71680,425.0,147.5
0.0025715618925690907,368.42,3.029177769629398,0.7552701070904732,0.1654296875,1.726697077602148,8,15.968719267845154,233,-0.0066115698173234705,0.13735875515267254,320.5,81920,600.0,150.0
0.002135623661115786,376.59,3.3679910988402044,0.7495622225105762,0.1172119140625,1.7301422894001006,9,15.96871913075447,234,-0.0060489717187010685,0.1432262074202299,355.0,92160,625.0,150.0
0.002193128770023036,377.96,3.2985857638187595,0.7178716339170933,0.1329345703125,1.7164581649005413,10,15.968719393014908,235,-0.0061896296276245264,0.1568216308951378,350.25,102400,625.0,150.0
0.0024023012332012464,389.77,2.6798184020149947,0.7575804859399795,0.1515380859375,1.7269000917673112,11,15.968719297647477,236,-0.007812658189504874,0.12555465144105254,348.25,112640,650.0,150.0
0.0024101470480676723,398.1,2.1675741403935014,0.7672475360333919,0.1550048828125,1.7224062547087668,12,15.96871919631958,237,-0.007679550893954001,0.11858251825906337,350.25,122880,625.0,150.0
0.0023981444443965257,402.74,2.263900122028781,0.8091657582670451,0.153662109375,1.7108565732836722,13,15.96871930360794,237,-0.009158852172004118,0.11610311779659241,356.25,133120,650.0,150.0
0.0025031318116138243,399.11,2.620233094402326,0.7555886328220367,0.1564453125,1.7115026719868183,14,15.968719321489335,236,-0.007729667530293227,0.13449790100567044,363.25,143360,650.0,150.0
0.0022004832371980178,397.6,2.399961242213185,0.7923433840274811,0.13544921875,1.7168208122253419,15,15.968719393014908,236,-0.007654442841885612,0.12532558415550737,377.75,153600,650.0,150.0
0.0023815906947678932,395.46,1.9063471260309062,0.8391352262347936,0.1494140625,1.720227236300707,16,15.968719232082368,237,-0.009395954959472874,0.11392070970032364,384.5,163840,675.0,172.5
0.0024000268234435004,391.19,2.3702738909223293,0.83737419731915,0.146826171875,1.696202602982521,17,15.968719333410263,238,-0.008947052447911118,0.1289833859540522,378.25,174080,652.5000000000002,175.0
0.0021488802701245457,398.85,2.3951844331560896,0.8118119049817324,0.1272705078125,1.697528527677059,18,15.968719267845154,238,-0.008171169528213795,0.12983231917023658,395.5,184320,652.5000000000002,175.0
0.002182921857081799,402.03,1.9228615203028476,0.8110587824136019,0.1393798828125,1.7144580647349357,19,15.96871938109398,238,-0.008799873651878443,0.12044496620073915,388.5,194560,675.0,175.0
0.002169422779525456,402.98,2.1671285540153185,0.8456689961254596,0.1323486328125,1.6930437497794628,20,15.968719321489335,238,-0.009006892882462125,0.12233239556662738,407.25,204800,702.5000000000002,175.0
0.0023151110051916174,416.32,2.370986658358563,0.8383824829012155,0.143017578125,1.7111266650259496,21,15.968719357252121,238,-0.008855839405987354,0.14698205925524235,437.5,215040,727.5000000000002,175.0
0.0017549461123397441,412.08,2.3281164271335477,0.8201496921479702,0.1034912109375,1.7225172214210034,22,15.968719232082368,238,-0.008966265703202225,0.13810519063845278,427.75,225280,725.0,197.5
0.002098651506833287,413.69,2.1066732066357705,0.768650657683611,0.126708984375,1.729750307649374,23,15.968719244003296,239,-0.008922932948189554,0.1446353481616825,436.75,235520,727.5000000000002,200.0
0.0019449309170684714,411.05,1.9459791871516945,0.7991566937416792,0.1142333984375,1.727554229646921,24,15.96871936917305,239,-0.011042439815719262,0.13040900640189648,413.5,245760,675.0,200.0
0.002247772680584903,403.02,2.198954924605407,0.8082832217216491,0.1348876953125,1.7149851463735104,25,15.968719083070756,239,-0.009780583635620132,0.13012731918133796,372.25,256000,625.0,200.0
0.002338844261430836,405.08,2.000011084133646,0.8248163938522339,0.1394775390625,1.7037969663739205,26,15.968719375133514,239,-0.011119983686512569,0.13314277094323188,374.5,266240,627.5000000000002,175.0
0.002314102962259634,405.2,2.0943665102854756,0.8186669547110796,0.133056640625,1.7066843338310718,27,15.968719255924224,240,-0.01100339587937924,0.14345654076896608,392.0,276480,675.0,175.0
0.0024109731828961187,406.98,2.1129491655570285,0.853051146492362,0.1420654296875,1.7004752837121486,28,15.968719148635865,240,-0.010326675769465509,0.13680698284879328,426.0,286720,677.5000000000002,197.5
0.0022808157566263287,423.31,1.920315347295947,0.8146396778523922,0.13125,1.7132736973464489,29,15.96871936917305,240,-0.011465445697831455,0.13764433332253248,463.25,296960,700.0,250.0
0.0026112436374891262,438.0,1.9693991537434585,0.8152319397777319,0.1531005859375,1.7067304685711862,30,15.968719172477723,240,-0.01103933172125835,0.14715715372003615,483.75,307200,725.0,275.0
0.0024986373574168866,442.44,1.927271231600831,0.8171910148113966,0.1400634765625,1.706247727572918,31,15.968719267845154,240,-0.012254492034844588,0.13524747255723923,475.0,317440,725.0,275.0
0.002465979466728998,439.37,1.9732421523905324,0.8247914396226406,0.1461181640625,1.7108296200633049,32,15.968719273805618,240,-0.012178807117015822,0.14646907653659583,469.0,327680,725.0,275.0
0.002169171230503123,424.72,1.8190403181710664,0.8284432537853718,0.130712890625,1.6998629420995712,33,15.968719178438187,241,-0.010508165613282472,0.14183680510614066,450.5,337920,725.0,250.0
0.0025067993246924514,428.69,1.668837147653207,0.8700340699404479,0.1542236328125,1.7036847688257695,34,15.968719375133514,240,-0.012234255687508267,0.11960912887006998,458.0,348160,750.0,250.0
