clip_fraction,episode_length,epoch_idx,approx_kl_divergence,value_loss,policy_loss,PMM:episode_rewards,P01:episode_rewards,fps,advantage_norm,P09:episode_rewards,frames,policy_entropy,grad_norm,explained_variance
0.290673828125,410.54545454545456,1,0.023340932439397458,1.087134665576741,0.015070957663920127,146.5909090909091,125.0,156,15.96871907711029,200.0,10240,1.2735719479620458,47.45961242479878,0.11223506927490234
0.21865234375,401.0408163265306,2,0.004001814621324837,0.10654251750092954,0.001149703971168492,170.40816326530611,75.0,154,15.968719178438187,250.0,20480,1.390988440066576,5.415593377001022,0.38871711418032645
0.1364501953125,385.3333333333333,3,0.0023586007263025214,0.12955513827037066,-0.0013733500534726772,194.23076923076923,92.5,159,15.96871930360794,307.49999999999994,30720,1.549195360392332,3.938222441107565,0.3457852218300104
0.1443115234375,381.21,4,0.002497930262962178,0.11881372109055519,-0.002060889596759807,220.5,100.0,163,15.96871936917305,385.00000000000085,40960,1.6342490889132022,3.352004626802077,0.4967106360942125
0.14345703125,370.83,5,0.0021942506885356166,0.11293262261897326,-0.0035745360590226484,250.75,125.0,168,15.968719220161438,525.0,51200,1.669257491827011,3.1752987259509236,0.6644178155809641
0.1327880859375,372.49,6,0.00213300203092819,0.14225610764697194,-0.004015235669066896,272.75,125.0,169,15.968719166517257,525.0,61440,1.6919507384300232,3.6994081126976384,0.5998222555965185
0.1254638671875,375.61,7,0.002043399998729317,0.13547881480772048,-0.003405047080013901,275.25,125.0,172,15.968719172477723,480.00000000000045,71680,1.70188707113266,3.1144344144082936,0.6058395694941282
0.1237548828125,375.88,8,0.00205210865647161,0.13786598059814423,-0.004113496118588955,284.5,147.5,174,15.96871936917305,430.0000000000004,81920,1.7149881176650523,3.411286776866106,0.6087919335812331
0.1033203125,372.2,9,0.0017995655538928508,0.12582182413898407,-0.004750766411598306,296.75,150.0,176,15.968719232082368,550.0,92160,1.7073232010006905,2.8598812922302663,0.7262609545141459
0.10654296875,369.67,10,0.0018417111652982495,0.13364204589743167,-0.00522698403801769,293.25,150.0,177,15.96871924996376,552.5000000000002,102400,1.716093084216118,2.8027378990455003,0.72857407592237
0.1231201171875,374.03,11,0.002022525534084962,0.13035598520655184,-0.005721774905759957,304.0,150.0,177,15.968719238042832,552.5000000000002,112640,1.7360646225512029,2.5286739214729392,0.7341839592903853
0.11962890625,375.81,12,0.0018838008647210649,0.1462501510977745,-0.005378506640408886,312.75,150.0,177,15.968719351291657,600.0,122880,1.7285455189645291,2.6699345375126535,0.650643590092659
0.0987060546875,377.36,13,0.0016711662191712915,0.14052398260682822,-0.004912785694614286,308.0,150.0,178,15.968719339370727,600.0,133120,1.7378520734608174,2.491030028941097,0.7374106332659721
0.1529052734375,376.71,14,0.002391366884080838,0.12124590408056975,-0.005408519057527883,298.25,150.0,178,15.968719172477723,577.5000000000002,143360,1.7278386496007443,2.169364960383159,0.7014042861759663
0.149609375,381.05,15,0.0023706141801088402,0.12276246463879943,-0.007438623655980336,308.5,175.0,179,15.968719297647477,600.0,153600,1.7260782353579998,2.109289077365795,0.7701810501515866
0.131298828125,385.05,16,0.0020870631386517833,0.11923604395706207,-0.005941572324445588,313.25,175.0,180,15.96871907711029,600.0,163840,1.721415037661791,2.328500051033943,0.8223247598856688
0.1136962890625,389.31,17,0.0019099094437254071,0.1389884248841554,-0.0063098389764491,322.0,175.0,181,15.968719267845154,600.0,174080,1.7263784661889077,2.1088549271069055,0.7732824288308621
0.1401611328125,392.05,18,0.002103938361256332,0.1440776029601693,-0.006382750812190352,340.5,150.0,181,15.968719428777694,627.5000000000002,184320,1.7243542574346065,2.439925897389706,0.7536257978528738
0.1221923828125,382.99,19,0.0019233607511071464,0.13982516573742032,-0.0074570114076777825,335.25,150.0,181,15.968719291687012,600.0,194560,1.721693827956915,2.1819485572267783,0.7774244144558906
0.1265869140625,382.35,20,0.0019665174362447292,0.14728761673904955,-0.006877448125305818,347.0,150.0,181,15.96871936917305,600.0,204800,1.7226606987416744,2.1258716266291544,0.7746102117002011
0.1544677734375,381.18,21,0.002359269770295532,0.11431586095131933,-0.007886579966725548,339.75,175.0,182,15.9687191426754,600.0,215040,1.7278435580432414,1.9103701362301746,0.8490007728338241
0.1130126953125,389.97,22,0.001873787512102157,0.11795848750043661,-0.0069673684738518205,337.5,175.0,182,15.968719059228897,575.0,225280,1.737207940965891,2.1282591923212584,0.8281680312007665
0.126318359375,400.1,23,0.002042606502914438,0.13563307928852736,-0.007146090816604556,342.5,197.5,182,15.968719202280045,575.0,235520,1.7384708985686301,1.8068967571914292,0.7971770212054252
0.12421875,412.22,24,0.002030601191700315,0.11303905916865915,-0.00731551417375158,355.5,200.0,182,15.96871924996376,600.0,245760,1.7236792333424091,1.8121423566733856,0.802121426165104
0.123486328125,415.59,25,0.0019699850875670526,0.12900638652499766,-0.0067963019537273794,363.75,200.0,182,15.968719315528869,602.5000000000002,256000,1.727447073161602,1.9380866946294533,0.7392365213483572
