policy_loss,explained_variance,P01:episode_rewards,grad_norm,episode_length,fps,epoch_idx,value_loss,policy_entropy,P09:episode_rewards,approx_kl_divergence,PMM:episode_rewards,clip_fraction,frames,advantage_norm
0.010415440535143716,-0.05450064986944199,0.0,28.81684928158591,306.19354838709677,170,1,0.9457107840105892,1.6265172637999057,150.0,0.011768541193124532,84.6774193548387,0.3714599609375,10240,15.968719190359115
-0.0029064570582704617,0.2649399623274803,0.0,4.531846047459771,322.7096774193548,158,2,0.1368961542379111,1.69179809987545,294.9999999999999,0.0027477173073753745,125.0,0.1826904296875,20480,15.968719285726547
-0.004129970580834197,0.4424922551959753,0.0,3.0307290635930704,327.64130434782606,165,3,0.10013478479813784,1.7156148694455624,275.0,0.002500180275001641,135.05434782608697,0.156494140625,30720,15.96871913075447
-0.004764609855556046,0.39912082366645335,47.50000000000001,3.01902647616241,343.45,169,4,0.13538118000142277,1.738583342730999,327.5000000000002,0.001971378204121127,184.25,0.1158203125,40960,15.968719285726547
-0.004186362460677629,0.6855931613594294,75.0,4.1249137344362055,353.98,171,5,0.14722472233697773,1.7232434280216693,377.5000000000002,0.001847150860249141,232.25,0.111328125,51200,15.968719351291657
-0.0057257581949670565,0.6668569851666689,97.5,3.1682021747708626,360.52,173,6,0.125695976940915,1.7279325239360332,550.0,0.002109181523201495,268.0,0.1296875,61440,15.968719184398651
-0.005427428157418035,0.6183326907455922,150.0,2.7949371180298255,374.51,174,7,0.12715795077383518,1.7135996378958225,552.5000000000002,0.002301325363851339,303.5,0.1531005859375,71680,15.968719279766082
-0.0059656217927113175,0.6626004766672849,172.5,2.863107375121168,378.96,175,8,0.13173731076531112,1.705117878317833,527.5000000000002,0.0022181640046259575,308.0,0.1408447265625,81920,15.968719244003296
-0.006607303645068896,0.7561309423297644,150.0,2.6766408889014186,381.38,176,9,0.1219789634924382,1.7120579689741136,535.0000000000008,0.002160783309591694,314.5,0.12900390625,92160,15.968719273805618
-0.0067216909665148705,0.84464047588408,172.5,2.820836156274131,390.04,177,10,0.11017991593107582,1.719772682338953,600.0,0.0023468779005273465,333.0,0.1524658203125,102400,15.968719285726547
-0.005829341390654008,0.7031971916556359,150.0,3.475195767147464,389.82,177,11,0.20766408150084317,1.7013912118971348,625.0,0.0022108511059744968,349.0,0.1425048828125,112640,15.968719285726547
-0.007433984580711694,0.7596986208111047,150.0,2.7136896389494316,391.19,178,12,0.14527311683632432,1.719461913406849,625.0,0.0023886159804991486,362.25,0.15263671875,122880,15.968719321489335
-0.0077624570185435005,0.7988895051181316,150.0,2.419496634867348,390.28,178,13,0.12471607043407858,1.7241909109055995,625.0,0.002291841832675695,353.5,0.147607421875,133120,15.968719154596329
-0.0078407709152998,0.813622759282589,150.0,2.266838559402745,390.45,179,14,0.1304575029760599,1.725420744717121,625.0,0.002591540898584167,350.25,0.1681640625,143360,15.96871938109398
-0.007510028814067482,0.7842617049813271,150.0,2.51685998669699,398.4,180,15,0.15707083074375988,1.698928201943636,650.0,0.0021212140298988635,364.75,0.1334228515625,153600,15.968719291687012
-0.008106624537322204,0.8036065015941858,175.0,2.779183942974774,402.38,181,16,0.14227143342141063,1.7291621744632721,650.0,0.0024016565047989815,367.5,0.148388671875,163840,15.968719291687012
-0.009374231027322821,0.8280396308749914,175.0,2.5180943324005396,398.76,181,17,0.13208765732124447,1.727691663056612,650.0,0.0023699653937913788,365.25,0.1490478515625,174080,15.968719148635865
-0.008907975595866447,0.852498060837388,150.0,2.229392457408774,399.65,181,18,0.11557158450596035,1.7307184293866158,677.5000000000002,0.0023903698319375846,366.5,0.1559814453125,184320,15.968719327449799
-0.00815753927345213,0.746169013157487,147.5,2.0451247368639986,399.99,182,19,0.14911150811240076,1.73147551715374,675.0,0.0023734614391517595,359.75,0.145166015625,194560,15.968719279766082
-0.0088656981177337,0.8141633566468954,150.0,2.3300031227245674,399.75,182,20,0.14381895777769388,1.733751515299082,652.5000000000002,0.0022612100405925623,365.25,0.1379638671875,204800,15.968719309568405
-0.010106577654369175,0.8664380449801683,172.5,2.015760565780747,406.89,183,21,0.11883871953468769,1.7155066341161729,677.5000000000002,0.002419194609229035,398.25,0.1550537109375,215040,15.968719184398651
-0.008998112915287492,0.8728416632860899,175.0,2.060412051524299,413.45,184,22,0.1286112865898758,1.7236322216689586,652.5000000000002,0.0024673414469819784,396.0,0.14951171875,225280,15.968719285726547
-0.009840473512304016,0.851854746043682,197.5,2.074042084406991,412.88,184,23,0.13668238474056124,1.715252687782049,650.0,0.0024233519338625617,395.5,0.1524658203125,235520,15.968719184398651
-0.009759642479912145,0.8425097681581974,175.0,2.3370086498372244,421.21,184,24,0.14710974881891162,1.7109507851302623,675.0,0.002399339276223914,415.25,0.1441162109375,245760,15.968719321489335
-0.009647802919062087,0.8684830810874701,225.0,2.226157724293194,430.81,184,25,0.1418706965399906,1.713003285974264,675.0,0.002171754864184843,426.5,0.130126953125,256000,15.96871942281723
-0.010953750363842118,0.8844909716397524,225.0,2.0432579304822567,427.27,184,26,0.125085903191939,1.703530379384756,677.5000000000002,0.0021028945791616216,452.75,0.1220947265625,266240,15.968719357252121
-0.010757082105556037,0.8599706158041954,225.0,1.9940486852669028,430.54,184,27,0.13129530809819698,1.6910105682909489,700.0,0.00242632878025721,473.5,0.1517822265625,276480,15.968719291687012
-0.012384904248028761,0.8862566664814949,250.0,1.816234164083415,428.09,185,28,0.1046395518584177,1.693092045933008,700.0,0.002722530217511446,482.25,0.165234375,286720,15.968719244003296
-0.009943179342735675,0.8783704407513142,247.5,2.362639465255547,433.2,185,29,0.1431622739881277,1.7093711845576762,700.0,0.002286339937700502,494.25,0.1386474609375,296960,15.968719238042832
-0.010588947025098605,0.8740044228732586,247.5,2.0282103722797453,439.14,185,30,0.1332850484875962,1.7091752178967,702.5000000000002,0.0019352540598336749,497.5,0.11357421875,307200,15.968719184398651
