advantage_norm,explained_variance,epoch_idx,policy_loss,frames,value_loss,P01:episode_rewards,fps,episode_length,policy_entropy,P09:episode_rewards,grad_norm,PMM:episode_rewards
1.4056333427876233,-1.501626672744751,1,-0.012266571012442001,8000,0.02350177604388591,0.0,210,171.70454545454547,1.3573083627223967,2.700000000000003,0.7379318618967359,1.1590909090909092
1.3139625392109155,-0.006061028242111206,2,0.005002861138782464,16000,0.016199772141699213,0.0,185,176.76470588235293,1.381676903963089,3.0,0.2347804308117648,1.2823529411764707
1.211673235706985,-0.03839901864528656,3,8.110300870612264e-05,24000,0.014087250434677116,0.0,191,188.35,1.3686444306373595,3.0,0.22673875438959734,1.58
1.1113769689947366,-0.032544085383415224,4,0.0012034945096820592,32000,0.011830437577827979,0.0,193,179.52,1.370982404947281,3.0,0.2209102858712344,1.41
1.348459295630455,0.01931158661842346,5,-0.0004941629944369197,40000,0.014804210097354371,0.0,205,174.15,1.3743750333786011,3.0,0.24574911018644305,1.27
1.3775446014106274,0.011258405447006226,6,0.004416261080186814,48000,0.016141303417098244,0.0,215,179.54,1.3834172296524048,3.0,0.25600666263914673,1.33
1.2936540418863296,0.12889869153499603,7,-0.0016544336644074066,56000,0.014424114990397356,0.0,223,187.24,1.3799194729328155,3.0,0.3060793462209475,1.48
1.258797066360712,0.2589810079336166,8,-0.0012379318033345044,64000,0.012816378877760144,0.0,221,187.42,1.383605808019638,4.0,0.33018458941360346,1.56
1.2336350134015084,0.4855103760957718,9,-0.002698592634696979,72000,0.012719853200833313,0.0,223,178.31,1.375175725221634,3.1000000000000085,0.3220327187652425,1.32
1.2592905262112617,0.6300492894649505,10,-0.00463372451835312,80000,0.014004776596557349,0.0,230,178.09,1.3750883543491363,3.1000000000000085,0.3932441393658566,1.3
1.4325441336631775,0.6715420800447464,11,-0.0035623710374056827,88000,0.015234837854513898,0.0,236,192.1,1.370915640592575,4.1000000000000085,0.394646346895574,1.64
1.2487835064530373,0.70785489320755,12,-0.0011057361529674382,96000,0.011284361955476925,0.0,241,202.53,1.372313598394394,5.0,0.3364738175769715,1.9
1.295839424431324,0.7489396172761917,13,-0.000888741150702117,104000,0.012951824768679216,0.0,241,195.04,1.3802575862407684,5.0,0.44447607899040037,1.64
1.3274065124988557,0.807834609746933,14,-0.0044997129834519,112000,0.012459805203834549,0.0,245,186.58,1.364596574306488,4.1000000000000085,0.4034089287446277,1.46
1.14838334441185,0.8384408843517304,15,-0.0010896989282628057,120000,0.009504175919573754,0.0,246,195.39,1.3684862852096558,5.0,0.32232882518838374,1.68
1.215048255622387,0.836794011592865,16,-0.0013377215696891652,128000,0.013211219153017737,0.0,249,204.81,1.3169043242931366,5.0,0.39743742285535893,1.95
0.8942596724629402,0.9278983080387115,17,-0.0031012103793909775,136000,0.005714318553218618,0.0,252,202.47,1.3372825646400452,5.0,0.2548095192687997,1.91
1.4055968253314495,0.7599800390005111,18,-0.00980473703239113,144000,0.05136327198328217,0.0,253,194.66,1.334049864411354,5.0,0.8710914239241686,1.73
0.9188484708964825,0.9218293112516404,19,-0.0012707726648659445,152000,0.006477861163148191,0.0,254,197.87,1.3447493302822113,6.0,0.23211168792908243,1.9
1.0871764585375785,0.769957110285759,20,-0.0019493991538183763,160000,0.01031667593633756,0.0,255,209.49,1.3400694978237153,6.1000000000000085,0.3175000615276925,2.14
0.9118240924179554,0.9405026268959046,21,-0.001484807143351645,168000,0.006379271373152733,0.0,256,217.47,1.3415737628936768,7.0,0.22553739830146557,2.34
0.9261947083473205,0.929226759672165,22,-0.00013342464662855492,176000,0.006572336349054239,0.0,257,217.44,1.3513267397880555,6.1000000000000085,0.26312841702180934,2.31
1.019566178917885,0.8760495382547379,23,-0.0012890601753315423,184000,0.00817755845200736,0.0,258,218.81,1.3298307192325591,7.0,0.24202908601513726,2.47
0.7121992763876915,0.9699927479028702,24,-0.0009122082800604403,192000,0.0038669361619395205,0.0,260,217.31,1.3275904202461242,6.0,0.18497916104340842,2.42
0.8627144180238246,0.9486987489461899,25,-0.0008254037192091346,200000,0.005532529726042412,0.0,261,215.3,1.335415723323822,6.0,0.2116965967678429,2.34
0.8163732063770294,0.9526303690671921,26,-0.0005951823469922601,208000,0.005337760919064749,0.0,262,214.0,1.343648487329483,6.0,0.211628969075212,2.31
0.8298744039237499,0.9465667515993118,27,-0.0010721790217939997,216000,0.00551081879879348,0.0,263,221.75,1.3427760910987854,8.100000000000009,0.20559530518511962,2.58
0.7118114286661148,0.9629876679182052,28,-0.0005574519504443743,224000,0.004284820857283194,0.0,265,208.65,1.3532321178913116,5.0,0.16852059053596197,2.14
0.8124082945287228,0.941900976896286,29,0.0003244333592010662,232000,0.005519628098118119,0.0,265,209.93,1.355331667661667,5.1000000000000085,0.20127722330877654,2.24
0.8356038755178452,0.8993955111503601,30,-0.0009266752375697251,240000,0.005851134961703792,0.0,266,197.67,1.3543257117271423,5.0,0.22450217443545586,1.85
0.7741689944267273,0.950052627325058,31,-0.0011199408934771781,248000,0.004877049499482382,0.0,267,196.36,1.3685574996471406,5.0,0.1902608388832533,1.81
0.8036075133085251,0.9496081537008285,32,-0.00041869718581438064,256000,0.00521546954580117,0.0,268,199.14,1.3626688241958618,6.0,0.2017742444660425,1.94
0.6545008729398251,0.9566144645214081,33,-0.0008865487610455603,264000,0.003655563440697733,0.0,270,203.38,1.3484644985198975,6.0,0.15659549170234238,1.98
0.6492514945566654,0.9641564476490021,34,-0.0025199415680890523,272000,0.003624987813527696,0.0,271,211.17,1.3531599056720733,5.1000000000000085,0.1669325195676725,2.14
0.602673703879118,0.9597945767641067,35,-0.00032834495868883096,280000,0.0033048130369570574,0.0,272,206.59,1.3558027172088623,5.0,0.1361872541325908,2.05
0.4932980503886938,0.9820802724361419,36,-0.0004449258946533519,288000,0.0022914772059448294,0.0,272,208.13,1.3439536559581757,5.0,0.1184131999510985,2.09
0.6505853728950024,0.8894613605737686,37,0.0004668409630539827,296000,0.0037375891985720953,0.0,273,198.61,1.3544206893444062,5.0,0.15866613953423755,1.83
0.6850436386466027,0.9572086209058761,38,-0.0009095229871672927,304000,0.0038597576366737486,0.0,273,188.62,1.354941620826721,4.0,0.16840258104721656,1.58
0.6127963072061539,0.9704809755086898,39,-0.0005807043745880946,312000,0.0032883842778392135,0.0,273,186.25,1.3627302134037018,4.0,0.1527801416543433,1.56
0.6854648533463478,0.9642898577451706,40,-0.0008750291651813313,320000,0.003949725385173224,0.0,273,198.44,1.3538538575172425,5.1000000000000085,0.1756516842786533,1.93
0.7147369384765625,0.947872086763382,41,-0.0017952575004892425,328000,0.0047371783488779325,0.0,274,219.09,1.3551719510555267,6.1000000000000085,0.17493940688479487,2.45
0.622284478098154,0.9659483510255814,42,-0.0016307588505878811,336000,0.0033226764538267163,0.0,274,236.17,1.344473569393158,8.100000000000009,0.15532145696800773,2.92
0.7586485125124455,0.9462979412078858,43,0.0009749337824905524,344000,0.004727788958552992,0.0,274,218.43,1.3669034707546235,5.0,0.16971392448551495,2.39
0.7113556942343712,0.9590443658828736,44,-0.0006978866583085618,352000,0.004343280819593929,0.0,275,217.08,1.3586315178871156,6.0,0.1615311101639554,2.33
0.8150393253564835,0.9295366382598877,45,-0.001633010324148927,360000,0.005674211345613003,0.0,275,208.84,1.3575755310058595,6.0,0.19938162985069524,2.14
0.5621918886899948,0.9743071353435516,46,-0.0007519451498956187,368000,0.0029320682471006875,0.0,276,210.4,1.3603773355484008,7.1000000000000085,0.12757415957606746,2.24
0.6987568670511246,0.9619261687994003,47,-0.0012216708064079285,376000,0.003987336743739434,0.0,276,213.18,1.3543509912490845,5.1000000000000085,0.17494879881717512,2.25
0.8498762813210488,0.9177080935239792,48,-0.00018901629835454514,384000,0.006100218016654253,0.0,277,211.51,1.362468112707138,5.0,0.1975191559324425,2.17
0.7881684955954552,0.9286728066205978,49,7.598763913847506e-06,392000,0.006275838575384114,0.0,277,220.08,1.3502792781591415,6.0,0.2143473658483132,2.47
0.8657115735113621,0.9404138249158859,50,-0.0018133800470968707,400000,0.005826882209512405,0.0,277,218.82,1.3638414144515991,8.100000000000009,0.20284338952535066,2.53
0.7507244181632996,0.945576901435852,51,0.0008942881431721617,408000,0.00517044189531589,0.0,277,220.77,1.3674824476242065,9.0,0.17887745706763347,2.69
1.0874343422055244,0.8915338551998139,52,-0.0004204333707457408,416000,0.008924981637683231,0.0,277,221.54,1.3697543275356292,9.0,0.27371748431461324,2.71
1.0892851674556732,0.9004862630367279,53,-0.0029786178655922414,424000,0.009022387319710105,0.0,277,221.56,1.36390363574028,8.0,0.27034249387203685,2.66
1.0199593177437782,0.9111597073078156,54,-0.0008380396755092079,432000,0.007423324619885534,0.0,277,210.09,1.3615143775939942,5.1000000000000085,0.23608486043714433,2.16
0.9863990885019303,0.9086247938871383,55,-0.0009068618662422523,440000,0.007543202706729062,0.0,278,208.77,1.3638153338432313,5.0,0.22505046615159355,2.1
0.5363902008533478,0.9783567368984223,56,-0.0011144487286219374,448000,0.0024733567170915193,0.0,278,207.42,1.33996675491333,5.0,0.13735153730649993,2.03
0.9850806200504303,0.9092852556705475,57,-0.001608737036876846,456000,0.007679734664852731,0.0,278,202.06,1.3633199441432953,5.0,0.2342231178709641,1.87
1.1932347935438157,0.8415201073884964,58,-0.00217146647239133,464000,0.010388899458339438,0.0,278,215.47,1.3499916398525238,5.1000000000000085,0.3094979600677578,2.35
0.7824767988920212,0.9489362359046936,59,-0.0005820174678228796,472000,0.004710633550130297,0.0,279,220.88,1.3389909601211547,7.1000000000000085,0.1914474404090123,2.57
1.1085592427849769,0.9149819535017013,60,-0.0010540729778585956,480000,0.00861566696781665,0.0,279,228.11,1.339431265592575,6.1000000000000085,0.26170227937405577,2.7
