avg_q_retraced,avg_q_selected,PMM:episode_rewards,explained_variance,policy_gradient_loss,policy_entropy,frames,episode_length,fps,policy_loss,model_prob_std,advantage_norm,epoch_idx,P01:episode_rewards,P09:episode_rewards,q_loss,rollout_prob_std,policy_gradient_bias_correction,grad_norm
0.0023080604810578127,0.0023162450491023873,0.0,-5.475218502680461,-5.811089795315638e-05,2.126893083254496,7200,0,528,-5.811089795315638e-05,0.02070238076460858,0.1380894201497237,1,0.0,0.0,0.0006691464039856025,0.020702380143726867,0.0,0.15992082803567262
-0.001231721756994375,-0.0011863051399510975,0.0,-4.296716241041819,-1.3244225692687906e-05,2.1915056467056275,14400,0,278,-1.3244225692687906e-05,0.006413938093464822,0.06096818745136261,2,0.0,0.0,0.00012853000260596066,0.0064139377442188564,0.0,0.04148541247841697
-0.0015730814950075,-0.0015541064892507469,0.0,-5.137926054000855,-1.2439737959842508e-05,2.1967005252838137,21600,0,323,-1.2439737959842508e-05,0.0028035230585373937,0.029147300962358715,3,0.0,0.0,1.1836968261983809e-05,0.00280352293048054,0.0,0.004872228964844182
-0.002745299409919729,-0.0026012704397241275,0.0,-3.674842190742493,-3.418944421961593e-05,2.1962926705678303,28800,0,360,-3.418944421961593e-05,0.004616603841229031,0.05137901144723098,4,0.0,0.0,2.8074050987925148e-05,0.004616603720933199,0.0,0.005721333766192852
-0.0018947458321539065,-0.0019937551153513294,0.0,-4.904253896077474,0.00012133171227712107,2.19695823987325,36000,0,382,0.00012133171227712107,0.0020203843324755628,0.02637784934292237,5,0.0,0.0,9.589859318263432e-06,0.002020384340236584,0.0,0.0023934796604764643
-0.002253256451028089,-0.00222596968524158,0.0,-4.306304184595744,3.6785329818182315e-05,2.1968053420384726,43200,3324.8333333333335,397,3.6785329818182315e-05,0.0027929410668245205,0.03258053561051687,6,0.0,0.0,1.273099294015386e-05,0.002792941041601201,0.0,0.0027447879516495697
-0.001690023976455753,-0.0017127913578102985,0.0,-5.511563221613566,5.156909840782949e-05,2.1971364974975587,50400,3324.8333333333335,410,5.156909840782949e-05,0.0010642991052009164,0.013608464660743872,7,0.0,0.0,2.969873776237364e-06,0.0010642991207229595,0.0,0.0014327461781341614
-0.0012895695418895534,-0.0012688965148602922,0.0,-5.087633387247721,1.083627319834098e-05,2.1971423467000326,57600,3324.8333333333335,421,1.083627319834098e-05,0.0011860541009809822,0.014273369281242291,8,0.0,0.0,2.6813375522275845e-06,0.001186054046653832,0.0,0.0017194133934536418
-0.0019259997449504833,-0.0018701602083941301,0.0,-4.301643943786621,-1.5162719319050665e-05,2.197008800506592,64800,3324.8333333333335,431,-1.5162719319050665e-05,0.001974914890403549,0.021953604742884637,9,0.0,0.0,6.2047896979796254e-06,0.001974914865180229,0.0,0.00157229849962597
-0.0018079119191194573,-0.0017982678177456061,0.0,-4.835707942644755,3.863863148581004e-05,2.197091507911682,72000,3324.8333333333335,438,3.863863148581004e-05,0.001408691680020032,0.017553768136228123,10,0.0,0.0,4.344676754423441e-06,0.001408691658677223,0.0,0.0012529384423331622
-0.0021408878228006264,-0.002073062319929401,0.0,-3.901811210314433,-1.0183125171655168e-05,2.197002633412679,79200,3324.8333333333335,444,-1.0183125171655168e-05,0.002159175463990929,0.024453145917505026,11,0.0,0.0,6.181362508073107e-06,0.002159175395111864,0.0,0.0015888853107007045
-0.0014644802431575954,-0.0014801131328567863,0.0,-5.5550004005432125,5.2745841945996595e-05,2.197192414601644,86400,3324.3333333333335,448,5.2745841945996595e-05,0.0006311551531932006,0.00855330607543389,12,0.0,0.0,1.3031440829536222e-06,0.0006311551279698809,0.0,0.0005439982919939391
-0.0013158981746528298,-0.0013146473250041405,0.0,-5.438628069559733,2.8156422839250202e-05,2.1971708297729493,93600,3324.3333333333335,451,2.8156422839250202e-05,0.0007891663107632969,0.009179540801172455,13,0.0,0.0,1.5011197679844676e-06,0.0007891663359866167,0.0,0.0011003515877356146
-0.0014107181962269048,-0.001427045577050497,0.0,-5.459773675600688,4.313657229886303e-05,2.1972024122873943,100800,3324.3333333333335,453,4.313657229886303e-05,0.0005829716062483688,0.006812387999768059,14,0.0,0.0,7.174991045152031e-07,0.0005829715800549214,0.0,0.0005277937160224354
-0.001431737595703453,-0.001422345587828507,0.0,-4.36301330725352,1.808914479018616e-05,2.1970873276392617,108000,3324.3333333333335,455,1.808914479018616e-05,0.0017750651983078568,0.021056872125094137,15,0.0,0.0,4.239692156697098e-06,0.001775065112936621,0.0,0.001245934010420542
-0.0012599412933923305,-0.0012734706668804088,0.0,-4.962335681915283,4.589759170509448e-05,2.197189211845398,115200,3324.3333333333335,460,4.589759170509448e-05,0.0006672067325174187,0.008859065764894088,16,0.0,0.0,1.29836720361709e-06,0.0006672067184505674,0.0,0.0005278821359801764
-0.0011764774564799923,-0.0011543712480700202,0.0,-4.434451949807701,4.224969721069521e-06,2.1971246157310627,122400,3324.027777777778,460,4.244964067751542e-06,0.0014431551515270103,0.01748371412241511,17,0.0,0.0,3.1906329082382864e-06,0.002486094976244858,1.999435047158234e-08,0.0009124764738053363
-0.0008348940206641115,-0.0008502451491572341,0.0,-4.120084748160902,2.8630826105168524e-05,2.1971905969690395,129600,3324.027777777778,456,2.863416005029104e-05,0.0007131527237479098,0.008728844369342797,18,0.0,0.0,1.0781191305988136e-06,0.0038166961726825255,3.3339683335768866e-09,0.0004881279587928252
-0.0008072299109393037,-0.00081766410894007,0.0,-3.8272017340243805,2.807604847338139e-05,2.197210720209848,136800,3324.027777777778,449,2.8076605320318765e-05,0.0005355171650563731,0.0064778604098040095,19,0.0,0.0,4.657840803721801e-07,0.004334238993690791,5.568371379984275e-10,0.00029723594736962
-0.000538247582411838,-0.0005485269930626029,0.0,-4.140744257744487,2.035301655127064e-05,2.197216790734202,144000,3324.027777777778,444,2.034823929132682e-05,0.0004036849533862964,0.004737216095201435,20,0.0,0.0,2.3201171870521428e-07,0.0038151813823177395,-4.777282339454187e-09,0.00017769636710182499
-0.0003753357143085893,-0.0003875386434776287,0.0,-4.757415898145821,1.815568625112195e-05,2.197218152514841,151200,3324.027777777778,438,1.8147143441410965e-05,0.00036197450549504045,0.004245304888246841,21,0.0,0.0,2.0136853866487473e-07,0.0033911166464757254,-8.542830600946318e-09,0.00015361836592857865
-0.00026778328420852884,-0.0002715335465988752,0.0,-4.300485851070869,7.198598255855126e-06,2.197218477962509,158400,3324.027777777778,434,7.19643059414146e-06,0.0003515234211924205,0.004226473588754377,22,0.0,0.0,1.9006592653590792e-07,0.0028179284009734406,-2.1676604873206357e-09,0.00014037098752028474
-0.00021208464557506855,-0.00021574985525755135,0.0,-4.92628146029654,8.245013298194173e-06,2.197220894467263,165600,3324.3333333333335,431,8.240584278791091e-06,0.0002512526287653109,0.0029998922885230658,23,0.0,0.0,1.2087703194969317e-07,0.003315834670902332,-4.429025876915047e-09,0.00010265705811115836
-0.00018371935015103964,-0.00017704697872128843,0.0,-5.236331862681126,-1.697379922466137e-06,2.197220274944785,172800,3324.3333333333335,428,-1.6973768992383777e-06,0.00025677535846156506,0.0029558046292520153,24,0.0,0.0,1.6319219111323682e-07,0.002823122132941804,3.021887883957885e-12,0.00011829597297647554
-0.00011609120320716381,-0.00011872534574765254,0.0,-4.814404372430983,5.747915896162572e-06,2.197222249526826,180000,3324.3333333333335,424,5.745608858909272e-06,0.00021316632302661298,0.00252153732495331,25,0.0,0.0,7.603834137732417e-08,0.0024994530059382755,-2.307032245664145e-09,8.015184235561381e-05
