epoch_idx,policy_entropy,value_loss,episode_length,P09:episode_rewards,policy_loss,explained_variance,grad_norm,frames,P01:episode_rewards,advantage_norm,fps,PMM:episode_rewards
35,1.363382488489151,0.005787998051819159,199.51,5.0,-0.0014840326671401271,0.9358579170703888,0.22903617299762863,280000,0.0,0.8471590948104858,215,1.79
36,1.3525046622753143,0.006296959773171693,197.67,5.0,-0.00025788171267777216,0.9286739194393158,0.24238074392526765,288000,0.0,0.8746547167003155,215,1.77
37,1.355000032186508,0.005215030102990567,196.31,5.0,-0.00048336761772588944,0.9328894168138504,0.2105948134691855,296000,0.0,0.8310311897099019,214,1.75
38,1.365548471212387,0.004044035856204573,197.79,5.1000000000000085,0.0010211940569570287,0.9477343308925629,0.1776922867708918,304000,0.0,0.7270743545889854,215,1.82
39,1.354091374874115,0.006760726595239248,200.37,5.1000000000000085,-0.0037228130523726576,0.923502363562584,0.24893051267610747,312000,0.0,0.889514000415802,215,1.88
40,1.3649915397167205,0.005018571012478787,206.11,5.0,-1.071978927939199e-05,0.9480888313055038,0.20274182724006706,320000,0.0,0.770313730686903,215,2.04
41,1.3575387394428253,0.006353736171731726,216.33,6.0,-0.0013905504974536598,0.9340708696842194,0.23327651298699745,328000,0.0,0.8979943388700485,215,2.25
42,1.346699537038803,0.00498677201976534,217.37,6.0,-6.11266503619845e-05,0.9547803890705109,0.20429897358037874,336000,0.0,0.7681323298811913,214,2.27
43,1.3564193391799926,0.010705057671875693,226.88,6.0,-0.003207771007437259,0.8188115185499192,0.33040542977162474,344000,0.0,1.2038799327611924,214,2.63
44,1.3357487869262696,0.007207033599261194,218.47,5.1000000000000085,-0.0016695559437357587,0.9018669015169144,0.23749844390195926,352000,0.0,0.9858827811479568,214,2.41
45,1.3488583433628083,0.0070320707006612795,206.67,4.0,-0.0011354433629458072,0.9159243959188461,0.2514904922665692,360000,0.0,0.9410336545109749,214,2.09
46,1.3603917837142945,0.007213105855626054,205.54,5.0,-0.0009382145921699703,0.9095101094245911,0.250183506088762,368000,0.0,0.9513487169146537,214,2.07
47,1.3420971941947937,0.0056874993053497745,208.9,6.0,-0.0015380549934343435,0.9352697920799256,0.22962251360438796,376000,0.0,0.8564392730593682,215,2.18
48,1.3596196269989014,0.010258355734404177,214.09,6.0,-0.0003972478350624442,0.8817782002687454,0.32080385320363647,384000,0.0,1.1563802215456962,215,2.36
49,1.3565409636497499,0.007888956485548987,205.01,5.0,-0.0010954236256657168,0.8994208037853241,0.2635267304153006,392000,0.0,1.0333108541369438,215,2.1
50,1.3244778668880464,0.015139836324378849,214.64,5.1000000000000085,-0.0026263501147332138,0.7044921958446503,0.37632416063703933,400000,0.0,1.4627195563912392,215,2.42
51,1.3205724465847015,0.013239549152785912,194.74,5.0,-0.0016769007232505827,0.6963784545660019,0.3641127165618964,408000,0.0,1.371498773097992,215,1.99
52,1.3469209945201874,0.006741329140495509,200.21,6.1000000000000085,-0.0014751139131840318,0.9305654317140579,0.2540881458911954,416000,0.0,0.9666219276189804,216,2.16
53,1.3461463034152985,0.007846319605014286,208.81,6.0,0.0004951484682533192,0.9076287442445755,0.2748304505947511,424000,0.0,1.0208073049783706,216,2.2
54,1.3325323498249053,0.012026746197370812,208.68,5.1000000000000085,-0.0012157006826600991,0.8596329301595688,0.3561231187001881,432000,0.0,1.2999949353933333,216,2.17
55,1.3509542798995973,0.009038373578805476,220.81,6.0,-0.0006748717107984703,0.8934381425380706,0.27366847032870645,440000,0.0,1.1193034866452216,216,2.42
56,1.347150330543518,0.007773779061390087,227.36,6.0,0.000972759043215774,0.9174004507064819,0.26727802118769406,448000,0.0,1.003563298881054,216,2.56
57,1.3516746819019319,0.011132787585956976,232.9,6.0,-0.002881246121087315,0.8681544989347458,0.3299589720274183,456000,0.0,1.2115011659264565,216,2.75
58,1.3438241803646087,0.008353292531101033,233.03,6.0,-0.0015485570504097268,0.911290875673294,0.2861375163719821,464000,0.0,1.0693447011709214,216,2.77
59,1.3420698308944703,0.007752595829078928,231.63,7.1000000000000085,0.0002250568481395021,0.918581531047821,0.26867129818722946,472000,0.0,1.0231578421592713,216,2.8
60,1.3399288141727448,0.0076317400240805,254.28,9.0,-0.0013990986668795814,0.9239432090520858,0.2707186940743601,480000,0.0,1.0243848690390587,216,3.37
61,1.342662925720215,0.008211428457289003,251.92,8.0,-0.001224585548552568,0.9029620921611786,0.2865831087941424,488000,0.0,1.0439244350790977,217,3.24
62,1.3181883573532105,0.009943010315764696,232.51,6.0,-0.0034400784259196373,0.8661518466472625,0.29998634489591486,496000,0.0,1.1802226519584655,217,2.77
63,1.279591861963272,0.009670731661608443,199.2,5.0,-0.0005085964972386136,0.8704794627428055,0.3219992927603974,504000,0.0,1.1845410150289535,217,2.09
64,1.2890764105319976,0.008437310645822435,219.94,7.0,-0.002541023274534382,0.8947927832603455,0.3073594532116741,512000,0.0,1.0899585595726966,217,2.8
65,1.3339218378067017,0.007381584633840248,233.6,7.0,-0.0010141385390306822,0.9186192768812179,0.2613180252325041,520000,0.0,1.0342810064554215,217,3.07
66,1.3158375430107117,0.007764513177098706,255.04,9.0,-0.0002991375816054642,0.9279387331008911,0.2751901187491919,528000,0.0,1.039734275341034,217,3.62
67,1.340445042848587,0.0075291013380046935,242.05,9.0,-0.00275732101930771,0.9141270869970322,0.26902161129397123,536000,0.0,1.0250355452299118,217,3.15
68,1.328131912946701,0.008846652964130043,251.27,9.0,-0.001820042353356257,0.8984738796949386,0.3068630919193204,544000,0.0,1.136621839404106,216,3.5
69,1.3009152674674989,0.009484237537253647,246.79,9.0,-0.0021203699173929637,0.8845370191335679,0.32251316256532137,552000,0.0,1.1773016774654388,217,3.44
70,1.3299068701267243,0.0101299870130606,253.48,9.0,-0.0016862353717442603,0.8954339390993118,0.321352068100122,560000,0.0,1.1644527280330659,217,3.65
71,1.3144055807590485,0.008744129560654982,257.08,9.0,-0.004534954280825332,0.897875868678093,0.3001121857526877,568000,0.0,1.1111241137981416,217,3.63
72,1.32292875289917,0.010865771602839231,247.91,9.0,-0.0021363522624596953,0.8912856197357177,0.361234226588616,576000,0.0,1.1087708261609077,217,3.37
73,1.3368777859210967,0.008595352093689144,252.78,9.0,-0.000332892954320414,0.8974594414234162,0.285679985133447,584000,0.0,1.1087662726640701,218,3.35
74,1.3313417279720305,0.008985110918292776,246.59,9.0,-0.002189099098322913,0.902638236284256,0.2790838065754052,592000,0.0,1.1326681035757065,218,3.23
75,1.3130000269412994,0.012614553135354072,248.04,7.0,-0.003058180719963275,0.8455698972940445,0.3550575241479849,600000,0.0,1.3559313189983369,217,3.29
76,1.3183252680301667,0.012691746749915182,260.27,9.0,-0.004591158805997111,0.854879480600357,0.37486861895057977,608000,0.9000000000000004,1.368269773721695,217,3.68
77,1.312411744594574,0.01365769537864253,265.83,9.0,-0.0037658404083049392,0.8325368881225585,0.4108340062733489,616000,1.0,1.415919538140297,217,4.0
78,1.2910766875743866,0.009979534987360239,256.14,9.0,-0.002997524323000107,0.8964303416013718,0.3082261981625591,624000,0.0,1.1975339424610139,217,3.75
79,1.3058664453029634,0.01256727305939421,252.1,8.100000000000009,-0.0021876109941513277,0.8792719870805741,0.3641815608230195,632000,0.0,1.3634948885440827,217,3.7
80,1.2726617908477784,0.013673875748645514,263.1,8.100000000000009,-0.0025643645200761965,0.8574427860975266,0.4108542199186253,640000,0.9000000000000004,1.4258076614141464,217,3.92
81,1.2824444198608398,0.013502050247043372,273.2,8.100000000000009,-0.005154709440539591,0.8563047009706497,0.40071459080790583,648000,1.0,1.39356094121933,217,4.3
82,1.281076272726059,0.013904839947354048,297.4,10.100000000000009,-0.0039420471270568665,0.8502577114105224,0.4019566898862382,656000,1.0,1.4282680296897887,217,5.23
83,1.2715862941741944,0.012445416715927422,295.45,10.0,-0.001565228845574893,0.8530816328525543,0.3689630598006255,664000,1.0,1.3583971667289734,217,5.29
84,1.273140423297882,0.01062711452599615,287.26,9.0,-0.0008281037784763612,0.8831014078855515,0.34270007876645225,672000,1.0,1.2478728079795838,217,5.05
85,1.2657427430152892,0.01414882326964289,282.64,9.0,-0.0035557056544348598,0.8255611217021942,0.38503286423937394,680000,1.0,1.4302762550115586,218,4.77
86,1.247729526758194,0.015363774639554321,285.23,9.100000000000009,-0.0028739478823263196,0.8232825326919556,0.43649098313986306,688000,2.0,1.5145188146829605,218,5.0
87,1.2434112060070037,0.015744253320153802,306.03,9.100000000000009,-0.007640347999986261,0.8373902779817581,0.42789547882664863,696000,2.0,1.5323852413892747,217,5.51
88,1.2346305441856384,0.013325980918016284,315.04,10.0,-0.0023487558658234777,0.8683705747127533,0.3897523416505821,704000,2.0,1.4077706360816955,217,5.85
89,1.2508479034900666,0.01436123287305236,314.52,10.0,-0.0040020087192533535,0.8378740072250366,0.4193372691763886,712000,2.0,1.4675301921367645,217,5.82
90,1.2544600439071656,0.015432081688195466,317.81,10.100000000000009,-0.004372628246201203,0.8289355546236038,0.4224688802687437,720000,2.0,1.5020046758651733,217,5.96
91,1.217152590751648,0.015548276568297296,320.1,11.100000000000009,-0.0015827039576834067,0.823706089258194,0.42455331925790574,728000,2.0,1.503530615568161,217,6.3
92,1.2212531888484954,0.021630332828499375,331.85,12.0,-0.004293643297860399,0.7088688969612121,0.5411868376726862,736000,2.0,1.7415663748979568,217,6.53
93,1.2490791225433349,0.01808871587039903,351.38,12.0,-0.0005711778273689561,0.7646363860368729,0.4560790027939596,744000,3.0,1.6476733577251435,216,7.11
94,1.2599324548244477,0.015366853100713342,361.44,12.0,-0.007213191564951558,0.8505925661325455,0.4357134069980745,752000,3.0,1.4587506288290024,216,7.45
95,1.2433584904670716,0.015644498402252793,364.41,11.100000000000009,-0.003457568851299584,0.81656802713871,0.4237843576407211,760000,3.0,1.5281044769287109,217,7.4
96,1.2221454966068268,0.01934873940423131,370.21,12.0,-0.00328206879166828,0.7408101505041123,0.4395188723606174,768000,3.0,1.7164308297634125,216,7.55
97,1.2378417313098908,0.01863233055919409,378.75,12.100000000000009,-0.00499379558255896,0.8149405801296234,0.46257119571664246,776000,3.0,1.6049408769607545,217,7.9
98,1.2251483193039894,0.01863374124048278,381.26,13.0,-0.005624049811740406,0.7566810810565948,0.4960453210448864,784000,3.9000000000000004,1.6454227668046952,217,8.02
99,1.2278230041265488,0.016668907741550356,380.87,13.0,-0.004687058514246018,0.8087424951791763,0.45023215503167224,792000,3.0,1.5813149511814117,217,7.88
100,1.217196364402771,0.016176703665405513,384.9,13.0,-0.0028825237654382363,0.8470238780975342,0.4176748827437976,800000,3.9000000000000004,1.5433005791902543,216,8.14
101,1.2132961142063141,0.015705041782930494,389.9,13.0,-0.006762273989152163,0.8620954602956772,0.44407011109340117,808000,4.0,1.5334354275465012,216,8.31
102,1.2012246131896973,0.018647699602879583,394.29,13.0,-0.004790683289756998,0.8133326363563538,0.46984427616495367,816000,4.0,1.6649391174316406,216,8.42
103,1.2044235599040984,0.017522630700841545,397.5,13.0,-0.005703732533293078,0.8316580659151077,0.4490689738904525,824000,4.0,1.6053138840198518,216,8.65
104,1.2412560844421388,0.013857455225661397,401.47,14.0,0.0011675777843629476,0.839090878367424,0.39690126417994664,832000,4.0,1.4451980358362198,216,9.04
105,1.2067857587337494,0.015103030502796173,388.83,14.0,-0.0017049357504583895,0.8397433471679687,0.4359296646738698,840000,4.0,1.5144981145858765,216,8.77
106,1.217385561466217,0.014565563625656069,390.1,14.0,-0.0046171827432408465,0.82464759349823,0.4125913874915861,848000,4.0,1.4862872385978698,216,8.56
107,1.11146537065506,0.015531717771664262,390.59,13.100000000000009,-0.006720541202230379,0.8269662564992905,0.44340443078259556,856000,4.0,1.5441659504175187,216,8.51
108,1.200943659543991,0.013476288001984358,390.48,13.0,-0.002636369142710464,0.846616849899292,0.37493698337267434,864000,5.0,1.4251261109113693,216,8.23
109,1.2046700620651245,0.01505293978843838,384.93,12.0,-0.004347291179233253,0.8314806854724884,0.42833450115473587,872000,4.0,1.5148455214500427,216,8.21
110,1.1957100164890289,0.016273506071884186,400.19,12.100000000000009,-0.006273693358052696,0.8311047178506851,0.44586202861545876,880000,5.0,1.5626436883211137,216,8.46
111,1.1761216974258424,0.017407561293803154,393.71,13.0,-0.004278673635562882,0.8272066694498063,0.4635211284817072,888000,5.0,1.6324410939216614,216,8.57
112,1.1727672970294953,0.01788284952286631,393.98,13.0,-0.007557694242423168,0.8135268223285675,0.4709515617352366,896000,5.0,1.6420712667703627,216,8.81
113,1.175115193128586,0.016005173823796213,395.9,13.0,-0.0031355704565066843,0.836107731461525,0.45041067296604914,904000,5.0,1.5539832162857055,216,8.78
114,1.1370934104919435,0.01889159222599119,399.47,13.100000000000009,-0.005523233186686412,0.7922599959373474,0.5004404440911709,912000,5.0,1.695169832110405,216,9.0
115,1.1384520739316941,0.018422939581796527,404.77,13.100000000000009,-0.0012459130957722664,0.7934690648317337,0.4812862075606219,920000,5.0,1.6614455485343933,216,9.28
116,1.131144186258316,0.018583508231677114,417.99,14.100000000000009,-0.006801480870228289,0.7823560291528702,0.48738978438880876,928000,5.0,1.6616380256414414,217,9.74
117,1.1605008327960968,0.017625097180716694,417.82,14.0,-0.005198975698513095,0.8005414921045303,0.48106542746018927,936000,5.0,1.636707911491394,216,9.61
118,1.1874768912792206,0.017762847379781305,426.04,15.0,-0.006067502815276384,0.806071093082428,0.4569993999917106,944000,5.0,1.6142523437738419,217,10.28
119,1.1727416813373566,0.02022122965194285,439.13,16.0,-0.004323443923203741,0.7842335379123688,0.4866052929674772,952000,5.0,1.7341589051485062,217,10.62
120,1.1127280434966087,0.02715822132420726,424.67,16.0,-0.007873317751800642,0.3825150400400162,0.6610899975035102,960000,4.0,1.8883979097008705,217,10.0
121,1.1578794503211975,0.01994380898308009,425.65,15.100000000000009,-0.008110219113877975,0.7791090846061707,0.4932018614106745,968000,4.0,1.7430750501155854,217,9.81
122,1.1650031793117523,0.019165930203162134,429.92,16.0,-0.006095733018009923,0.8118536573648453,0.5204964459944095,976000,5.0,1.7117927640676498,217,9.9
123,1.1343070292472839,0.018783646137453616,430.0,16.0,-0.003988837365759537,0.805773845911026,0.5086540843733863,984000,5.0,1.6852671682834626,217,9.63
124,1.165331596136093,0.016922330083325506,431.96,16.0,-0.0033744471869431437,0.8187492680549622,0.435353076072565,992000,5.0,1.6050571382045746,217,9.75
125,1.1884115171432494,0.014972110781818627,435.39,15.100000000000009,-0.007399270664427604,0.8435460269451142,0.42080298017391066,1000000,5.0,1.490319893360138,217,9.91
126,1.1703725963830949,0.016972725284285842,444.68,16.0,-0.0025320985619327985,0.7939586794376373,0.42194515658094955,1008000,5.9,1.59639279961586,218,10.3
127,1.1602691501379012,0.019213056326843798,447.1,16.0,-0.0031641574719105847,0.7882136446237564,0.4764264771313376,1016000,6.0,1.6890186363458632,218,10.5
128,1.1568339574337005,0.02076127695851028,450.18,16.0,-0.0030378119664965196,0.7889347404241562,0.5181629711477003,1024000,6.0,1.7862751841545106,218,10.76
129,1.1101507049798967,0.022823592238128184,450.1,15.100000000000009,-0.01305564756912645,0.7529152619838715,0.5796654509940086,1032000,5.9,1.785765038728714,218,10.59
130,1.1741895258426667,0.02226703939610161,444.19,16.0,-0.0008075431548058987,0.6942355906963349,0.5170428195532986,1040000,5.0,1.7553216409683228,218,10.37
131,1.1854277682304382,0.017453163797035813,439.41,15.100000000000009,-0.002938504333669698,0.816948520541191,0.44770956443307375,1048000,5.0,1.6257638627290725,218,10.36
132,1.2004196059703827,0.019894741121679545,452.29,16.10000000000001,-0.005336823940742761,0.7799526172876358,0.47346559744343175,1056000,6.0,1.7410105490684509,218,10.64
133,1.1997787261009216,0.019712671865709127,456.77,18.0,-0.003398557621985674,0.7752123850584031,0.4686716164856842,1064000,5.0,1.7176933842897415,218,10.95
134,1.171884571313858,0.01914785312488675,459.22,17.10000000000001,-0.004894903864769731,0.7978477621078491,0.4835691002321413,1072000,5.0,1.7077757436037064,218,10.99
135,1.17691636800766,0.018663211106322707,463.12,16.10000000000001,-0.006398174219066277,0.7826569151878356,0.48981685051694446,1080000,6.0,1.676066938638687,218,11.09
136,1.1876628625392913,0.02050152870826423,477.46,16.10000000000001,-0.0035192407883005215,0.7801284319162369,0.48723271555377456,1088000,6.9,1.7691105061769485,218,11.67
137,1.1854281687736512,0.020601971275173128,487.74,19.0,-0.005662649448931916,0.7922315120697021,0.5181024505262594,1096000,7.0,1.7664296340942383,218,12.09
138,1.1741495370864867,0.023255361593328416,490.84,18.10000000000001,-0.006979048222165147,0.7669344627857209,0.5565865113963536,1104000,7.0,1.8517994809150695,218,12.18
139,1.1772239708900452,0.02180465721525252,495.44,19.0,-0.004835089395783143,0.7827672392129899,0.5295457096227649,1112000,7.0,1.8171717190742493,218,12.26
140,1.1608378130197525,0.02331025205552578,502.19,19.10000000000001,-0.0029634638264542444,0.7659902822971344,0.5539532403636305,1120000,7.0,1.8688734948635102,218,12.7
141,1.1368153339624405,0.02310307800769806,514.22,20.0,-0.004678227864205837,0.7413138347864151,0.5643846437781974,1128000,7.9,1.8610585260391235,218,13.48
142,1.1775757217407226,0.022656984054483475,514.5,20.0,-0.00444895418419037,0.7451722157001496,0.542450685842367,1136000,7.0,1.8447790706157685,218,13.94
143,1.2076025319099426,0.01903338372707367,517.32,20.10000000000001,-0.0035059345399349696,0.8080714029073716,0.4721171504737385,1144000,8.0,1.6887510204315186,218,14.23
144,1.1884828770160676,0.02203092574607581,517.41,20.0,-0.007597797996277222,0.7523206353187561,0.5267033117979448,1152000,8.0,1.8311099153757096,218,14.24
145,1.14876922249794,0.021932017863728104,511.03,20.10000000000001,-0.0038134998362511397,0.7561610293388367,0.5617637726057255,1160000,8.0,1.8310423934459685,218,14.35
146,1.201234976053238,0.01947145801503211,505.51,20.0,-0.005299920685356483,0.8054482573270798,0.48451203660034303,1168000,8.0,1.7244927632808684,218,13.82
147,1.2186723446846008,0.0242882879357785,503.54,20.0,-0.0008771727513521909,0.7272655087709426,0.55664129646965,1176000,7.9,1.891758179664612,219,13.49
148,1.196019365787506,0.019767101905308664,496.31,19.0,-0.005941949088810361,0.7795094174146652,0.5160366573970844,1184000,7.0,1.7331706863641738,219,12.72
149,1.1886395752429961,0.019247265965677798,501.07,19.0,-0.00471249805903426,0.8006083726882934,0.5077652455222696,1192000,7.0,1.7046382963657378,219,12.79
150,1.1834884786605835,0.01938929992262274,487.43,19.0,-0.006881346022360049,0.8016926157474518,0.48089525612233025,1200000,6.9,1.7007815778255462,219,12.42
151,1.2010217821598053,0.01999249847140163,492.66,18.10000000000001,-0.004307155299902661,0.7955567616224289,0.5408274635360146,1208000,7.0,1.723744257092476,219,12.27
152,1.197812168598175,0.0218200493324548,487.08,19.0,-0.0029173957472085022,0.7248151677846909,0.5635629124694171,1216000,7.0,1.8119908946752548,219,12.28
153,1.1946878850460052,0.02251294409390539,481.51,19.0,-0.008846607103478163,0.7607947695255279,0.5368897524640056,1224000,6.0,1.8252816933393479,219,12.18
154,1.191977869272232,0.023553122631274164,465.25,19.0,-0.0060575632035033775,0.6834397161006928,0.5233185026403444,1232000,6.0,1.7406903862953187,219,11.65
155,1.1693759059906006,0.026142327492125333,468.73,17.200000000000017,0.0008442646253388375,0.7137898570299148,0.5849859718645207,1240000,6.0,1.975962519645691,220,11.89
156,1.151114730834961,0.02593086489010602,486.88,20.10000000000001,-0.012827264632796868,0.7384280717372894,0.5843514853180308,1248000,7.0,1.9565119051933288,220,12.69
157,1.1307890224456787,0.02412478021811694,497.71,20.10000000000001,-0.006195423383178422,0.730111335515976,0.6063978464690841,1256000,7.0,1.903219507932663,220,13.02
158,1.1357371175289155,0.023817763747647405,505.22,21.10000000000001,-0.007140505069401115,0.7477950984239579,0.5765431856256811,1264000,7.0,1.8890217530727387,220,13.43
159,1.1459980380535126,0.024430914632976055,526.22,22.0,-0.007305143412086181,0.7479368698596954,0.607754392138057,1272000,7.9,1.9103882896900177,220,14.46
160,1.1597591441869737,0.024957242351956666,543.96,23.10000000000001,-0.006438266218174249,0.7394580292701721,0.5932113688478852,1280000,8.0,1.9332550358772278,220,15.35
161,1.1630252134799957,0.02645809488836676,565.85,24.0,-0.010596907091094182,0.7097102445363999,0.5779858391891335,1288000,10.0,1.9895584797859192,220,16.61
162,1.1478624987602233,0.029020500532351435,571.8,24.0,-0.008924034785595723,0.711635103225708,0.6801924455914049,1296000,10.0,2.080203766822815,220,16.73
163,1.1729223906993866,0.025466843810863792,584.13,23.10000000000001,-0.004074124455219135,0.727974664568901,0.5921517175422584,1304000,10.0,1.9670445734262467,220,16.82
164,1.180506101846695,0.026855203453451396,584.33,24.0,-0.0095982651761733,0.7464229357242584,0.6088161124889244,1312000,9.9,2.0031154668331146,220,16.94
165,1.1454116970300674,0.02687036106362939,587.93,23.10000000000001,-0.007649210551462602,0.7356812196969986,0.6065793504415559,1320000,9.9,1.9984509027004242,220,16.86
166,1.091616816520691,0.026515097762458025,587.32,24.0,-0.003280453837942332,0.7466929596662522,0.6243218041944073,1328000,9.9,1.990405799150467,220,17.03
167,1.1536124265193939,0.028273516288027167,586.68,23.0,-0.009089303549990291,0.7290466398000717,0.6771851301284031,1336000,9.0,2.0656392979621887,220,16.61
168,1.164380090236664,0.024243449745699763,593.19,24.10000000000001,-0.0034644555300474165,0.7419614362716674,0.5508878641469193,1344000,9.9,1.909641580581665,220,16.69
169,1.166701363325119,0.03042086258996278,590.39,23.0,-0.007101549354847521,0.7149513983726501,0.6280761893682587,1352000,10.0,2.116965239048004,220,16.47
170,1.1385114639997482,0.02762452920433134,576.49,23.0,-0.009011572581075598,0.7443354427814484,0.5853542259500675,1360000,10.0,2.0536863946914674,220,16.05
171,1.130827832221985,0.026949375830590726,576.97,23.0,-0.005064186636009254,0.7223626512289048,0.6050771710378412,1368000,10.0,2.0301230537891386,220,15.97
172,1.1252863144874572,0.027551912725903092,583.83,23.0,-0.013227053563459776,0.7398718124628068,0.6289139582891403,1376000,10.0,2.0164311933517456,220,16.46
173,1.146640144586563,0.026378034960944204,585.7,23.0,-0.007579097256457317,0.7156103444099426,0.5886546171274503,1384000,10.0,1.991392646431923,220,16.5
