P01:episode_rewards,grad_norm,fps,frames,explained_variance,policy_entropy,avg_q_retraced,rollout_prob_std,q_loss,advantage_norm,episode_length,policy_gradient_bias_correction,P09:episode_rewards,epoch_idx,model_prob_std,policy_gradient_loss,policy_loss,avg_q_selected,PMM:episode_rewards
0.0,0.0008822399615258188,410,79200,-8.44698561032613,2.197107950846354,-0.0012163188735333581,0.0016045411330802986,2.3249049831974844e-06,0.012202975836892923,3325.0,0.0,0.0,11,0.0016045411253192772,1.7497478658394054e-05,1.7497478658394054e-05,-0.0012015647041456153,0.0
0.0,0.0006631243318189056,417,86400,-10.053781604766845,2.1971848885218304,-0.0010433306762327752,0.0009136397604985783,9.72543163394827e-07,0.007226027594879269,3324.5,0.0,0.0,12,0.0009136398051244518,2.6052821135635894e-05,2.6052821135635894e-05,-0.0010464914666954428,0.0
0.0,0.0010446243411799385,423,93600,-7.676476335525512,2.197138865788778,-0.001891207960822309,0.0011064462402525048,4.1461831301603524e-06,0.009798824305956562,3324.5,0.0,0.0,13,0.0011064462926393996,3.770030778014188e-05,3.770030778014188e-05,-0.0019011225066302964,0.0
0.0,0.0010686301743351504,427,100800,-12.69769501288732,2.1971197287241617,-0.0012642984744161367,0.0010677722690161317,1.6307509478489616e-06,0.008049946511164308,3324.5,0.0,0.0,14,0.0010677722554343443,2.713290914577726e-05,2.713290914577726e-05,-0.0012475640939859053,0.0
0.0,0.000658961422742671,430,108000,-9.500205532709758,2.1971589008967083,-0.0009506830111301194,0.0012513821731166294,1.5728008766776232e-06,0.009914842597208918,3324.5,0.0,0.0,15,0.0012513821847581616,9.809339220131126e-06,9.809339220131126e-06,-0.0009233390407947203,0.0
0.0,0.00037429555214102834,435,115200,-9.025846672058105,2.197198510169983,-0.0008524477753477792,0.0006763282173778862,6.270635116341813e-07,0.004709230448740224,3324.5,0.0,0.0,16,0.0006763282620037595,2.618339031149238e-05,2.618339031149238e-05,-0.0008732737313645581,0.0
0.0,0.0005636057771334753,435,122400,-9.088421090670996,2.1971673523244406,-0.0008148656133192754,0.0028299846699242365,1.4632568565001215e-06,0.009075297988795987,3324.722222222222,1.0752009103949631e-07,0.0,17,0.001139019688941069,2.4486851396320147e-05,2.4594371460760536e-05,-0.0008324649409919472,0.0
0.0,0.00048329349278395674,429,129600,-7.393296866104716,2.197192733221584,-0.0006581194535725184,0.004037548565450828,1.5259453949148737e-06,0.006696657795932085,3324.722222222222,3.472204867483426e-07,0.0,18,0.0007207110182912042,1.8005890765432052e-05,1.8353111216159266e-05,-0.0006676929810113043,0.0
0.0,0.00038173138579471395,421,136800,-10.34876487812152,2.1972055673020114,-0.000480695482185639,0.00457308412518595,6.994811862119384e-07,0.005254282288816289,3324.722222222222,5.481208554480897e-07,0.0,19,0.0006023841339551449,2.0012788327449398e-05,2.056090917093986e-05,-0.000501103530663545,0.0
0.0,0.00027374605049536094,415,144000,-9.087469368441395,2.197211343368525,-0.0002371852793004547,0.0036681664742843688,4.7071860165850605e-07,0.004868775863173015,3324.722222222222,2.3608790375501736e-07,0.0,20,0.0005208078041908618,2.555230412296561e-06,2.791318302590741e-06,-0.00022982025081062833,0.0
0.0,0.00021081938937183645,411,151200,-10.615288475524812,2.1972151976539975,-0.00018223760381044397,0.004067263803190721,3.259145619366907e-07,0.003991636915995355,3324.722222222222,3.447648556709556e-07,0.0,21,0.0004235955299546254,3.133078332673395e-06,3.477843201806316e-06,-0.00018363949738982007,0.0
0.0,0.00019907899944917936,406,158400,-11.38709261642562,2.197216500529536,-0.00016128762070568176,0.003986983143242671,3.513580827990486e-07,0.0039097021413747116,3324.722222222222,5.453778042178951e-08,0.0,22,0.00040732306659736897,1.7697703898225772e-06,1.8243081789814112e-06,-0.00016220976292701108,0.0
0.0,0.00015003503403911628,401,165600,-11.765111214957482,2.1972190167844845,-8.667412187196774e-05,0.0036508869612204503,2.4808628120231763e-07,0.0029909015063349516,3324.2916666666665,4.7673299764159565e-09,0.0,23,0.0003219928078104308,6.084086476883883e-06,6.088853809483053e-06,-9.442300382000563e-05,0.0
0.0,0.00026942467179717083,397,172800,-19.55256851873385,2.1972156525919684,-9.733122603089446e-05,0.003502258141051575,5.38874225851021e-07,0.003961786859103345,3324.2916666666665,-7.630941676476748e-08,0.0,24,0.0003550134361204174,5.631810585881415e-06,5.555501177101795e-06,-9.870862608141295e-05,0.0
0.0,0.00018299327519014192,394,180000,-12.501290963665834,2.197218344353494,-3.899243298559491e-05,0.0024628327432257057,3.297866435359602e-07,0.0032319002464900556,3324.2916666666665,-4.328737659431425e-08,0.0,25,0.00030549928040792505,3.3958177659179864e-07,2.962944080932306e-07,-3.617512706894681e-05,0.0
0.0,0.00011714393405914019,391,187200,-12.739677835362299,2.197221229180457,-3.6148483658894354e-05,0.002901823533193526,1.5066604816952337e-07,0.0024335755048123823,3324.2916666666665,-3.442298752215973e-08,0.0,26,0.0002615205656674955,7.178146913551088e-07,6.833916973760331e-07,-3.310726292078298e-05,0.0
0.0,9.253002003505842e-05,390,194400,-12.884654650662943,2.197222253222945,-5.495271629159963e-05,0.0020162828126595025,8.809447226338249e-08,0.0018907553925325696,3324.2916666666665,2.987926218825773e-08,0.0,27,0.00019755887968188736,-1.0536078869385826e-06,-1.0237286253593616e-06,-5.1714308223292504e-05,0.0
0.0,0.00011651543440234072,387,201600,-9.806350267564177,2.197221291528807,-7.885833151756924e-05,0.003212973402293982,1.6831483603497563e-07,0.0024065581256943807,3324.5333333333333,-1.2330884623953889e-07,0.0,28,0.00024141069469416318,5.719210819453461e-07,4.4861222426494133e-07,-7.706816015992704e-05,0.0
0.0,0.00011295299523855517,386,208800,-10.648347604773033,2.1972211767882897,-8.229815365339356e-05,0.0021362454475108215,2.4146141536481263e-07,0.002137819646012128,3324.5333333333333,-3.226484624166106e-08,0.0,29,0.00020106073655369982,1.2268749370286398e-06,1.1946100847868397e-06,-7.609976491434155e-05,0.0
0.0,0.0001318320930940858,384,216000,-14.838844373712979,2.1972210864475454,-0.00014179810855453263,0.002767212106361603,1.884851655144564e-07,0.002310168185707838,3324.5333333333333,-1.2345409883509873e-07,0.0,30,0.0002316110203545266,3.417117599583836e-06,3.2936635027185193e-06,-0.00014341122125337733,0.0
0.0,7.931875106959022e-05,382,223200,-11.316527843141051,2.1972226980407403,-0.00010912538122091392,0.003103467107010137,1.318657266845012e-07,0.0017579153687911075,3324.5333333333333,3.117037955445824e-08,0.0,31,0.0001823750901228046,2.2501210794138863e-06,2.2812914509196624e-06,-0.00010995217831574366,0.0
0.0,9.506665967912133e-05,381,230400,-21.184615000841166,2.197222267824506,-0.00011001624784035985,0.0023040560256329568,1.6792599646687723e-07,0.002000836288470531,3324.5333333333333,1.9810483553418825e-08,0.0,32,0.00019921340681523566,4.509806843275439e-06,4.529617325588227e-06,-0.00011397995078296514,0.0
0.0,7.895613831645942e-05,379,237600,-9.58554510803765,2.197222560136406,-8.041588830035825e-05,0.002030452133230264,6.11617496808108e-08,0.0017891712173056797,3324.5333333333333,-8.38927623936754e-08,0.0,33,0.00018718829180061844,2.792058616333518e-06,2.7081658463922997e-06,-8.33340159550052e-05,0.0
0.0,8.612841923372583e-05,377,244800,-11.274612870033454,2.1972226885166117,-6.186873785505696e-05,0.0027309190891086203,1.1408684262200335e-07,0.0019431709234889014,3324.652777777778,-7.317975555704632e-08,0.0,34,0.00017850611215041283,9.596125214374395e-07,8.864327683436079e-07,-6.049950093838754e-05,0.0
0.0,9.357340021304198e-05,376,252000,-11.60317076622888,2.197222173633399,-6.843845313226295e-05,0.0028294849846563215,1.640139999860034e-07,0.0017759385064117076,3324.652777777778,-3.7851759707842173e-08,0.0,35,0.0001666028598216414,2.802212127430292e-06,2.7643603696172307e-06,-7.070868401502526e-05,0.0
0.0,8.874790512249876e-05,374,259200,-22.679501320237204,2.1972225675507198,-5.150566539561874e-05,0.0024584579239365634,1.2540723656114346e-07,0.0017768510563581476,3324.652777777778,-2.6792649588883035e-08,0.0,36,0.00017345635582344024,2.7825762122593386e-06,2.7557835337976075e-06,-5.378606051264585e-05,0.0
0.0,9.921074459039872e-05,373,266400,-22.774569063281255,2.197222636594343,-2.2482616131922906e-05,0.0022268152979593356,1.6522645350852568e-07,0.002160695952571351,3324.652777777778,2.0795213215605047e-08,0.0,37,0.00018410523317326143,1.1674217686512343e-06,1.1882169827352804e-06,-2.3851975646039364e-05,0.0
0.0,5.592691377342989e-05,372,273600,-12.74147676911619,2.197223609269612,-2.3112532625651464e-05,0.0024353863897170493,3.668481887955512e-08,0.0013168474357606766,3324.652777777778,-5.210202194424103e-08,0.0,38,0.00013431242405391775,-3.8939543208084075e-07,-4.4149745547774687e-07,-2.115900972042828e-05,0.0
0.0,7.49151780711488e-05,371,280800,-9.574068946455206,2.1972230508403165,-5.9647077406398674e-05,0.0020585580034913433,9.734916878517332e-08,0.0017834431455522129,3324.5476190476193,-1.2926071038224209e-08,0.0,39,0.00017329479388702147,-1.0746211099762113e-06,-1.0875471810539102e-06,-5.691753188683055e-05,0.0
0.0,7.303630092563074e-05,370,288000,-13.080044963085461,2.1972237808836828,-3.616471817987566e-05,0.0023646244162513794,7.287137574696565e-08,0.0014833477471805213,3324.5476190476193,-7.355787839886696e-08,0.0,40,0.00012762008728201644,2.3445131348955067e-06,2.270955253279284e-06,-3.9296556258737576e-05,0.0
0.0,9.992126004074476e-05,369,295200,-10.741753303612036,2.197222095800455,-2.6396799308226597e-05,0.0023506315904905073,2.2747368664228985e-07,0.001784446550944787,3324.5476190476193,-1.9298411141714194e-08,0.0,41,0.00016111051692869826,3.586026813029512e-06,3.5667284028351876e-06,-3.4581645653964524e-05,0.0
0.0,6.18322319760891e-05,368,302400,-14.193146954068432,2.197223926208637,1.5978796610151374e-05,0.001939021989205998,8.084944270302735e-08,0.001347467606964524,3324.5476190476193,9.022181982814686e-09,0.0,42,0.00012122254718169112,-1.1937889239266132e-06,-1.1847667411486674e-06,1.881772647445535e-05,0.0
0.0,7.022570986907967e-05,367,309600,-16.023371494256317,2.1972235163904372,2.91842147372658e-06,0.0018948884319105212,7.137817017480825e-08,0.001581186202964033,3324.5476190476193,-3.0070240200075205e-08,0.0,43,0.00014312360474547412,-1.0422465224220405e-06,-1.0723167635695058e-06,3.758291858681722e-06,0.0
0.0,6.758410445524467e-05,366,316800,-26.204593788877368,2.1972236952611377,-5.865266911961626e-07,0.001491830209280694,1.118587037915359e-07,0.0014479813770294496,3324.5476190476193,-2.1120011954479425e-09,0.0,44,0.00013422374179021464,1.3760656329861233e-06,1.3739536324504649e-06,-3.0709656251458125e-06,0.0
0.0,5.675840544769795e-05,366,324000,-12.951951992369832,2.1972238499399217,1.3357300412734739e-05,0.0022513773771501407,5.654528110151728e-08,0.001366358594603962,3324.6666666666665,-3.187199872122114e-08,0.0,45,0.0001294194203771281,-8.754701300335323e-07,-9.073421233230492e-07,1.535576808625668e-05,0.0
0.0,8.251830880765119e-05,365,331200,-16.690261984741877,2.197223479952762,-1.0085971672327427e-05,0.001645352328726502,1.470618823798695e-07,0.001649558067807573,3324.6666666666665,-2.3038204233216675e-08,0.0,46,0.00013034037103849458,-7.443589871536431e-07,-7.673971909131646e-07,-7.976426393235268e-06,0.0
0.0,5.6846396925250166e-05,364,338400,-21.27702936439287,2.197224023957101,1.7846730340928778e-05,0.0023469067294235946,7.400673114619708e-08,0.0012095730628038474,3324.6666666666665,-2.5698179134299913e-08,0.0,47,0.00011807984350063694,1.9847048024928653e-06,1.959006624179637e-06,1.3113637572497772e-05,0.0
0.0,4.133351976267205e-05,363,345600,-18.281039420700573,2.197224190575736,5.1441012272373274e-05,0.0014400000092215008,4.815680016907918e-08,0.00108101473667659,3324.6666666666665,-2.25183338990162e-08,0.0,48,0.00011298176297550621,-1.661509095821123e-06,-1.6840274374317837e-06,5.2392632382722294e-05,0.0
0.0,3.948595388524772e-05,363,352800,-16.314128513927496,2.1972243769395923,3.050042047036749e-05,0.0019740766323056705,3.986687049346535e-08,0.0009632590405982185,3324.6666666666665,-1.6390610113603542e-08,0.0,49,9.523557651981547e-05,-1.705462397964638e-06,-1.7218530072098008e-06,3.2477863213833706e-05,0.0
0.0,4.563718067769685e-05,362,360000,-12.225276586962126,2.1972240823128866,4.392497604401893e-06,0.002387704902461164,2.5586870271731942e-08,0.0012356276243533808,3324.67,-2.382361758337639e-08,0.0,50,0.00012401322068326986,-7.383779939073426e-07,-7.62201608743287e-07,6.169195943020746e-06,0.0
0.0,4.06701937215242e-05,361,367200,-11.84040113658989,2.197224489420638,1.0672952165162703e-05,0.0016748118222168317,2.006266048166199e-08,0.0009874834551068554,3324.67,5.168780414048039e-09,0.0,51,9.564665649526399e-05,6.468648460179519e-07,6.520336290846928e-07,8.844893266132766e-06,0.0
0.0,9.747322540897994e-05,361,374400,-20.127636577575583,2.197223075225756,2.996864427697782e-05,0.001951910024729134,1.6340944172281855e-07,0.0018449692947658449,3324.67,-1.4785660877376154e-08,0.0,52,0.00014959552263657573,-5.1994038687349814e-08,-6.67797156545712e-08,2.905922684400909e-05,0.0
0.0,3.4560109921333674e-05,360,381600,-13.67359869771849,2.197224515458894,2.7003041040201923e-05,0.0019487353524527142,3.703682547183914e-08,0.0009236274601573228,3324.67,-3.698108319983151e-08,0.0,53,9.143997064158188e-05,-1.5731995954512235e-06,-1.6101806761542869e-06,2.933123508146094e-05,0.0
0.0,4.8051423321222414e-05,359,388800,-11.651031311441349,2.1972240839843393,2.5838991970140848e-05,0.0017396978036285198,4.166658616238085e-08,0.0012156150099360307,3324.67,1.2940817050043226e-09,0.0,54,0.0001140886270813671,-8.917399773596173e-07,-8.904458925913845e-07,2.6116598963449604e-05,0.0
0.0,4.040056007884994e-05,358,396000,-19.567515673120184,2.1972245388970806,2.2707806008402112e-05,0.0019538804336500367,5.361163241732103e-08,0.001020986611822043,3324.67,-1.996160796855248e-08,0.0,55,9.348585477548194e-05,1.740675925149982e-08,-2.554852117648173e-09,2.3077096641930826e-05,0.0
0.0,4.3619896582530295e-05,357,403200,-13.804522539717814,2.1972243019859627,3.3933917048494736e-06,0.0015670269612606867,3.671903732045686e-08,0.001093925160165151,3324.64,-3.8346814316507034e-10,0.0,56,0.00010680062784525,-5.815112020262631e-07,-5.818946692457227e-07,4.802699229981406e-06,0.0
0.0,6.150800148654607e-05,357,410400,-10.878017612336174,2.197223947691539,7.4957833761127e-06,0.0022913509592513395,1.1147800935023511e-07,0.0012915282749533601,3324.64,-1.2616215342554761e-08,0.0,57,0.00010620166530922386,9.90070385933632e-07,9.774541682689841e-07,2.038480028976824e-06,0.0
0.0,4.540561174651566e-05,356,417600,-17.719079652307354,2.1972242799569,2.4578112595062916e-05,0.0015421379203522667,4.1276594297805405e-08,0.0010351363501565766,3324.64,6.315297113475921e-09,0.0,58,0.0001042558716544013,6.366968410208615e-07,6.43012136194443e-07,2.2077883890213912e-05,0.0
0.0,3.654048921102882e-05,356,424800,-15.17759701818701,2.1972244266574346,3.687319312182918e-05,0.0011636171685503536,4.042210833607534e-08,0.0009275529629845339,3324.64,5.745182344677839e-10,0.0,59,9.734168085297444e-05,-9.617023453113678e-07,-9.611278266032051e-07,3.617700972691641e-05,0.0
0.0,3.693458799001696e-05,356,432000,-28.868495846330802,2.19722463364639,2.173514338535045e-05,0.001075137017157146,3.4410836483053033e-08,0.0008483027641531404,3324.64,0.0,0.0,60,8.022908212096592e-05,-7.517319654575332e-07,-7.517319654575332e-07,2.2628030552243272e-05,0.0
0.0,5.126497919985565e-05,355,439200,-17.443310697131743,2.1972242092808143,5.070861967250262e-06,0.0015275288266442773,3.989198312087545e-08,0.0012641361075080779,3324.66,-7.662650776321712e-09,0.0,61,0.00011520822616426737,-4.205868098624641e-08,-4.9721328246236214e-08,6.253165624912038e-06,0.0
0.0,3.570547703206195e-05,354,446400,-19.365923428790907,2.1972246645777314,2.818034692165447e-06,0.0021388538710376964,5.47772945775875e-08,0.0008431423907741047,3324.66,-1.5492957483915456e-08,0.0,62,7.80804784260177e-05,-2.602859722207348e-07,-2.75778929447572e-07,2.4570534105606307e-06,0.0
0.0,7.004877661811033e-05,354,453600,-12.077986036674112,2.197224211039997,-3.257798456318292e-05,0.0011473814266428771,8.001113318277084e-08,0.0013816985609819928,3324.66,-7.316865454261764e-09,0.0,63,0.00010868167117657241,-9.176360431325601e-07,-9.249529052709558e-07,-3.06829120489422e-05,0.0
0.0,2.9447171434860724e-05,354,460800,-20.620093383060563,2.1972246476392896,-9.638920609685128e-06,0.0016773492952601706,3.211379113122221e-08,0.0007080529155780188,3324.66,-4.883456231989196e-09,0.0,64,7.871896794713825e-05,1.1382948427718542e-06,1.133411386525062e-06,-1.1666239895756714e-05,0.0
0.0,3.069526741612445e-05,353,468000,-17.205937371405344,2.197224676665806,-1.1886195202496e-05,0.0011713831199753374,2.234182161253855e-08,0.000883207557309929,3324.66,-2.9919085063413934e-09,0.0,65,8.65674928690212e-05,-3.314216012860978e-07,-3.344135097315355e-07,-9.962286209041766e-06,0.0
0.0,3.033195494111717e-05,352,475200,-16.753541975923316,2.1972247563594234,-8.817177686227694e-06,0.0023192029297784975,3.6045271481431875e-08,0.0007833156048585776,3324.66,7.412321530462154e-10,0.0,66,7.747107932951025e-05,1.5043684126465302e-06,1.5051096462539331e-06,-1.132154281809904e-05,0.0
0.0,3.772575919712467e-05,352,482400,-11.274133361640576,2.197224506650652,-4.1023270949837245e-06,0.0014621652806330707,2.9844710553077846e-08,0.0010169535743814386,3324.8,-5.35625083052259e-09,0.0,67,9.144239615804461e-05,-8.340969880777107e-07,-8.394532398556236e-07,-1.922709603970626e-06,0.0
0.0,4.8032891392414224e-05,352,489600,-13.975885961472041,2.19722440078145,-2.78869655612075e-05,0.0017978262169413028,5.47260890804152e-08,0.001039265509973611,3324.8,5.645830647438288e-09,0.0,68,8.646083816341753e-05,-4.1141547023633007e-07,-4.057696353453726e-07,-2.5320479151448114e-05,0.0
0.0,3.055948520739288e-05,352,496800,-15.347667552403042,2.1972247670062637,-1.9296608887975585e-05,0.0017348464692048809,2.6530639086309622e-08,0.0007372577462463778,3324.8,-7.986920043852782e-09,0.0,69,7.600373868556998e-05,4.838365198311229e-07,4.758496001030669e-07,-1.9897662283487952e-05,0.0
0.0,2.9332841763458294e-05,352,504000,-15.810311139812544,2.1972246496544945,-6.948717507521888e-06,0.0010700983126045887,2.9314632549165685e-08,0.0007907628515088632,3324.8,1.4154018599141537e-09,0.0,70,8.404269938045404e-05,7.282309600389583e-07,7.29646363852865e-07,-9.258601764307128e-06,0.0
0.0,3.0499382259875203e-05,351,511200,-20.11079618232591,2.197224774057903,9.801106192899594e-06,0.0015295476055709714,3.6836871337866516e-08,0.00079526420641099,3324.8,-1.2196342991628518e-08,0.0,71,7.322404018659364e-05,-6.493602354719374e-07,-6.615565786412016e-07,9.68082990457193e-06,0.0
0.0,3.146431491388262e-05,351,518400,-13.124641041165937,2.197224519713215,1.6322426133551288e-05,0.0015201412449151676,2.69717200502511e-08,0.0008899004400521495,3324.76,-7.039054929060108e-09,0.0,72,9.462915682770809e-05,3.650420682080663e-07,3.580030131211078e-07,1.3809709809431637e-05,0.0
0.0,2.819160952116851e-05,351,525600,-16.94695591907653,2.1972248618281074,2.4361766955728e-05,0.0013864082700390805,2.0014663604505474e-08,0.000709970786803809,3324.75,8.065303464242054e-10,0.0,73,6.706655728965501e-05,-1.3483743269129867e-06,-1.3475677956733086e-06,2.625096143388433e-05,0.0
0.0,3.8475872817341216e-05,351,532800,-14.168520036935806,2.197224692267085,1.3052036617677137e-05,0.0010989469527829074,3.359494823770195e-08,0.0008894878045043336,3324.75,-2.0955933953734205e-09,0.0,74,7.780439667060687e-05,-5.209228458687969e-07,-5.230184392734221e-07,1.3894248934478682e-05,0.0
0.0,2.4569437984138108e-05,351,540000,-23.492961679943026,2.1972248993128067,1.0124644683408345e-05,0.001298365339506229,2.24755061422543e-08,0.0006306996819204783,3324.75,4.5309048365046085e-10,0.0,75,6.51802372883883e-05,-5.946089225676115e-07,-5.941558325181816e-07,1.1136256995792606e-05,0.0
0.0,3.262866599851286e-05,351,547200,-15.349823847094541,2.197224700331057,7.784707714433256e-06,0.0014702985710907282,3.221018397799829e-08,0.0008678968144724624,3324.75,4.5019306519010105e-09,0.0,76,8.346652721417148e-05,3.8420948239070325e-08,4.292287072536908e-08,7.961903401570034e-06,0.0
0.0,3.2194407946286124e-05,350,554400,-13.3179949837493,2.19722479328764,9.961818294246812e-06,0.001421053686287965,1.7296792510136196e-08,0.000820731849975881,3324.75,-4.316232266977937e-09,0.0,77,7.175093921653839e-05,-6.893787636434129e-07,-6.936949964551402e-07,1.0298217163704073e-05,0.0
0.0,3.243479625386662e-05,350,561600,-13.82189290576511,2.197224676539658,1.4669285018066145e-05,0.0010531851959362025,2.3220206062164977e-08,0.0008688231275316856,3324.73,1.1266981421916473e-09,0.0,78,8.421433880310736e-05,-6.356886583292214e-07,-6.345619603765079e-07,1.5097015224576523e-05,0.0
0.0,3.170198833047483e-05,350,568800,-15.444347688157206,2.197224805879157,1.8526412189558096e-06,0.0012470967153584839,2.8838319607469265e-08,0.0007547330034915311,3324.73,-6.233180038110951e-10,0.0,79,6.770726418181406e-05,2.1337617722570474e-07,2.127528592692631e-07,4.3381131183135673e-07,0.0
0.0,2.894095983587514e-05,349,576000,-12.447863646499695,2.197224869132042,2.097320110710681e-05,0.0013267418183676859,2.124893191842834e-08,0.0007446895577998345,3324.73,-9.377310523850909e-10,0.0,80,7.271994747645929e-05,-5.835341380882184e-07,-5.84471865129632e-07,2.0922280248340834e-05,0.0
0.0,2.3762715819514375e-05,349,583200,-18.01622442996003,2.1972249203653735,1.4245389839188293e-05,0.0012316161579862559,1.7215175072555097e-08,0.0006524757050833794,3324.73,-1.2783790038351494e-08,0.0,81,6.157296481050585e-05,-2.40427192956212e-07,-2.5321098315810113e-07,1.5463055756624402e-05,0.0
0.0,2.641036481000667e-05,349,590400,-22.020842266896413,2.1972249375449286,1.1778622964092688e-05,0.0009949989969307656,1.4331897557680382e-08,0.0007122413171229767,3324.73,7.635616307134618e-10,0.0,82,6.541290982571779e-05,-9.753249076938615e-07,-9.74561346217099e-07,1.36016626310363e-05,0.0
0.0,3.468830845426931e-05,349,597600,-17.469781461834273,2.1972246822225983,-4.039882912845852e-06,0.0015704741255962572,1.7896669097560138e-08,0.0009463287759182196,3324.73,-1.553410515084705e-08,0.0,83,8.460411358198276e-05,-1.2345795262350767e-06,-1.2501136290135005e-06,-2.152495023379152e-06,0.0
0.0,3.197871485083918e-05,349,604800,-33.24474549903756,2.197224915936453,-4.61359741008151e-06,0.0008131749604268137,2.359396312384036e-08,0.0007165675124042253,3324.78,2.1201767960324756e-10,0.0,84,6.276198343519026e-05,1.3920721570542466e-06,1.392284175427475e-06,-6.642111914823077e-06,0.0
0.0,3.657008697615731e-05,348,612000,-11.97761512222744,2.197224807985245,1.2715363056477442e-05,0.000995547037364376,3.377308770127477e-08,0.0008462852416241297,3324.78,-1.3653092878485041e-09,0.0,85,7.229443987182008e-05,-4.627642766509769e-08,-4.764173698255214e-08,1.2539513319419863e-05,0.0
0.0,1.7837107091049165e-05,348,619200,-17.445722000737668,2.1972249810090143,2.2824341670303226e-05,0.0005588263829156584,1.2231167488203049e-08,0.0005061194864059458,3324.78,0.0,0.0,86,5.7483743060272124e-05,-4.2961432799002203e-07,-4.2961432799002203e-07,2.2354549959494177e-05,0.0
0.0,2.296287976576411e-05,348,626400,-15.126939995257311,2.1972248738909523,3.4168125928450084e-05,0.0005222993382170821,1.67594609746524e-08,0.0006981764289803947,3324.78,0.0,0.0,87,7.358600159357343e-05,-2.6875565274553774e-07,-2.6875565274553774e-07,3.328959561400629e-05,0.0
0.0,1.779192834127028e-05,348,633600,-15.144452909679009,2.1972250168474896,3.502319555601779e-05,0.0004218042975059362,1.165356954738644e-08,0.0005440284397643091,3324.78,0.0,0.0,88,5.759230469849658e-05,-6.422571923354638e-07,-6.422571923354638e-07,3.489782687582255e-05,0.0
0.0,2.0788486959542376e-05,347,640800,-14.735180057463824,2.1972248216407007,3.37492620927526e-05,0.0004150241026452273,1.4054821530763965e-08,0.0006316272542577888,3324.74,0.0,0.0,89,6.808858198812435e-05,-1.144207221072495e-06,-1.144207221072495e-06,3.44864321775839e-05,0.0
0.0,4.4046642239588074e-05,347,648000,-21.091348783440058,2.1972243155373468,2.7141333435515157e-05,0.0003014601247267971,5.3264315732793704e-08,0.0008791209738976451,3324.74,0.0,0.0,90,6.821903270330647e-05,-3.247434545906221e-06,-3.247434545906221e-06,3.282828898666897e-05,0.0
