value_loss,grad_norm,fps,P09:episode_rewards,P01:episode_rewards,policy_entropy,epoch_idx,policy_loss,explained_variance,frames,advantage_norm,PMM:episode_rewards,episode_length
0.1778395498043392,5.462362917208475,321,3.0,0.0,1.1716131876409053,1,-0.034068595515564085,-2.0134128671884537,8000,2.705529039800167,1.2926829268292683,175.4390243902439
0.011397551854915946,0.24570146490912081,260,3.0,0.0,1.3686829698085785,2,0.0017940217745490371,-0.16576515078544618,16000,1.0352466372400522,1.2777777777777777,175.53333333333333
0.012401055453592562,0.2481789111035696,264,2.1000000000000085,0.0,1.3656469535827638,3,0.0019519330982438988,-0.05335525453090668,24000,1.131875397749245,1.1,168.71
0.013583676317721257,0.27684998348715995,267,3.0,0.0,1.3607730424404145,4,0.0010503810981754213,-0.007255478501319885,32000,1.2298649835586548,1.13,168.47
0.04913645717257168,0.8722225365973741,269,3.0,0.0,1.3243113577365875,5,-0.008286008060676977,-0.09104991972446441,40000,1.7673332360386849,1.34,174.91
0.011560962917574216,0.25689079506975704,271,3.0,0.0,1.3641528403759002,6,0.00262569253833135,0.05313578188419342,48000,1.1214414475858212,1.32,175.52
0.01520517876953818,0.41042583705553953,272,3.0,0.0,1.3711374300718306,7,0.004105700452346355,-0.2318474543094635,56000,1.2621662326157093,1.17,173.06
0.016158897242858076,0.4308040270253482,275,3.0,0.0,1.3525573658943175,8,-0.0007228325592586771,0.06931410908699036,64000,1.2992092576622962,1.16,173.81
0.014253065287775826,0.3934489895966005,274,3.0,0.0,1.3700880980491639,9,0.0022780973149929195,0.2793539583683014,72000,1.3080903331935405,1.2,174.58
0.012137512908375357,0.35773031645711934,275,2.1000000000000085,0.0,1.3803023397922516,10,-0.004477828015660634,0.3343836772441864,80000,1.238636453449726,1.06,167.9
0.01448589158593677,0.4028706715590091,275,3.0,0.0,1.3670672214031219,11,-0.0024078538011235652,-0.10298093974590301,88000,1.3499266231060028,1.27,175.03
0.01199612273951061,0.3730821750314761,275,3.0,0.0,1.3705500340461731,12,-0.0014225939696189017,0.4757448434829712,96000,1.2587021672725678,1.48,183.64
0.014138211886165663,0.4344513053474104,277,4.0,0.0,1.3789989304542543,13,-0.002689757018961245,0.5894325071573258,104000,1.3691181662678718,1.64,188.42
0.013335939383832738,0.3752342405612242,278,4.0,0.0,1.3645963203907012,14,-0.00041789404349401593,0.7013407415151596,112000,1.3807433938980103,1.73,192.59
0.012662589059909806,0.390843163440439,279,6.0,0.0,1.378711973428726,15,-0.0028015499108732913,0.7115450727939606,120000,1.3025946298241615,1.79,196.13
0.012847189106396399,0.4366775781837201,280,4.1000000000000085,0.0,1.366162258386612,16,-0.003207393965567462,0.7609148448705674,128000,1.3427400746941567,1.58,188.77
0.01115011387737468,0.37299571719242086,280,5.0,0.0,1.3537893569469452,17,-0.0018578805710421876,0.8503970068693161,136000,1.2801106119155883,1.74,196.19
0.008200904128025287,0.3094037505462925,280,6.0,0.0,1.351221125125885,18,-0.002506621631764574,0.8913497251272201,144000,1.0800717586278916,2.02,207.04
0.008038451561587863,0.2697951605935618,281,5.1000000000000085,0.0,1.3426863658428192,19,-0.000512792382214684,0.8872133302688598,152000,1.0483671417832374,2.2,211.55
0.05583968325634487,0.9130436446152872,282,5.200000000000017,0.0,1.3137363785505294,20,-0.0025246574579796286,0.8506724148988724,160000,1.3384972077608108,2.35,216.61
0.008935599538963288,0.34285213928228886,283,8.0,0.0,1.3292634177207947,21,-0.004827443864778616,0.9157531470060348,168000,1.1003930446505548,2.31,210.49
0.006198664163821377,0.2752619376231944,284,5.200000000000017,0.0,1.3348084056377412,22,-0.001581552919233218,0.933014577627182,176000,0.907132853269577,2.35,216.24
0.007615722987684421,0.2849138612349826,284,7.0,0.0,1.3548618018627168,23,-0.001039042854681611,0.9204582422971725,184000,1.0022821307182312,2.24,211.57
0.005953238478396088,0.2661072190644053,284,6.1000000000000085,0.0,1.3455921518802643,24,-0.001181648364290595,0.9375324279069901,192000,0.8888904061913491,1.97,200.21
0.0043982576022972356,0.22082571753765204,284,7.1000000000000085,0.0,1.3422541785240174,25,-0.0006175277996226214,0.9402743059396744,200000,0.7591973523795604,2.27,209.04
0.0070128367297002114,0.27515269706634343,284,8.100000000000009,0.0,1.3557501769065856,26,1.9850129319820553e-05,0.8902399027347565,208000,0.9564214122295379,2.44,213.31
0.005926984929246828,0.23500745797693132,284,8.0,0.0,1.3338514268398285,27,-0.0011967626551631838,0.9318053251504899,216000,0.8720007944107055,2.36,215.42
0.005159446569741703,0.25170228132904787,284,5.0,0.0,1.3379929602146148,28,0.00026632460590917615,0.9355179423093796,224000,0.7479224433004856,2.07,207.63
0.005781424183514901,0.25464659170129444,285,5.0,0.0,1.349756783246994,29,-0.0009866236386005768,0.9356029069423676,232000,0.8500621563196182,1.71,195.86
0.0031307347372057847,0.1815700290987435,285,5.0,0.0,1.3399654746055603,30,-0.0013127375433396081,0.9691676497459412,240000,0.639943385720253,1.84,202.1
0.005436220200790558,0.23972409894443966,285,5.0,0.0,1.3506677424907685,31,-0.0004363583162194118,0.9287492042779922,248000,0.8435268718004226,1.9,202.73
0.004331953465298284,0.19389568745262206,285,5.0,0.0,1.3527499568462371,32,-0.0009494004429870984,0.9425260436534881,256000,0.73952606767416,1.79,198.63
0.003081008501176257,0.17293213722558726,286,5.0,0.0,1.3467794275283813,33,-0.0005078068356669974,0.9673732304573059,264000,0.6334523320198059,1.62,192.02
0.0033406388518051246,0.1732557010382859,286,5.0,0.0,1.3513641774654388,34,-0.0011926658764423337,0.9591296565532684,272000,0.6244411227107048,1.61,189.63
0.003479648560169153,0.15928666127134866,286,5.0,0.0,1.361011824607849,35,-6.79818491903461e-05,0.9498444974422455,280000,0.608802680671215,1.62,188.76
0.0033902407594723627,0.16552107304117716,287,5.0,0.0,1.3602019464969635,36,-0.0006460862301173619,0.9669155514240265,288000,0.6655516296625137,1.49,183.4
0.003449098978890106,0.17227742391560408,287,5.0,0.0,1.349447764158249,37,-0.0006256025488255545,0.9621437287330628,296000,0.655250802487135,1.84,195.91
0.0036345083185005934,0.1646054118823657,287,5.0,0.0,1.3545706367492676,38,-0.000143057040986605,0.9617649465799332,304000,0.6516758443415165,1.85,198.88
0.00471253724390408,0.19903897265935477,287,5.0,0.0,1.3482743787765503,39,-0.0009283469790170784,0.9562352609634399,312000,0.7612585020065308,2.17,208.84
0.0034466998334391975,0.17190312974877295,287,6.0,0.0,1.3563447880744934,40,-0.0014177153748460114,0.9656995648145675,320000,0.6492326305806637,2.31,214.4
0.007821184163913131,0.2548798221160585,288,6.0,0.0,1.3648210632801057,41,5.217491496296134e-05,0.8662631756067276,328000,1.013656461238861,2.24,213.44
0.003498397514922544,0.17709293601497145,288,5.0,0.0,1.3534052646160126,42,-0.0012832102694483184,0.9657268387079239,336000,0.6811699804663658,2.18,211.06
0.0033115134287800174,0.17315068625414612,288,5.0,0.0,1.3542197597026826,43,-0.00026975018612574787,0.9631392014026642,344000,0.6226258859038353,1.85,199.02
0.0035353573062457144,0.1711293237179731,287,5.0,0.0,1.366282023191452,44,-0.0007052701432257891,0.9605313408374786,352000,0.638564695417881,1.87,197.7
0.004350359346426557,0.17585924291998276,287,5.0,0.0,1.3405471813678742,45,-0.0015417002804315417,0.9576044178009033,360000,0.7081585949659348,1.69,191.14
0.003121055217052344,0.15481895387117625,287,5.0,0.0,1.3381504154205321,46,-0.0004904660696593055,0.9715374374389648,368000,0.6224412971735,1.89,199.73
0.006197359597426839,0.23526859404431127,287,6.0,0.0,1.366090371608734,47,-0.000266297546622809,0.9230132240056992,376000,0.9012131404876709,2.23,211.5
0.0036528751422883945,0.1819547261023543,287,5.0,0.0,1.3681023943424224,48,-0.0017757208016701042,0.9583611476421356,384000,0.6693433129787445,1.84,197.06
0.00325779969105497,0.1667830349349143,287,5.0,0.0,1.339896115064621,49,-0.0011486313695786522,0.9692130881547928,392000,0.6566499000787736,1.91,199.36
0.0042427513090660795,0.19209832981923433,287,5.0,0.0,1.3592243039608,50,-0.0013303519267356023,0.9498708039522171,400000,0.7237721845507622,2.08,205.68
0.0025227138985064812,0.14442485285621973,287,5.0,0.0,1.341216584444046,51,-0.0011669391297618858,0.9718584662675858,408000,0.5545757853984833,1.86,197.16
0.0037996726110577582,0.17489702463634965,287,5.0,0.0,1.3566872704029083,52,-0.000636484837741591,0.9598646575212478,416000,0.6866721931099892,1.7,190.81
0.0027395724659436383,0.15037061634985419,288,5.0,0.0,1.3615294587612152,53,-0.0004139305904459434,0.9502069252729416,424000,0.5743141558766365,1.51,184.28
