advantage_norm,frames,value_loss,epoch_idx,P01:episode_rewards,PMM:episode_rewards,policy_entropy,approx_kl_divergence,grad_norm,policy_loss,explained_variance,fps,P09:episode_rewards,clip_fraction,episode_length
15.968719297647477,10240,10.78260190919973,1,0.0,24.21875,1.501261091977358,0.0742080529918898,92.88001383677101,0.019448663365619723,-0.045074322074651715,176,72.50000000000006,0.428564453125,284.53125
15.968718612194062,20480,0.04808545169653371,2,0.0,49.62686567164179,1.7126371331512928,0.0033773826780588933,1.0129566473627318,-0.00021281393637764267,-1.1175870895385742e-08,172,125.0,0.2284423828125,295.2686567164179
15.968717777729035,30720,0.01479087158513721,3,0.0,64.25,1.757180142402649,0.0025887541460406283,0.28993485525979545,-0.001812590221015853,-2.0861625671386717e-08,176,150.0,0.1692626953125,300.63
15.968718218803406,40960,0.021271999570308252,4,0.0,108.25,1.7736669160425662,0.0013445242667529556,0.16551389017348342,-0.0020469539438636277,-8.195638656616212e-09,181,225.0,0.0890869140625,314.27
15.968718135356903,51200,0.023676638392498717,5,25.0,141.25,1.763404057919979,0.00047451086252294774,0.10122382671010859,-0.0011906246181752067,-1.3783574104309083e-08,184,252.50000000000023,0.007177734375,321.62
15.968718266487121,61440,0.023366611218079925,6,47.50000000000001,178.75,1.7630729027092458,0.00021551456830266603,0.09486345838494643,-0.0005973124962110887,1.6763806343078613e-08,186,325.0,0.00087890625,332.28
15.968718189001084,71680,0.025503417028812692,7,75.0,201.75,1.7589043259620667,0.00017013584122889115,0.07886665291434217,-0.0003349975129822269,1.899898052215576e-08,186,325.0,0.0,336.65
15.968718266487121,81920,0.024377259373432027,8,75.0,213.75,1.7766576923429966,0.00026912180461806655,0.0817737910543874,-0.000838042815848894,-3.3527612686157227e-09,187,425.0,0.0017333984375,343.22
15.968718099594117,92160,0.018354058044496923,9,22.500000000000007,188.75,1.7866847932338714,0.00016867335501231652,0.07895672411985524,-0.0006135712144896388,2.6077032089233397e-09,187,332.5000000000006,0.0,337.27
15.9687180519104,102400,0.022446948097785933,10,25.0,200.5,1.7845681011676788,0.0001595045198271805,0.07946332078553783,-0.0004741634696983965,-1.862645149230957e-09,188,477.5000000000002,0.0,337.92
